"SiteID","Primary_Panel","Electrical_Panel_Label","Electrical_Panel_Type","Electrical_Panel_Brand","Electrical_Panel_Brand_Other","Electrical_Panel_Vintage","Electrical_Panel_Capacity"
"SITE_520","Primary",NA,"Breaker Panel","Other","Outback Power Systems","Unknown","100"
"SITE_521","Primary",NA,"Breaker Panel","Square D",NA,"1980","200"
"SITE_522","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","Unknown"
"SITE_523","Primary",NA,"Fuse Panel","Murray",NA,"Unknown","150"
"SITE_524","Primary",NA,"Fuse Panel","American Switch",NA,"Unknown","Unknown"
"SITE_525","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"1994","200"
"SITE_527","Primary",NA,"Breaker Panel","Siemens",NA,"1990","200"
"SITE_528","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_529","Primary",NA,"Breaker Panel","Square D",NA,"1992","200"
"SITE_529","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_53","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","200"
"SITE_531","Primary",NA,"Breaker Panel","Siemens",NA,"1997","200"
"SITE_532","Primary",NA,"Breaker Panel","Square D",NA,"1988","100"
"SITE_533","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_533","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_534","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_535","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","150"
"SITE_536","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_537","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_538","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_539","Unknown","One of Two","Breaker Panel","Unknown",NA,"1986","200"
"SITE_539","Unknown","Two of two","Breaker Panel","Unknown",NA,"1986","200"
"SITE_54","Primary",NA,"Breaker Panel","Underwriters Laboratories Inc",NA,"Unknown","150"
"SITE_540","Primary",NA,"Breaker Panel","Siemens",NA,"1998","200"
"SITE_540","Secondary",NA,"Breaker Panel","Siemens",NA,"1998","Unknown"
"SITE_541","Primary",NA,"Breaker Panel","Square D",NA,"2002","200"
"SITE_541","Primary",NA,"Breaker Panel","Siemens",NA,"2004","125"
"SITE_542","Primary",NA,"Breaker Panel","Siemens",NA,"1992","200"
"SITE_543","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2018","125"
"SITE_543","Primary",NA,"Breaker Panel","Square D",NA,"2010","200"
"SITE_543","Primary",NA,"Breaker Panel","Square D",NA,"2015","200"
"SITE_543","Primary",NA,"Breaker Panel","Square D",NA,"2017","Unknown"
"SITE_544","Primary",NA,"Breaker Panel","Arrow-Hart/Murray",NA,"Unknown","Unknown"
"SITE_545","Primary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"1984","200"
"SITE_546","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_547","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_548","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2021","200"
"SITE_549","Primary",NA,"Breaker Panel","Underwriters Laboratories Inc",NA,"2017","200"
"SITE_55","Primary",NA,"Breaker Panel","Federal Pacific/FPE/Noark",NA,"Unknown","200"
"SITE_550","Primary",NA,"Breaker Panel","Siemens",NA,"2019","200"
"SITE_551","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_551","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_552","Primary",NA,"Breaker Panel","Square D",NA,"1986","200"
"SITE_553","Primary",NA,"Breaker Panel","Siemens",NA,"1997","200"
"SITE_554","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_555","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2006","200"
"SITE_556","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_557","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_558","Primary",NA,"Breaker Panel","General Electric",NA,"1983","100"
"SITE_559","Primary",NA,"Breaker Panel","Square D",NA,"2009","225"
"SITE_559","Secondary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2009","100"
"SITE_559","Primary",NA,"Breaker Panel","Square D",NA,"2009","200"
"SITE_56","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_560","Secondary",NA,"Breaker Panel","Sylvania (non-Challenger)",NA,"Unknown","100"
"SITE_560","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","100"
"SITE_561","Secondary",NA,"Breaker Panel","Homeline",NA,"2003","100"
"SITE_561","Primary",NA,"Breaker Panel","Square D",NA,"2003","200"
"SITE_562","Primary",NA,"Breaker Panel","Square D",NA,"2021","200"
"SITE_563","Primary",NA,"Breaker Panel","Square D",NA,"2021","200"
"SITE_563","Secondary",NA,"Breaker Panel","Square D",NA,"2021","100"
"SITE_564","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_565","Primary",NA,"Breaker Panel","Westinghouse",NA,"1992","200"
"SITE_565","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_566","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_567","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","125"
"SITE_567","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","125"
"SITE_567","Secondary",NA,"Breaker Panel","General Electric",NA,"Unknown","225"
"SITE_567","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_567","Secondary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_567","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","125"
"SITE_567","Secondary",NA,"Breaker Panel","Siemens",NA,"Unknown","125"
"SITE_568","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_569","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_57","Secondary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2008","125"
"SITE_57","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2014","200"
"SITE_570","Primary",NA,"Breaker Panel","Federal Pacific/FPE/Noark",NA,"Unknown","200"
"SITE_571","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_572","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_573","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_574","Unknown","Panel 1","Breaker Panel","Eaton/Cutler Hammer",NA,"2018","200"
"SITE_574","Unknown","Panel 2","Breaker Panel","Eaton/Cutler Hammer",NA,"2018","200"
"SITE_575","Unknown","Main 1","Breaker Panel","Sylvania (non-Challenger)",NA,"Unknown","200"
"SITE_575","Unknown","Main 2","Breaker Panel","Sylvania (non-Challenger)",NA,"Unknown","200"
"SITE_575","Secondary",NA,"Fuse Panel","Other","Gen-Tran","Unknown","Unknown"
"SITE_576","Primary",NA,"Breaker Panel","Siemens",NA,"2014","200"
"SITE_577","Unknown","Panel A","Breaker Panel","General Electric",NA,"2010","Unknown"
"SITE_577","Unknown","Panel B","Breaker Panel","General Electric",NA,"2010","Unknown"
"SITE_578","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_579","Primary",NA,"Breaker Panel","Siemens",NA,"2012","200"
"SITE_579","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_58","Primary",NA,"Breaker Panel","Bryant",NA,"Unknown","100"
"SITE_58","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","100"
"SITE_580","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_581","Primary",NA,"Breaker Panel","Square D",NA,"2005","200"
"SITE_582","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_583","Primary",NA,"Breaker Panel","Federal Pacific/FPE/Noark",NA,"Unknown","125"
"SITE_584","Primary",NA,"Breaker Panel","Underwriters Laboratories Inc",NA,"Unknown","200"
"SITE_585","Secondary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_585","Secondary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_585","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","325"
"SITE_586","Primary",NA,"Breaker Panel","Square D",NA,"1992","200"
"SITE_587","Primary",NA,"Breaker Panel","Square D",NA,"2004","200"
"SITE_588","Primary",NA,"Breaker Panel","Siemens",NA,"2016","200"
"SITE_589","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2015","200"
"SITE_59","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_590","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_591","Primary",NA,"Breaker Panel","Underwriters Laboratories Inc",NA,"1973","100"
"SITE_592","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_593","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_594","Primary",NA,"Breaker Panel","Sylvania (non-Challenger)",NA,"2008","200"
"SITE_595","Unknown","Unknown","Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_595","Unknown","Unknown","Breaker Panel","Murray",NA,"Unknown","200"
"SITE_596","Primary",NA,"Breaker Panel","Square D",NA,"2002","200"
"SITE_597","Primary",NA,"Breaker Panel","General Electric",NA,"1993","200"
"SITE_598","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_599","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_6","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_60","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_60","Secondary",NA,"Breaker Panel","Siemens",NA,"Unknown","100"
"SITE_600","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_601","Primary",NA,"Breaker Panel","General Electric",NA,"1989","200"
"SITE_602","Primary",NA,"Fuse Panel","Siemens",NA,"Unknown","125"
"SITE_603","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_604","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2013","200"
"SITE_606","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","125"
"SITE_607","Primary",NA,"Breaker Panel","Underwriters Laboratories Inc",NA,"Unknown","200"
"SITE_608","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_609","Primary",NA,"Breaker Panel","Siemens",NA,"2016","200"
"SITE_61","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_61","Primary",NA,"Breaker Panel","Sylvania (non-Challenger)",NA,"2006","200"
"SITE_610","Primary",NA,"Breaker Panel","Arrow-Hart/Murray",NA,"Unknown","200"
"SITE_611","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_611","Secondary",NA,"Breaker Panel","Square D",NA,"2014","200"
"SITE_611","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_611","Secondary",NA,"Unknown","Square D",NA,"Unknown","Unknown"
"SITE_612","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2008","200"
"SITE_613","Primary",NA,"Breaker Panel","Homeline",NA,"2020","200"
"SITE_614","Primary",NA,"Breaker Panel","Square D",NA,"2009","200"
"SITE_614","Primary",NA,"Breaker Panel","Square D",NA,"2010","125"
"SITE_614","Primary",NA,"Breaker Panel","Square D",NA,"1993","200"
"SITE_615","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_616","Primary",NA,"Breaker Panel","Unknown",NA,"1998","200"
"SITE_617","Primary",NA,"Breaker Panel","General Electric",NA,"1980","125"
"SITE_618","Unknown","Unknown","Breaker Panel","Square D",NA,"Unknown","200"
"SITE_618","Unknown","Unknown","Breaker Panel","Square D",NA,"Unknown","200"
"SITE_619","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_62","Primary",NA,"Breaker Panel","Westinghouse",NA,"Unknown","200"
"SITE_620","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","200"
"SITE_621","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2018","125"
"SITE_621","Primary",NA,"Breaker Panel","Siemens",NA,"2018","200"
"SITE_622","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","Unknown"
"SITE_623","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_623","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_624","Secondary",NA,"Breaker Panel","Siemens",NA,"Unknown","100"
"SITE_624","Primary",NA,"Breaker Panel","Sylvania (non-Challenger)",NA,"Unknown","200"
"SITE_624","Secondary",NA,"Unknown","Unknown",NA,"Unknown","Unknown"
"SITE_625","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2004","200"
"SITE_626","Primary",NA,"Breaker Panel","Unknown",NA,"1999","200"
"SITE_627","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_628","Primary",NA,"Breaker Panel","Underwriters Laboratories Inc",NA,"Unknown","Unknown"
"SITE_629","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1978","200"
"SITE_63","Primary",NA,"Breaker Panel","Bryant",NA,"Unknown","200"
"SITE_630","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","125"
"SITE_631","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","225"
"SITE_632","Primary",NA,"Unknown","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_634","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_634","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","100"
"SITE_634","Primary",NA,"Breaker Panel","Siemens",NA,"1999","200"
"SITE_635","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_636","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2020","200"
"SITE_637","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_638","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_638","Secondary",NA,"Breaker Panel","Unknown",NA,"2019","Unknown"
"SITE_64","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_640","Primary",NA,"Breaker Panel","Siemens",NA,"2000","200"
"SITE_641","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_642","Primary",NA,"Breaker Panel","Square D",NA,"2000","200"
"SITE_643","Primary",NA,"Breaker Panel","Siemens",NA,"2003","200"
"SITE_643","Secondary",NA,"Breaker Panel","Siemens",NA,"2003","200"
"SITE_643","Secondary",NA,"Breaker Panel","Siemens",NA,"Unknown","Unknown"
"SITE_644","Primary",NA,"Breaker Panel","Square D",NA,"2003","200"
"SITE_645","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2007","200"
"SITE_645","Secondary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2008","Unknown"
"SITE_646","Primary",NA,"Breaker Panel","Square D",NA,"2014","Unknown"
"SITE_647","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","Unknown"
"SITE_648","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1978","200"
"SITE_649","Primary",NA,"Breaker Panel","Other","Unknown","Unknown","200"
"SITE_65","Primary",NA,"Breaker Panel","Siemens",NA,"2016","200"
"SITE_650","Unknown","Left","Breaker Panel","Murray",NA,"Unknown","200"
"SITE_650","Unknown","Right","Breaker Panel","Murray",NA,"Unknown","200"
"SITE_651","Primary",NA,"Breaker Panel","Square D",NA,"1994","200"
"SITE_651","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_653","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2010","200"
"SITE_654","Primary",NA,"Breaker Panel","Wadsworth Electric",NA,"Unknown","Unknown"
"SITE_655","Primary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"1993","200"
"SITE_656","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_657","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","200"
"SITE_658","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_658","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","100"
"SITE_658","Unknown","Unknown","Breaker Panel","Square D",NA,"Unknown","200"
"SITE_658","Unknown","Unknown","Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_658","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","Unknown"
"SITE_658","Primary",NA,"Fuse Panel","Square D",NA,"Unknown","Unknown"
"SITE_659","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_66","Primary",NA,"Breaker Panel","Unknown",NA,"2009","200"
"SITE_660","Secondary",NA,"Breaker Panel","Square D",NA,"2012","Unknown"
"SITE_660","Secondary",NA,"Breaker Panel","Siemens",NA,"Unknown","Unknown"
"SITE_660","Primary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"Unknown","150"
"SITE_660","Primary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"Unknown","200"
"SITE_661","Primary",NA,"Breaker Panel","Murray",NA,"Unknown","200"
"SITE_662","Primary",NA,"Breaker Panel","Arrow-Hart/Murray",NA,"1979","200"
"SITE_663","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2005","200"
"SITE_664","Primary",NA,"Breaker Panel","Siemens",NA,"1999","125"
"SITE_664","Primary",NA,"Breaker Panel","Sylvania (non-Challenger)",NA,"Unknown","200"
"SITE_665","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","100"
"SITE_665","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_665","Secondary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_666","Primary",NA,"Breaker Panel","Square D",NA,"1999","Unknown"
"SITE_667","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_668","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_669","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_67","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","200"
"SITE_670","Primary",NA,"Fuse Panel","Trumbell Electric",NA,"Unknown","Unknown"
"SITE_671","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2013","200"
"SITE_672","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","100"
"SITE_673","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2002","125"
"SITE_674","Primary",NA,"Breaker Panel","Homeline",NA,"Unknown","200"
"SITE_675","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_676","Primary",NA,"Breaker Panel","Square D",NA,"1984","200"
"SITE_677","Unknown","Unknown","Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_677","Unknown","Unknown","Breaker Panel","Siemens",NA,"Unknown","200"
"SITE_678","Primary",NA,"Breaker Panel","Square D",NA,"2020","200"
"SITE_679","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","100"
"SITE_68","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_681","Primary",NA,"Unknown","Unknown",NA,"Unknown","200"
"SITE_682","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1985","200"
"SITE_682","Secondary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1985","200"
"SITE_683","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2020","200"
"SITE_684","Primary",NA,"Breaker Panel","Federal Pacific/FPE/Noark",NA,"Unknown","200"
"SITE_685","Primary",NA,"Breaker Panel","Square D",NA,"2016","200"
"SITE_686","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_687","Primary",NA,"Breaker Panel","Square D",NA,"2000","200"
"SITE_688","Primary",NA,"Breaker Panel","Square D",NA,"2021","200"
"SITE_689","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","125"
"SITE_69","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_690","Primary",NA,"Breaker Panel","General Electric",NA,"1994","200"
"SITE_691","Primary",NA,"Breaker Panel","Siemens",NA,"1992","200"
"SITE_692","Primary",NA,"Breaker Panel","Square D",NA,"2003","200"
"SITE_693","Primary",NA,"Breaker Panel","Siemens",NA,"Unknown","Unknown"
"SITE_693","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_694","Primary",NA,"Breaker Panel","Unknown",NA,"1987","Unknown"
"SITE_695","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","200"
"SITE_695","Secondary",NA,"Breaker Panel","Unknown","Unknown","Unknown","Unknown"
"SITE_696","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_697","Primary",NA,"Breaker Panel","Challenger/Zinsco/Magnetrip",NA,"Unknown","200"
"SITE_698","Unknown","Left","Breaker Panel","Eaton/Cutler Hammer",NA,"2018","200"
"SITE_698","Unknown","Right","Breaker Panel","Eaton/Cutler Hammer",NA,"2018","200"
"SITE_699","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2014","200"
"SITE_7","Primary",NA,"Breaker Panel","General Electric",NA,"2001","200"
"SITE_70","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1977","200"
"SITE_700","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
"SITE_700","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","Unknown"
"SITE_701","Primary",NA,"Breaker Panel","Square D",NA,"Unknown","200"
"SITE_701","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"Unknown","100"
"SITE_702","Primary",NA,"Breaker Panel","Square D",NA,"2020","200"
"SITE_703","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2006","200"
"SITE_704","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2020","200"
"SITE_705","Primary",NA,"Breaker Panel","Square D",NA,"1997","100"
"SITE_706","Unknown","Panel 1","Breaker Panel","Square D",NA,"Unknown","100"
"SITE_706","Unknown","Panel 2","Breaker Panel","Square D",NA,"Unknown","100"
"SITE_707","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2001","200"
"SITE_708","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"1998","225"
"SITE_709","Primary",NA,"Breaker Panel","Underwriters Laboratories Inc",NA,"Unknown","Unknown"
"SITE_71","Primary",NA,"Fuse Panel","Unknown",NA,"Unknown","200"
"SITE_71","Primary",NA,"Breaker Panel","Unknown",NA,"Unknown","Unknown"
"SITE_710","Primary",NA,"Breaker Panel","Eaton/Cutler Hammer",NA,"2019","200"
"SITE_710","Primary",NA,"Breaker Panel","Siemens",NA,"2007","200"
"SITE_710","Secondary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"Unknown","125"
"SITE_710","Secondary",NA,"Breaker Panel","I-T-E/Imperial/Siemens",NA,"Unknown","Unknown"
"SITE_711","Primary",NA,"Breaker Panel","General Electric",NA,"Unknown","200"
