"SiteID","Meter_ID","Meter_Type","Smart_Meter","Meter_Serves"
"SITE_276","MTR_2","Gas","No","House"
"SITE_277","MTR_1","Electric","Yes","Resident"
"SITE_28","MTR_1","Electric","Yes","Residence"
"SITE_280","MTR_1","Electric","Yes","Whole house"
"SITE_281","MTR_1","Gas","No","Whole house"
"SITE_281","MTR_2","Electric","No","Whole house"
"SITE_282","MTR_1","Electric","No","Whole house (including guesthouse/cottage/the love shack)"
"SITE_283","MTR_1","Electric","Yes","House"
"SITE_283","MTR_2","Gas","No","House"
"SITE_284","MTR_1","Electric","Yes","Residence and dwelling"
"SITE_284","MTR_2","Gas","No","Residence and dwelling"
"SITE_285","MTR_1","Electric","No","Whole house"
"SITE_285","MTR_2","Gas","No","Whole house"
"SITE_286","MTR_1","Electric","Yes","House and outbuilding"
"SITE_286","MTR_2","Gas","No","Whole house"
"SITE_287","MTR_1","Electric","Yes","Whole house"
"SITE_287","MTR_2","Gas","No","Whole house"
"SITE_288","MTR_1","Gas","No","Whole house"
"SITE_288","MTR_2","Electric","Yes","Whole house and garage"
"SITE_289","MTR_1","Gas","No","Whole house"
"SITE_289","MTR_2","Electric","Yes","Whole house"
"SITE_29","MTR_1","Electric","Yes","Unknown"
"SITE_290","MTR_1","Electric","Yes","Whole house"
"SITE_291","MTR_1","Electric","Yes","Unknown"
"SITE_292","MTR_1","Electric","Yes","Whole house"
"SITE_293","MTR_1","Electric","Yes","Unknown"
"SITE_294","MTR_1","Electric","No","Unknown"
"SITE_295","MTR_1","Gas","Yes","Whole house"
"SITE_296","MTR_1","Electric","Unknown","Whole house"
"SITE_297","MTR_1","Electric","No","Whole house"
"SITE_298","MTR_1","Electric","Yes","Whole house"
"SITE_299","MTR_1","Gas","No","House"
"SITE_299","MTR_2","Electric","Yes","House"
"SITE_3","MTR_1","Gas","No","Unknown"
"SITE_3","MTR_2","Electric","No","Unknown"
"SITE_30","MTR_1","Electric","Yes","Home,  net"
"SITE_30","MTR_2","Gas","No","Home"
"SITE_300","MTR_1","Electric","No","Whole house"
"SITE_301","MTR_1","Electric","Yes","Whole house"
"SITE_302","MTR_1","Gas","No","House"
"SITE_302","MTR_2","Electric","Yes","House"
"SITE_303","MTR_1","Electric","Yes","Whole house"
"SITE_304","MTR_1","Electric","Yes","Whole house (surveyed),  # separate garages (not surveyed),  and cottage/ guest house (not surveyed)"
"SITE_304","MTR_2","Gas","No","House only"
"SITE_305","MTR_1","Electric","Yes","Unit"
"SITE_305","MTR_2","Gas","No","House"
"SITE_306","MTR_1","Gas","No","Whole house"
"SITE_306","MTR_2","Electric","No","Whole house"
"SITE_308","MTR_1","Gas","No","Whole house"
"SITE_308","MTR_2","Electric","No","Whole house"
"SITE_309","MTR_1","Electric","No","Residential part of building (not workshop)"
"SITE_31","MTR_1","Electric","Yes","Whole house"
"SITE_310","MTR_1","Electric","Yes","Whole house"
"SITE_310","MTR_2","Gas","No","Whole house"
"SITE_311","MTR_1","Electric","Yes","Whole house"
"SITE_312","MTR_1","Electric","No","Whole house"
"SITE_313","MTR_1","Electric","Yes","Whole house"
"SITE_314","MTR_1","Electric","Yes","House"
"SITE_314","MTR_2","Gas","No","House"
"SITE_315","MTR_1","Electric","Yes","Whole house"
"SITE_316","MTR_1","Electric","No","Whole house"
"SITE_317","MTR_1","Electric","Yes","Whole house plus garage"
"SITE_317","MTR_2","Gas","No","Whole house"
"SITE_319","MTR_1","Electric","Yes","Whole house"
"SITE_319","MTR_2","Gas","No","Whole house"
"SITE_32","MTR_1","Electric","Yes","Whole house"
"SITE_32","MTR_2","Gas","No","Whole house"
"SITE_320","MTR_1","Electric","Yes","Whole house"
"SITE_321","MTR_1","Electric","No","Whole house"
"SITE_322","MTR_1","Electric","Yes","Whole house"
"SITE_323","MTR_1","Electric","Yes","Unknown"
"SITE_324","MTR_1","Gas","No","Whole house"
"SITE_324","MTR_2","Electric","Yes","Whole house"
"SITE_325","MTR_1","Electric","Unknown","House"
"SITE_326","MTR_1","Electric","Yes","Unknown"
"SITE_327","MTR_1","Electric","Yes","Whole house"
"SITE_327","MTR_2","Gas","No","Whole house"
"SITE_328","MTR_1","Electric","No","Whole house"
"SITE_329","MTR_1","Gas","No","Residence"
"SITE_329","MTR_2","Electric","Yes","Residence"
"SITE_33","MTR_1","Electric","Yes","House"
"SITE_330","MTR_1","Electric","Unknown","House"
"SITE_331","MTR_1","Electric","Yes","House"
"SITE_331","MTR_2","Gas","No","House"
"SITE_332","MTR_1","Electric","Yes","Unknown"
"SITE_332","MTR_2","Gas","No","House"
"SITE_333","MTR_1","Electric","Unknown","House"
"SITE_334","MTR_1","Electric","No","Whole house"
"SITE_334","MTR_2","Gas","No","Whole house"
"SITE_336","MTR_1","Electric","Yes","Whole house"
"SITE_337","MTR_1","Electric","Yes","Unknown"
"SITE_337","MTR_2","Gas","No","Whole house"
"SITE_338","MTR_1","Electric","Yes","Residence"
"SITE_338","MTR_2","Gas","No","Residence"
"SITE_339","MTR_1","Electric","Yes","Unknown"
"SITE_339","MTR_2","Gas","No","House"
"SITE_34","MTR_1","Gas","No","House"
"SITE_34","MTR_2","Electric","Yes","House"
"SITE_340","MTR_1","Electric","Yes","Whole house"
"SITE_340","MTR_2","Gas","No","Whole house"
"SITE_341","MTR_1","Electric","No","Unknown"
"SITE_342","MTR_1","Electric","Yes","House"
"SITE_343","MTR_1","Electric","No","Whole house"
"SITE_343","MTR_2","Gas","No","Whole house"
"SITE_344","MTR_1","Gas","No","House"
"SITE_344","MTR_2","Electric","Yes","House"
"SITE_345","MTR_1","Electric","Yes","Whole house"
"SITE_345","MTR_2","Gas","No","Whole house"
"SITE_346","MTR_1","Electric","Yes","House"
"SITE_347","MTR_1","Electric","No","Whole house"
"SITE_348","MTR_1","Electric","Yes","Unknown"
"SITE_349","MTR_1","Electric","Yes","Whole house"
"SITE_349","MTR_2","Electric","Yes","Solar panels"
"SITE_35","MTR_1","Electric","Yes","House"
"SITE_350","MTR_1","Electric","Yes","Unknown"
"SITE_351","MTR_1","Electric","Unknown","Whole house"
"SITE_352","MTR_1","Electric","Yes","Whole house"
"SITE_353","MTR_1","Electric","No","Residence"
"SITE_354","MTR_1","Gas","No","Unknown"
"SITE_354","MTR_2","Electric","Yes","Unknown"
"SITE_355","MTR_1","Electric","Yes","Whole house"
"SITE_355","MTR_2","Gas","No","Whole house"
"SITE_356","MTR_1","Electric","No","Whole house"
"SITE_356","MTR_2","Gas","No","Whole house"
"SITE_357","MTR_1","Electric","Yes","Unknown"
"SITE_358","MTR_1","Electric","Yes","Solar panels"
"SITE_358","MTR_2","Electric","Yes","Whole house"
"SITE_358","MTR_3","Gas","No","Whole house"
"SITE_359","MTR_1","Electric","No","Unknown"
"SITE_36","MTR_1","Electric","No","Whole house,  shop"
"SITE_360","MTR_1","Gas","No","Whole house"
"SITE_360","MTR_2","Electric","Yes","Whole house"
"SITE_362","MTR_1","Gas","Yes","The whole house"
"SITE_364","MTR_1","Gas","No","Unknown"
"SITE_364","MTR_2","Electric","No","Unknown"
"SITE_365","MTR_1","Electric","Unknown","The property"
"SITE_366","MTR_1","Electric","No","Residence"
"SITE_366","MTR_2","Gas","No","Residence"
"SITE_367","MTR_1","Electric","No","Residence"
"SITE_368","MTR_1","Gas","No","Residence"
"SITE_368","MTR_2","Electric","No","Residence"
"SITE_369","MTR_1","Electric","No","Unknown"
"SITE_369","MTR_2","Gas","No","Unknown"
"SITE_37","MTR_1","Electric","Unknown","Three buildings"
"SITE_370","MTR_1","Electric","No","Whole house and on site apartment"
"SITE_371","MTR_1","Electric","Yes","Whole house"
"SITE_372","MTR_1","Electric","Yes","Whole house"
"SITE_372","MTR_2","Electric","Yes","Solar panels"
"SITE_373","MTR_1","Electric","Yes","Whole house and studio"
"SITE_374","MTR_1","Electric","No","Whole house"
"SITE_375","MTR_1","Gas","No","Whole house"
"SITE_375","MTR_2","Electric","Yes","Whole house"
"SITE_376","MTR_1","Electric","Yes","Whole house,  aud,  and shop"
"SITE_377","MTR_1","Electric","No","Unknown"
"SITE_378","MTR_1","Electric","No","Whole house"
"SITE_379","MTR_1","Electric","Yes","Whole house"
"SITE_379","MTR_2","Gas","No","Whole house"
"SITE_38","MTR_1","Gas","No","Whole house"
"SITE_38","MTR_2","Electric","No","Whole house"
"SITE_380","MTR_1","Gas","No","Unknown"
"SITE_380","MTR_2","Electric","No","Unknown"
"SITE_381","MTR_1","Electric","Yes","Whole house"
"SITE_382","MTR_1","Electric","No","Unknown"
"SITE_383","MTR_1","Electric","No","Whole house"
"SITE_383","MTR_2","Gas","No","Whole house"
"SITE_384","MTR_1","Electric","Yes","Whole house"
"SITE_384","MTR_2","Electric","Yes","Solar panels"
"SITE_385","MTR_1","Electric","No","Whole house"
"SITE_386","MTR_1","Gas","No","The whole home"
"SITE_386","MTR_2","Electric","Yes","The whole home"
"SITE_387","MTR_1","Electric","Yes","Whole house"
"SITE_389","MTR_1","Gas","No","Whole house"
"SITE_389","MTR_2","Electric","Yes","Whole house"
"SITE_39","MTR_1","Electric","Yes","House"
"SITE_39","MTR_2","Gas","No","House"
"SITE_391","MTR_1","Electric","No","Whole house"
"SITE_392","MTR_1","Electric","No","Unknown"
"SITE_393","MTR_1","Electric","No","Whole house"
"SITE_394","MTR_1","Electric","No","Whole house"
"SITE_394","MTR_2","Gas","No","Whole house"
"SITE_395","MTR_1","Electric","Yes","Whole house"
"SITE_397","MTR_1","Electric","Yes","Whole house"
"SITE_397","MTR_2","Electric","Yes","Solar production meter"
"SITE_397","MTR_3","Gas","No","Whole house"
"SITE_398","MTR_1","Electric","Yes","Unit; i think this is the meter for the unit surveyed,  but cannot ###% confirm - other meter was right next to it (number ## ### ###)"
"SITE_399","MTR_1","Electric","Yes","Whole house"
"SITE_4","MTR_1","Electric","Yes","Residence"
"SITE_400","MTR_1","Electric","Yes","Whole house"
"SITE_401","MTR_1","Electric","Yes","Unknown"
"SITE_402","MTR_1","Electric","Yes","Whole house"
"SITE_403","MTR_1","Gas","No","Whole house"
"SITE_403","MTR_2","Electric","Yes","Whole house"
"SITE_404","MTR_1","Electric","Yes","Whole house"
"SITE_404","MTR_2","Gas","No","Whole house"
"SITE_405","MTR_1","Electric","Yes","Whole house"
"SITE_405","MTR_2","Gas","No","Whole house"
"SITE_407","MTR_1","Electric","Yes","Whole house"
"SITE_407","MTR_2","Gas","No","Whole house"
"SITE_408","MTR_1","Electric","Yes","Whole house"
"SITE_409","MTR_1","Electric","Yes","Wholehouse"
"SITE_409","MTR_2","Gas","No","Whole house"
"SITE_41","MTR_1","Electric","Yes","House"
"SITE_41","MTR_2","Gas","No","House"
"SITE_410","MTR_1","Electric","Yes","Whole house"
"SITE_410","MTR_2","Gas","No","Whole house"
"SITE_411","MTR_1","Electric","Yes","Residence"
"SITE_413","MTR_1","Electric","Yes","The whole house"
"SITE_414","MTR_1","Electric","Yes","Whole house"
"SITE_415","MTR_1","Gas","No","Whole house"
"SITE_415","MTR_2","Electric","Yes","Whole house"
"SITE_415","MTR_3","Electric","Yes","Solar pv"
"SITE_416","MTR_1","Electric","Yes","Unknown"
"SITE_417","MTR_1","Electric","Yes","Whole house"
"SITE_418","MTR_1","Electric","Yes","Whole house"
"SITE_419","MTR_1","Electric","Yes","Whole house"
"SITE_419","MTR_2","Gas","No","The whole house"
"SITE_42","MTR_1","Electric","Yes","House"
"SITE_42","MTR_2","Gas","No","House"
"SITE_420","MTR_1","Electric","Yes","Whole house"
"SITE_421","MTR_1","Gas","Yes","Whole house"
"SITE_422","MTR_1","Electric","Yes","House"
"SITE_423","MTR_1","Electric","Yes","Whole house"
"SITE_424","MTR_1","Electric","Unknown","Unknown"
"SITE_425","MTR_1","Electric","Yes","The whole home"
"SITE_426","MTR_1","Electric","Yes","Whole house"
"SITE_428","MTR_1","Electric","Yes","Whole house"
"SITE_429","MTR_1","Electric","Yes","Whole house"
"SITE_43","MTR_1","Electric","No","Unknown"
"SITE_430","MTR_1","Electric","Yes","House"
"SITE_430","MTR_2","Gas","No","House"
"SITE_431","MTR_1","Electric","Yes","Whole house + solar power"
"SITE_431","MTR_2","Gas","No","Whole house"
"SITE_432","MTR_1","Electric","Yes","House and shed/garage"
"SITE_432","MTR_2","Gas","No","House"
"SITE_433","MTR_1","Electric","Yes","Whole house"
"SITE_434","MTR_1","Electric","Yes","Residence"
"SITE_435","MTR_1","Electric","Yes","Whole house"
"SITE_436","MTR_1","Electric","Yes","Whole house"
"SITE_437","MTR_1","Electric","Yes","Net meter"
"SITE_437","MTR_2","Electric","Yes","Generation meter"
"SITE_438","MTR_1","Electric","Yes","House"
"SITE_439","MTR_1","Electric","Yes","House"
"SITE_439","MTR_2","Gas","No","House"
"SITE_44","MTR_1","Electric","Unknown","Upstairs unit"
"SITE_44","MTR_2","Gas","Unknown","Upstairs unit"
"SITE_440","MTR_1","Electric","Yes","House and outbuilding"
"SITE_441","MTR_1","Electric","Yes","The whole home"
"SITE_442","MTR_1","Electric","Yes","House and shed"
"SITE_443","MTR_1","Gas","No","Residence"
"SITE_443","MTR_2","Electric","Yes","Residence"
"SITE_444","MTR_1","Electric","Yes","Whole house"
"SITE_444","MTR_2","Electric","Yes","Labeled as “production meter”. Most likely for solar panels"
"SITE_445","MTR_1","Electric","Unknown","Meters not accessible"
"SITE_447","MTR_1","Electric","Yes","Whole house"
"SITE_447","MTR_2","Gas","No","Whole house"
"SITE_448","MTR_1","Electric","Yes","House"
"SITE_449","MTR_1","Gas","No","Unknown"
"SITE_449","MTR_2","Electric","Yes","Unknown"
"SITE_45","MTR_1","Electric","No","Whole house"
"SITE_450","MTR_1","Electric","Yes","Whole house"
"SITE_451","MTR_1","Electric","Yes","Residence"
"SITE_453","MTR_1","Electric","Yes","Whole house"
"SITE_455","MTR_1","Electric","Yes","Whole house"
"SITE_455","MTR_2","Gas","No","Whole house"
"SITE_456","MTR_1","Electric","Yes","Whole property"
"SITE_456","MTR_2","Gas","No","Home"
"SITE_457","MTR_1","Electric","Yes","Unknown"
"SITE_457","MTR_2","Gas","No","Whole hoyse"
"SITE_458","MTR_1","Electric","Yes","Whole house"
"SITE_459","MTR_1","Electric","Yes","Whole house"
"SITE_46","MTR_1","Gas","No","Whole house"
"SITE_46","MTR_2","Electric","No","Whole house"
"SITE_460","MTR_1","Electric","Yes","Home"
"SITE_460","MTR_2","Electric","Yes","Farm house and shop"
"SITE_461","MTR_1","Gas","No","Whole house"
"SITE_461","MTR_2","Electric","Yes","Whole house"
"SITE_462","MTR_1","Gas","No","Residence"
"SITE_462","MTR_2","Electric","Yes","Residence"
"SITE_463","MTR_1","Electric","Yes","Whole house"
"SITE_464","MTR_1","Electric","Unknown","Unknown"
"SITE_465","MTR_1","Electric","Yes","Whole house"
"SITE_465","MTR_2","Gas","No","Whole house"
"SITE_466","MTR_1","Electric","Yes","Whole unit"
"SITE_467","MTR_1","Electric","Yes","Home"
"SITE_467","MTR_2","Gas","No","Home"
"SITE_468","MTR_1","Electric","Yes","Whole house"
"SITE_47","MTR_1","Electric","Yes","Whole house"
"SITE_470","MTR_1","Electric","Yes","House and garage"
"SITE_471","MTR_1","Electric","Yes","House"
"SITE_473","MTR_1","Electric","No","House"
"SITE_473","MTR_2","Gas","No","House (really just the furnace)"
"SITE_474","MTR_1","Electric","Yes","Whole house"
"SITE_475","MTR_1","Electric","Yes","House, garage"
"SITE_476","MTR_1","Electric","Yes","Whole house"
"SITE_477","MTR_1","Electric","Yes","Whole house"
"SITE_479","MTR_1","Electric","Yes","Whole house"
"SITE_479","MTR_2","Gas","No","Whole house"
"SITE_48","MTR_1","Electric","Unknown","Unknown"
"SITE_480","MTR_1","Electric","Yes","Whole house"
"SITE_481","MTR_1","Electric","Yes","Residence"
"SITE_482","MTR_1","Gas","No","Whole house"
"SITE_482","MTR_2","Electric","No","Whole house"
"SITE_483","MTR_1","Electric","Yes","Whole house"
"SITE_484","MTR_1","Electric","Yes","Apartment #"
"SITE_485","MTR_1","Electric","Yes","Whole house"
"SITE_485","MTR_2","Gas","No","Whole house"
"SITE_486","MTR_1","Electric","Yes","Manufactured home"
"SITE_487","MTR_1","Electric","Yes","Unknown"
"SITE_487","MTR_2","Gas","No","Unknown"
"SITE_488","MTR_1","Electric","Yes","Whole house"
"SITE_489","MTR_1","Electric","Unknown","Unknown"
"SITE_49","MTR_1","Electric","Yes","Residence"
"SITE_490","MTR_1","Electric","Yes","Residence"
"SITE_491","MTR_1","Electric","Yes","Whole house"
"SITE_492","MTR_1","Electric","Yes","Unknown"
"SITE_492","MTR_2","Gas","No","Whole house"
"SITE_493","MTR_1","Electric","Yes","Residence,  net meter"
"SITE_493","MTR_2","Gas","No","Residence"
"SITE_494","MTR_1","Electric","Yes","House"
"SITE_494","MTR_2","Electric","Yes","Shop"
"SITE_495","MTR_1","Electric","Yes","Whole house"
"SITE_496","MTR_1","Electric","Yes","Unknown"
"SITE_497","MTR_1","Gas","No","Residence"
"SITE_497","MTR_2","Electric","Yes","Residence"
"SITE_498","MTR_1","Electric","Yes","House"
"SITE_499","MTR_1","Electric","Yes","The whole home"
"SITE_499","MTR_2","Gas","No","The whole home"
"SITE_5","MTR_1","Electric","Unknown","House"
"SITE_50","MTR_1","Electric","No","Whole home"
"SITE_500","MTR_1","Electric","Yes","House and detached garage"
"SITE_500","MTR_2","Electric","No","This is the meter for the solar panels - plate on it says """"customer owned solar generator output"""""
"SITE_501","MTR_1","Electric","Yes","Unknown"
"SITE_502","MTR_1","Gas","No","Whole house"
"SITE_502","MTR_2","Electric","Yes","Whole house"
"SITE_503","MTR_1","Gas","Yes","Whole house"
"SITE_504","MTR_1","Gas","No","Whole house"
"SITE_504","MTR_2","Electric","Yes","Whole house"
"SITE_505","MTR_1","Electric","Yes","Residence"
"SITE_506","MTR_1","Electric","Yes","The whole house"
"SITE_506","MTR_2","Gas","No","Unknown"
"SITE_507","MTR_1","Electric","Yes","Unknown"
"SITE_509","MTR_1","Electric","No","Whole house"
"SITE_509","MTR_2","Gas","No","Whole house"
"SITE_510","MTR_1","Electric","Yes","Whole house"
"SITE_510","MTR_2","Gas","No","Whole house"
"SITE_511","MTR_1","Electric","Yes","Residence,  net meter"
"SITE_512","MTR_1","Electric","Yes","Whole house"
"SITE_513","MTR_1","Electric","Yes","Unknown"
"SITE_514","MTR_1","Electric","Yes","Unknown"
"SITE_515","MTR_1","Electric","Yes","Unknown"
"SITE_515","MTR_2","Gas","No","Whole house"
"SITE_516","MTR_1","Electric","Yes","Residence and shop"
"SITE_517","MTR_1","Electric","Yes","The whole home"
"SITE_517","MTR_2","Gas","No","The whole home"
"SITE_519","MTR_1","Electric","Yes","House,  shed"
"SITE_519","MTR_2","Gas","No","House"
"SITE_52","MTR_1","Electric","No","Residence"
"SITE_52","MTR_2","Gas","No","Residence"
"SITE_521","MTR_1","Electric","Yes","Whole house"
"SITE_522","MTR_1","Gas","No","Pool heating"
"SITE_522","MTR_2","Gas","No","House (excluding pool)"
"SITE_522","MTR_3","Electric","Yes","Whole house"
"SITE_523","MTR_1","Gas","Yes","Whole apartment"
"SITE_524","MTR_1","Electric","Yes","Main residence,  not rest of the farm/property"
"SITE_525","MTR_1","Electric","Unknown","House"
"SITE_527","MTR_1","Electric","Yes","Whole house"
"SITE_528","MTR_1","Gas","No","The whole home"
"SITE_528","MTR_2","Electric","Yes","The whole home"
"SITE_529","MTR_1","Electric","Yes","Residence"
"SITE_53","MTR_1","Electric","Yes","Unknown"
"SITE_532","MTR_1","Gas","No","Whole house"
"SITE_532","MTR_2","Electric","Yes","Whole house"
"SITE_533","MTR_1","Electric","Yes","Property"
"SITE_534","MTR_1","Electric","Yes","Whole house"
"SITE_535","MTR_1","Electric","Yes","Home"
"SITE_535","MTR_2","Gas","No","Home"
"SITE_536","MTR_1","Electric","Yes","Unknown"
"SITE_537","MTR_1","Electric","Yes","Unknown"
"SITE_538","MTR_1","Electric","Yes","Whole home"
"SITE_538","MTR_2","Gas","No","Unknown"
"SITE_54","MTR_1","Electric","No","Whole house"
"SITE_54","MTR_2","Gas","No","Whole house"
"SITE_541","MTR_1","Electric","Yes","Solar meter"
"SITE_541","MTR_2","Electric","Yes","Unknown"
"SITE_542","MTR_1","Electric","Yes","Whole property"
"SITE_542","MTR_2","Gas","No","Whole property"
"SITE_543","MTR_1","Electric","Yes","Pump"
"SITE_543","MTR_2","Electric","Yes","Residence"
"SITE_544","MTR_1","Electric","Yes","Whole house"
"SITE_545","MTR_1","Electric","Yes","The whole house"
"SITE_548","MTR_1","Electric","Yes","Whole house"
"SITE_549","MTR_1","Electric","Yes","Whole house + outbuildings"
"SITE_55","MTR_1","Gas","No","Whole house"
"SITE_55","MTR_2","Electric","Yes","Unknown"
"SITE_550","MTR_1","Electric","Yes","Whole house"
"SITE_551","MTR_1","Electric","Yes","Home"
"SITE_552","MTR_1","Gas","No","House"
"SITE_552","MTR_2","Electric","Yes","House"
"SITE_553","MTR_1","Electric","Yes","Whole house"
"SITE_553","MTR_2","Gas","No","Whole house"
"SITE_554","MTR_1","Electric","Yes","Whole house"
"SITE_555","MTR_1","Electric","Yes","Whole house"
"SITE_555","MTR_2","Gas","No","Whole house"
"SITE_556","MTR_1","Gas","No","Unknown"
"SITE_556","MTR_2","Electric","Yes","Unknown"
"SITE_557","MTR_1","Gas","No","Whole house"
"SITE_559","MTR_1","Electric","Yes","House and outbuildings"
"SITE_56","MTR_1","Electric","Yes","Whole house"
"SITE_56","MTR_2","Gas","No","Whole house"
"SITE_560","MTR_1","Electric","Yes","Whole house"
"SITE_562","MTR_1","Gas","No","Residence"
"SITE_562","MTR_2","Electric","Yes","Residence"
"SITE_563","MTR_1","Electric","Yes","House and shop"
"SITE_564","MTR_1","Electric","Yes","Whole home"
"SITE_565","MTR_1","Electric","Yes","Residence"
"SITE_566","MTR_1","Gas","No","House"
"SITE_566","MTR_2","Electric","Yes","House"
"SITE_567","MTR_1","Electric","Yes","Net meter"
"SITE_567","MTR_2","Electric","Yes","Generation production meter"
"SITE_567","MTR_3","Electric","Yes","Air handler"
"SITE_567","MTR_4","Electric","No","Hot water"
"SITE_567","MTR_5","Electric","No","Dryer"
"SITE_567","MTR_6","Electric","Yes","Ev charger"
"SITE_567","MTR_7","Electric","Yes","Compressor"
"SITE_567","MTR_8","Electric","Yes","Compressor #"
"SITE_567","MTR_9","Electric","Yes","Air handler #"
"SITE_569","MTR_1","Electric","Yes","Whole house"
"SITE_569","MTR_2","Gas","No","Whole house"
"SITE_57","MTR_1","Electric","Yes","Unknown"
"SITE_570","MTR_1","Electric","Yes","House"
"SITE_572","MTR_1","Electric","Yes","Whole house"
"SITE_573","MTR_1","Electric","Yes","Whole house"
"SITE_574","MTR_1","Electric","Yes","House"
"SITE_575","MTR_1","Electric","No","The house and garden shed."
"SITE_576","MTR_1","Electric","No","Whole house"
"SITE_577","MTR_1","Electric","Yes","Whole house"
"SITE_579","MTR_1","Electric","Yes","Whole house"
"SITE_58","MTR_1","Gas","No","Unknown"
"SITE_58","MTR_2","Electric","Yes","Unknown"
"SITE_580","MTR_1","Electric","Yes","Whole house plus storage shed"
"SITE_581","MTR_1","Electric","Yes","Whole house"
"SITE_581","MTR_2","Gas","No","Whole house"
"SITE_582","MTR_1","Electric","Yes","Whole property"
"SITE_583","MTR_1","Gas","No","House"
"SITE_583","MTR_2","Electric","Unknown","House + outbuilding"
"SITE_584","MTR_1","Electric","Yes","Unknown"
"SITE_585","MTR_1","Gas","No","Unknown"
"SITE_585","MTR_2","Electric","Yes","Unknown"
"SITE_586","MTR_1","Gas","No","Whole house"
"SITE_586","MTR_2","Electric","Yes","Unknown"
"SITE_587","MTR_1","Electric","Yes","House"
"SITE_587","MTR_2","Gas","No","Unknown"
"SITE_588","MTR_1","Electric","Yes","Whole house"
"SITE_589","MTR_1","Electric","Yes","Whole house"
"SITE_59","MTR_1","Gas","No","Unknown"
"SITE_59","MTR_2","Electric","Yes","Unknown"
"SITE_590","MTR_1","Electric","Yes","House"
"SITE_590","MTR_2","Gas","No","House"
"SITE_592","MTR_1","Electric","Yes","Whole house"
"SITE_592","MTR_2","Electric","Yes","Solar panels"
"SITE_593","MTR_1","Electric","Yes","The whole house"
"SITE_594","MTR_1","Electric","Yes","Whole house"
"SITE_595","MTR_1","Electric","Yes","Whole house"
"SITE_596","MTR_1","Electric","No","House"
"SITE_596","MTR_2","Gas","No","House"
"SITE_597","MTR_1","Electric","Yes","Unknown"
"SITE_597","MTR_2","Gas","No","Unknown"
"SITE_598","MTR_1","Electric","Yes","The whole home"
"SITE_599","MTR_1","Electric","Yes","Whole home"
"SITE_599","MTR_2","Gas","No","Whole home"
"SITE_6","MTR_1","Electric","No","Whole house"
"SITE_60","MTR_1","Electric","Yes","Whole house"
"SITE_600","MTR_1","Electric","Yes","Whole house"
"SITE_600","MTR_2","Gas","No","Whole house"
"SITE_601","MTR_1","Electric","Yes","Whole house"
"SITE_603","MTR_1","Electric","Yes","Whole home"
"SITE_603","MTR_2","Gas","No","Unknown"
"SITE_604","MTR_1","Electric","Yes","Whole house"
"SITE_605","MTR_1","Gas","No","Whole house"
"SITE_605","MTR_2","Electric","Yes","Unknown"
"SITE_606","MTR_1","Gas","No","House"
"SITE_606","MTR_2","Electric","Yes","House"
"SITE_607","MTR_1","Electric","Yes","Whole house"
"SITE_607","MTR_2","Gas","No","Whole house"
"SITE_608","MTR_1","Electric","Yes","Whole house"
"SITE_608","MTR_2","Gas","No","Whole house"
"SITE_609","MTR_1","Electric","Yes","Whole home"
"SITE_61","MTR_1","Electric","Yes","Residence"
"SITE_610","MTR_1","Electric","Yes","Unknown"
"SITE_611","MTR_1","Electric","Yes","Whole property"
"SITE_612","MTR_1","Electric","Yes","Unit address ###"
"SITE_613","MTR_1","Electric","Yes","Unknown"
"SITE_614","MTR_1","Electric","Yes","Property"
"SITE_615","MTR_1","Electric","Yes","Whole property including outbuildings"
"SITE_616","MTR_1","Electric","Yes","Whole house"
"SITE_616","MTR_2","Gas","No","Whole house"
"SITE_617","MTR_1","Electric","Yes","Unknown"
"SITE_617","MTR_2","Gas","No","Unknown"
"SITE_618","MTR_1","Electric","Yes","Whole house"
"SITE_618","MTR_2","Gas","No","Whole house"
"SITE_619","MTR_1","Electric","Yes","Whole house"
"SITE_619","MTR_2","Gas","No","Whole house"
"SITE_62","MTR_1","Gas","No","Whole house"
"SITE_62","MTR_2","Electric","Yes","Whole house"
"SITE_620","MTR_1","Electric","Yes","Whole home"
"SITE_620","MTR_2","Gas","No","Whole home"
"SITE_621","MTR_1","Gas","No","Residence cascade"
"SITE_621","MTR_2","Electric","Yes","Residence central elec coop"
"SITE_623","MTR_1","Electric","Yes","Whole house"
"SITE_623","MTR_2","Gas","No","Whole house"
"SITE_624","MTR_1","Electric","Yes","House"
"SITE_624","MTR_2","Electric","Yes","Garage (aka shop)"
"SITE_624","MTR_3","Electric","Yes","Well house"
"SITE_625","MTR_1","Electric","Yes","Unknown"
"SITE_625","MTR_2","Gas","No","Unknown"
"SITE_626","MTR_1","Electric","Yes","House"
"SITE_626","MTR_2","Gas","No","House"
"SITE_627","MTR_1","Electric","Yes","Whole house"
"SITE_628","MTR_1","Electric","Yes","Unknown"
"SITE_628","MTR_2","Gas","No","Unknown"
"SITE_629","MTR_1","Electric","Yes","The whole home"
"SITE_63","MTR_1","Electric","Yes","Unknown"
"SITE_63","MTR_2","Gas","No","Unknown"
"SITE_630","MTR_1","Electric","Yes","Unknown"
"SITE_630","MTR_2","Gas","No","Unknown"
"SITE_631","MTR_1","Electric","Yes","Whole house"
"SITE_632","MTR_1","Gas","Yes","Unknown"
"SITE_632","MTR_2","Electric","Yes","Unknown"
"SITE_633","MTR_1","Electric","Yes","Unknown"
