"SiteID","RoomID","ApplianceID","Type","Type_Other","Make","Model","Vintage","Energy_Star","Room_Type"
"SITE_211","ROOM_14556","APPL_72450","Garage door opener","Garage door","Chamberlain","LIFT MASTER PRO","Unknown","Unknown","Garage"
"SITE_212","ROOM_4776","APPL_34089","Welder (electric)",NA,"Lincoln","CENTURY 130","Unknown","No","Outside"
"SITE_212","ROOM_4776","APPL_52865","Power Tool","Air compressor","Unknown","Unknown","Unknown","Unknown","Outside"
"SITE_215","ROOM_39289","APPL_26134","Garage door opener","Garage door opener","Genie","SCREW DRIVE","Unknown","Unknown","Garage"
"SITE_216","ROOM_5794","APPL_9757","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_216","ROOM_5794","APPL_13919","Exercise Equipment","Treadmill","NordicTrack","Unknown","Unknown","Unknown","Garage"
"SITE_216","ROOM_15722","APPL_144615","Exercise Equipment","Stationary Bike","Peloton","Unknown","Unknown","Unknown","Bedroom"
"SITE_217","ROOM_3637","APPL_122669","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_217","ROOM_3637","APPL_94447","Power Tool","Bandsaw","Sears","Unknown","Unknown","Unknown","Garage"
"SITE_221","ROOM_44362","APPL_61747","Exercise Equipment","Peloton bike","Peloton","Unknown","Unknown","No","Bedroom"
"SITE_221","ROOM_7425","APPL_76266","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_221","ROOM_7425","APPL_40590","Other","Condensate pump","Little Giant","VCMA-20ULS","Unknown","Unknown","Garage"
"SITE_227","ROOM_40180","APPL_103514","Garage door opener","Garage door opener","Chamberlain","Unknown","Unknown","Unknown","Garage"
"SITE_230","ROOM_6633","APPL_147445","Exercise Equipment","Treadmill","Horizon","LS760T","Unknown","Unknown","Garage"
"SITE_230","ROOM_6633","APPL_73814","Garage door opener","Garage door opener","Overhead Door","ODYSSEY 1000","Unknown","Unknown","Garage"
"SITE_233","ROOM_11438","APPL_87725","Hot Tub",NA,"Unknown","Unknown","Unknown","Unknown","Outside"
"SITE_233","ROOM_9333","APPL_65944","Exercise Equipment","Treadmill","PaceMaster","PRO-PLUS","Unknown","No","Other"
"SITE_234","ROOM_25862","APPL_32217","Exercise Equipment","Treadmill","Sunny Health & Fitness","Unknown","Unknown","Unknown","Garage"
"SITE_234","ROOM_25862","APPL_162310","Garage door opener","Garage door opener","Genie","Unknown","Unknown","Unknown","Garage"
"SITE_235","ROOM_42499","APPL_67265","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_235","ROOM_36001","APPL_111915","Exercise Equipment","Electric bike","Peloton","Unknown","Unknown","Unknown","Bedroom"
"SITE_237","ROOM_29158","APPL_126258","Welder (electric)",NA,"Miller","MILERMATIC 140","Unknown","No","Garage"
"SITE_240","ROOM_21117","APPL_84568","Sauna",NA,"Finlandia Sauna","FLB80","Unknown","No","Other"
"SITE_240","ROOM_547","APPL_50080","Whole House Vacuum","Whole house vacuum","Vacuflo","466Q","Unknown","Unknown","Mechanical"
"SITE_246","ROOM_30917","APPL_25906","Exercise Equipment","Stationary Bike","Peloton","Unknown","Unknown","Unknown","Other"
"SITE_25","ROOM_29650","APPL_53338","Power Tool","Drill Press","Delta","UPC6000","Unknown","No","Garage"
"SITE_25","ROOM_29650","APPL_3930","Power Tool","Bandsaw","Rockwell","MODEL 14","Unknown","No","Garage"
"SITE_25","ROOM_29650","APPL_130594","Power Tool","Table Saw","Ridgid","T44454","Unknown","No","Garage"
"SITE_250","ROOM_15723","APPL_173129","Whole House Vacuum","Central Vacuum","Vacuflo","466Q","2013","No","Garage"
"SITE_256","ROOM_20250","APPL_135580","Garage door opener","Garage door opener","Phantom","Unknown","Unknown","Unknown","Garage"
"SITE_256","ROOM_26880","APPL_174326","Exercise Equipment","Elliptical","iFIT","Unknown","Unknown","Unknown","Bedroom"
"SITE_26","ROOM_26014","APPL_150831","Hot Tub",NA,"Unknown","Unknown","Unknown","Unknown","Outside"
"SITE_261","ROOM_41743","APPL_113714","Whole House Vacuum","Central Vacuum","Vacuflo","#77125","Unknown","Unknown","Garage"
"SITE_261","ROOM_41743","APPL_138816","Garage door opener","Garage door opener","Genie","Unknown","Unknown","Unknown","Garage"
"SITE_262","ROOM_44520","APPL_113306","Garage door opener","Garage door opener","Chamberlain","LIFTMASTER PRO","2008","No","Garage"
"SITE_267","ROOM_31024","APPL_138214","Exercise Equipment","Cycling equipment","Peloton","Unknown","Unknown","Unknown","Bedroom"
"SITE_272","ROOM_35643","APPL_88838","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_275","ROOM_34199","APPL_134294","Garage door opener","Garage door","Sears","#139655000","Unknown","No","Garage"
"SITE_281","ROOM_32960","APPL_109541","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_284","ROOM_15366","APPL_156319","Garage door opener","Garage door","LiftMaster","P3","Unknown","No","Garage"
"SITE_285","ROOM_18098","APPL_52511","Garage door opener","Garage door opener","Chamberlain","Unknown","Unknown","Unknown","Garage"
"SITE_287","ROOM_43773","APPL_68728","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_3","ROOM_17476","APPL_169975","Garage door opener","Garage door opener","Precision","Unknown","Unknown","Unknown","Garage"
"SITE_30","ROOM_21944","APPL_18683","Stock tank heaters",NA,"Unknown","Unknown","Unknown","No","Outbuilding / Addition"
"SITE_30","ROOM_11715","APPL_29448","Other","Grow shed","VIVOSUN","Unknown","Unknown","No","Garage"
"SITE_300","ROOM_23141","APPL_71814","Garage door opener","Garage door opener","Craftsman","Unknown","Unknown","Unknown","Garage"
"SITE_301","ROOM_28933","APPL_123505","Other","Power center","APC","H10 POWER CONDITIONER","Unknown","Unknown","Living Room"
"SITE_301","ROOM_28142","APPL_1214","Whole House Vacuum","Central Vacuum","Vacuflo","566Q","Unknown","Unknown","Mechanical"
"SITE_31","ROOM_36181","APPL_84618","Exercise Equipment","Exercise equipment","Gold's Gym","FIT","Unknown","Unknown","Bedroom"
"SITE_311","ROOM_34021","APPL_32858","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_311","ROOM_14321","APPL_125906","Other","Elevator","Savaria","Unknown","Unknown","Unknown","Kitchen"
"SITE_311","ROOM_33351","APPL_99159","Other","Mechanical Lift","Voyager Duo","Unknown","Unknown","Unknown","Bedroom"
"SITE_312","ROOM_18796","APPL_155476","Garage door opener","Garage door opener","Linear","Unknown","Unknown","Unknown","Garage"
"SITE_313","ROOM_5068","APPL_54439","Garage door opener","Garage door opener","Overhead Door","Unknown","Unknown","Unknown","Garage"
"SITE_316","ROOM_38563","APPL_57460","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_319","ROOM_6249","APPL_157888","Garage door opener","Garage door opener","Genie","Unknown","Unknown","Unknown","Garage"
"SITE_321","ROOM_45884","APPL_25793","Garage door opener","Garage door opener","Legacy","Unknown","Unknown","Unknown","Garage"
"SITE_328","ROOM_34829","APPL_170282","Other","Power Bank","Goal Zero","YETI 150","Unknown","Unknown","Living Room"
"SITE_328","ROOM_41033","APPL_51433","Garage door opener","Garage door opener","Overhead Door","ODYSSEY 100","Unknown","Unknown","Garage"
"SITE_334","ROOM_37825","APPL_32317","Garage door opener","Garage door opener","Craftsman","Unknown","Unknown","Unknown","Garage"
"SITE_334","ROOM_37825","APPL_59166","Garage door opener","Garage door opener","Craftsman","Unknown","Unknown","Unknown","Garage"
"SITE_338","ROOM_27874","APPL_56232","Garage door opener","Garage door","Chamberlain","WHISPER DRIVE","2015","Unknown","Garage"
"SITE_340","ROOM_18017","APPL_76089","Garage door opener","Garage door opener","Craftsman","Unknown","Unknown","Unknown","Garage"
"SITE_345","ROOM_42567","APPL_32567","Garage door opener","Garage door opener","Genie","Unknown","Unknown","Unknown","Garage"
"SITE_346","ROOM_16837","APPL_114910","Sauna",NA,"JNH LIFESTYLES","Unknown","Unknown","No","Garage"
"SITE_348","ROOM_38856","APPL_148774","Exercise Equipment","Treadmill","ProForm","PRO 2000","Unknown","No","Living Room"
"SITE_355","ROOM_9433","APPL_56342","Garage door opener","Garage door opener","LiftMaster","P3","Unknown","Unknown","Garage"
"SITE_355","ROOM_9433","APPL_172416","Garage door opener","Garage door opener","LiftMaster","P3","Unknown","Unknown","Garage"
"SITE_356","ROOM_19823","APPL_51803","Garage door opener","Garage door opener","LiftMaster","PROFESSIONAL","Unknown","Unknown","Garage"
"SITE_358","ROOM_24318","APPL_61984","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_365","ROOM_32703","APPL_160972","Other","Mobility Chair Charger","Pihsiang Machinery MFG","8422D","Unknown","Unknown","Living Room"
"SITE_366","ROOM_14791","APPL_162756","Kiln (Electric)",NA,"Skutt","GM-814","Unknown","No","Garage"
"SITE_371","ROOM_34922","APPL_146535","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_371","ROOM_34922","APPL_9332","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_371","ROOM_34922","APPL_97566","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_372","ROOM_12230","APPL_130365","Water feature",NA,"Unknown","Unknown","Unknown","Unknown","Outside"
"SITE_372","ROOM_12850","APPL_63510","Garage door opener","Garage door opener","Craftsman","Unknown","Unknown","Unknown","Garage"
"SITE_373","ROOM_20036","APPL_1636","Garage door opener","Garage door opener","LiftMaster","41AC050-1M","Unknown","Unknown","Garage"
"SITE_375","ROOM_4358","APPL_169387","Garage door opener","Garage door opener","LiftMaster","FORMULA 3","Unknown","Unknown","Garage"
"SITE_375","ROOM_4358","APPL_23552","Garage door opener","Garage door opener","LiftMaster","FORMULA 1","Unknown","Unknown","Garage"
"SITE_375","ROOM_4358","APPL_159251","Garage door opener","Garage door opener","LiftMaster","FORMULA 1","Unknown","Unknown","Garage"
"SITE_376","ROOM_10252","APPL_102851","Garage door opener","Garage door opener","Chamberlain","Unknown","Unknown","Unknown","Garage"
"SITE_378","ROOM_24744","APPL_66075","Garage door opener","Garage door opener","LiftMaster","SECURITY 20","Unknown","Unknown","Garage"
"SITE_379","ROOM_11272","APPL_139206","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_38","ROOM_42590","APPL_59336","Garage door opener","Garage door opener","Genie","Unknown","Unknown","Unknown","Garage"
"SITE_380","ROOM_35671","APPL_107184","Hot Tub",NA,"Unknown","Unknown","Unknown","Unknown","Outside"
"SITE_381","ROOM_45912","APPL_43600","Garage door opener","Garage door opener","Genie","Unknown","Unknown","Unknown","Garage"
"SITE_383","ROOM_45770","APPL_139752","Garage door opener","Garage door opener","Genie","PRO MAX","Unknown","Unknown","Garage"
"SITE_383","ROOM_45770","APPL_71523","Garage door opener","Garage door opener","Genie","PRO MAX","Unknown","Unknown","Garage"
"SITE_384","ROOM_29428","APPL_93331","Garage door opener","Garage door opener","Chamberlain","Unknown","Unknown","Unknown","Garage"
"SITE_385","ROOM_11271","APPL_92842","Garage door opener","Garage door opener","Craftsman","Unknown","Unknown","Unknown","Garage"
"SITE_387","ROOM_12537","APPL_121897","Garage door opener","Garage door opener","LiftMaster","SECURITY PLUS","Unknown","Unknown","Garage"
"SITE_392","ROOM_2611","APPL_93604","Water feature",NA,"Unknown","Unknown","Unknown","No","Basement"
"SITE_392","ROOM_2611","APPL_129840","Water Circulator Pump",NA,"Jacuzzi","C55JXGZZ-3899","Unknown","No","Basement"
"SITE_392","ROOM_44653","APPL_42378","Irrigation Pump",NA,"Unknown","Unknown","Unknown","No","Outside"
"SITE_392","ROOM_43996","APPL_1515","Other","Car Lift","BendPak","MX-10AC","2006","No","Basement"
"SITE_392","ROOM_2611","APPL_86636","Whole House Vacuum","Central Vacuum","SilentMaster","S2","2006","No","Basement"
"SITE_392","ROOM_2611","APPL_3583","Other","Water Softener","Ecowater","Unknown","Unknown","Unknown","Basement"
"SITE_393","ROOM_3636","APPL_51807","Other","Propane Generator","Generac","#3002189829","Unknown","No","Outside"
"SITE_393","ROOM_13541","APPL_71794","Garage door opener","Garage door opener","Linear","LDO50","Unknown","Unknown","Garage"
"SITE_393","ROOM_13541","APPL_60849","Garage door opener","Garage door opener","Linear","LDO50","Unknown","Unknown","Garage"
"SITE_394","ROOM_13942","APPL_24395","Exercise Equipment","Treadmill","ProForm","Unknown","Unknown","Unknown","Bedroom"
"SITE_404","ROOM_31435","APPL_18909","Garage door opener","Garage door opener","Wayne Dalton","QUANTUM 3213","Unknown","Unknown","Garage"
"SITE_405","ROOM_20451","APPL_122021","Garage door opener","Garage door opener","Chamberlain","WHISPER DRIVE","Unknown","Unknown","Garage"
"SITE_405","ROOM_20451","APPL_169614","Garage door opener","Garage door opener","Chamberlain","WHISPER DRIVE","Unknown","Unknown","Garage"
"SITE_410","ROOM_13609","APPL_137474","Water feature",NA,"Unknown","Unknown","Unknown","No","Outside"
"SITE_410","ROOM_32583","APPL_133649","Garage door opener","Garage door opener","Chamberlain","WD382KEVG","Unknown","Unknown","Garage"
"SITE_410","ROOM_32583","APPL_158730","Garage door opener","Garage door opener","Chamberlain","WD382KEVG","Unknown","Unknown","Garage"
"SITE_417","ROOM_23196","APPL_111861","Garage door opener","Garage door opener","Chamberlain","LIFTMASTER PROFESSIONAL","Unknown","Unknown","Garage"
"SITE_417","ROOM_23196","APPL_101091","Garage door opener","Garage door opener","Genie","#1155","Unknown","Unknown","Garage"
"SITE_42","ROOM_15088","APPL_48232","Exercise Equipment","Treadmill","NordicTrack","Unknown","Unknown","No","Family Room"
"SITE_422","ROOM_19002","APPL_20385","Exercise Equipment","Treadmill","NordicTrack","T53","Unknown","Unknown","Bedroom"
"SITE_423","ROOM_39435","APPL_156473","Exercise Equipment","Treadmill","NordicTrack","Unknown","Unknown","Unknown","Family Room"
"SITE_426","ROOM_20857","APPL_95000","Exercise Equipment","Treadmill","Vision Fitness","T9200","Unknown","No","Bedroom"
"SITE_428","ROOM_13970","APPL_155523","Garage door opener","Garage door opener","Chamberlain","Unknown","Unknown","Unknown","Garage"
"SITE_429","ROOM_26688","APPL_112821","Garage door opener","Garage door opener","Raynor","GENERAL II","Unknown","Unknown","Garage"
"SITE_433","ROOM_5571","APPL_112427","Garage door opener","Garage door opener","Linear","LD050","Unknown","Unknown","Garage"
"SITE_433","ROOM_5571","APPL_34455","Garage door opener","Garage door opener","Linear","LD050","Unknown","Unknown","Garage"
"SITE_446","ROOM_23813","APPL_83628","Other","Heat exchanger","FlatPlate","DW10X20-14","2008","No","Garage"
"SITE_446","ROOM_23813","APPL_121882","Whole House Vacuum","Whole home vacuum","Vacuflo","566Q","2007","No","Garage"
"SITE_449","ROOM_19700","APPL_87592","Hot Tub",NA,"Cal Spas","XL-08-A969L-69","2008","Unknown","Outside"
"SITE_450","ROOM_1984","APPL_81671","Garage door opener","Garage door opener","Craftsman","Unknown","Unknown","Unknown","Garage"
"SITE_453","ROOM_17553","APPL_49495","Welder (electric)",NA,"Eastwood","ELITE MP250I","Unknown","No","Garage"
"SITE_453","ROOM_4398","APPL_72740","Hot Tub",NA,"Unknown","Unknown","Unknown","Unknown","Outside"
"SITE_459","ROOM_11905","APPL_71700","Heated Pool","Heated pool","MAAX Spas Industries Corp.","ML4","Unknown","No","Outside"
"SITE_459","ROOM_19069","APPL_133145","Sauna",NA,"Unknown","Unknown","Unknown","Unknown","Bathroom"
"SITE_459","ROOM_11905","APPL_52250","Hot Tub",NA,"American Whirlpool","Unknown","Unknown","No","Outside"
"SITE_459","ROOM_764","APPL_87056","Exercise Equipment","Bicycle Treadmill","Peloton","Unknown","Unknown","Unknown","Office"
"SITE_46","ROOM_30711","APPL_35899","Power Tool","Air compressor","Sears","#919156581","Unknown","No","Garage"
"SITE_46","ROOM_17028","APPL_168722","Hot Tub",NA,"Unknown","Unknown","Unknown","Unknown","Outside"
"SITE_46","ROOM_30711","APPL_908","Garage door opener","Garage door opener","Legacy","#496","Unknown","Unknown","Garage"
"SITE_46","ROOM_42533","APPL_103819","Exercise Equipment","Exercise equipment","NordicTrack","C1600PRO","Unknown","No","Living Room"
"SITE_46","ROOM_42533","APPL_130826","Exercise Equipment","Exercise equipment","Bowflex","TC1000","Unknown","No","Living Room"
"SITE_462","ROOM_34892","APPL_90397","Hot Tub",NA,"Unknown","Unknown","Unknown","No","Outside"
"SITE_463","ROOM_14147","APPL_102931","Hot Tub",NA,"Unknown","Unknown","Unknown","Unknown","Outside"
"SITE_47","ROOM_43708","APPL_7570","Power Tool","Compressed air","Extreme","WL506203AJ","Unknown","Unknown","Garage"
"SITE_47","ROOM_43708","APPL_27100","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_474","ROOM_43832","APPL_87860","Power Tool","Cutting machine","Cricut","EXPLORE AIR 2","Unknown","Unknown","Living Room"
"SITE_474","ROOM_27278","APPL_66356","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_475","ROOM_23456","APPL_99529","Garage door opener","Garage door opener","Genie","Unknown","Unknown","Unknown","Garage"
"SITE_475","ROOM_23456","APPL_167777","Garage door opener","Garage door opener","Genie","Unknown","Unknown","Unknown","Garage"
"SITE_476","ROOM_19605","APPL_52409","Garage door opener","Garage door opener","Overhead Door","ODYSSEY 1000","Unknown","Unknown","Garage"
"SITE_483","ROOM_44275","APPL_100273","Hot Tub",NA,"Sundance Spas","Unknown","Unknown","Unknown","Outside"
"SITE_489","ROOM_8537","APPL_19254","Sauna",NA,"Dynamic","Unknown","Unknown","Unknown","Bedroom"
"SITE_49","ROOM_18336","APPL_91263","Kiln (Electric)",NA,"Duncan","DK1020-2","Unknown","No","Garage"
"SITE_49","ROOM_18336","APPL_110155","Garage door opener","Garage door","Chamberlain","FORMULA I","Unknown","No","Garage"
"SITE_491","ROOM_32000","APPL_50452","Garage door opener","Garage door opener","Genie","Unknown","Unknown","Unknown","Garage"
"SITE_493","ROOM_9861","APPL_168142","Hot Tub",NA,"Attic Spas","Unknown","Unknown","No","Outside"
"SITE_495","ROOM_39235","APPL_155784","Exercise Equipment","Exercise equipment","Xterra","FS25","Unknown","Unknown","Family Room"
"SITE_495","ROOM_27989","APPL_9668","Garage door opener","Garage door opener","Overhead Door","LEGACY","Unknown","Unknown","Garage"
"SITE_505","ROOM_14685","APPL_174864","Hot Tub",NA,"EcoSpa","Unknown","Unknown","No","Outside"
"SITE_509","ROOM_163","APPL_137495","Garage door opener","Garage door opener","Genie","PRO MAX","Unknown","Unknown","Garage"
"SITE_509","ROOM_163","APPL_39336","Garage door opener","Garage door opener","Genie","PRO MAX","Unknown","Unknown","Garage"
"SITE_509","ROOM_15431","APPL_14387","Exercise Equipment","Treadmill","Sole","Unknown","Unknown","Unknown","Office"
"SITE_510","ROOM_21791","APPL_1592","Hot Tub",NA,"Unknown","Unknown","Unknown","Unknown","Outside"
"SITE_510","ROOM_24736","APPL_128587","Garage door opener","Garage door opener","Chamberlain","Unknown","Unknown","Unknown","Garage"
"SITE_516","ROOM_43400","APPL_135298","Garage door opener","Garage door opener","Genie","#2028","Unknown","Unknown","Garage"
"SITE_516","ROOM_43400","APPL_127503","Garage door opener","Garage door opener","Genie","#2028","Unknown","Unknown","Garage"
"SITE_516","ROOM_43400","APPL_13444","Garage door opener","Garage door opener","Genie","#2028","Unknown","Unknown","Garage"
"SITE_520","ROOM_28853","APPL_59518","Hot Tub",NA,"Snorkel","Unknown","Unknown","No","Outside"
"SITE_521","ROOM_5787","APPL_173719","Sauna",NA,"Saunette","SAUNETTE 110","Unknown","No","Bedroom"
"SITE_521","ROOM_3764","APPL_106058","Exercise Equipment","Treadmill","Livestrong","Unknown","Unknown","Unknown","Entry/Entryway"
"SITE_521","ROOM_7535","APPL_81514","Garage door opener","Garage door opener","Genie","H4000A","Unknown","Unknown","Garage"
"SITE_521","ROOM_7535","APPL_150930","Power Tool","Air compressor","Central Pneumatic","ITEM 61489","Unknown","No","Garage"
"SITE_522","ROOM_7285","APPL_104429","Heated Pool",NA,"Teledyne","LAARS LITE XXX","Unknown","No","Outside"
"SITE_522","ROOM_7285","APPL_111993","Pool Pump",NA,"Pentair","SF-N1-3","Unknown","No","Outside"
"SITE_527","ROOM_19276","APPL_148082","Garage door opener","Garage door opener","Linear","LDO50 RESIDENTIAL","Unknown","Unknown","Garage"
"SITE_527","ROOM_19276","APPL_34881","Garage door opener","Garage door opener","Linear","LDO50 RESIDENTIAL","Unknown","Unknown","Garage"
"SITE_533","ROOM_43501","APPL_141122","Hot Tub",NA,"Unknown","Unknown","Unknown","No","Outside"
"SITE_534","ROOM_16572","APPL_94423","Garage door opener","Garage door opener","Legacy","696CD/8","Unknown","Unknown","Garage"
"SITE_536","ROOM_12188","APPL_123083","Exercise Equipment","Elliptical","NordicTrack","Unknown","Unknown","Unknown","Bedroom"
"SITE_54","ROOM_1073","APPL_17642","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_547","ROOM_18277","APPL_4001","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_548","ROOM_34041","APPL_172288","Garage door opener","Garage door opener","Craftsman","Unknown","Unknown","Unknown","Garage"
"SITE_548","ROOM_12957","APPL_128676","Exercise Equipment","Treadmill","Image","150R","Unknown","Unknown","Bedroom"
"SITE_550","ROOM_36679","APPL_94551","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_554","ROOM_39414","APPL_13938","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_555","ROOM_46542","APPL_153986","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_555","ROOM_46542","APPL_1573","Garage door opener","Garage door opener","LiftMaster","Unknown","Unknown","Unknown","Garage"
"SITE_559","ROOM_27740","APPL_40708","Exercise Equipment","Treadmill","Trimline","T-315","Unknown","No","Living Room"
"SITE_562","ROOM_39691","APPL_105967","Hot Tub",NA,"Unknown","Unknown","2021","No","Outside"
"SITE_567","ROOM_16800","APPL_104997","Water Circulator Pump",NA,"Taco","007-F5-7IFC","Unknown","No","Basement"
"SITE_567","ROOM_16800","APPL_20946","Other","Heated Solar Water Tank","Unknown","Unknown","Unknown","Unknown","Basement"
"SITE_567","ROOM_16800","APPL_138444","Whole House Vacuum","House Vacuum","Kenmore","Unknown","Unknown","No","Basement"
"SITE_567","ROOM_1808","APPL_75987","Other","Organ Motor","Century","Unknown","Unknown","No","Basement"
"SITE_569","ROOM_604","APPL_29774","Garage door opener","Garage door opener","Linear","Unknown","Unknown","Unknown","Garage"
"SITE_570","ROOM_39701","APPL_173034","Welder (electric)",NA,"Lincoln","250-250","Unknown","No","Outbuilding / Addition"
"SITE_570","ROOM_39701","APPL_143002","Welder (electric)",NA,"Lincoln","250-250","Unknown","No","Outbuilding / Addition"
"SITE_577","ROOM_36652","APPL_146361","Garage door opener","Garage door opener","Chamberlain","LIFTMASTER PROFESSIONAL","Unknown","Unknown","Garage"
"SITE_577","ROOM_36652","APPL_9491","Garage door opener","Garage door opener","Chamberlain","LIFTMASTER PROFESSIONAL","Unknown","Unknown","Garage"
"SITE_578","ROOM_2033","APPL_98650","Exercise Equipment","Treadmill","Weslo","Unknown","Unknown","Unknown","Living Room"
"SITE_579","ROOM_41632","APPL_134442","Power Tool","Air compressor","Ingersoll Rand","SS5L5 W/KIT","Unknown","No","Garage"
"SITE_579","ROOM_10702","APPL_54059","Welder (electric)",NA,"Miller","MILLERMATIC 175","Unknown","No","Garage"
"SITE_58","ROOM_11373","APPL_26986","Septic pump",NA,"Unknown","Unknown","Unknown","Unknown","Basement"
"SITE_581","ROOM_34033","APPL_79173","Garage door opener","Garage door opener","Linear","LD050","Unknown","Unknown","Garage"
"SITE_590","ROOM_471","APPL_101100","Pool Pump",NA,"AO Smith","C48K2N143C2C","Unknown","No","Mechanical"
"SITE_594","ROOM_44798","APPL_92232","Garage door opener","Garage door opener","Genie","Unknown","Unknown","Unknown","Garage"
"SITE_595","ROOM_28720","APPL_16277","Garage door opener","Garage door opener","Craftsman","Unknown","Unknown","Unknown","Garage"
"SITE_595","ROOM_15929","APPL_1451","Exercise Equipment","Exercise equipment","Echelon","Unknown","Unknown","Unknown","Office"
"SITE_6","ROOM_30759","APPL_60639","Garage door opener","Garage door opener","Chamberlain","Unknown","Unknown","Unknown","Garage"
"SITE_60","ROOM_23164","APPL_6808","Whole House Vacuum","Central Vacuum","Unknown","#1300","Unknown","Unknown","Garage"
"SITE_600","ROOM_46462","APPL_88956","Garage door opener","Garage door opener","Craftsman","Unknown","Unknown","Unknown","Garage"
"SITE_601","ROOM_39515","APPL_70730","Garage door opener","Garage door opener","Genie","#2028","Unknown","Unknown","Garage"
"SITE_607","ROOM_5496","APPL_141399","Garage door opener","Garage door opener","Chamberlain","Unknown","Unknown","Unknown","Garage"
"SITE_611","ROOM_25699","APPL_149618","Pool Pump",NA,"STA-RITE","INTELLIPRO VSF","2020","Yes","Outside"
"SITE_611","ROOM_25699","APPL_108297","Pool Pump",NA,"STA-RITE","INTELLIPRO VSF","2020","Yes","Outside"
"SITE_611","ROOM_25699","APPL_55053","Heated Pool",NA,"Pentair","ULTRATEMP 1200","Unknown","No","Outside"
"SITE_611","ROOM_9899","APPL_4196","Sauna",NA,"Dynamic","Unknown","Unknown","No","Family Room"
"SITE_611","ROOM_38859","APPL_78282","Garage door opener","Garage door opener","Overhead Door","DESTINY 1200","Unknown","Unknown","Garage"
"SITE_611","ROOM_38859","APPL_131540","Garage door opener","Garage door opener","Overhead Door","DESTINY 1200","Unknown","Unknown","Garage"
"SITE_611","ROOM_38859","APPL_104236","Garage door opener","Garage door opener","Overhead Door","DESTINY 1200","Unknown","Unknown","Garage"
"SITE_616","ROOM_42963","APPL_137996","Sauna",NA,"Rocky Mountain saunas","RIO GRANDE","Unknown","Unknown","Garage"
"SITE_616","ROOM_42963","APPL_48693","Garage door opener","Garage door opener","Linear","Unknown","Unknown","Unknown","Garage"
"SITE_616","ROOM_42963","APPL_28746","Exercise Equipment","Exercise equipment","VMAX","Q5","Unknown","Unknown","Garage"
"SITE_618","ROOM_43646","APPL_15571","Garage door opener","Garage door opener","Stanley Vemco","TT SERIES","Unknown","Unknown","Garage"
"SITE_62","ROOM_18810","APPL_146250","Power Tool","Compressed air","HDX","#947282","Unknown","Unknown","Mechanical"
"SITE_62","ROOM_18810","APPL_61669","Power Tool","Compressed air","Central Pneumatic","#61454","Unknown","Unknown","Mechanical"
"SITE_623","ROOM_30761","APPL_152150","Power Tool","Saw appliance","Delta","Unknown","Unknown","No","Other"
"SITE_623","ROOM_17710","APPL_117996","Hot Tub",NA,"Unknown","Unknown","Unknown","Unknown","Outside"
"SITE_623","ROOM_30761","APPL_145512","Power Tool","Bandsaw","Makita","LS1013","Unknown","No","Other"
"SITE_623","ROOM_36195","APPL_77474","Power Tool","Grinder","Delta","23-725","Unknown","Unknown","Garage"
"SITE_623","ROOM_30761","APPL_71379","Power Tool","Drill Press","Jet","JDP-14MF","Unknown","No","Other"
"SITE_623","ROOM_30761","APPL_114709","Power Tool","Table Saw","Delta","Unknown","Unknown","No","Other"
"SITE_632","ROOM_7501","APPL_78887","Exercise Equipment","Elliptical","NordicTrack","Unknown","Unknown","Unknown","Bedroom"
"SITE_633","ROOM_13956","APPL_40124","Sauna",NA,"Blue Wave Products","B0063E9DZA","Unknown","Unknown","Office"
