"SiteID","RoomID","ApplianceID","Make","Model","Vintage","Energy_Star","Audio_Wifi_Enabled","Audio_Voice_Assistant","Audio_Connected_to_TV","Contains_Subwoofer","Does_Subwoofer_have_indicator_light_or_warm_to_touch"
"SITE_313","ROOM_42778","APPL_112982","Tender deluxe","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_314","ROOM_5201","APPL_148440","Vizio","SB3821-C6","Unknown","Yes","Yes","No","Yes","Yes","No"
"SITE_314","ROOM_19362","APPL_6687","Vizio","M21D-H8R","Unknown","Unknown","No","No","Yes","No",NA
"SITE_314","ROOM_244","APPL_4069","Vizio","S4251W-B4","Unknown","Yes","No","No","Yes","Yes","No"
"SITE_317","ROOM_31309","APPL_23087","Bose","CINEMATE 15","Unknown","Unknown","Unknown","No","Yes","No",NA
"SITE_320","ROOM_31306","APPL_51757","Vizio","V21-H8","Unknown","No","Yes","No","Yes","Yes","No"
"SITE_321","ROOM_3463","APPL_81187","Paradigm","Unknown","Unknown","Unknown","No","No","No","No",NA
"SITE_321","ROOM_31153","APPL_148998","Paradigm","Unknown","Unknown","No","No","No","Yes","Yes","No"
"SITE_321","ROOM_31153","APPL_81915","Nakamichi","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_323","ROOM_2998","APPL_142086","Bose","#428775","Unknown","No","No","No","No","No",NA
"SITE_328","ROOM_34829","APPL_147569","RCA","RP-8250A","1995","No","No","No","No","Yes","No"
"SITE_328","ROOM_34829","APPL_96414","Creative","MFT7480","Unknown","No","Yes","No","No","No",NA
"SITE_331","ROOM_30128","APPL_67862","Top Vision","S01","Unknown","No","No","Yes","Yes","No",NA
"SITE_334","ROOM_13139","APPL_174377","Bose","#418775","Unknown","No","No","No","Yes","No",NA
"SITE_336","ROOM_45406","APPL_147141","Boston","TVEE 26","Unknown","No","Unknown","No","Yes","Yes","No"
"SITE_338","ROOM_28224","APPL_130161","Insignia","Unknown","2013","No","No","No","Yes","No",NA
"SITE_340","ROOM_30077","APPL_171771","Vizio","Unknown","Unknown","Unknown","Unknown","No","Yes","No",NA
"SITE_345","ROOM_17462","APPL_92425","Vizio","V20-J8","Unknown","No","No","No","Yes","No",NA
"SITE_345","ROOM_18700","APPL_124462","Amazon","ALEXA ECHO","Unknown","No","Yes","Yes","No","No",NA
"SITE_345","ROOM_33488","APPL_159199","Amazon","ALEXA ECHO","Unknown","No","Yes","Yes","No","No",NA
"SITE_346","ROOM_3850","APPL_125227","Amazon","Unknown","Unknown","Unknown","Yes","Yes","No","No",NA
"SITE_346","ROOM_28276","APPL_42327","Amazon","Unknown","Unknown","Unknown","Yes","Yes","No","No",NA
"SITE_347","ROOM_15327","APPL_129324","Vizio","M21D-H8R","Unknown","No","No","No","Yes","No",NA
"SITE_347","ROOM_25301","APPL_66871","Sony","SS-V315","Unknown","No","No","No","Yes","Yes","No"
"SITE_348","ROOM_37975","APPL_18926","Samsung","HW-HM45","Unknown","Yes","Unknown","No","Yes","Unknown","Unknown"
"SITE_352","ROOM_25272","APPL_106538","LG","Unknown","Unknown","No","Unknown","No","Yes","No",NA
"SITE_353","ROOM_19262","APPL_399","Samsung","Unknown","Unknown","No","No","No","Yes","Yes","No"
"SITE_355","ROOM_33226","APPL_147690","Vizio","BTM257B","Unknown","Unknown","Unknown","No","Yes","No",NA
"SITE_357","ROOM_7265","APPL_123223","Vizio","SB3821-C6","Unknown","Yes","No","No","Yes","Yes","No"
"SITE_358","ROOM_23755","APPL_41489","Bose","Unknown","Unknown","No","No","No","Yes","Yes","No"
"SITE_358","ROOM_37584","APPL_18703","Samsung","HW-T40M","2020","Yes","No","No","Yes","No",NA
"SITE_359","ROOM_40163","APPL_148806","Vizio","Unknown","Unknown","Yes","No","No","No","No",NA
"SITE_36","ROOM_27250","APPL_58769","Labtec","911O1ST-9945A","Unknown","No","No","No","Yes","No",NA
"SITE_36","ROOM_15373","APPL_163319","AudioSource","S325","Unknown","No","No","No","Yes","No",NA
"SITE_36","ROOM_1390","APPL_74815","Kenwood","KA-99","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_36","ROOM_1390","APPL_117087","Technics","ST-K55","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_367","ROOM_42408","APPL_87667","Amazon","ECHO HOME","Unknown","No","Yes","Yes","No","No",NA
"SITE_371","ROOM_28362","APPL_45607","Yamaha","ATS-1050","Unknown","No","No","No","Yes","No",NA
"SITE_371","ROOM_22244","APPL_172328","Yamaha","ATS-1050","Unknown","No","No","No","Yes","No",NA
"SITE_372","ROOM_29708","APPL_23707","Bose","Unknown","Unknown","Unknown","Unknown","No","Yes","Yes","No"
"SITE_373","ROOM_15183","APPL_10321","Yamaha","ATS-1050","Unknown","No","Yes","No","Yes","No",NA
"SITE_376","ROOM_33081","APPL_139969","Polk Audio","Unknown","Unknown","No","Unknown","Unknown","No","Yes","No"
"SITE_379","ROOM_20546","APPL_135169","Bose","Unknown","Unknown","No","No","No","Yes","No",NA
"SITE_38","ROOM_32235","APPL_77181","Sanyo","MCD-Z10","Unknown","No","No","No","No","No",NA
"SITE_381","ROOM_673","APPL_70965","LG","Unknown","Unknown","No","No","No","Yes","No",NA
"SITE_383","ROOM_8035","APPL_28535","LG","NB3530A","Unknown","No","Unknown","No","Yes","No",NA
"SITE_387","ROOM_26981","APPL_60591","LG","SKC9","Unknown","No","Yes","No","Yes","No",NA
"SITE_391","ROOM_35369","APPL_30578","RSR","TB220L","Unknown","No","Unknown","Unknown","Yes","No",NA
"SITE_397","ROOM_41625","APPL_22069","Vizio","Unknown","Unknown","No","No","No","Yes","Yes","No"
"SITE_4","ROOM_18610","APPL_141673","Vizio","Unknown","Unknown","No","No","No","Yes","No",NA
"SITE_400","ROOM_19143","APPL_31282","Bose","#432552","Unknown","Unknown","Yes","Yes","Yes","No",NA
"SITE_401","ROOM_4597","APPL_103463","Samsung","Unknown","Unknown","No","Unknown","No","Yes","Yes","No"
"SITE_404","ROOM_33196","APPL_8258","Onkyo","CP-1007A","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_416","ROOM_44655","APPL_81748","LG","Unknown","Unknown","Unknown","Unknown","No","Yes","Yes","No"
"SITE_417","ROOM_2691","APPL_44955","Jensen","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_42","ROOM_17780","APPL_45381","Samsung","HW-J250","Unknown","Yes","Unknown","Unknown","Yes","No",NA
"SITE_422","ROOM_29754","APPL_125986","Vizio","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes"
"SITE_422","ROOM_9640","APPL_69787","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_422","ROOM_9640","APPL_14325","Amazon","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_423","ROOM_25534","APPL_126346","Bestisan","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","No",NA
"SITE_423","ROOM_35926","APPL_151835","Bose","SOLO SOUNDBAR II","Unknown","No","No","No","Yes","No",NA
"SITE_423","ROOM_39435","APPL_8132","Vizio","VSB200","Unknown","Unknown","No","No","Yes","Yes","No"
"SITE_423","ROOM_39435","APPL_174641","Kenwood","KX-W6030","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_426","ROOM_4541","APPL_72714","Unknown","Unknown","Unknown","Unknown","Unknown","No","Yes","Yes","No"
"SITE_428","ROOM_30234","APPL_11616","Panasonic","SC-HC57","Unknown","No","Yes","No","No","No",NA
"SITE_428","ROOM_25663","APPL_142696","Unknown","Unknown","Unknown","No","No","No","No","No",NA
"SITE_430","ROOM_44886","APPL_47896","Vizio","SB3621N-E8M","Unknown","Yes","No","No","Yes","Yes","No"
"SITE_433","ROOM_19334","APPL_84571","ZVOX","SB380","Unknown","No","No","No","Yes","No",NA
"SITE_435","ROOM_18782","APPL_111920","Polk Audio","SIGNA S2 SOUND BAR","Unknown","No","Yes","Yes","Yes","Yes","No"
"SITE_435","ROOM_28514","APPL_134142","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_436","ROOM_24587","APPL_142524","Roku","9101X","Unknown","No","Yes","Yes","Yes","No",NA
"SITE_44","ROOM_11448","APPL_81919","Vizio","Unknown","Unknown","Yes","No","No","Yes","No",NA
"SITE_449","ROOM_5324","APPL_31797","Unknown","Unknown","Unknown","No","Yes","No","Yes","Yes","Yes"
"SITE_449","ROOM_16251","APPL_110646","Bose","Unknown","Unknown","Unknown","Unknown","No","Yes","Unknown","Unknown"
"SITE_451","ROOM_13367","APPL_50437","Amazon","ECHO DOT","Unknown","No","Yes","Yes","Yes","No",NA
"SITE_453","ROOM_31032","APPL_123675","Roku","Unknown","Unknown","Unknown","Yes","No","Yes","No",NA
"SITE_454","ROOM_21213","APPL_39652","Sony","Unknown","2017","Unknown","Yes","Yes","Yes","No",NA
"SITE_455","ROOM_9842","APPL_148265","Sony","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","No",NA
"SITE_455","ROOM_9842","APPL_118235","Sony","STR-DH190","Unknown","No","Unknown","No","No","Yes","No"
"SITE_459","ROOM_2633","APPL_88762","Roku","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Yes","No"
"SITE_46","ROOM_20569","APPL_156920","Vizio","VHT510","Unknown","No","No","No","Yes","No",NA
"SITE_46","ROOM_42533","APPL_51575","Ion","Unknown","Unknown","No","No","No","No","No",NA
"SITE_46","ROOM_35079","APPL_153453","Bose","Unknown","Unknown","Unknown","No","No","Yes","No",NA
"SITE_46","ROOM_42533","APPL_92559","Unknown","CHAMPIONS 40","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_46","ROOM_35079","APPL_91820","Yamaha","HER-6240","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_460","ROOM_13607","APPL_57994","Samsung","Unknown","Unknown","No","No","No","Yes","No",NA
"SITE_461","ROOM_1493","APPL_173941","Sonos","Unknown","Unknown","No","Unknown","Unknown","Yes","No",NA
"SITE_462","ROOM_9235","APPL_64276","Samsung","Unknown","Unknown","No","No","No","Yes","No",NA
"SITE_463","ROOM_28987","APPL_25789","Samsung","HW-A430","2021","Yes","Yes","No","Yes","Yes","Unknown"
"SITE_466","ROOM_22979","APPL_131431","Vizio","V21-H8","Unknown","No","No","No","Yes","Yes","No"
"SITE_468","ROOM_20465","APPL_51758","Samsung","PS-CC6500","Unknown","Unknown","No","No","Yes","No",NA
"SITE_468","ROOM_35859","APPL_159587","Amazon","ECHO DOT","Unknown","No","Yes","Yes","No","No",NA
"SITE_47","ROOM_18349","APPL_24862","Sansui","#2000","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_47","ROOM_18349","APPL_87705","Marshall","LED12","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_473","ROOM_25751","APPL_45513","Amazon","B7W644","Unknown","No","Yes","Yes","No","No",NA
"SITE_473","ROOM_28170","APPL_41320","Amazon","B7W644","Unknown","Unknown","Yes","Yes","No","No",NA
"SITE_473","ROOM_23889","APPL_104975","Amazon","B7W644","Unknown","No","Yes","Yes","No","No",NA
"SITE_476","ROOM_9713","APPL_7210","Amazon","ALEXA ECHO","Unknown","No","Yes","Yes","No","No",NA
"SITE_476","ROOM_31697","APPL_163639","Elegant","Unknown","Unknown","No","No","No","No","No",NA
"SITE_476","ROOM_34407","APPL_151422","Amazon","ALEXA ECHO","Unknown","No","Yes","Yes","No","No",NA
"SITE_476","ROOM_29940","APPL_163936","Amazon","ALEXA ECHO","Unknown","No","Yes","Yes","No","No",NA
"SITE_478","ROOM_2206","APPL_110031","Samsung","HW-C450/XAA","Unknown","No","No","No","Yes","Yes","Yes"
"SITE_478","ROOM_42577","APPL_41951","Amazon","Unknown","Unknown","Unknown","Yes","Yes","No","No",NA
"SITE_478","ROOM_38499","APPL_122368","Amazon","ECHO","Unknown","Unknown","Yes","Yes","No","No",NA
"SITE_478","ROOM_10357","APPL_35652","Amazon","ECHO","Unknown","No","Yes","Yes","No","No",NA
"SITE_478","ROOM_28632","APPL_158780","Energy","Unknown","Unknown","Unknown","Unknown","No","Yes","Yes","Unknown"
"SITE_482","ROOM_44792","APPL_48905","Bose","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","No",NA
"SITE_489","ROOM_36756","APPL_20750","Onkyo","TX-NR807","Unknown","No","No","No","Yes","Yes","No"
"SITE_490","ROOM_19976","APPL_95634","Roku","Unknown","Unknown","No","Yes","Yes","Yes","Yes","No"
"SITE_491","ROOM_702","APPL_117462","M&S","MNCXCB","Unknown","No","No","No","Yes","No",NA
"SITE_493","ROOM_9098","APPL_31529","Amazon","R9P2A5","Unknown","No","Yes","Yes","No","No",NA
"SITE_494","ROOM_9366","APPL_57488","Unknown","Unknown","Unknown","No","No","No","Yes","Yes","Yes"
"SITE_498","ROOM_39003","APPL_116813","Unknown","Unknown","Unknown","Unknown","No","Yes","Yes","No",NA
"SITE_504","ROOM_30275","APPL_107754","Craig","Unknown","2014","Unknown","Unknown","No","Yes","No",NA
"SITE_506","ROOM_26391","APPL_118011","Bose","#414255","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_51","ROOM_10368","APPL_23463","Sonos","Unknown","Unknown","Unknown","No","No","Yes","No",NA
"SITE_510","ROOM_45992","APPL_164953","Yamaha","ATS-1030","Unknown","No","Yes","No","Yes","No",NA
"SITE_52","ROOM_16102","APPL_121053","Audio Vizio","Unknown","Unknown","No","No","No","Yes","Yes","No"
"SITE_521","ROOM_42105","APPL_12688","Sony","#TC-WE475","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_521","ROOM_42105","APPL_3729","MHC-GX450","MHC-GX450","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_522","ROOM_19331","APPL_23051","Sony","SA-CT60","Unknown","Unknown","Unknown","No","Yes","Yes","No"
"SITE_534","ROOM_20963","APPL_94149","Sonos","S-18","Unknown","No","No","No","No","No",NA
"SITE_534","ROOM_40280","APPL_111519","Sonos","S18","Unknown","No","No","No","No","No",NA
"SITE_534","ROOM_7952","APPL_66266","Sonos","S18","Unknown","No","No","No","No","No",NA
"SITE_535","ROOM_32041","APPL_81160","Unknown","Unknown","Unknown","Unknown","Unknown","No","Yes","Yes","Yes"
"SITE_536","ROOM_5589","APPL_163866","Amazon","ALEXA","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Unknown"
"SITE_54","ROOM_39980","APPL_72541","Logitech","EA406","Unknown","No","No","No","No","No",NA
"SITE_54","ROOM_39980","APPL_174902","Amazon","ALEXA ECHO DOT","Unknown","No","Yes","Yes","No","No",NA
"SITE_54","ROOM_14192","APPL_122138","Oritron","Unknown","Unknown","No","No","No","Yes","Yes","No"
"SITE_540","ROOM_14208","APPL_61782","Sonos","Unknown","2022","Yes","Yes","No","Yes","No",NA
"SITE_544","ROOM_20596","APPL_8809","Samsung","HW-T450","2020","Yes","No","No","Yes","Yes","Unknown"
"SITE_545","ROOM_43302","APPL_56738","Clarienette","#102","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_550","ROOM_17424","APPL_168072","Audio technica","AT-PL50","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_552","ROOM_20788","APPL_112169","Vizio","#SB3651-E6","Unknown","Unknown","Unknown","No","Yes","No",NA
"SITE_555","ROOM_25480","APPL_119993","Sonos","S14","Unknown","No","Yes","Yes","Yes","No",NA
"SITE_560","ROOM_43001","APPL_62890","Amazon","ECHO","Unknown","Unknown","Yes","Yes","No","No",NA
"SITE_562","ROOM_24058","APPL_68710","KLM","Unknown","Unknown","No","No","No","Yes","Yes","No"
"SITE_563","ROOM_40671","APPL_73001","Bose","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","No",NA
"SITE_57","ROOM_17421","APPL_33885","Amazon","ECHO","Unknown","Unknown","Yes","Yes","No","No",NA
"SITE_570","ROOM_31987","APPL_140853","Vizio","SB3820-C6","Unknown","No","Unknown","No","Yes","No",NA
"SITE_572","ROOM_11863","APPL_113085","Polk Audio","Unknown","Unknown","Unknown","Unknown","No","Yes","No",NA
"SITE_573","ROOM_770","APPL_13273","Wohome","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","No",NA
"SITE_575","ROOM_41469","APPL_173555","Polk Audio","SIGNA S1","Unknown","Yes","Unknown","No","Yes","Yes","No"
"SITE_576","ROOM_30769","APPL_69135","Google","HOME","Unknown","Unknown","Yes","Yes","No","No",NA
"SITE_576","ROOM_30769","APPL_115064","LG","Unknown","2018","Unknown","Yes","No","Yes","No",NA
"SITE_58","ROOM_22837","APPL_23579","Amazon","ALEXA","Unknown","No","Yes","Yes","No","No",NA
"SITE_580","ROOM_16419","APPL_158275","Klipsch","R-34C","Unknown","No","No","No","Yes","No",NA
"SITE_581","ROOM_16931","APPL_137885","Beogram 3404","#3404","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_582","ROOM_19944","APPL_110952","Samsung","HW-H450/ZA","2014","Yes","No","No","Yes","Yes","Unknown"
"SITE_586","ROOM_29625","APPL_140968","Bose","#700","Unknown","Unknown","Yes","No","Yes","Yes","No"
"SITE_590","ROOM_9093","APPL_100731","Yamaha","ATS-1080","Unknown","No","Yes","Yes","Yes","No",NA
"SITE_597","ROOM_32648","APPL_718","Samsung","Unknown","Unknown","No","No","No","Yes","Yes","Yes"
"SITE_599","ROOM_7983","APPL_19107","Samsung","Unknown","Unknown","Unknown","Unknown","No","Yes","Yes","Yes"
"SITE_6","ROOM_20903","APPL_6036","Vizio","V51-H6","Unknown","No","Yes","Yes","Yes","No",NA
"SITE_600","ROOM_4620","APPL_44529","Samsung","PS-JC2-1","Unknown","No","No","No","Yes","Yes","No"
"SITE_605","ROOM_4869","APPL_39910","Sonos","#44358014","2019","Unknown","Unknown","Unknown","Yes","No",NA
"SITE_607","ROOM_12373","APPL_25366","Boston Acoustics","Unknown","Unknown","No","No","No","Yes","Yes","No"
"SITE_607","ROOM_12373","APPL_50628","Harman/Kardon","HK3300","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_608","ROOM_31851","APPL_123862","TaoTronics","TT-SK15","Unknown","No","No","No","Yes","No",NA
"SITE_610","ROOM_17282","APPL_130724","Samsung","HWMM45C","2017","Yes","Yes","Unknown","Yes","No",NA
"SITE_611","ROOM_33614","APPL_90725","LG","SK9Y","Unknown","No","Yes","Yes","Yes","Yes","No"
"SITE_613","ROOM_33698","APPL_143570","Bose","#4216500","Unknown","Unknown","Yes","Unknown","Yes","Yes","No"
"SITE_616","ROOM_18817","APPL_1418","Panasonic","SA-AK300","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_616","ROOM_33105","APPL_126936","Panasonic","SA-AK630","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_616","ROOM_33105","APPL_6813","Technics","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_622","ROOM_21968","APPL_50114","Amazon","RS03GR","Unknown","Unknown","Yes","Yes","No","No",NA
"SITE_622","ROOM_3816","APPL_167731","Amazon","C78MP8","Unknown","No","Yes","Yes","Unknown","No",NA
"SITE_626","ROOM_44005","APPL_151936","Vizio","Unknown","Unknown","Yes","No","No","Unknown","Yes","No"
"SITE_627","ROOM_25886","APPL_96384","Vizio","SB4020E-AO","Unknown","No","Unknown","No","Yes","No",NA
"SITE_632","ROOM_20725","APPL_73235","Jensen","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_636","ROOM_8693","APPL_53936","Amazon","ECHO DOT","Unknown","Unknown","Yes","Yes","No","No",NA
"SITE_636","ROOM_41692","APPL_102297","Amazon","ECHO DOT","Unknown","No","Yes","Yes","No","No",NA
"SITE_642","ROOM_12925","APPL_104932","Vizio","SB3821-D6","Unknown","No","No","No","Yes","No",NA
"SITE_644","ROOM_11384","APPL_38538","LG","SK1","Unknown","Unknown","No","No","Yes","No",NA
"SITE_645","ROOM_38549","APPL_137929","Sony","SA-ST7","2013","No","No","Unknown","Yes","Yes","No"
"SITE_647","ROOM_25114","APPL_80520","Magnavox","MSB2600/F7","Unknown","No","Unknown","No","Yes","No",NA
"SITE_648","ROOM_18781","APPL_112442","Sonos","Unknown","Unknown","Unknown","No","No","Yes","Yes","Unknown"
"SITE_648","ROOM_404","APPL_129223","Amazon","C78MP8","Unknown","Unknown","Yes","Yes","No","No",NA
"SITE_648","ROOM_10391","APPL_57077","Sonos","Unknown","Unknown","Unknown","Unknown","No","Yes","No",NA
"SITE_648","ROOM_22908","APPL_131574","Sonos","Unknown","Unknown","Unknown","No","No","Yes","No",NA
"SITE_649","ROOM_20274","APPL_53330","Other","Unknown","Unknown","No","No","Unknown","Yes","Yes","Unknown"
"SITE_650","ROOM_20460","APPL_126482","Samsung","#HW-E450","Unknown","No","Yes","No","Yes","Yes","No"
"SITE_652","ROOM_9870","APPL_143565","Klipsch","Unknown","Unknown","No","No","No","Yes","Yes","No"
"SITE_652","ROOM_6519","APPL_142928","Yamaha","Unknown","Unknown","No","No","No","Yes","No",NA
"SITE_652","ROOM_9870","APPL_50671","Klipsch","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_656","ROOM_15","APPL_169259","Samsung","HT-WS1","Unknown","Yes","Unknown","No","Yes","No",NA
"SITE_66","ROOM_9499","APPL_46678","Bose","SOLO SOUNDBAR II","Unknown","No","Yes","No","Yes","No",NA
"SITE_66","ROOM_9499","APPL_111398","Amazon","ALEXA ECHO","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_661","ROOM_7779","APPL_172841","ILive","ITB037BO","Unknown","No","No","No","Yes","No",NA
"SITE_661","ROOM_42910","APPL_143383","Polk Audio","Unknown","Unknown","No","Yes","No","Yes","Yes","No"
"SITE_661","ROOM_46177","APPL_85033","Sonos","S18","Unknown","No","No","No","Yes","No",NA
"SITE_663","ROOM_9318","APPL_90439","Amazon","ECHO","Unknown","No","Yes","Yes","No","No",NA
"SITE_665","ROOM_37341","APPL_90828","Yamaha","ATS-1070","Unknown","Unknown","No","No","Yes","No",NA
"SITE_665","ROOM_37341","APPL_27520","Amazon","Unknown","Unknown","Unknown","Yes","Yes","Unknown","No",NA
"SITE_665","ROOM_41268","APPL_67924","Vizio","SB3821-C6","Unknown","Yes","No","No","Yes","Unknown","Unknown"
"SITE_665","ROOM_41268","APPL_124832","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No","No",NA
"SITE_67","ROOM_2687","APPL_143947","LG","SL4Y","Unknown","No","Yes","No","Yes","No",NA
"SITE_67","ROOM_45867","APPL_150637","Fender","RUMBLE 15","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_671","ROOM_15579","APPL_83081","Yamaha","YAS-207","Unknown","No","Unknown","No","Yes","Yes","No"
"SITE_675","ROOM_36888","APPL_134106","Definitive","XTR SSA-3","Unknown","No","Unknown","No","Yes","Yes","Yes"
"SITE_675","ROOM_36888","APPL_80604","Sony","STR-DN1050","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_677","ROOM_46267","APPL_134927","Philips","STA-300DQQQAA","Unknown","No","No","No","No","Yes","No"
"SITE_677","ROOM_43786","APPL_133435","JBL","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_677","ROOM_46267","APPL_35771","Unknown","T758","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_677","ROOM_43786","APPL_108313","Yamaha","AX-V573","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_686","ROOM_3168","APPL_21805","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","No",NA
"SITE_69","ROOM_13791","APPL_125080","Samsung","Unknown","Unknown","No","No","No","Yes","Yes","No"
"SITE_691","ROOM_42287","APPL_34954","Bose","Unknown","Unknown","Unknown","Yes","Unknown","Yes","No",NA
"SITE_695","ROOM_31370","APPL_172606","Bose","417788-WM8","Unknown","No","Unknown","No","Unknown","No",NA
"SITE_696","ROOM_12412","APPL_14865","Vizio","SB3821-C6","Unknown","No","No","No","Yes","Yes","No"
"SITE_699","ROOM_5147","APPL_110082","Sony","SS-B1000","Unknown","No","No","No","Yes","No",NA
"SITE_7","ROOM_2189","APPL_45625","Samsung","SS-CT500","2009","No","No","No","Yes","Yes","Yes"
"SITE_700","ROOM_34263","APPL_33852","Samsung","HW-J250","2016","Yes","No","No","Yes","No",NA
"SITE_703","ROOM_12646","APPL_170100","Samsung","HW-M360","2018","Yes","No","No","Yes","Yes","Unknown"
"SITE_71","ROOM_34143","APPL_51261","Vizio","V51-H6","Unknown","No","Unknown","Unknown","Yes","Yes","No"
"SITE_71","ROOM_24925","APPL_12026","Sonos","753-34-024","Unknown","No","No","No","Yes","No",NA
"SITE_71","ROOM_4508","APPL_13131","Bose","301-2RM038089","Unknown","No","No","No","No","No",NA
"SITE_71","ROOM_34143","APPL_16552","Bose","WAVE RADIO III","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_710","ROOM_3210","APPL_129530","Polk Audio","Unknown","Unknown","No","No","No","Yes","No",NA
"SITE_717","ROOM_2124","APPL_34428","Polk Audio","MAGNIFI","Unknown","Unknown","No","No","Yes","Yes","No"
"SITE_718","ROOM_41992","APPL_141718","Sonos","S14","Unknown","Unknown","Yes","No","Yes","No",NA
"SITE_72","ROOM_14563","APPL_61193","Sony","SS-U610","Unknown","No","No","No","Yes","No",NA
"SITE_721","ROOM_1078","APPL_111819","Vizio","SB3821-C6","Unknown","Yes","No","No","Yes","Yes","Unknown"
"SITE_73","ROOM_19816","APPL_56027","Infinity","Unknown","Unknown","Unknown","No","No","Yes","No",NA
"SITE_73","ROOM_29740","APPL_167702","Sonos","Unknown","Unknown","Unknown","Yes","Unknown","No","No",NA
"SITE_73","ROOM_19816","APPL_89106","Yamaha","P-500","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"SITE_732","ROOM_28854","APPL_102565","JBL","Unknown","Unknown","Unknown","No","No","Yes","No",NA
"SITE_735","ROOM_29365","APPL_139754","Yamaha","YAS-106","Unknown","No","No","No","Yes","No",NA
"SITE_737","ROOM_15695","APPL_21884","Google","HOME","Unknown","No","Yes","Yes","No","No",NA
"SITE_737","ROOM_20153","APPL_120462","Samsung","Unknown","Unknown","No","No","No","Yes","Yes","No"
"SITE_737","ROOM_3911","APPL_81942","TaoTronics","Unknown","Unknown","No","No","No","No","No",NA
"SITE_738","ROOM_2569","APPL_30667","Bose","#418775","Unknown","No","No","No","Yes","No",NA
"SITE_74","ROOM_7154","APPL_149123","Marantz","Unknown","Unknown","Unknown","No","No","No","No",NA
"SITE_740","ROOM_21158","APPL_168347","Sony","SS-CT550W","Unknown","No","No","No","Yes","Yes","Yes"
"SITE_751","ROOM_23636","APPL_80019","Pioneer","STUDIO 60 V3","Unknown","No","No","No","Unknown","No",NA
"SITE_752","ROOM_9630","APPL_89790","Audio Vizio","Unknown","Unknown","Unknown","Yes","No","Yes","Yes","Yes"
"SITE_753","ROOM_31538","APPL_146913","LG","SJ2","2021","Unknown","Unknown","Unknown","Yes","Yes","No"
