"SiteID","Outbuilding_Description","Outbuilding_Type","Is_Outbuilding_Occupied","Outbuilding_Occupants","Outbuilding_Sq_Ft","Outbuilding_Sq_Ft_is_Estimated","Outbuilding_Heating_Fuel_Type","Outbuilding_Heating_Fuel_Type_-_Other","Is_Outbuilding_Attached","Outbuilding_Meter_Shared_with_Home","Outbuilding_Meter_Shared_Type","Outbuilding_Meter_Shared_Type_-_Other"
"SITE_1436","Garage","Garage","No",NA,"300","Estimated","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1436","Shop","Shop","No",NA,"4800","Estimated","Wood",NA,"No","Own meter",NA,NA
"SITE_1436","Horse barn","Barn","No",NA,"4800","Estimated","Wood",NA,"No","Unknown",NA,NA
"SITE_1437","Shop","Shop","No",NA,"600","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_1437","Barn","Barn","No",NA,"300","Estimated","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1438","Shop","Shop","No",NA,"1200","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1440","Garage","Garage","Yes","2","1552","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1442","Barn","Barn","No",NA,"1000","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1443","Wood shed","Shed","No",NA,"64","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1443","Shop","Shop","No",NA,"576","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1443","Pump house","Pump Room","No",NA,"120","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1444","Cabin","Cabin","No",NA,"120","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1444","Shop","Shop","No",NA,"336","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1445","Shop","Shop","No",NA,"1200","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1446","Firewood","Other","No",NA,"300","Estimated","Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1447","Garage","Garage","No",NA,"672","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_1449","Shop","Shop","No",NA,"1200","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1450","Ga","Other","Unknown","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown",NA,NA
"SITE_1452","Shop","Shop","No",NA,"750","Estimated","Electric",NA,"No","Unknown",NA,NA
"SITE_1453","Shop","Shop","No",NA,"850","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1455","Garage/shop","Mixed Use","No",NA,"750","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1455","Shed","Shed","No",NA,"144","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1457","Trailer","Other","Yes","1","230","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_146","Office","Other","Yes","1","208","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1460","Garage","Garage","No",NA,"378.5","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1461","Shop","Shop","No",NA,"1250","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1462","Garage","Garage","No",NA,"676","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1463","Barn","Barn","No",NA,"700","Estimated","None",NA,"No","Own meter",NA,NA
"SITE_1463","Pool shed","Shed","No",NA,"20","Estimated","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1464","Shed","Shed","No",NA,"90","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1466","Shed","Shed","No",NA,"120","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1467","Shop","Shop","No",NA,"4500","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1468","Shop","Shop","No",NA,"2400","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1469","Garage","Garage","No",NA,"600","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_147","Shed","Shed","No",NA,"96","Measured or Known","None",NA,"No","No meter/No power",NA,NA
"SITE_1470","Garage","Garage","No",NA,"Unknown",NA,"Unknown",NA,"Unknown","Unknown",NA,NA
"SITE_1473","Garden shed","Shed","No",NA,"240","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_1474","Shed","Shed","No",NA,"192","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1474","Garden shed","Shed","No",NA,"24","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1475","Garage","Garage","No",NA,"250","Estimated","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1476","Shed","Shed","No",NA,"49","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1478","Garage","Garage","No",NA,"484","Estimated","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1479","Shop","Shop","No",NA,"900","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1479","Cabin","Cabin","No",NA,"350","Estimated","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1481","Barn","Barn","No",NA,"10000","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1482","Garage","Garage","No",NA,"400","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_1483","Cottage","Other House","No",NA,"960","Measured or Known","Electric",NA,"Yes","Meter shared with main residence","Electric",NA
"SITE_1483","Barn","Barn","No",NA,"1200","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1486","Detached garag","Garage","No",NA,"729","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1486","Barn","Barn","No",NA,"4550","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1489","Garage","Garage","No",NA,"Unknown",NA,"Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_149","Shed","Shed","No",NA,"36","Measured or Known","None",NA,"No","No meter/No power",NA,NA
"SITE_1490","Garage","Garage","No",NA,"400","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1491","Garage","Garage","No",NA,"1200","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1491","Shed 1","Shed","No",NA,"75","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1491","Shed","Shed","No",NA,"150","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1494","Garage","Garage","No",NA,"750","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1496","Detached garage","Garage","No",NA,"720","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1496","Barn","Barn","No",NA,"1080","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1496","Shop","Shop","No",NA,"3600","Measured or Known","Gas/oil",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1496","Truck park","Garage","No",NA,"3960","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1499","Garage","Garage","No",NA,"1000","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1499","Carriage house","Garage","No",NA,"1800","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1499","But no house","Other","No",NA,"96","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1500","Garage","Garage","No",NA,"600","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1500","Utility shed","Shed","No",NA,"600","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_1502","Shed","Shed","No",NA,"100","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1503","Shed 1","Shed","No",NA,"80","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1503","Shed 2","Shed","Unknown","Unknown","80","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1503","Shed 3","Shed","Unknown","Unknown","200","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1504","Garage","Garage","No",NA,"385.4","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1505","Wood shed","Shed","No",NA,"36","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1505","Boat house","Boat house","No",NA,"320","Measured or Known","None",NA,"No","No meter/No power",NA,NA
"SITE_1505","Garage","Garage","No",NA,"409","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1506","Garage","Garage","No",NA,"1000","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_151","Greenhouse","Greenhouse","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1514","Shop","Shop","No",NA,"1900","Estimated","Wood",NA,"No","Own meter","Electric",NA
"SITE_1514","Guest house","Other House","No",NA,"600","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1514","Shed","Shed","No",NA,"200","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1515","Detached garage","Garage","No",NA,"750","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1517","Shop","Shop","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1518","Shop","Shop","No",NA,"800","Estimated","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1519","Shop","Shop","No",NA,"1000","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1519","Shed","Shed","No",NA,"96","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_152","Shed","Shed","No",NA,"160","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1522","Detached","Other","No",NA,"400","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1525","Garage","Garage","No",NA,"1084","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1529","Shop","Shop","No",NA,"2400","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_1531","Shed","Shed","No",NA,"144","Estimated","Electric",NA,"No","No meter/No power",NA,NA
"SITE_1531","Garage","Garage","No",NA,"220","Measured or Known","Electric",NA,"Yes","Meter shared with main residence","Electric",NA
"SITE_1532","Barn","Barn","No",NA,"2000","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1532","Shed","Shed","No",NA,"720","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1535","Shed","Shed","No",NA,"220","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1536","Shed","Shed","No",NA,"100",NA,"Wood",NA,"No","No meter/No power",NA,NA
"SITE_1537","Guest accessory building","Other House","No",NA,"2000","Estimated","Electric",NA,"No","Own meter",NA,NA
"SITE_1538","Shop","Shop","No",NA,"1200","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1539","Shed","Shed","No",NA,"145","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_154","Shed","Shed","No",NA,"36","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1541","Shed 1","Shed","No",NA,"100","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1541","Shed 2","Shed","No",NA,"64","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1543","Barn","Barn","No",NA,"2768","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_1543","Garage","Garage","No",NA,"1920","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1545","Barn","Barn","No",NA,"300","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_1545","Chicken shed","Shed","No",NA,"320","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_1546","Pole barn","Barn","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1546","Barn","Barn","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1548","Shop","Shop","No",NA,"1200","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1549","Garage in back","Garage","No",NA,"1350","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_1552","Shop","Shop","No",NA,"2280","Measured or Known","None",NA,"No","Own meter",NA,NA
"SITE_1552","Garage","Garage","No",NA,"660","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1552","Pump house","Pump Room","No",NA,"35","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1552","Wood shed","Shed","No",NA,"230","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1554","Shop","Shop","No",NA,"2300","Estimated","Electric",NA,"No","Own meter",NA,NA
"SITE_1554","Guest cabin","Cabin","No",NA,"96","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1554","Shed","Shed","No",NA,"432","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_1556","Garage","Garage","No",NA,"792","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1559","Garage","Garage","No",NA,"300","Estimated","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1560","Shipping container","Other","No",NA,"320","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1561","Old house","Other House","No",NA,"1200","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_1561","Pump","Pump Room","No",NA,"180","Estimated","Electric",NA,"No","Own meter",NA,NA
"SITE_1561","Barn","Barn","No",NA,"1500","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1561","Shed","Shed","No",NA,"150","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1561","Machine","Other","No",NA,"1500","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1561","Garage","Garage","No",NA,"1400","Estimated","Electric",NA,"No","Own meter",NA,NA
"SITE_1562","Barn","Barn","No",NA,"540","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_1562","Shed/tiny house","Mixed Use","Yes","1","240","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1564","Shed","Shed","No",NA,"1050","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1566","Barn","Barn","No",NA,"200","Estimated","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1568","Shop","Shop","No",NA,"1200","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1573","Detached garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1574","Detached garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1575","Apartment (detached)","Apartment","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1576","Shed","Shed","No",NA,"Unknown",NA,"Wood",NA,"No","No meter/No power",NA,NA
"SITE_1577","Work shop","Shop","No",NA,"1680","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1579","Pool shed","Shed","No",NA,"Unknown",NA,"Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1579","Shop","Shop","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_158","Garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1583","Shop","Shop","No",NA,"3420",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1584","Shop","Shop","No",NA,"1536","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1585","Garage","Garage","No",NA,"Unknown",NA,"None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1590","Shop","Shop","No",NA,"400","Estimated","Natural Gas",NA,"No","Meter shared with main residence","Electric, Gas",NA
"SITE_1594","Shed","Shed","No",NA,"70","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1595","Shed","Shed","No",NA,"250","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1598","Detached garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1598","House pump","Pump Room","No",NA,"Unknown","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1599","Yurt","Other House","Yes","Unknown","320","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1599","Art studio","Other","Yes","Unknown","190","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_160","Carport","Garage","No",NA,"104","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_160","Pump house","Pump Room","No",NA,"80","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1603","Shop","Shop","No",NA,"3600","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1604","Garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1604","Greenhouse","Greenhouse","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1605","Shed","Shed","No",NA,"24","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1606","Garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1609","Garage","Garage","No",NA,"250","Measured or Known","None",NA,"Yes","Meter shared with main residence","Electric",NA
"SITE_1611","Shed","Shed","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1613","Pump house","Pump Room","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1614","Shop/garage","Mixed Use","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1616","Shop","Shop","No",NA,"250","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1621","Shed","Shed","No",NA,"Unknown",NA,"Wood",NA,"No","No meter/No power",NA,NA
"SITE_1624","Garage","Garage","No",NA,"670","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1627","Detached garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1627","Barn","Barn","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1630","Storage shed","Shed","No",NA,"200","Measured or Known","None",NA,"No","No meter/No power",NA,NA
"SITE_1632","Shop","Shop","No",NA,"360","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1634","Shop","Shop","No",NA,"3200","Measured or Known","Natural Gas",NA,"No","Meter shared with main residence","Electric, Gas",NA
"SITE_1637","Detached garage","Garage","No",NA,"Unknown",NA,"Unknown",NA,"Unknown","Unknown",NA,NA
"SITE_1638","Unknown","Other","No",NA,"Unknown",NA,"Unknown",NA,"Unknown","Unknown",NA,NA
"SITE_1639","Shed","Shed","Unknown","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown",NA,NA
"SITE_1645","Shed","Shed","No",NA,"Unknown",NA,"Wood",NA,"No","No meter/No power",NA,NA
"SITE_168","Barn","Barn","No",NA,"6000","Estimated","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_168","Pump house","Pump Room","No",NA,"10","Estimated","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_17","Garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1727","Shed","Shed","No",NA,"96","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1728","Shed","Shed","No",NA,"1098","Measured or Known","Propane",NA,"No","Own meter",NA,NA
"SITE_173","Garden shed","Shed","No",NA,"40","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_1731","Barn","Barn","No",NA,"2400","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1731","Travel trailer","Other","Yes","1","800","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1732","Garage","Garage","No",NA,"400","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1736","Playhouse","Other","No",NA,"48","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1738","Garage","Garage","No",NA,"200","Estimated","Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1740","Garage","Garage","No",NA,"286","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1741","Studio","Other","No",NA,"160","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1743","Shop","Shop","No",NA,"1400","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_1745","Garage","Garage","No",NA,"230","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1754","Garage","Garage","No",NA,"800","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1757","Garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1758","Loft/shop","Mixed Use","Yes","1","Unknown",NA,"Unknown",NA,"No","Meter shared with main residence","Electric, Propane",NA
"SITE_176","Garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1762","Shed","Shed","No",NA,"54","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1763","Shed","Shed","No",NA,"60","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1768","Shed","Shed","No",NA,"175","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1768","Shop","Shop","No",NA,"88","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1768","Play","Other","No",NA,"88","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1770","Garage","Garage","No",NA,"247","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1771","Main residence. This building is a secondary home.","Other House","Yes","4","1400","Estimated","Electric",NA,"No","Meter shared with main residence","Electric, Water",NA
"SITE_1771","Shed","Shed","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1771","Chicken coop","Coop","No",NA,"Unknown",NA,"Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1772","Shed","Shed","No",NA,"90","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1776","Shed","Shed","No",NA,"605","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1776","Shed 2","Shed","No",NA,"42","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_1777","Tent","Other","Yes","Unknown","32","Measured or Known","Electric",NA,"No","No meter/No power",NA,NA
"SITE_1778","Shop","Shop","No",NA,"800","Measured or Known","Other","pellet stove","No","Meter shared with main residence","Electric, Gas",NA
"SITE_1782","Mancave/shop","Mixed Use","No",NA,"1280","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1785","Well house","Other","No",NA,"120","Measured or Known","Electric",NA,"No","No meter/No power",NA,NA
"SITE_1785","Shop","Shop","No",NA,"1200","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_179","Shed","Shed","No",NA,"200","Estimated","Electric",NA,"Yes","Meter shared with main residence","Electric",NA
"SITE_1792","Shed","Shed","No",NA,"240","Measured or Known","Electric",NA,"No","No meter/No power",NA,NA
"SITE_1796","Shop","Shop","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1796","Well house","Other","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1797","Shed","Shed","No",NA,"100","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1798","Detached garage","Garage","No",NA,"Unknown","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1803","Shed","Shed","No",NA,"120","Measured or Known","Unknown",NA,"No","Meter shared with main residence",NA,NA
"SITE_1805","Detached garage","Garage","No",NA,"Unknown","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1806","Shop","Shop","No",NA,"625","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1810","Shop","Shop","No",NA,"576","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1810","Cold storage","Other","No",NA,"360","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1813","Sauna","Other","No",NA,"25","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1815","Shed","Shed","No",NA,"80","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_182","Barn","Barn","No",NA,"800","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_182","Shop","Shop","No",NA,"150",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1821","Second garage","Garage","No",NA,"720","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1822","Big shed","Shed","No",NA,"1440","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1822","Metal shed","Shed","No",NA,"80","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1822","Shed","Shed","No",NA,"140","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_1822","Cabin","Cabin","No",NA,"160","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1823","Shed","Shed","No",NA,"70","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1825","Shed","Shed","No",NA,"150","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1829","Barn","Barn","No",NA,"288","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1831","Shop","Shop","No",NA,"1200","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1833","Second garage","Garage","No",NA,"100","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1834","Shop","Shop","No",NA,"3200","Measured or Known","Electric",NA,"No","No meter/No power",NA,NA
"SITE_1838","Garage","Garage","No",NA,"600","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1839","Garsge","Garage","No",NA,"1200","Measured or Known","Electric",NA,"Yes","Own meter",NA,NA
"SITE_1841","Shop","Shop","No",NA,"4800","Measured or Known","Gas/oil",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1841","Barn","Barn","No",NA,"Unknown","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1842","Barn","Barn","No",NA,"1800","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1844","Shed","Shed","No",NA,"200","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1846","Shop","Shop","No",NA,"2000","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1847","Shop","Shop","No",NA,"864","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_185","Shop","Shop","No",NA,"500","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1851","Shed","Shed","No",NA,"120","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_1853","Work shop","Shop","No",NA,"1500","Estimated","Electric",NA,"No","Own meter",NA,NA
