"SiteID","Outbuilding_Description","Outbuilding_Type","Is_Outbuilding_Occupied","Outbuilding_Occupants","Outbuilding_Sq_Ft","Outbuilding_Sq_Ft_is_Estimated","Outbuilding_Heating_Fuel_Type","Outbuilding_Heating_Fuel_Type_-_Other","Is_Outbuilding_Attached","Outbuilding_Meter_Shared_with_Home","Outbuilding_Meter_Shared_Type","Outbuilding_Meter_Shared_Type_-_Other"
"SITE_733","Pump house","Pump Room","No",NA,"Unknown",NA,"Unknown",NA,"No","Own meter",NA,NA
"SITE_733","White shed","Shed","No",NA,"80","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_734","Garage","Garage","No",NA,"510","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_735","Garage","Garage","No",NA,"700","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_738","Detached garage","Garage","No",NA,"685","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_739","Shed","Shed","No",NA,"9","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_74","Garage","Garage","No",NA,"400","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_740","Shop","Shop","No",NA,"1200","Estimated","Electric",NA,"No","Meter shared with main residence","Electric, Propane",NA
"SITE_741","Shed","Shed","No",NA,"80","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_741","Garage","Garage","No",NA,"500","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_743","Shop","Shop","No",NA,"1126","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_748","Shop","Shop","No",NA,"1536","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_749","Garage","Garage","No",NA,"250","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_75","Shed","Shed","No",NA,"Unknown",NA,"Unknown",NA,"No","No meter/No power",NA,NA
"SITE_752","Shop","Shop","No",NA,"900","Estimated","Electric",NA,"No","Own meter",NA,NA
"SITE_753","Shop","Shop","No",NA,"1000","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_756","Pump house","Pump Room","No",NA,"48","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_756","Llama barn","Barn","No",NA,"608","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_756","Horse barn","Barn","No",NA,"2380","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_756","Shed","Shed","No",NA,"622","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_758","Garage","Garage","No",NA,"Unknown",NA,"Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_761","Shop","Shop","No",NA,"1120","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_762","Shop","Shop","No",NA,"5500","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_762","Barn","Barn","No",NA,"1500","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_762","Chicken coop","Coop","No",NA,"160","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_762","Pump house","Pump Room","No",NA,"168","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_765","Shop","Shop","No",NA,"1500","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_766","Workshop","Shop","No",NA,"800","Estimated","Electric",NA,"No","Own meter",NA,NA
"SITE_766","Tiny house","Other House","Unknown","Unknown","140","Estimated","Electric",NA,"No","Own meter",NA,NA
"SITE_768","Shed","Shed","No",NA,"20",NA,"Wood",NA,"No","No meter/No power",NA,NA
"SITE_769","Shed","Shed","No",NA,"80","Measured or Known","Other","Unknown","No","No meter/No power",NA,NA
"SITE_77","Shed","Shed","No",NA,"1000","Measured or Known","Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_775","Shed","Shed","No",NA,"180","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_777","Barn","Barn","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_777","Detached garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_778","Shop","Shop","No",NA,"1200","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_78","Garage","Garage","No",NA,"260","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_780","Shop","Shop","No",NA,"Unknown","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_781","Detached","Other","No",NA,"480","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_781","Shed","Shed","No",NA,"100","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_784","Shop","Shop","No",NA,"2000","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_784","Garage","Garage","No",NA,"770","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_784","Barn","Barn","No",NA,"931","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_786","Greenhouse","Greenhouse","No",NA,"Unknown",NA,"Electric",NA,"Unknown","Meter shared with main residence","Electric",NA
"SITE_786","Garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_786","Storage building","Other","Unknown","Unknown","Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_786","Large storage shed","Shed","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_790","Guest house/garage","Mixed Use","No",NA,"1200","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_791","Shop/garage","Mixed Use","No",NA,"988","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_792","Wood shed","Shed","No",NA,"Unknown",NA,"Wood",NA,"No","No meter/No power",NA,NA
"SITE_792","Milk house","Other","No",NA,"50","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_792","Detached garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_792","Gas house","Other","No",NA,"Unknown",NA,"Wood",NA,"No","No meter/No power",NA,NA
"SITE_792","Machine shed","Shed","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_792","Barn","Barn","No",NA,"Unknown",NA,"Wood",NA,"No","No meter/No power",NA,NA
"SITE_792","Bull house and hay shed","Mixed Use","No",NA,"Unknown",NA,"Wood",NA,"No","No meter/No power",NA,NA
"SITE_795","Garden shed","Shed","No",NA,"150","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_795","Barn","Barn","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_798","Car park","Garage","No",NA,"501","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_798","Garage","Garage","No",NA,"783","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_799","Garage","Garage","No",NA,"640","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_80","Shed","Shed","No",NA,"200","Measured or Known","Electric",NA,"No","No meter/No power",NA,NA
"SITE_80","Garden shed","Shed","No",NA,"100","Measured or Known","Electric",NA,"No","No meter/No power",NA,NA
"SITE_80","Studio","Other","No",NA,"200","Measured or Known","Electric",NA,"No","No meter/No power",NA,NA
"SITE_80","Pump house","Pump Room","No",NA,"20","Measured or Known","Electric",NA,"No","No meter/No power",NA,NA
"SITE_801","Shop","Shop","No",NA,"2500","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_804","Shed","Shed","No",NA,"40","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_807","Shed","Shed","No",NA,"160","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_808","Shed","Shed","No",NA,"198","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_809","Storage","Other","No",NA,"50","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_811","Barn,  guesthouse, shop","Mixed Use","No",NA,"1200","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_813","Garden","Other","No",NA,"32","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_814","Detatched garage","Garage","No",NA,"336","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_815","Shed","Shed","No",NA,"48","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_817","Shop","Shop","No",NA,"573","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_817","Pump","Pump Room","No",NA,"168","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_821","Garage","Garage","No",NA,"400","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_822","Shed","Shed","No",NA,"Unknown",NA,"Wood",NA,"No","No meter/No power",NA,NA
"SITE_823","Greenhouse","Greenhouse","No",NA,"430","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_823","Fuel shed","Shed","No",NA,"24","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_823","Garden shed","Shed","No",NA,"130","Estimated","Unknown",NA,"No","Unknown",NA,NA
"SITE_823","Wood shes","Shed","No",NA,"130","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_823","Car port","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_823","Shop","Shop","No",NA,"640","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_824","Detatched garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_826","Shop","Shop","No",NA,"600","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_828","Shed","Shed","No",NA,"Unknown",NA,"Wood",NA,"No","No meter/No power",NA,NA
"SITE_830","Garage","Garage","No",NA,"800",NA,"None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_831","Garage","Garage","No",NA,"372","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_832","Garage","Garage","No",NA,"600","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_832","Shed","Shed","No",NA,"250","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_834","Shop","Shop","No",NA,"100","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_834","Shed","Shed","No",NA,"200","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_835","Garage","Garage","No",NA,"450","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_837","Shed","Shed","No",NA,"512","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_837","Shop","Shop","No",NA,"1024","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_838","Shed","Shed","No",NA,"80","Measured or Known","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_84","Garage","Garage","No",NA,"Unknown",NA,"Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_84","Unknown","Other","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_840","Shop","Shop","No",NA,"1000","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_840","Shed","Shed","No",NA,"400","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_840","Farm building","Other","No",NA,"1800","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_841","Green house","Greenhouse","No",NA,"178","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_841","Tool shed","Shed","No",NA,"193","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_844","Barn","Barn","No",NA,"2000","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_845","Shop","Shop","No",NA,"180","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_845","Shop barn","Barn","No",NA,"1200","Measured or Known","Electric",NA,"No","Own meter",NA,NA
"SITE_845","Barn","Barn","No",NA,"600","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_845","Shed","Shed","No",NA,"70","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_846","Garage","Garage","No",NA,"1200","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_847","Shop","Shop","No",NA,"2400","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_847","Barn","Barn","No",NA,"1296","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_848","Shed","Shed","No",NA,"64","Measured or Known","None",NA,"No","No meter/No power",NA,NA
"SITE_848","Attached garage","Garage","No",NA,"596","Measured or Known","Electric",NA,"Yes","Meter shared with main residence","Electric",NA
"SITE_849","Shop","Shop","No",NA,"1074","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_849","Wood","Other","No",NA,"616","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_850","Storage unit","Other","No",NA,"Unknown",NA,"Unknown",NA,"Yes","No meter/No power",NA,NA
"SITE_851","Shed","Shed","No",NA,"18","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_854","Shop","Shop","No",NA,"1872","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_854","Peacock house","Animal Housing","No",NA,"189","Measured or Known","Unknown",NA,"Unknown","Meter shared with main residence","Electric",NA
"SITE_855","Garage","Garage","No",NA,"750","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_855","Animal house","Animal Housing","No",NA,"168","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_855","Barn","Barn","No",NA,"6000","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_86","Shed 1","Shed","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_86","Shed 2","Shed","No",NA,"Unknown",NA,"Unknown",NA,"No","Meter shared with main residence","Electric",NA
"SITE_860","Garage","Garage","No",NA,"684","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_862","Shop","Shop","No",NA,"1536","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_862","Chicken coop","Coop","No",NA,"168","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_864","Barn","Barn","No",NA,"2100","Estimated","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_866","Shop","Shop","No",NA,"1050","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_867","Shed","Shed","No",NA,"Unknown",NA,"Unknown",NA,"No","No meter/No power",NA,NA
"SITE_873","Garage","Garage","No",NA,"800","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_874","Shed","Shed","No",NA,"120","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_876","Shop","Shop","No",NA,"400","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_879","Shed","Shed","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_884","Garage","Garage","No",NA,"500","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_884","Shop","Shop","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_884","Little house","Other House","Yes","1","50","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_885","Barn","Barn","No",NA,"1500","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_891","Garage 1","Garage","No",NA,"1500","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_891","Garage 2","Garage","No",NA,"2000","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_892","Shed","Shed","No",NA,"Unknown",NA,"Unknown",NA,"No","No meter/No power",NA,NA
"SITE_894","Barn","Barn","No",NA,"720","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_896","Barn","Barn","No",NA,"1728","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_897","Shed","Shed","No",NA,"240","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_898","Garage","Garage","No",NA,"500",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_9","Unknown","Other","No",NA,"Unknown","Estimated","Unknown",NA,"Unknown","Unknown",NA,NA
"SITE_90","Garage","Garage","No",NA,"1000","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_900","Garage","Garage","No",NA,"576","Measured or Known","Electric",NA,"Yes","Meter shared with main residence","Electric",NA
"SITE_900","Shed","Shed","No",NA,"160","Measured or Known","Electric",NA,"Yes","Meter shared with main residence","Electric",NA
"SITE_901","Shop","Shop","No",NA,"1422","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_902","Reloading room","Other","No",NA,"Unknown","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_903","Barn","Barn","No",NA,"Unknown",NA,"Unknown",NA,"No","Own meter",NA,NA
"SITE_903","Greenhouse","Greenhouse","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_908","Shed 1","Shed","No",NA,"216","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_908","Shed 2","Shed","No",NA,"36","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_909","Shed","Shed","No",NA,"11.8","Measured or Known","Electric",NA,"Yes","Meter shared with main residence","Electric",NA
"SITE_91","Garage","Garage","No",NA,"300","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_91","Shed","Shed","No",NA,"80","Estimated","Unknown",NA,"No","No meter/No power",NA,NA
"SITE_911","Barn","Barn","No",NA,"1120","Measured or Known","None",NA,"No","Meter shared with main residence","Electric",NA
"SITE_911","Shop","Shop","No",NA,"1800","Measured or Known","Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_912","Shed","Shed","No",NA,"Unknown",NA,"Wood",NA,"No","No meter/No power",NA,NA
"SITE_914","Barn","Barn","No",NA,"384","Estimated","Electric",NA,"No","Meter shared with main residence","Electric, Gas",NA
"SITE_915","Shed","Shed","No",NA,"120","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_916","Garage","Garage","No",NA,"300","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_917","Garage","Garage","No",NA,"421","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_920","Shed","Shed","No",NA,"Unknown",NA,"Wood",NA,"No","No meter/No power",NA,NA
"SITE_920","Shop","Shop","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_920","Barn","Barn","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_924","Shed","Shed","No",NA,"96","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_924","Detached garage","Garage","No",NA,"680","Estimated","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_928","Garag","Garage","No",NA,"385","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_930","Shop","Shop","No",NA,"480","Measured or Known","Natural Gas",NA,"No","Meter shared with main residence","Electric, Gas",NA
"SITE_932","Garage","Garage","No",NA,"Unknown",NA,"Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_936","Guest house","Other House","No",NA,"400","Estimated","Natural Gas",NA,"No","Meter shared with main residence","Electric",NA
"SITE_94","Unknown","Other","No",NA,"99","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_940","Shed","Shed","No",NA,"80","Estimated","None",NA,"No","No meter/No power",NA,NA
"SITE_942","Shop","Shop","No",NA,"2400","Estimated","Electric",NA,"No","Own meter",NA,NA
"SITE_943","Garage","Garage","No",NA,"896","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_943","Wood shed","Shed","No",NA,"Unknown",NA,"Wood",NA,"No","No meter/No power",NA,NA
"SITE_944","Shop","Shop","No",NA,"576","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_946","Shed","Shed","No",NA,"100","Measured or Known","Wood",NA,"No","No meter/No power",NA,NA
"SITE_946","Carport storage","Garage","No",NA,"50","Measured or Known","Electric",NA,"Yes","Meter shared with main residence","Electric",NA
"SITE_947","Workshop","Shop","Yes","2","2500","Estimated","Electric",NA,"No","Meter shared with main residence","Electric, Water",NA
"SITE_947","Hut","Cabin","No",NA,"750","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_947","Shed","Shed","No",NA,"100","Estimated","Wood",NA,"No","No meter/No power",NA,NA
"SITE_948","Mini shed","Shed","No",NA,"42","Estimated","None",NA,"No","Meter shared with main residence","Electric, Gas",NA
"SITE_948","Storage shed","Shed","No",NA,"160","Estimated","None",NA,"No","Meter shared with main residence","Electric, Gas",NA
"SITE_952","Garage","Garage","No",NA,"Unknown",NA,"Wood",NA,"No","Meter shared with main residence","Electric",NA
"SITE_953","Shop","Shop","No",NA,"1300","Measured or Known","Electric",NA,"No","Meter shared with main residence","Electric",NA
"SITE_954","Shop","Shop","No",NA,"1000","Measured or Known","Electric",NA,"Unknown","Own meter",NA,NA
