"SiteID","Mechanical_ID","Ventilation_Grade","Ventilation_Working","Ventilation_Controls","Ventilation_Use"
"SITE_2043","MECH_83722","Builder Grade","Yes","On/off","0.5"
"SITE_2044","MECH_7143","Builder Grade","Yes","On/off","Unknown"
"SITE_2044","MECH_63486","Builder Grade","Unknown","Timer","Unknown"
"SITE_2044","MECH_87916","Builder Grade","Yes","On/off","Unknown"
"SITE_205","MECH_172916","Builder Grade","Yes","On/off","1"
"SITE_205","MECH_92162","Builder Grade","Yes","On/off","0"
"SITE_206","MECH_84086","Builder Grade","Yes","Timer","0.5"
"SITE_206","MECH_88033","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_206","MECH_29630","Panasonic or equivalent","Yes","Timer","0.5"
"SITE_207","MECH_14558","Builder Grade","Yes","Timer","1"
"SITE_207","MECH_111116","Panasonic or equivalent","Yes","On/off","1"
"SITE_207","MECH_140847","Builder Grade","Yes","Timer","0"
"SITE_208","MECH_11228","Panasonic or equivalent","Yes","On/off","0.1"
"SITE_208","MECH_12288","Panasonic or equivalent","Yes","On/off","0"
"SITE_208","MECH_51363","Panasonic or equivalent","Yes","On/off","0"
"SITE_208","MECH_23171","Panasonic or equivalent","Yes","On/off","0"
"SITE_21","MECH_100556","Builder Grade","Yes","On/off","0.5"
"SITE_21","MECH_143600","Builder Grade","Yes","Timer","0.5"
"SITE_21","MECH_91747","Builder Grade","Yes","Timer","0"
"SITE_210","MECH_116281","Builder Grade","Yes","On/off","0"
"SITE_210","MECH_128748","Builder Grade","Yes","On/off","2"
"SITE_210","MECH_78172","Builder Grade","Yes","On/off","0"
"SITE_211","MECH_147370","Builder Grade","Yes","Timer","0.5"
"SITE_211","MECH_64477","Builder Grade","Yes","Timer","0"
"SITE_213","MECH_80062","Builder Grade","Yes","On/off","0.16"
"SITE_213","MECH_120620","Builder Grade","Yes","On/off","0.16"
"SITE_213","MECH_70408","Builder Grade","Yes","On/off","Unknown"
"SITE_214","MECH_44794","Builder Grade","Yes","Timer","0.05"
"SITE_214","MECH_111226","Builder Grade","Yes","Timer","0.4"
"SITE_215","MECH_47444","Builder Grade","Yes","On/off","0"
"SITE_215","MECH_57572","Builder Grade","Yes","On/off","0"
"SITE_215","MECH_3953","Builder Grade","Yes","On/off","1"
"SITE_216","MECH_147796","Panasonic or equivalent","Yes","On/off","0.25"
"SITE_216","MECH_157646","Builder Grade","Yes","On/off","1"
"SITE_216","MECH_54274","Panasonic or equivalent","Yes","On/off","Unknown"
"SITE_217","MECH_87429","Builder Grade","Yes","On/off","1"
"SITE_217","MECH_167291","Builder Grade","Yes","On/off","1"
"SITE_218","MECH_84944","Panasonic or equivalent","Yes","Timer","0"
"SITE_218","MECH_81209","Panasonic or equivalent","Yes","Unknown","0"
"SITE_218","MECH_123221","Panasonic or equivalent","Yes","Timer","Unknown"
"SITE_219","MECH_34529","Builder Grade","Yes","On/off","Unknown"
"SITE_219","MECH_68841","Builder Grade","Yes","On/off","Unknown"
"SITE_22","MECH_159217","Builder Grade","Yes","On/off","1"
"SITE_220","MECH_159282","Builder Grade","Yes","On/off","1"
"SITE_220","MECH_3743","Builder Grade","Yes","On/off","1"
"SITE_221","MECH_13571","Builder Grade","Yes","On/off","1"
"SITE_221","MECH_39608","Builder Grade","Yes","On/off","1"
"SITE_223","MECH_96080","Builder Grade","Yes","Timer","0"
"SITE_224","MECH_78395","Builder Grade","Yes","On/off","0.25"
"SITE_225","MECH_25373","Builder Grade","Yes","On/off","0"
"SITE_225","MECH_53906","Panasonic or equivalent","Yes","Timer","3"
"SITE_225","MECH_134092","Builder Grade","Yes","On/off","1"
"SITE_226","MECH_114290","Panasonic or equivalent","Yes","Timer","0"
"SITE_226","MECH_29192","Panasonic or equivalent","Yes","Timer","1"
"SITE_227","MECH_104155","Builder Grade","Yes","On/off","0"
"SITE_227","MECH_17692","Builder Grade","Yes","On/off","0"
"SITE_227","MECH_127537","Builder Grade","Yes","On/off","1"
"SITE_228","MECH_1022","Builder Grade","Yes","On/off","Unknown"
"SITE_228","MECH_33419","Builder Grade","Yes","On/off","Unknown"
"SITE_229","MECH_117872","Builder Grade","Yes","On/off","1"
"SITE_230","MECH_62102","Panasonic or equivalent","Yes","Timer","0"
"SITE_230","MECH_4448","Builder Grade","Yes","Timer","0.5"
"SITE_230","MECH_81394","Builder Grade","Yes","Timer","Unknown"
"SITE_231","MECH_131513","Builder Grade","Yes","On/off","0"
"SITE_231","MECH_129347","Builder Grade","Yes","On/off","1"
"SITE_232","MECH_141334","Panasonic or equivalent","Yes","On/off","2"
"SITE_233","MECH_137914","Builder Grade","Yes","On/off","0"
"SITE_233","MECH_89347","Builder Grade","Yes","On/off","1"
"SITE_233","MECH_95443","Builder Grade","Yes","On/off","1"
"SITE_234","MECH_53611","Builder Grade","Yes","On/off","1"
"SITE_234","MECH_33641","Builder Grade","Yes","Timer","1"
"SITE_234","MECH_131093","Builder Grade","Yes","Timer","1"
"SITE_235","MECH_5557","Builder Grade","Yes","On/off","0.25"
"SITE_235","MECH_130672","Builder Grade","Yes","Timer","0.5"
"SITE_235","MECH_160031","Builder Grade","Yes","On/off","0.5"
"SITE_235","MECH_123926","Builder Grade","Yes","Timer","0.25"
"SITE_235","MECH_90898","Builder Grade","Yes","On/off","0.25"
"SITE_236","MECH_56404","Panasonic or equivalent","Yes","On/off","0.75"
"SITE_236","MECH_89750","Builder Grade","Yes","On/off","0.5"
"SITE_237","MECH_120694","Builder Grade","Yes","On/off","0"
"SITE_237","MECH_40200","Builder Grade","No","On/off","0"
"SITE_238","MECH_46017","Builder Grade","Yes","On/off","0.5"
"SITE_239","MECH_170138","Builder Grade","Yes","On/off","0.05"
"SITE_239","MECH_31100","Builder Grade","Yes","On/off","0.2"
"SITE_24","MECH_47813","Builder Grade","Yes","Timer","Unknown"
"SITE_240","MECH_16186","Panasonic or equivalent","Yes","On/off","1"
"SITE_240","MECH_137068","Panasonic or equivalent","Yes","On/off","1"
"SITE_240","MECH_60512","Panasonic or equivalent","Yes","On/off","1"
"SITE_240","MECH_103594","Panasonic or equivalent","No","On/off","0"
"SITE_241","MECH_34290","Builder Grade","Yes","On/off","2"
"SITE_242","MECH_130692","Builder Grade","Yes","On/off","1"
"SITE_243","MECH_131846","Builder Grade","Yes","Timer","0"
"SITE_243","MECH_142030","Builder Grade","Yes","Timer","1"
"SITE_243","MECH_15653","Builder Grade","Yes","On/off","0"
"SITE_244","MECH_3389","Builder Grade","Yes","On/off","0"
"SITE_244","MECH_22849","Builder Grade","Yes","On/off","0"
"SITE_244","MECH_161692","Builder Grade","Yes","On/off","0"
"SITE_245","MECH_169803","Builder Grade","Yes","Timer","1"
"SITE_246","MECH_86700","Builder Grade","Yes","On/off","1"
"SITE_246","MECH_61724","Panasonic or equivalent","Yes","On/off","0"
"SITE_247","MECH_78135","Builder Grade","Yes","On/off","Unknown"
"SITE_247","MECH_106416","Builder Grade","Unknown","Timer","Unknown"
"SITE_247","MECH_134386","Builder Grade","Yes","On/off","Unknown"
"SITE_247","MECH_134386","Builder Grade","Yes","On/off","Unknown"
"SITE_247","MECH_134386","Builder Grade","Yes","On/off","Unknown"
"SITE_247","MECH_156734","Builder Grade","Yes","On/off","Unknown"
"SITE_247","MECH_156734","Builder Grade","Yes","On/off","Unknown"
"SITE_248","MECH_13061","Panasonic or equivalent","Yes","Timer","1"
"SITE_248","MECH_110546","Builder Grade","Yes","On/off","1"
"SITE_248","MECH_162231","Builder Grade","Yes","On/off","1"
"SITE_249","MECH_16027","Panasonic or equivalent","Yes","Timer","2"
"SITE_249","MECH_159390","Panasonic or equivalent","Yes","Timer","1"
"SITE_25","MECH_24551","Builder Grade","Yes","On/off","1"
"SITE_25","MECH_49311","Builder Grade","Yes","On/off","0"
"SITE_25","MECH_95829","Builder Grade","Yes","On/off","1"
"SITE_250","MECH_170473","Builder Grade","Yes","Timer","0"
"SITE_250","MECH_46135","Unknown","Yes","Timer","1"
"SITE_251","MECH_103193","Builder Grade","Yes","On/off","0.25"
"SITE_251","MECH_32227","Builder Grade","Yes","On/off","0"
"SITE_251","MECH_11714","Builder Grade","Yes","On/off","0"
"SITE_251","MECH_154949","Builder Grade","Yes","On/off","0"
"SITE_251","MECH_34132","Builder Grade","Yes","On/off","0"
"SITE_252","MECH_36882","Builder Grade","Yes","Timer","1"
"SITE_252","MECH_80077","Builder Grade","Yes","Timer","1"
"SITE_253","MECH_164714","Panasonic or equivalent","Yes","On/off","0"
"SITE_253","MECH_116382","Panasonic or equivalent","Yes","On/off","Unknown"
"SITE_254","MECH_50742","Builder Grade","Yes","On/off","2"
"SITE_255","MECH_104","Builder Grade","Yes","Timer","0"
"SITE_255","MECH_133820","Builder Grade","Yes","On/off","0"
"SITE_256","MECH_118086","Builder Grade","Yes","On/off","1"
"SITE_256","MECH_133979","Panasonic or equivalent","Yes","On/off","1"
"SITE_256","MECH_78708","Builder Grade","Yes","On/off","1"
"SITE_260","MECH_112843","Builder Grade","Yes","On/off","2"
"SITE_261","MECH_140676","Panasonic or equivalent","Yes","On/off","0"
"SITE_261","MECH_91489","Panasonic or equivalent","Yes","On/off","0"
"SITE_261","MECH_29526","Panasonic or equivalent","Yes","Timer","0.5"
"SITE_261","MECH_103724","Builder Grade","Yes","Timer","0.25"
"SITE_262","MECH_154150","Builder Grade","Yes","On/off","1"
"SITE_262","MECH_7483","Builder Grade","Yes","On/off","0.5"
"SITE_263","MECH_62973","Panasonic or equivalent","Yes","On/off","1"
"SITE_264","MECH_32959","Builder Grade","Yes","On/off","0.01"
"SITE_264","MECH_111856","Builder Grade","Yes","On/off","1"
"SITE_264","MECH_121146","Builder Grade","Yes","Timer","0"
"SITE_264","MECH_85900","Builder Grade","Yes","On/off","0"
"SITE_265","MECH_80409","Builder Grade","Yes","Timer","0.25"
"SITE_265","MECH_24466","Builder Grade","Yes","Timer","0.1"
"SITE_265","MECH_123313","Builder Grade","Yes","Timer","0.15"
"SITE_266","MECH_52523","Builder Grade","Yes","On/off","1"
"SITE_266","MECH_163937","Builder Grade","Yes","On/off","0"
"SITE_267","MECH_169323","Builder Grade","Yes","Timer","0.5"
"SITE_267","MECH_126968","Builder Grade","Yes","Timer","1"
"SITE_268","MECH_89032","Panasonic or equivalent","Yes","On/off","0.66"
"SITE_268","MECH_124217","Panasonic or equivalent","Yes","On/off","0.33"
"SITE_268","MECH_124217","Panasonic or equivalent","Yes","On/off","0.33"
"SITE_268","MECH_124217","Panasonic or equivalent","Yes","On/off","0"
"SITE_268","MECH_77630","Panasonic or equivalent","Yes","On/off","0.17"
"SITE_269","MECH_124881","Builder Grade","Yes","On/off","0.5"
"SITE_27","MECH_105687","Builder Grade","Yes","On/off","0"
"SITE_27","MECH_73164","Builder Grade","Yes","On/off","1"
"SITE_27","MECH_48980","Builder Grade","Yes","On/off","1"
"SITE_270","MECH_68249","Builder Grade","Yes","On/off","0"
"SITE_270","MECH_157835","Builder Grade","Yes","On/off","Unknown"
"SITE_271","MECH_81316","Builder Grade","Yes","On/off","0.5"
"SITE_271","MECH_163701","Builder Grade","Yes","On/off","1"
"SITE_271","MECH_142798","Panasonic or equivalent","Yes","On/off","1"
"SITE_272","MECH_130768","Panasonic or equivalent","Yes","On/off","0"
"SITE_272","MECH_32214","Builder Grade","Yes","On/off","1"
"SITE_272","MECH_113229","Builder Grade","Yes","On/off","1"
"SITE_272","MECH_29098","Builder Grade","Yes","On/off","0"
"SITE_272","MECH_61714","Builder Grade","Yes","On/off","0"
"SITE_273","MECH_42942","Builder Grade","Yes","Timer","1"
"SITE_273","MECH_74152","Builder Grade","Yes","On/off","0.5"
"SITE_273","MECH_81412","Builder Grade","Yes","On/off","1"
"SITE_273","MECH_125604","Builder Grade","Unknown","On/off","1"
"SITE_273","MECH_120657","Builder Grade","Yes","On/off","Unknown"
"SITE_274","MECH_36782","Builder Grade","Yes","On/off","1"
"SITE_274","MECH_120334","Builder Grade","Yes","On/off","0"
"SITE_274","MECH_44708","Builder Grade","Yes","Timer","1"
"SITE_275","MECH_40993","Builder Grade","Yes","On/off","0"
"SITE_276","MECH_97363","Builder Grade","Yes","On/off","0.5"
"SITE_276","MECH_118751","Builder Grade","Yes","On/off","1"
"SITE_276","MECH_63784","Builder Grade","Yes","On/off","1"
"SITE_276","MECH_43850","Builder Grade","Yes","On/off","0.5"
"SITE_277","MECH_65647","Builder Grade","Yes","Timer","0.5"
"SITE_277","MECH_141946","Builder Grade","Yes","On/off","0"
"SITE_278","MECH_148277","Builder Grade","Yes","On/off","1"
"SITE_279","MECH_54118","Builder Grade","Yes","Timer","Unknown"
"SITE_28","MECH_172950","Builder Grade","Yes","On/off","0.1"
"SITE_28","MECH_51064","Builder Grade","Yes","On/off","0"
"SITE_28","MECH_122470","Builder Grade","Yes","On/off","0.5"
"SITE_280","MECH_86995","Builder Grade","Yes","On/off","0.1"
"SITE_280","MECH_18415","Builder Grade","Yes","On/off","0.1"
"SITE_281","MECH_159220","Panasonic or equivalent","Yes","Timer","0"
"SITE_281","MECH_76143","Panasonic or equivalent","Yes","Timer","0"
"SITE_281","MECH_78930","Panasonic or equivalent","Yes","Timer","1"
"SITE_281","MECH_146190","Panasonic or equivalent","Yes","Timer","1"
"SITE_282","MECH_13967","Builder Grade","Yes","On/off","2"
"SITE_283","MECH_150194","Panasonic or equivalent","Yes","On/off","0"
"SITE_283","MECH_52097","Builder Grade","Yes","On/off","0"
"SITE_284","MECH_26585","Builder Grade","Yes","On/off","1"
"SITE_284","MECH_58544","Builder Grade","Yes","On/off","0.5"
"SITE_284","MECH_24360","Panasonic or equivalent","Yes","On/off","0"
"SITE_285","MECH_59823","Builder Grade","Yes","On/off","1"
"SITE_285","MECH_968","Builder Grade","Unknown","On/off","0"
"SITE_286","MECH_101921","Builder Grade","Yes","Timer","Unknown"
"SITE_287","MECH_111864","Builder Grade","Yes","On/off","0.25"
"SITE_288","MECH_53521","Panasonic or equivalent","Yes","Timer","0.3"
"SITE_288","MECH_166546","Panasonic or equivalent","Yes","Timer","0.25"
"SITE_29","MECH_130918","Builder Grade","Yes","On/off","2"
"SITE_29","MECH_77531","Builder Grade","Yes","On/off","0.5"
"SITE_290","MECH_900","Builder Grade","Yes","On/off","0.5"
"SITE_292","MECH_62823","Builder Grade","Yes","On/off","1"
"SITE_293","MECH_136710","Builder Grade","Yes","Timer","1"
"SITE_294","MECH_137436","Builder Grade","Yes","On/off","0.5"
"SITE_294","MECH_144499","Builder Grade","Yes","Timer","0.5"
"SITE_295","MECH_108861","Builder Grade","Yes","On/off","1"
"SITE_295","MECH_165759","Builder Grade","Yes","On/off","1"
"SITE_295","MECH_169538","Builder Grade","Yes","On/off","0"
"SITE_295","MECH_123244","Builder Grade","Yes","On/off","0"
"SITE_296","MECH_54776","Builder Grade","Yes","On/off","1"
"SITE_297","MECH_101782","Builder Grade","Yes","On/off","1"
"SITE_297","MECH_102175","Builder Grade","Yes","Timer","0"
"SITE_297","MECH_80136","Builder Grade","Yes","On/off","0"
"SITE_299","MECH_151529","Builder Grade","Yes","On/off","Unknown"
"SITE_299","MECH_97002","Builder Grade","Yes","On/off","Unknown"
"SITE_299","MECH_53422","Builder Grade","Yes","On/off","Unknown"
"SITE_299","MECH_31566","Builder Grade","Yes","On/off","Unknown"
"SITE_3","MECH_166919","Builder Grade","Yes","Timer","0"
"SITE_3","MECH_8483","Builder Grade","Yes","On/off","0"
"SITE_3","MECH_169270","Builder Grade","Yes","Timer","0"
"SITE_3","MECH_16680","Builder Grade","Yes","On/off","1"
"SITE_3","MECH_69896","Builder Grade","Yes","Timer","1"
"SITE_30","MECH_18220","Builder Grade","Yes","On/off","2"
"SITE_300","MECH_170088","Builder Grade","Yes","On/off","0.5"
"SITE_300","MECH_73283","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_301","MECH_132696","Builder Grade","Yes","On/off","0.25"
"SITE_301","MECH_151243","Builder Grade","Yes","On/off","0.25"
"SITE_301","MECH_160757","Builder Grade","Yes","On/off","0"
"SITE_301","MECH_98737","Panasonic or equivalent","Yes","On/off","0"
"SITE_302","MECH_162064","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_302","MECH_165380","Panasonic or equivalent","Yes","Timer","1"
"SITE_302","MECH_165380","Panasonic or equivalent","Yes","On/off","1"
"SITE_302","MECH_39656","Panasonic or equivalent","Yes","Timer","1"
"SITE_303","MECH_132280","Builder Grade","Yes","On/off","1"
"SITE_303","MECH_6647","Builder Grade","Yes","On/off","1"
"SITE_304","MECH_49968","Builder Grade","Yes","On/off","0"
"SITE_304","MECH_154765","Builder Grade","Yes","Timer","1"
"SITE_304","MECH_170816","Builder Grade","Yes","Timer","1"
"SITE_305","MECH_95526","Builder Grade","Yes","On/off","1"
"SITE_305","MECH_38009","Builder Grade","Yes","On/off","1"
"SITE_306","MECH_133461","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_306","MECH_78038","Panasonic or equivalent","Yes","On/off","0"
"SITE_306","MECH_82503","Panasonic or equivalent","Yes","On/off","0"
"SITE_307","MECH_115250","Builder Grade","Yes","On/off","1"
"SITE_308","MECH_64071","Builder Grade","Yes","On/off","0.75"
"SITE_308","MECH_41559","Builder Grade","Yes","On/off","0"
"SITE_308","MECH_75313","Builder Grade","Yes","On/off","0"
"SITE_309","MECH_140378","Builder Grade","Yes","On/off","1"
"SITE_311","MECH_16826","Builder Grade","Yes","On/off","0"
"SITE_311","MECH_41335","Builder Grade","Yes","On/off","0"
"SITE_311","MECH_27923","Builder Grade","Yes","On/off","1"
"SITE_311","MECH_76231","Builder Grade","Yes","On/off","1"
"SITE_311","MECH_63568","Builder Grade","Yes","On/off","1"
"SITE_312","MECH_9478","Panasonic or equivalent","Yes","Timer","2"
"SITE_312","MECH_3754","Panasonic or equivalent","Yes","On/off","1"
"SITE_312","MECH_2476","Panasonic or equivalent","Yes","On/off","1"
"SITE_312","MECH_155995","Panasonic or equivalent","Yes","Timer","1"
"SITE_313","MECH_167765","Panasonic or equivalent","Yes","On/off","0.25"
"SITE_314","MECH_170811","Builder Grade","Yes","On/off","0"
"SITE_314","MECH_6150","Panasonic or equivalent","Yes","Timer","1"
"SITE_314","MECH_6150","Builder Grade","Yes","On/off","1"
"SITE_314","MECH_26260","Panasonic or equivalent","Yes","On/off","0"
"SITE_314","MECH_141217","Panasonic or equivalent","Yes","Timer","0"
"SITE_314","MECH_137432","Panasonic or equivalent","Yes","Timer","1"
"SITE_315","MECH_105523","Builder Grade","Yes","On/off","1"
"SITE_316","MECH_48552","Builder Grade","Yes","On/off","0"
"SITE_316","MECH_165222","Builder Grade","Yes","On/off","1"
"SITE_316","MECH_32977","Builder Grade","Yes","On/off","1"
"SITE_317","MECH_48539","Builder Grade","Yes","On/off","0"
"SITE_317","MECH_162943","Builder Grade","Yes","On/off","1"
"SITE_319","MECH_41676","Builder Grade","Yes","Timer","Unknown"
"SITE_319","MECH_45160","Builder Grade","Yes","Timer","Unknown"
"SITE_319","MECH_71672","Builder Grade","Yes","Timer","Unknown"
"SITE_319","MECH_157345","Builder Grade","Yes","Timer","Unknown"
"SITE_319","MECH_52673","Builder Grade","Yes","Timer","Unknown"
"SITE_32","MECH_167311","Builder Grade","Yes","On/off","0.1"
"SITE_32","MECH_122545","Builder Grade","Yes","On/off","0.1"
"SITE_32","MECH_78808","Builder Grade","Yes","On/off","0"
"SITE_320","MECH_25518","Builder Grade","Yes","On/off","0.5"
"SITE_320","MECH_7634","Builder Grade","Yes","On/off","Unknown"
"SITE_321","MECH_165356","Builder Grade","Yes","Timer","1"
"SITE_322","MECH_41226","Builder Grade","Yes","On/off","0"
"SITE_322","MECH_174837","Builder Grade","Yes","On/off","0"
"SITE_323","MECH_34036","Builder Grade","Yes","On/off","0.5"
"SITE_323","MECH_147948","Builder Grade","Yes","On/off","0.5"
"SITE_324","MECH_145858","Panasonic or equivalent","Yes","On/off","1"
"SITE_325","MECH_140872","Builder Grade","No","On/off","0"
"SITE_327","MECH_77083","Builder Grade","Yes","Timer","Unknown"
"SITE_328","MECH_39024","Builder Grade","Yes","On/off","1"
"SITE_329","MECH_148549","Builder Grade","Yes","On/off","0"
"SITE_329","MECH_71875","Builder Grade","Yes","On/off","0.125"
"SITE_329","MECH_53147","Builder Grade","Yes","On/off","0.25"
"SITE_33","MECH_45269","Builder Grade","Yes","On/off","0"
"SITE_33","MECH_90346","Builder Grade","Yes","On/off","0"
"SITE_33","MECH_95969","Builder Grade","Yes","On/off","0.25"
"SITE_33","MECH_27443","Builder Grade","Unknown","On/off","Unknown"
"SITE_330","MECH_66746","Panasonic or equivalent","Yes","On/off","Unknown"
"SITE_331","MECH_56668","Builder Grade","Yes","On/off","Unknown"
"SITE_331","MECH_20950","Builder Grade","Yes","On/off","Unknown"
"SITE_331","MECH_150032","Builder Grade","Yes","On/off","Unknown"
"SITE_331","MECH_136582","Builder Grade","Yes","On/off","Unknown"
"SITE_332","MECH_7561","Builder Grade","Yes","On/off","Unknown"
"SITE_332","MECH_134331","Builder Grade","Yes","On/off","Unknown"
"SITE_332","MECH_128557","Builder Grade","Yes","On/off","Unknown"
"SITE_333","MECH_45317","Builder Grade","Yes","On/off","1"
"SITE_333","MECH_105831","Builder Grade","Yes","On/off","0"
"SITE_334","MECH_222","Builder Grade","Yes","On/off","Unknown"
"SITE_334","MECH_116661","Builder Grade","Yes","On/off","Unknown"
"SITE_334","MECH_48587","Builder Grade","Yes","On/off","Unknown"
"SITE_335","MECH_64374","Builder Grade","Yes","Timer","0.15"
"SITE_335","MECH_10813","Builder Grade","Yes","Timer","0.25"
"SITE_335","MECH_116974","Builder Grade","Yes","On/off","Unknown"
"SITE_335","MECH_129881","Builder Grade","Unknown","On/off","Unknown"
"SITE_335","MECH_107896","Builder Grade","Yes","On/off","Unknown"
"SITE_336","MECH_120164","Builder Grade","Yes","On/off","0"
"SITE_337","MECH_44059","Builder Grade","Yes","On/off","1"
"SITE_338","MECH_158473","Panasonic or equivalent","Yes","On/off","1"
"SITE_338","MECH_1563","Builder Grade","Yes","On/off","0"
"SITE_339","MECH_170331","Builder Grade","Yes","On/off","Unknown"
"SITE_339","MECH_86981","Builder Grade","Yes","On/off","Unknown"
"SITE_339","MECH_54093","Builder Grade","Yes","On/off","Unknown"
"SITE_34","MECH_120638","Builder Grade","Yes","On/off","Unknown"
"SITE_34","MECH_99742","Builder Grade","Yes","On/off","Unknown"
"SITE_340","MECH_106602","Builder Grade","Yes","On/off","0"
"SITE_340","MECH_130222","Builder Grade","Yes","On/off","0"
"SITE_340","MECH_142736","Builder Grade","Yes","On/off","1"
"SITE_341","MECH_72119","Builder Grade","Yes","On/off","1"
"SITE_342","MECH_44226","Builder Grade","Yes","On/off","2"
"SITE_342","MECH_41379","Builder Grade","Yes","On/off","1"
"SITE_343","MECH_148376","Builder Grade","Yes","On/off","4"
"SITE_343","MECH_84438","Builder Grade","Yes","On/off","Unknown"
"SITE_344","MECH_14413","Builder Grade","Yes","Timer","0.5"
"SITE_344","MECH_39369","Builder Grade","Yes","Timer","0.5"
"SITE_344","MECH_53418","Builder Grade","Yes","Timer","0.5"
"SITE_345","MECH_27202","Builder Grade","Yes","On/off","1"
"SITE_345","MECH_14924","Builder Grade","Yes","On/off","0"
"SITE_345","MECH_46306","Builder Grade","Yes","On/off","9"
"SITE_346","MECH_65027","Builder Grade","Yes","On/off","0"
"SITE_346","MECH_94580","Builder Grade","Yes","On/off","0"
"SITE_346","MECH_20828","Builder Grade","Yes","Timer","0"
"SITE_346","MECH_22276","Builder Grade","Yes","On/off","0"
"SITE_346","MECH_22276","Builder Grade","Yes","Timer","0.4"
"SITE_347","MECH_148620","Builder Grade","Yes","Timer","1"
"SITE_347","MECH_12619","Builder Grade","Yes","On/off","1"
"SITE_347","MECH_108574","Builder Grade","Yes","On/off","0"
"SITE_347","MECH_151880","Panasonic or equivalent","Yes","On/off","1"
"SITE_348","MECH_66641","Builder Grade","Yes","Timer","1"
"SITE_348","MECH_102208","Builder Grade","Yes","On/off","0"
"SITE_349","MECH_141406","Builder Grade","Yes","On/off","0"
"SITE_349","MECH_157882","Builder Grade","Yes","On/off","1"
"SITE_35","MECH_165360","Builder Grade","Yes","On/off","1"
"SITE_35","MECH_159671","Builder Grade","Yes","On/off","1"
"SITE_350","MECH_111361","Builder Grade","Yes","Timer","Unknown"
"SITE_350","MECH_48920","Builder Grade","Yes","Timer","Unknown"
"SITE_351","MECH_122907","Builder Grade","No","None","1"
"SITE_352","MECH_5089","Builder Grade","Yes","On/off","1"
"SITE_353","MECH_110598","Builder Grade","Yes","On/off","0.25"
"SITE_353","MECH_88222","Builder Grade","Yes","On/off","0.25"
"SITE_354","MECH_153029","Builder Grade","Yes","On/off","1"
"SITE_354","MECH_38768","Builder Grade","Yes","On/off","1"
"SITE_355","MECH_38124","Builder Grade","Yes","On/off","0"
"SITE_355","MECH_97420","Builder Grade","Yes","On/off","0"
"SITE_355","MECH_15621","Builder Grade","Yes","On/off","0"
"SITE_355","MECH_116733","Builder Grade","Yes","On/off","1"
"SITE_355","MECH_69934","Builder Grade","Yes","On/off","1"
"SITE_355","MECH_83123","Builder Grade","Yes","On/off","1"
"SITE_356","MECH_9650","Builder Grade","Yes","On/off","0"
"SITE_356","MECH_73509","Builder Grade","Yes","On/off","1"
"SITE_356","MECH_44231","Builder Grade","Yes","On/off","1"
"SITE_356","MECH_133975","Builder Grade","Yes","On/off","1"
"SITE_357","MECH_52157","Builder Grade","Yes","Timer","0"
"SITE_358","MECH_1939","Panasonic or equivalent","Yes","On/off","0"
"SITE_358","MECH_137007","Builder Grade","Yes","On/off","1"
"SITE_358","MECH_52385","Builder Grade","Yes","On/off","0"
"SITE_358","MECH_79557","Builder Grade","Yes","On/off","0"
"SITE_358","MECH_155885","Builder Grade","Yes","On/off","0"
"SITE_359","MECH_28748","Builder Grade","Yes","On/off","0.5"
"SITE_36","MECH_76340","Builder Grade","Yes","On/off","0"
"SITE_36","MECH_84506","Builder Grade","Yes","On/off","0"
"SITE_36","MECH_51265","Builder Grade","Yes","On/off","1"
"SITE_36","MECH_152315","Builder Grade","Yes","On/off","1"
"SITE_362","MECH_33334","Builder Grade","Yes","On/off","0.5"
"SITE_362","MECH_34302","Builder Grade","Yes","On/off","0.5"
"SITE_364","MECH_135913","Builder Grade","Yes","On/off","0"
"SITE_364","MECH_126228","Builder Grade","Yes","On/off","0.25"
"SITE_364","MECH_76751","Builder Grade","Yes","On/off","0"
"SITE_365","MECH_151275","Builder Grade","Yes","On/off","0"
"SITE_366","MECH_47724","Builder Grade","Yes","Timer","0"
"SITE_366","MECH_13146","Builder Grade","Yes","Timer","0.5"
"SITE_367","MECH_58573","Builder Grade","Yes","On/off","0.5"
"SITE_367","MECH_116259","Builder Grade","Yes","Timer","0.25"
"SITE_368","MECH_90507","Panasonic or equivalent","Yes","Timer","0.5"
"SITE_368","MECH_138106","Panasonic or equivalent","Yes","Timer","0.5"
"SITE_369","MECH_18801","Builder Grade","Yes","On/off","1"
"SITE_369","MECH_155286","Builder Grade","Yes","Timer","1"
"SITE_369","MECH_90035","Builder Grade","Yes","On/off","0"
"SITE_37","MECH_52255","Builder Grade","Yes","On/off","1"
"SITE_37","MECH_1111","Builder Grade","Yes","On/off","1"
"SITE_37","MECH_5793","Builder Grade","Yes","Unknown","Unknown"
"SITE_37","MECH_129949","Builder Grade","Yes","Unknown","Unknown"
"SITE_370","MECH_14512","Panasonic or equivalent","Yes","On/off","0"
"SITE_370","MECH_152685","Panasonic or equivalent","Yes","Timer","1"
"SITE_371","MECH_92076","Builder Grade","Yes","On/off","1"
"SITE_371","MECH_28099","Builder Grade","Yes","On/off","0"
"SITE_371","MECH_58217","Builder Grade","Yes","On/off","1"
