"SiteID","Mechanical_ID","Ventilation_Grade","Ventilation_Working","Ventilation_Controls","Ventilation_Use"
"SITE_371","MECH_158963","Builder Grade","Yes","On/off","0"
"SITE_372","MECH_71687","Builder Grade","Yes","On/off","1"
"SITE_372","MECH_133211","Builder Grade","Yes","On/off","1"
"SITE_373","MECH_100079","Builder Grade","Yes","On/off","0"
"SITE_373","MECH_149205","Builder Grade","Yes","On/off","1"
"SITE_375","MECH_43935","Builder Grade","Yes","On/off","0"
"SITE_375","MECH_93254","Builder Grade","Yes","On/off","0"
"SITE_375","MECH_28065","Builder Grade","Yes","On/off","24"
"SITE_375","MECH_30547","Builder Grade","Yes","On/off","1"
"SITE_376","MECH_148401","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_376","MECH_29364","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_376","MECH_18409","Panasonic or equivalent","Yes","On/off","0.1"
"SITE_377","MECH_164998","Builder Grade","Yes","On/off","0.25"
"SITE_378","MECH_170745","Panasonic or equivalent","Yes","None","1"
"SITE_378","MECH_158284","Builder Grade","Yes","On/off","1"
"SITE_378","MECH_37294","Builder Grade","Yes","On/off","1"
"SITE_379","MECH_79637","Builder Grade","Yes","Timer","0"
"SITE_379","MECH_142629","Builder Grade","Yes","Timer","1"
"SITE_379","MECH_68358","Builder Grade","Yes","Timer","24"
"SITE_379","MECH_64288","Builder Grade","Yes","On/off","Unknown"
"SITE_38","MECH_161323","Builder Grade","Yes","On/off","1"
"SITE_380","MECH_144652","Builder Grade","Yes","On/off","1"
"SITE_380","MECH_46106","Builder Grade","Yes","On/off","0"
"SITE_380","MECH_13825","Builder Grade","Yes","On/off","0"
"SITE_381","MECH_15851","Panasonic or equivalent","Yes","On/off","1"
"SITE_381","MECH_93784","Builder Grade","Yes","On/off","0"
"SITE_381","MECH_144779","Builder Grade","Yes","On/off","1"
"SITE_382","MECH_15255","Builder Grade","Yes","On/off","0.5"
"SITE_383","MECH_151883","Builder Grade","Yes","On/off","0"
"SITE_383","MECH_51256","Builder Grade","Yes","On/off","1"
"SITE_383","MECH_119289","Builder Grade","Yes","On/off","0"
"SITE_383","MECH_52100","Builder Grade","Yes","On/off","2"
"SITE_384","MECH_60432","Builder Grade","Yes","On/off","1"
"SITE_385","MECH_97305","Builder Grade","Yes","On/off","0"
"SITE_385","MECH_16481","Builder Grade","Yes","On/off","1"
"SITE_386","MECH_64277","Builder Grade","Yes","On/off","0"
"SITE_386","MECH_29395","Builder Grade","Yes","On/off","0.5"
"SITE_386","MECH_132825","Builder Grade","Yes","On/off","0.5"
"SITE_387","MECH_154645","Builder Grade","Yes","On/off","0"
"SITE_387","MECH_109170","Builder Grade","Yes","On/off","0"
"SITE_387","MECH_158260","Panasonic or equivalent","Yes","On/off","1"
"SITE_387","MECH_80101","Builder Grade","Yes","On/off","1"
"SITE_387","MECH_168836","Builder Grade","Yes","On/off","0"
"SITE_387","MECH_139336","Builder Grade","Yes","On/off","Unknown"
"SITE_389","MECH_133232","Builder Grade","Yes","On/off","1"
"SITE_39","MECH_11092","Builder Grade","Yes","On/off","0"
"SITE_39","MECH_2827","Builder Grade","Yes","On/off","0"
"SITE_39","MECH_61618","Builder Grade","Yes","On/off","Unknown"
"SITE_39","MECH_52482","Builder Grade","Yes","On/off","Unknown"
"SITE_39","MECH_143242","Builder Grade","Yes","On/off","Unknown"
"SITE_391","MECH_172101","Builder Grade","Yes","On/off","0"
"SITE_391","MECH_28981","Builder Grade","Yes","On/off","1"
"SITE_392","MECH_79469","Builder Grade","Yes","On/off","0.5"
"SITE_392","MECH_63861","Builder Grade","Yes","On/off","0"
"SITE_393","MECH_15386","Panasonic or equivalent","Yes","On/off","0.14"
"SITE_393","MECH_105506","Panasonic or equivalent","Yes","On/off","0.07"
"SITE_393","MECH_137225","Panasonic or equivalent","Yes","On/off","0"
"SITE_394","MECH_43196","Builder Grade","Yes","On/off","0"
"SITE_394","MECH_87408","Builder Grade","Yes","On/off","0"
"SITE_394","MECH_49522","Builder Grade","Yes","On/off","0.5"
"SITE_395","MECH_170235","Builder Grade","Yes","On/off","0.5"
"SITE_395","MECH_62313","Builder Grade","Yes","On/off","0.5"
"SITE_397","MECH_66321","Builder Grade","Yes","On/off","1"
"SITE_397","MECH_50639","Builder Grade","Yes","On/off","0"
"SITE_397","MECH_43742","Builder Grade","Yes","On/off","1"
"SITE_4","MECH_31402","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_4","MECH_64172","Builder Grade","Yes","On/off","0.25"
"SITE_4","MECH_118677","Builder Grade","Yes","On/off","0.5"
"SITE_4","MECH_116469","Builder Grade","Yes","On/off","0"
"SITE_40","MECH_107641","Builder Grade","Yes","On/off","Unknown"
"SITE_400","MECH_161631","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_401","MECH_161756","Builder Grade","Yes","On/off","0.25"
"SITE_402","MECH_27423","Builder Grade","Yes","On/off","0"
"SITE_402","MECH_118360","Builder Grade","Yes","On/off","2"
"SITE_403","MECH_169879","Builder Grade","Yes","On/off","0.25"
"SITE_404","MECH_32991","Builder Grade","Yes","On/off","0"
"SITE_404","MECH_57689","Builder Grade","Yes","On/off","0.5"
"SITE_404","MECH_47587","Builder Grade","Yes","On/off","0"
"SITE_405","MECH_52177","Builder Grade","Yes","On/off","1"
"SITE_407","MECH_31687","Builder Grade","Yes","On/off","1"
"SITE_407","MECH_34464","Builder Grade","Yes","On/off","0.5"
"SITE_407","MECH_26926","Builder Grade","Yes","On/off","1"
"SITE_408","MECH_25806","Builder Grade","Yes","On/off","1"
"SITE_409","MECH_157527","Builder Grade","Yes","On/off","1"
"SITE_409","MECH_26551","Builder Grade","Yes","On/off","1"
"SITE_409","MECH_169929","Builder Grade","Yes","Timer","1"
"SITE_41","MECH_74832","Builder Grade","Yes","On/off","0"
"SITE_41","MECH_132581","Builder Grade","Yes","On/off","0"
"SITE_41","MECH_137336","Builder Grade","Yes","On/off","0"
"SITE_41","MECH_109317","Builder Grade","Yes","On/off","1"
"SITE_410","MECH_60023","Builder Grade","Yes","On/off","1"
"SITE_410","MECH_138954","Panasonic or equivalent","Yes","On/off","1"
"SITE_411","MECH_113491","Panasonic or equivalent","Yes","On/off","1"
"SITE_411","MECH_160609","Panasonic or equivalent","Yes","On/off","0"
"SITE_412","MECH_171162","Builder Grade","Yes","Programmable thermostat","0"
"SITE_412","MECH_18068","Builder Grade","Yes","On/off","0.5"
"SITE_413","MECH_110559","Builder Grade","Yes","On/off","1"
"SITE_414","MECH_63416","Builder Grade","Yes","On/off","0"
"SITE_414","MECH_38204","Builder Grade","Yes","On/off","0.29"
"SITE_415","MECH_31218","Builder Grade","Yes","Timer","0"
"SITE_415","MECH_86960","Panasonic or equivalent","Yes","Timer","2"
"SITE_416","MECH_68998","Builder Grade","Yes","On/off","0.5"
"SITE_417","MECH_7006","Panasonic or equivalent","Yes","On/off","0"
"SITE_417","MECH_21962","Panasonic or equivalent","Yes","On/off","0.25"
"SITE_417","MECH_23125","Panasonic or equivalent","Yes","On/off","0"
"SITE_417","MECH_7289","Panasonic or equivalent","Yes","On/off","0"
"SITE_418","MECH_169327","Unknown","Yes","Timer","1"
"SITE_418","MECH_23592","Builder Grade","Yes","Timer","0"
"SITE_419","MECH_67252","Builder Grade","Yes","On/off","0"
"SITE_419","MECH_51067","Builder Grade","Yes","On/off","0.5"
"SITE_419","MECH_95214","Builder Grade","Yes","On/off","0.25"
"SITE_42","MECH_44808","Builder Grade","Unknown","Unknown","Unknown"
"SITE_420","MECH_8611","Panasonic or equivalent","Yes","Timer","2"
"SITE_421","MECH_165413","Builder Grade","Yes","On/off","1"
"SITE_421","MECH_13886","Builder Grade","Yes","On/off","1"
"SITE_422","MECH_3340","Builder Grade","Yes","On/off","1"
"SITE_422","MECH_80758","Builder Grade","Yes","On/off","0.5"
"SITE_423","MECH_24586","Builder Grade","Yes","On/off","0.5"
"SITE_424","MECH_17829","Panasonic or equivalent","Yes","None","24"
"SITE_424","MECH_67488","Builder Grade","Yes","On/off","Unknown"
"SITE_425","MECH_120171","Builder Grade","Yes","On/off","0.25"
"SITE_425","MECH_84282","Builder Grade","Yes","On/off","0"
"SITE_426","MECH_1154","Builder Grade","Yes","On/off","0.2"
"SITE_426","MECH_10397","Builder Grade","Yes","Timer","0.1"
"SITE_426","MECH_63454","Builder Grade","Yes","Timer","0.1"
"SITE_427","MECH_47605","Builder Grade","Yes","On/off","0.5"
"SITE_428","MECH_123987","Builder Grade","Yes","On/off","1"
"SITE_428","MECH_103444","Builder Grade","Yes","On/off","Unknown"
"SITE_428","MECH_124069","Builder Grade","Yes","On/off","Unknown"
"SITE_428","MECH_131043","Builder Grade","Yes","On/off","Unknown"
"SITE_429","MECH_100597","Builder Grade","Yes","On/off","0"
"SITE_429","MECH_136752","Builder Grade","Yes","On/off","0"
"SITE_429","MECH_104867","Builder Grade","Yes","On/off","0"
"SITE_43","MECH_132197","Builder Grade","Yes","On/off","0.5"
"SITE_430","MECH_22206","Builder Grade","No","On/off","0"
"SITE_431","MECH_70419","Builder Grade","Yes","Timer","1"
"SITE_431","MECH_40390","Builder Grade","Yes","Timer","0"
"SITE_431","MECH_104243","Builder Grade","Yes","On/off","0"
"SITE_431","MECH_153163","Builder Grade","Yes","Timer","0"
"SITE_432","MECH_64879","Builder Grade","Yes","On/off","0.25"
"SITE_432","MECH_152302","Builder Grade","Yes","On/off","12"
"SITE_433","MECH_21516","Builder Grade","Yes","On/off","0"
"SITE_434","MECH_102441","Builder Grade","Yes","On/off","0"
"SITE_434","MECH_63200","Builder Grade","Yes","On/off","0.09"
"SITE_434","MECH_63200","Builder Grade","Yes","On/off","0"
"SITE_434","MECH_88020","Builder Grade","Yes","On/off","0.5"
"SITE_434","MECH_160890","Builder Grade","Yes","On/off","0.33"
"SITE_435","MECH_145333","Builder Grade","Yes","On/off","0.17"
"SITE_435","MECH_152275","Builder Grade","Yes","On/off","0.5"
"SITE_435","MECH_28627","Builder Grade","Yes","On/off","0.5"
"SITE_435","MECH_142252","Builder Grade","Yes","On/off","1"
"SITE_436","MECH_141847","Builder Grade","Yes","On/off","0.33"
"SITE_436","MECH_46521","Builder Grade","Yes","On/off","0"
"SITE_437","MECH_60791","Builder Grade","Yes","On/off","0.75"
"SITE_437","MECH_65019","Builder Grade","Yes","On/off","0.25"
"SITE_439","MECH_142234","Builder Grade","Yes","Timer","0"
"SITE_439","MECH_109578","Builder Grade","Yes","On/off","0"
"SITE_439","MECH_34897","Builder Grade","Yes","Timer","Unknown"
"SITE_44","MECH_71331","Builder Grade","Yes","On/off","0"
"SITE_44","MECH_37341","Builder Grade","Yes","On/off","0"
"SITE_44","MECH_12162","Builder Grade","Yes","On/off","Unknown"
"SITE_440","MECH_156055","Builder Grade","Yes","On/off","0"
"SITE_442","MECH_79123","Builder Grade","Yes","Timer","0.5"
"SITE_443","MECH_38572","Panasonic or equivalent","Yes","Timer","0"
"SITE_443","MECH_27048","Panasonic or equivalent","Yes","Timer","0.17"
"SITE_443","MECH_94517","Panasonic or equivalent","Yes","Timer","0.5"
"SITE_443","MECH_94517","Builder Grade","Yes","Timer","0.17"
"SITE_444","MECH_58496","Builder Grade","Yes","On/off","0.01"
"SITE_444","MECH_109152","Builder Grade","Yes","On/off","1"
"SITE_444","MECH_50174","Builder Grade","Yes","Timer","1"
"SITE_445","MECH_147658","Builder Grade","Yes","On/off","1"
"SITE_446","MECH_170958","Panasonic or equivalent","Yes","On/off","0.17"
"SITE_446","MECH_139865","Builder Grade","Yes","On/off","0.5"
"SITE_446","MECH_47294","Panasonic or equivalent","Yes","On/off","0"
"SITE_447","MECH_36194","Builder Grade","Yes","On/off","2"
"SITE_448","MECH_63731","Builder Grade","Yes","On/off","0.2"
"SITE_449","MECH_172376","Builder Grade","Yes","On/off","1"
"SITE_449","MECH_86178","Builder Grade","No","On/off","1"
"SITE_449","MECH_52647","Builder Grade","Yes","On/off","1"
"SITE_449","MECH_91063","Builder Grade","Yes","On/off","1"
"SITE_45","MECH_110165","Builder Grade","Yes","On/off","0.01"
"SITE_45","MECH_146160","Panasonic or equivalent","Yes","On/off","1"
"SITE_450","MECH_5655","Builder Grade","Yes","On/off","Unknown"
"SITE_450","MECH_94962","Builder Grade","Yes","On/off","Unknown"
"SITE_450","MECH_40225","Builder Grade","Yes","On/off","Unknown"
"SITE_451","MECH_153125","Builder Grade","Yes","On/off","0"
"SITE_451","MECH_141530","Builder Grade","Yes","On/off","0"
"SITE_451","MECH_134846","Builder Grade","Yes","On/off","0.5"
"SITE_451","MECH_174463","Builder Grade","Yes","On/off","0"
"SITE_452","MECH_173456","Builder Grade","Yes","On/off","0"
"SITE_452","MECH_83624","Builder Grade","Yes","On/off","0.5"
"SITE_453","MECH_26556","Builder Grade","Yes","Timer","0"
"SITE_453","MECH_23444","Builder Grade","Yes","Timer","0.33"
"SITE_454","MECH_118272","Builder Grade","Yes","On/off","1"
"SITE_454","MECH_62619","Builder Grade","Yes","On/off","0"
"SITE_454","MECH_164379","Builder Grade","Yes","On/off","0"
"SITE_454","MECH_159842","Builder Grade","Yes","On/off","0"
"SITE_455","MECH_96345","Builder Grade","Yes","On/off","0.033"
"SITE_455","MECH_38006","Builder Grade","Yes","On/off","0.2"
"SITE_455","MECH_77678","Builder Grade","Yes","On/off","0.1"
"SITE_455","MECH_155552","Builder Grade","Yes","On/off","0"
"SITE_456","MECH_141840","Builder Grade","No","On/off","0"
"SITE_456","MECH_128337","Builder Grade","Yes","On/off","0"
"SITE_457","MECH_133522","Builder Grade","Yes","On/off","1"
"SITE_458","MECH_76696","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_458","MECH_62795","Panasonic or equivalent","Yes","On/off","0.75"
"SITE_458","MECH_83090","Panasonic or equivalent","Yes","On/off","0"
"SITE_459","MECH_77155","Builder Grade","Yes","Timer","0.5"
"SITE_459","MECH_42903","Builder Grade","Yes","On/off","1"
"SITE_459","MECH_26991","Builder Grade","Yes","On/off","0.25"
"SITE_459","MECH_102588","Builder Grade","Yes","On/off","0"
"SITE_46","MECH_41855","Panasonic or equivalent","Yes","On/off","1"
"SITE_46","MECH_33628","Panasonic or equivalent","Yes","On/off","1"
"SITE_46","MECH_48181","Panasonic or equivalent","Yes","On/off","1"
"SITE_460","MECH_172327","Builder Grade","Yes","Timer","0.5"
"SITE_460","MECH_76515","Builder Grade","Yes","Timer","0.5"
"SITE_461","MECH_22748","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_461","MECH_62558","Panasonic or equivalent","Yes","On/off","1"
"SITE_461","MECH_87339","Panasonic or equivalent","Yes","On/off","0"
"SITE_461","MECH_105080","Builder Grade","Yes","On/off","0"
"SITE_462","MECH_34295","Builder Grade","Yes","On/off","0"
"SITE_462","MECH_15712","Builder Grade","Yes","On/off","0.25"
"SITE_462","MECH_83177","Builder Grade","Yes","On/off","0.17"
"SITE_463","MECH_75291","Builder Grade","Yes","On/off","0"
"SITE_463","MECH_139279","Builder Grade","Yes","On/off","0"
"SITE_463","MECH_139279","Builder Grade","Yes","On/off","0"
"SITE_465","MECH_147264","Panasonic or equivalent","Yes","On/off","0"
"SITE_466","MECH_62928","Builder Grade","Yes","Timer","0"
"SITE_466","MECH_110788","Builder Grade","Yes","On/off","1"
"SITE_466","MECH_140374","Builder Grade","Yes","On/off","1"
"SITE_467","MECH_89948","Builder Grade","Yes","On/off","0.25"
"SITE_467","MECH_168871","Builder Grade","Yes","On/off","0"
"SITE_468","MECH_54508","Builder Grade","Yes","Timer","Unknown"
"SITE_468","MECH_41415","Builder Grade","Yes","Timer","Unknown"
"SITE_469","MECH_154465","Builder Grade","Yes","On/off","0.01"
"SITE_469","MECH_156064","Builder Grade","Yes","On/off","0.25"
"SITE_469","MECH_104076","Builder Grade","Yes","On/off","0.01"
"SITE_47","MECH_86665","Builder Grade","Yes","Timer","0.5"
"SITE_47","MECH_55889","Builder Grade","Yes","On/off","0.25"
"SITE_470","MECH_1255","Panasonic or equivalent","Yes","On/off","0"
"SITE_470","MECH_27365","Panasonic or equivalent","Yes","On/off","0.25"
"SITE_471","MECH_102391","Builder Grade","Yes","On/off","0"
"SITE_472","MECH_127308","Builder Grade","Yes","On/off","1"
"SITE_473","MECH_94331","Builder Grade","Yes","On/off","0"
"SITE_473","MECH_8499","Builder Grade","Yes","On/off","0"
"SITE_473","MECH_64333","Builder Grade","Yes","On/off","0"
"SITE_474","MECH_121607","Builder Grade","Yes","On/off","Unknown"
"SITE_474","MECH_82845","Builder Grade","Yes","On/off","Unknown"
"SITE_475","MECH_102131","Builder Grade","Yes","On/off","1"
"SITE_475","MECH_91319","Builder Grade","Yes","On/off","0.2"
"SITE_475","MECH_113961","Builder Grade","Yes","On/off","0.2"
"SITE_475","MECH_171056","Builder Grade","Yes","On/off","0.5"
"SITE_476","MECH_148826","Builder Grade","Yes","On/off","2"
"SITE_476","MECH_30917","Builder Grade","Yes","On/off","Unknown"
"SITE_476","MECH_141966","Builder Grade","Yes","On/off","Unknown"
"SITE_476","MECH_109153","Builder Grade","Yes","On/off","Unknown"
"SITE_476","MECH_29422","Builder Grade","Yes","On/off","Unknown"
"SITE_477","MECH_452","Builder Grade","Yes","On/off","1"
"SITE_477","MECH_18982","Builder Grade","Yes","On/off","1"
"SITE_478","MECH_6034","Builder Grade","Yes","On/off","1"
"SITE_478","MECH_18552","Builder Grade","Yes","On/off","1"
"SITE_479","MECH_13175","Builder Grade","Yes","On/off","1"
"SITE_48","MECH_151816","Builder Grade","Yes","On/off","1"
"SITE_480","MECH_141171","Panasonic or equivalent","Yes","Timer","0.17"
"SITE_481","MECH_11192","Panasonic or equivalent","Yes","On/off","1"
"SITE_482","MECH_58451","Builder Grade","Yes","On/off","6"
"SITE_482","MECH_76344","Builder Grade","Yes","Timer","0"
"SITE_483","MECH_93171","Panasonic or equivalent","Yes","On/off","0"
"SITE_483","MECH_71667","Panasonic or equivalent","Yes","On/off","0.5"
"SITE_483","MECH_109022","Panasonic or equivalent","Yes","On/off","0"
"SITE_484","MECH_166481","Builder Grade","Yes","On/off","0"
"SITE_485","MECH_81049","Panasonic or equivalent","Yes","On/off","24"
"SITE_486","MECH_27523","Unknown","Yes","Timer","1"
"SITE_487","MECH_76939","Builder Grade","Yes","Timer","0.5"
"SITE_487","MECH_110259","Builder Grade","Yes","Timer","0"
"SITE_487","MECH_120190","Builder Grade","Yes","Timer","0"
"SITE_488","MECH_163481","Builder Grade","Yes","On/off","2"
"SITE_489","MECH_6529","Panasonic or equivalent","Yes","On/off","0"
"SITE_489","MECH_72967","Builder Grade","Yes","On/off","1"
"SITE_489","MECH_166666","Builder Grade","Yes","On/off","1"
"SITE_489","MECH_69342","Builder Grade","Yes","Timer","0"
"SITE_49","MECH_11475","Builder Grade","Yes","Timer","0.5"
"SITE_490","MECH_172228","Panasonic or equivalent","Yes","On/off","0.25"
"SITE_490","MECH_62528","Builder Grade","Yes","On/off","0.5"
"SITE_490","MECH_86883","Builder Grade","Yes","On/off","0.25"
"SITE_491","MECH_101067","Builder Grade","Yes","On/off","Unknown"
"SITE_491","MECH_66896","Builder Grade","Yes","On/off","Unknown"
"SITE_491","MECH_170558","Builder Grade","Yes","On/off","Unknown"
"SITE_492","MECH_29411","Builder Grade","Yes","Timer","0"
"SITE_492","MECH_152581","Builder Grade","Yes","On/off","0"
"SITE_492","MECH_236","Builder Grade","Yes","On/off","0"
"SITE_492","MECH_18175","Builder Grade","Yes","On/off","0"
"SITE_493","MECH_122205","Panasonic or equivalent","Yes","Timer","0.17"
"SITE_493","MECH_118743","Panasonic or equivalent","Yes","Timer","0.66"
"SITE_493","MECH_118743","Builder Grade","Yes","On/off","0.17"
"SITE_494","MECH_111397","Builder Grade","Yes","On/off","1"
"SITE_495","MECH_69229","Panasonic or equivalent","Yes","On/off","0"
"SITE_495","MECH_119948","Panasonic or equivalent","Yes","On/off","0"
"SITE_495","MECH_56513","Builder Grade","Yes","On/off","0"
"SITE_495","MECH_13026","Panasonic or equivalent","Yes","On/off","0"
"SITE_496","MECH_173508","Builder Grade","Yes","On/off","1"
"SITE_497","MECH_15956","Builder Grade","Yes","On/off","0"
"SITE_497","MECH_58305","Panasonic or equivalent","Yes","On/off","0.17"
"SITE_497","MECH_107594","Builder Grade","Yes","On/off","0.5"
"SITE_499","MECH_23944","Builder Grade","Yes","On/off","0"
"SITE_499","MECH_110303","Builder Grade","Yes","On/off","1"
"SITE_499","MECH_28077","Builder Grade","Yes","On/off","0.5"
"SITE_5","MECH_163662","Builder Grade","Yes","On/off","1"
"SITE_50","MECH_120113","Builder Grade","Yes","On/off","0"
