SiteID,RoomID,Mechanical_ID,System_Type,Known_to_be_Variable_Speed,Provides_Heating,Provides_Cooling,Primary_Heating_System_SelfReport,Primary_Heating_System_Prescribed,Primary_Cooling_System_SelfReport,Primary_Cooling_System_Prescribed,Central_System_Number,Mini_Split_System_Number,Fuel,Distribution_Type,Mini_Split_Has_Ducts,Ducted_Mini_Split_Rooms_Served,Mini_Split_is_Multihead,Control_Type,Zones_Served,Zones_Served_Other,Make,Model,Model_Missing,Year_of_Manufacture,Serial_Number,Energy_Star_Label_Present,Cooling_Capacity_BTUh,SEER,SEER_is_Estimated,EER,EER_is_Estimated,Ignition_Type,Fuel_Valve_Type,Venting_Type,Heating_Size_kW,Heating_Size_kW_is_Est,Heating_Size_BTUh,Heating_Size_BTUh_is_Est,Baseboard_Length,Baseboard_Length_is_Est,HSPF,HSPF_is_Est,Single_Stage_Input_Heating_Capacity_BTUh,Single_Stage_Input_Heating_Capacity_BTUh_is_Est,Single_Stage_Output_Heating_Capacity_BTUh,Single_Stage_Output_Heating_Capacity_BTUh_is_Est,COP_or_AFUE,COP_or_AFUE_is_Est,High_Input_Heating_Capacity_BTUh,High_Input_Heating_Capacity_BTUh_is_Est,High_Output_Heating_Capacity_BTUh,High_Output_Heating_Capacity_BTUh_is_Est,High_Heating_Efficiency,High_Heating_Efficiency_is_Est,Low_Input_Heating_Capacity_BTUh,Low_Input_Heating_Capacity_BTUh_is_Est,Low_Output_Heating_Capacity_BTUh,Low_Output_Heating_Capacity_BTUh_is_Est,Low_Heating_Efficiency,Low_Heating_Efficiency_is_Est,Heat_Pump_Compressor_Works_in_Heating_Mode,Lockout_HeatPump_Heating_Temp_Determined,Lockout_HeatPump_Heating_Temp,Desuperheater_Present,System_on_same_Tstat_as_Heat_Pump,System_is_Backup_for_Heatpump,Fan_Type,Filter_Type,Dehumidifer_or_Economizer_Part_of_System,Economizer,Humidifier_Present,Equipment_Use,Equipment_Use_Frequency,Days_of_Use_Per_Year,WiFi_Capable,Fireplace_Type
SITE_1606,ROOM_12930,MECH_39517,Portable AC,No,No,Yes,NA,No,Yes,Yes,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Digital,NA,NA,SPT,WA-1220E,NA,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,No,NA
SITE_1606,ROOM_12930,MECH_130979,Portable Heater,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Analog,NA,NA,DeLonghi,DFH 132,NA,Unknown,12909,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,1.5,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
SITE_1606,ROOM_18777,MECH_121305,Furnace,No,Yes,No,Yes,Yes,NA,No,Central System #1,NA,Natural gas,Ducts / Forced Air,NA,NA,NA,Smart thermostat,Whole Home,NA,Carrier,399AAW036060,NA,Unknown,2089A14778,NA,NA,NA,NA,NA,NA,Intermittent ignition,Single Stage,Condensing,NA,NA,Unknown,Unknown,NA,NA,NA,NA,66000,Known or from Nameplate,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,PSC,Disposable thin,No,NA,No,NA,NA,NA,No,NA
SITE_1607,ROOM_3325,MECH_114725,Central AC,No,No,Yes,NA,No,Yes,Yes,Central System #1,NA,Electric,Ducts / Forced Air,NA,NA,NA,Programmable thermostat,Whole Home,NA,Goodman,GSX130361EH,NA,2004,2109007544,NA,36000,13,Known or from Nameplate,11,Model number lookup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
SITE_1607,ROOM_2850,MECH_170619,Portable Heater,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,On/off,NA,NA,Unknown,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,2.5,Estimated,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
SITE_1607,ROOM_29784,MECH_142617,Fireplace or Stove,No,Yes,No,No,No,NA,No,NA,NA,Natural gas,NA,NA,NA,NA,On/off,NA,NA,Superior,DR-400CMN,NA,Unknown,6504G06136,NA,NA,NA,NA,NA,NA,Intermittent ignition,Single Stage,Draft Assist,NA,NA,Unknown,Unknown,NA,NA,NA,NA,17500,Known or from Nameplate,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,A little (1-2x per week),NA,No,Factory Built Insert
SITE_1607,ROOM_11622,MECH_64394,Furnace,No,Yes,No,Yes,Yes,NA,No,Central System #1,NA,Natural gas,Ducts / Forced Air,NA,NA,NA,Programmable thermostat,Whole Home,NA,Carrier,58STA070 - 16,NA,2003,1604A25214,NA,NA,NA,NA,NA,NA,Intermittent ignition,Single Stage,Draft Assist,NA,NA,Unknown,Unknown,NA,NA,NA,NA,66000,Known or from Nameplate,53000,Known or from Nameplate,0.803,Known or from Nameplate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,PSC,Disposable thin,No,NA,No,NA,NA,NA,No,NA
SITE_1608,ROOM_43639,MECH_126174,Central AC,No,No,Yes,NA,No,Yes,Yes,Central System #1,NA,Electric,Ducts / Forced Air,NA,NA,NA,Wi-Fi enabled thermostat,Whole Home,NA,Trane,TTB024C100A2,NA,2000,R23203UBF,NA,24000,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
SITE_1608,ROOM_29123,MECH_44173,Fireplace or Stove,No,Yes,No,No,No,NA,No,NA,NA,Wood (cord),NA,NA,NA,NA,None,NA,NA,Unknown,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,"Manual (matches, lighter, etc)",Unknown,Atmospheric,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decorative,Seldom (1-2x per month),NA,No,Glass Open Hearth
SITE_1608,ROOM_21439,MECH_89370,Furnace,No,Yes,No,Yes,Yes,NA,No,Central System #1,NA,Natural gas,Ducts / Forced Air,NA,NA,NA,Wi-Fi enabled thermostat,Whole Home,NA,Coleman,TM9V060B12MP11A,NA,Unknown,W1C0710866,NA,NA,NA,NA,NA,NA,Intermittent ignition,Dual Stage,Atmospheric,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,60000,Known or from Nameplate,58000,Known or from Nameplate,Unknown,Unknown,39000,Known or from Nameplate,37000,Known or from Nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,No,ECM,Disposable thick pleated,No,NA,No,NA,NA,NA,No,NA
SITE_1609,ROOM_29568,MECH_79647,Central Air Source Heat Pump,No,Yes,Yes,Yes,Yes,Yes,Yes,Central System #1,NA,Electric,Ducts / Forced Air,NA,NA,NA,Programmable thermostat,Whole Home,NA,American Standard,4A6H4036G1000AB,NA,Unknown,215136694F,NA,35000,15,Model number lookup,12.4,Model number lookup,NA,NA,NA,NA,NA,32400,Model number lookup,NA,NA,8.5,Model number lookup,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Unknown,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
SITE_1609,ROOM_34506,MECH_156978,Fireplace or Stove,No,Yes,No,No,No,NA,No,NA,NA,Natural gas,NA,NA,NA,NA,Manual thermostat - Analog,NA,NA,Continental,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,Standing pilot,Single Stage,Unknown,NA,NA,Unknown,Unknown,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decorative,Seldom (1-2x per month),NA,No,Glass Open Hearth
SITE_1609,ROOM_7246,MECH_59521,Furnace,No,Yes,No,No,No,NA,No,Central System #1,NA,Natural gas,Ducts / Forced Air,NA,NA,NA,Programmable thermostat,Whole Home,NA,Trane,tg9s080b12mp11a,NA,Unknown,w1n0522351,NA,NA,NA,NA,NA,NA,Intermittent ignition,Single Stage,Atmospheric,NA,NA,Unknown,Unknown,NA,NA,NA,NA,80000,Unknown,76000,Unknown,95.5,Model number lookup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,ECM,Disposable thick pleated,No,NA,No,NA,NA,NA,No,NA
SITE_161,ROOM_18376,MECH_120639,Fireplace or Stove,No,Yes,No,No,No,NA,No,NA,NA,Natural gas,NA,NA,NA,NA,Programmable thermostat,NA,NA,Heat & Glo,Unknown,Nameplate is inaccessible,2008,Unknown,NA,NA,NA,NA,NA,NA,Standing pilot,Modulating,Atmospheric,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,All the time (daily / almost daily),NA,No,Factory Built Insert
SITE_161,ROOM_18592,MECH_21850,Furnace,No,Yes,No,Yes,Yes,NA,No,Central System #1,NA,Natural gas,Ducts / Forced Air,NA,NA,NA,Programmable thermostat,Whole Home,NA,Evcon,g8c05012mub12,NA,2005,w0a5387866,NA,NA,NA,NA,NA,NA,Intermittent ignition,Single Stage,Draft Assist,NA,NA,Unknown,Unknown,NA,NA,NA,NA,50000,Known or from Nameplate,40000,Known or from Nameplate,0.8,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,PSC,Disposable thin,No,NA,No,NA,NA,NA,No,NA
SITE_1610,ROOM_1396,MECH_99637,Unit Heater,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Analog,NA,NA,Cadet,Unknown,Nameplate is illegible,Unknown,Unknown,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,4,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
SITE_1610,ROOM_22933,MECH_112710,Radiant Heating,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Digital,NA,NA,SunTouch,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,A little (1-2x per week),NA,No,NA
SITE_1610,ROOM_38935,MECH_174574,Central Air Source Heat Pump,No,Yes,Yes,Yes,Yes,Yes,Yes,Central System #1,NA,Electric,Ducts / Forced Air,NA,NA,NA,Smart/Wi-Fi thermostat,Whole Home,NA,Goodman,SSZ140301AE,NA,Unknown,1006100050,NA,30000,14,Known or from Nameplate,12,Model number lookup,NA,NA,NA,NA,NA,30000,Estimated,NA,NA,8.5,Model number lookup,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Unknown,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
SITE_1610,ROOM_7655,MECH_94986,Furnace,No,Yes,No,Yes,No,NA,No,Central System #1,NA,Natural gas,Ducts / Forced Air,NA,NA,NA,Smart/Wi-Fi thermostat,Whole Home,NA,Goodman,GMVC960603BNAA,NA,Unknown,1508055585,NA,NA,NA,NA,NA,NA,Intermittent ignition,Dual Stage,Atmospheric,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,60000,Known or from Nameplate,57660,Known or from Nameplate,Unknown,Unknown,42000,Known or from Nameplate,40362,Known or from Nameplate,Unknown,Unknown,NA,NA,NA,NA,Yes,Yes,Unknown,Disposable thin,No,NA,No,NA,NA,NA,No,NA
SITE_1610,ROOM_9678,MECH_109604,Fireplace or Stove,No,Yes,No,No,No,NA,No,NA,NA,Wood (cord),NA,NA,NA,NA,None,NA,NA,Unknown,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,"Manual (matches, lighter, etc)",Unknown,Draft Assist,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decorative,Unknown,NA,No,Glass Open Hearth
SITE_1611,ROOM_23327,MECH_74275,Central AC,No,No,Yes,NA,No,Yes,Yes,Central System #1,NA,Electric,Ducts / Forced Air,NA,NA,NA,Programmable thermostat,Whole Home,NA,RUUD,Unknown,Nameplate is illegible,Unknown,Unknown,NA,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
SITE_1611,ROOM_27262,MECH_57754,Furnace,No,Yes,No,Yes,Yes,NA,No,Central System #1,NA,Natural gas,Ducts / Forced Air,NA,NA,NA,Programmable thermostat,Whole Home,NA,RUUD,UGLH-07EAMGR,NA,Unknown,DH1D307 F0995 3793,NA,NA,NA,NA,NA,NA,Unknown,Single Stage,Atmospheric,NA,NA,Unknown,Unknown,NA,NA,NA,NA,75000,Known or from Nameplate,60000,Unknown,0.8,Estimated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Unknown,Disposable thin,No,NA,No,NA,NA,NA,No,NA
SITE_1611,ROOM_19226,MECH_53943,Fireplace or Stove,No,Yes,No,No,No,NA,No,NA,NA,Natural gas,NA,NA,NA,NA,Unknown,NA,NA,Heat & Glo,Unknown,Nameplate is illegible,Unknown,Unknown,NA,NA,NA,NA,NA,NA,Standing pilot,Unknown,Unknown,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA,No,Factory Built Insert
SITE_1611,ROOM_26027,MECH_102210,Portable AC,No,No,Yes,NA,No,No,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Digital,NA,NA,Hisense,AP-10CR1SEPS,NA,2016,Unknown,No,10000,Unknown,Unknown,8.6,Known or from Nameplate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,No,NA
SITE_1612,ROOM_12352,MECH_147259,PTAC Packaged Terminal Air Conditioner,No,Yes,Yes,No,No,No,No,NA,NA,Electric,NA,No,NA,NA,Manual thermostat - Digital,NA,NA,Amana,PTH123B35AJ,NA,Unknown,0507787241,No,12000,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,3.5,NA,NA,Measured or Known,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No,NA
SITE_1612,ROOM_19877,MECH_163206,Central AC,No,No,Yes,NA,No,Yes,Yes,Central System #1,NA,Electric,Ducts / Forced Air,NA,NA,NA,Smart thermostat,Whole Home,NA,Coleman,AC3B030F1A,NA,Unknown,W0F6411533,NA,30000,13,Known or from Nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
SITE_1612,ROOM_19787,MECH_171283,Fireplace or Stove,No,Yes,No,No,No,NA,No,NA,NA,Natural gas,NA,NA,NA,NA,On/off,NA,NA,Heat & Glo,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,Intermittent ignition,Single Stage,Draft Assist,NA,NA,Unknown,Unknown,NA,NA,NA,NA,24000,Estimated,21120,Estimated,0.88,Estimated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,All the time (daily / almost daily),NA,No,Factory Built Insert
SITE_1612,ROOM_12352,MECH_13828,Portable Heater,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,On/off,NA,NA,Unknown,CYAA45-7,NA,Unknown,SFMH073012,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,1.5,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
SITE_1612,ROOM_39081,MECH_106422,Furnace,No,Yes,No,Yes,Yes,NA,No,Central System #1,NA,Electric,Ducts / Forced Air,NA,NA,NA,Smart thermostat,Whole Home,NA,Lennox,ES5Q3-781-2P,NA,1975,Unknown,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,19.3,Measured or Known,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,PSC,Disposable thick pleated,No,NA,No,NA,NA,NA,No,NA
SITE_1613,ROOM_45317,MECH_84353,Fireplace or Stove,No,Yes,No,No,No,NA,No,NA,NA,Natural gas,NA,NA,NA,NA,Manual thermostat - Digital,NA,NA,Unknown,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,Intermittent ignition,Unknown,Unknown,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,All the time (daily / almost daily),NA,No,Factory Built Insert
SITE_1613,ROOM_45279,MECH_76474,Furnace,No,Yes,No,Yes,Yes,NA,No,Central System #1,NA,Natural gas,Ducts / Forced Air,NA,NA,NA,Manual thermostat - Analog,Whole Home,NA,Trane,TDY080R9V3W1,NA,2002,23933LS7G,NA,NA,NA,NA,NA,NA,Unknown,Dual Stage,Condensing,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,80000,Known or from Nameplate,74000,Known or from Nameplate,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.925,Known or from Nameplate,NA,NA,NA,NA,NA,No,Unknown,Disposable thin,No,NA,No,NA,NA,NA,No,NA
SITE_1614,ROOM_8288,MECH_63428,Window AC,No,No,Yes,NA,No,Yes,Yes,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Digital,NA,NA,LG,LWHD1500ER,NA,Unknown,Unknown,Yes,15000,Unknown,Unknown,10.8,Known or from Nameplate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,No,NA
SITE_1614,ROOM_36031,MECH_19962,Portable Heater,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Analog,NA,NA,DeLonghi,2507,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,1.5,Measured or Known,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
SITE_1614,ROOM_4817,MECH_102114,Furnace,No,Yes,No,Yes,Yes,NA,No,Central System #1,NA,Natural gas,Ducts / Forced Air,NA,NA,NA,Manual thermostat - Digital,Whole Home,NA,Unknown,Unknown,Nameplate is inaccessible,Unknown,Unknown,NA,NA,NA,NA,NA,NA,Intermittent ignition,Single Stage,Condensing,NA,NA,Unknown,Unknown,NA,NA,NA,NA,40000,Estimated,Unknown,Unknown,0.926,Known or from Nameplate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Unknown,Disposable thin,No,NA,No,NA,NA,NA,No,NA
SITE_1615,ROOM_32187,MECH_81808,Central AC,No,No,Yes,NA,No,Yes,Yes,Central System #1,NA,Electric,Ducts / Forced Air,NA,NA,NA,Smart thermostat,Whole Home,NA,Rheem,13AJN30A01,NA,2013,8391W191315001,NA,30000,13,Known or from Nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
SITE_1615,ROOM_31846,MECH_69943,Fireplace or Stove,No,Yes,No,No,No,NA,No,NA,NA,Natural gas,NA,NA,NA,NA,On/off,NA,NA,Unknown,DV3732SBI,NA,2013,0023424299,NA,NA,NA,NA,NA,NA,Standing pilot,Single Stage,Atmospheric,NA,NA,Unknown,Unknown,NA,NA,NA,NA,17190,Known or from Nameplate,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decorative,Seldom (1-2x per month),NA,No,Factory Built Insert
SITE_1615,ROOM_45765,MECH_144235,Furnace,No,Yes,No,Yes,Yes,NA,No,Central System #1,NA,Natural gas,Ducts / Forced Air,NA,NA,NA,Smart thermostat,Whole Home,NA,Rheem,RGTS-06EMARS,NA,2013,GY5D702P091301182,NA,NA,NA,NA,NA,NA,Intermittent ignition,Single Stage,Condensing,NA,NA,Unknown,Unknown,NA,NA,NA,NA,60000,Known or from Nameplate,55440,Known or from Nameplate,0.924,Known or from Nameplate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,PSC,Disposable thin,No,NA,No,NA,NA,NA,No,NA
SITE_1616,ROOM_11482,MECH_148537,Portable AC,No,No,Yes,NA,No,Yes,Yes,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Digital,NA,NA,Hisense,AP1019CR1G,NA,2019,Unknown,No,6500,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,No,NA
SITE_1616,ROOM_42070,MECH_160910,Radiant Heating,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Analog,NA,NA,SunTouch,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,All the time (daily / almost daily),NA,No,NA
SITE_1616,ROOM_4691,MECH_144062,Furnace,No,Yes,No,Yes,Yes,NA,No,Central System #1,NA,Natural gas,Ducts / Forced Air,NA,NA,NA,Manual thermostat - Digital,Whole Home,NA,RUUD,R95PA0601317MSA,NA,2019,W101914112,NA,NA,NA,NA,NA,NA,Intermittent ignition,Single Stage,Atmospheric,NA,NA,Unknown,Unknown,NA,NA,NA,NA,56000,Known or from Nameplate,54,Model number lookup,95,Model number lookup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,PSC,Disposable thin,No,NA,No,NA,NA,NA,No,NA
SITE_1617,ROOM_30203,MECH_104041,Fireplace or Stove,No,Yes,No,No,No,NA,No,NA,NA,Natural gas,NA,NA,NA,NA,Manual thermostat - Digital,NA,NA,Unknown,Unknown,No nameplate,Unknown,Unknown,NA,NA,NA,NA,NA,NA,Intermittent ignition,Unknown,Draft Assist,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decorative,Seldom (1-2x per month),NA,No,Factory Built Insert
SITE_1617,ROOM_8053,MECH_146719,Boiler,No,Yes,No,Yes,Yes,NA,No,NA,NA,Natural gas,Radiant Floor,NA,NA,NA,Manual thermostat - Digital,Whole Home,NA,Noritz,NRCB199DV,NA,2020,2020.06-000334,NA,NA,NA,NA,NA,NA,Intermittent ignition,Modulating,Atmospheric,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,120000,Known or from Nameplate,111000,Known or from Nameplate,Unknown,Unknown,18000,Known or from Nameplate,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA
SITE_1618,ROOM_45094,MECH_18934,Unit Heater,No,Yes,No,No,No,NA,No,NA,NA,Electric,NA,NA,NA,NA,Manual thermostat - Analog,NA,NA,Cadet,C102,NA,2002,Unknown,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,1,Measured or Known,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Seldom (1-2x per month),NA,No,NA
