"SiteID","Construction_Type","Framing_Type","Framing_Type_Other","Foundation_Type","Foundation_Type_Other","Total_Building_Levels","Area","Average_Height","Volume"
"SITE_304","Frame","Wood",NA,">90% Crawlspace",NA,"2","1850","9.00511761044767","16659.4675793282"
"SITE_305","Frame","Wood",NA,"Other","other unit below. Front of unit is on ground level,  back of unit is on second floor","1","706","8","5648"
"SITE_306","Frame","Wood",NA,">90% Slab",NA,"1.5","2700","7.86765771323349","21242.6758257304"
"SITE_307","Frame","Wood",NA,"Mixed Conditioned Basement and Slab",NA,"2","2200","8.45758310249307","18606.6828254848"
"SITE_308","Frame","Wood",NA,">90% Crawlspace",NA,"1","1639","7.93054014682349","12998.1553006437"
"SITE_309","Frame over concrete slab","Wood",NA,">90% Slab",NA,"3+","900","10.7756330328302","9698.06972954722"
"SITE_31","Frame","Wood",NA,">90% Crawlspace",NA,"1","1000","7.99722222222222","7997.22222222222"
"SITE_310","Frame","Wood",NA,">90% Crawlspace",NA,"1","928","8","7424"
"SITE_311","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"2","4200","9.88140920965301","41501.9186805426"
"SITE_312","Frame","Wood",NA,">90% Crawlspace",NA,"1","2740","9.61659405872152","26349.467720897"
"SITE_313","Frame","Wood",NA,">90% Crawlspace",NA,"1","1300","7.95543736445317","10342.0685737891"
"SITE_314","Frame","Wood",NA,">90% Crawlspace",NA,"2","3402","8.85566062915776","30126.9574603947"
"SITE_315","Frame","Wood",NA,">90% Unconditioned Basement",NA,"1","1437","8.40113714341731","12072.4340750907"
"SITE_316","Frame over concrete slab","Wood",NA,">90% Slab",NA,"1.5","2708","8.36251539975218","22645.6917025289"
"SITE_317","Frame","Wood",NA,">90% Crawlspace",NA,"1","1500","7.84849874754615","11772.7481213192"
"SITE_319","Frame","Wood",NA,">90% Crawlspace",NA,"1.5","2754","9.83418386777363","27083.3423718486"
"SITE_32","Unknown","Unknown",NA,"Unknown",NA,"Unknown","2600","7.42111588776406","19294.9013081866"
"SITE_320","Rigid frame (concrete or steel)","Steel",NA,">90% Crawlspace",NA,"1","1400","8","11200"
"SITE_321","Frame","Wood",NA,">90% Crawlspace",NA,"1","1720","7","12040"
"SITE_322","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","1350","9.58464391691395","12939.2692878338"
"SITE_323","Frame","Wood",NA,">90% Crawlspace",NA,"1","1750","8.21853608742644","14382.4381529963"
"SITE_324","Frame","Wood",NA,">90% Conditioned Basement",NA,"2.5","1600","7.643316185355","12229.305896568"
"SITE_325","Frame","Wood",NA,">90% Crawlspace",NA,"1","812","8","6496"
"SITE_326","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"1.5","1850","7.57095735463997","14006.2711060839"
"SITE_327","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"1","2350","7.97733751549944","18746.7431614237"
"SITE_328","Frame","Wood",NA,">90% Crawlspace",NA,"1","1100","7.5","8250"
"SITE_329","Frame","Wood",NA,">90% Crawlspace",NA,"1","1780","9.00555832841781","16029.8938245837"
"SITE_33","Frame","Wood",NA,"Other","mixed conditioned basement and garage","1","2500","7.51580072865516","18789.5018216379"
"SITE_330","Frame","Wood",NA,">90% Crawlspace",NA,"1","890","7","6230"
"SITE_331","Frame","Wood",NA,">90% Crawlspace",NA,"2","1642","7.85761015774671","12902.1958790201"
"SITE_332","Frame","Wood",NA,">90% Crawlspace",NA,"2","2500","9.19596092274854","22989.9023068714"
"SITE_333","Frame","Wood",NA,">90% Slab",NA,"2","1700","7.80901287553648","13275.321888412"
"SITE_334","Solid masonry","Concrete",NA,">90% Slab",NA,"2","2200","8.35958054318638","18391.07719501"
"SITE_335","Solid masonry","Concrete",NA,">90% Slab",NA,"1","3500","9.2559694259659","32395.8929908807"
"SITE_336","Frame","Wood",NA,">90% Conditioned Basement",NA,"1.5","2100","7.66245125685302","16091.1476393913"
"SITE_337","Frame","Wood",NA,"Other","mixed garage, unconditioned basement and crawlspace","1.5","2162","7.53302884521746","16286.4083633601"
"SITE_338","Frame","Wood",NA,">90% Crawlspace",NA,"1","1269","7.5","9517.5"
"SITE_339","Unknown","Unknown",NA,"Unknown",NA,"Unknown","2000","8.93749387034555","17874.9877406911"
"SITE_34","Frame","Wood",NA,">90% Crawlspace",NA,"1","1650","7.82560144511044","12912.2423844322"
"SITE_340","Frame","Wood",NA,">90% Crawlspace",NA,"2","1570","9.86326817022455","15485.3310272525"
"SITE_341","Frame","Wood",NA,">90% Crawlspace",NA,"1","500","7.5","3750"
"SITE_342","Frame","Wood",NA,">90% Crawlspace",NA,"1","1952","8","15616"
"SITE_343","Frame","Wood",NA,">90% Crawlspace",NA,"1","1340","8.18085579160993","10962.3467607573"
"SITE_344","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"2.5","1614","7.1985917357823","11618.5270615526"
"SITE_345","Frame","Wood",NA,">90% Crawlspace",NA,"1.5","1627","8.45843178437035","13761.8685131706"
"SITE_346","Frame","Wood",NA,"Mixed Crawlspace and Garage",NA,"3+","2588","8.90891324442097","23056.2674765615"
"SITE_347","Solid masonry","Wood",NA,">90% Crawlspace",NA,"1.5","2600","7.41431344140401","19277.2149476504"
"SITE_348","Frame","Wood",NA,">90% Conditioned Basement",NA,"1.5","1158","8.90317864848807","10309.8808749492"
"SITE_349","Frame","Wood",NA,">90% Crawlspace",NA,"1","1000","9.99668959985638","9996.68959985638"
"SITE_35","Unknown","Wood",NA,">90% Crawlspace",NA,"1.5","1122","7.33146902240683","8225.90824314047"
"SITE_350","Frame","Wood",NA,">90% Crawlspace",NA,"1","1560","8.1054150322377","12644.4474502908"
"SITE_351","Frame","Wood",NA,"Other","Mixed conditioned basement and unconditioned basement","3+","2500","7.45624189967549","18640.6047491887"
"SITE_352","Frame","Wood",NA,">90% Crawlspace",NA,"1","780","9.01978491207618","7035.43223141942"
"SITE_353","Unknown","Unknown",NA,"Unknown",NA,"Unknown","1464","7.5","10980"
"SITE_354","Frame","Wood",NA,">90% Crawlspace",NA,"1","1740","9","15660"
"SITE_355","Frame","Wood",NA,">90% Crawlspace",NA,"1","3150","9.97509929194754","31421.5627696347"
"SITE_356","Frame","Wood",NA,">90% Crawlspace",NA,"2","1986","8.19121231451866","16267.7476566341"
"SITE_357","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","900","9.5","8550"
"SITE_358","Frame","Wood",NA,">90% Unconditioned Basement",NA,"2.5","2700","7.57391483557529","20449.5700560533"
"SITE_359","Frame","Wood",NA,">90% Crawlspace",NA,"1","1007","8.42525855210819","8484.23536197295"
"SITE_36","Frame","Wood",NA,">90% Crawlspace",NA,"1","1700","8.90142893813639","15132.4291948319"
"SITE_360","Frame","Wood",NA,">90% Crawlspace",NA,"1","1000","9.28227745803619","9282.27745803619"
"SITE_362","Frame","Wood",NA,">90% Crawlspace",NA,"1","1618","8","12944"
"SITE_364","Frame","Wood",NA,">90% Crawlspace",NA,"2","1540","8.49494255462942","13082.2115341293"
"SITE_365","Frame","Wood",NA,">90% Crawlspace",NA,"1","2600","9","23400"
"SITE_366","Frame","Wood",NA,">90% Crawlspace",NA,"1","1200","8.98365583215567","10780.3869985868"
"SITE_367","Frame","Wood",NA,">90% Slab",NA,"1","1460","7.5","10950"
"SITE_368","Solid masonry","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"1.5","3000","7.36859796329955","22105.7938898987"
"SITE_369","Frame","Wood",NA,">90% Crawlspace",NA,"2","2240","8.72677852348993","19547.9838926175"
"SITE_37","Frame","Wood",NA,">90% Crawlspace",NA,"1.5","2414","10.9391255605381","26407.049103139"
"SITE_370","Frame","Wood",NA,">90% Crawlspace",NA,"2","2100","9.29111493130869","19511.3413557482"
"SITE_371","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"2","4600","9.01404105220936","41464.5888401631"
"SITE_372","Frame","Wood",NA,">90% Crawlspace",NA,"1","1700","7.6527869696526","13009.7378484094"
"SITE_373","Frame","Wood",NA,">90% Crawlspace",NA,"1","1210","7.65554384673128","9263.20805454485"
"SITE_374","Frame","Wood",NA,">90% Crawlspace",NA,"1","1328","7.63955851605921","10145.3337093266"
"SITE_375","Frame","Wood",NA,">90% Crawlspace",NA,"1","3500","11.0429354537213","38650.2740880244"
"SITE_376","Frame","Wood",NA,">90% Crawlspace",NA,"1","1980","7.8","15444"
"SITE_377","Unknown","Unknown",NA,"Unknown",NA,"Unknown","1000","7.93007334963325","7930.07334963325"
"SITE_378","Frame","Wood",NA,">90% Crawlspace",NA,"1","1730","8.72119521961093","15087.6677299269"
"SITE_379","Frame","Wood",NA,"Other","Mixed conditioned and unconditioned basement","1.5","2800","8.88059999764478","24865.6799934054"
"SITE_38","Frame over concrete slab","Wood",NA,">90% Crawlspace",NA,"2","2800","8.65928312525171","24245.9927507048"
"SITE_380","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2550","7.91579925123376","20185.2880906461"
"SITE_381","Frame","Other",NA,">90% Crawlspace",NA,"2","2700","11.6938251399476","31573.3278778584"
"SITE_382","Frame","Wood",NA,">90% Crawlspace",NA,"1","1440","7.25","10440"
"SITE_383","Frame","Wood",NA,">90% Crawlspace",NA,"2","3200","8.71117013321979","27875.7444263033"
"SITE_384","Frame","Wood",NA,">90% Crawlspace",NA,"1","1100","7.66","8426"
"SITE_385","Frame","Wood",NA,">90% Crawlspace",NA,"1","1500","7.76721990258855","11650.8298538828"
"SITE_386","Frame","Wood",NA,">90% Crawlspace",NA,"1","2546","8.68256684491979","22105.8151871658"
"SITE_387","Frame","Wood",NA,">90% Conditioned Basement",NA,"1.5","3800","9.7320653329684","36981.8482652799"
"SITE_389","Frame","Wood",NA,">90% Crawlspace",NA,"1","920","7.82727203415676","7201.09027142422"
"SITE_39","Frame","Wood",NA,">90% Crawlspace",NA,"2","3000","9.85859712731836","29575.7913819551"
"SITE_391","Frame","Wood",NA,">90% Crawlspace",NA,"1","1330","7.59357991303216","10099.4612843328"
"SITE_392","Frame","Wood",NA,">90% Unconditioned Basement",NA,"1.5","2187","12.0665416794918","26389.5266530487"
"SITE_393","Frame","Wood",NA,">90% Slab",NA,"2.5","1500","10.6984758727785","16047.7138091678"
"SITE_394","Frame","Wood",NA,">90% Crawlspace",NA,"1","2100","10","21000"
"SITE_395","Frame","Wood",NA,">90% Crawlspace",NA,"1","1164","8.63082316909355","10046.2781688249"
"SITE_397","Frame","Wood",NA,">90% Conditioned Basement",NA,"3+","3000","8.33985827214705","25019.5748164412"
"SITE_398","Frame","Wood",NA,">90% Crawlspace",NA,"1","650","7.75","5037.5"
"SITE_399","Frame","Wood",NA,"Mixed Crawlspace and Slab",NA,"2","1200","7.83761869475467","9405.1424337056"
"SITE_4","Frame","Wood",NA,">90% Crawlspace",NA,"1.5","2400","9.98203120434757","23956.8748904342"
"SITE_40","Frame","Wood",NA,">90% Crawlspace",NA,"2","2950","9.20962216252188","27168.3853794395"
"SITE_400","Frame","Wood",NA,">90% Crawlspace",NA,"1","950","7.7","7315"
"SITE_401","Frame","Wood",NA,">90% Crawlspace",NA,"2","3060","10.0738483121629","30825.9758352184"
"SITE_402","Frame","Masonry",NA,">90% Slab",NA,"1","1756","8","14048"
"SITE_403","Frame","Wood",NA,"Other","Mixed unconditioned basement and crawlspace","1","1100","8.12785895333234","8940.64484866557"
"SITE_404","Frame","Wood",NA,"Mixed Crawlspace and Garage",NA,"1.5","1670","8.21980640306471","13727.0766931181"
"SITE_405","Frame","Wood",NA,">90% Crawlspace",NA,"2","2300","7.66","17618"
"SITE_407","Frame","Wood",NA,">90% Crawlspace",NA,"1","2014","9.14529914529914","18418.6324786325"
"SITE_408","Frame","Wood",NA,">90% Crawlspace",NA,"1","864","7.7","6652.8"
"SITE_409","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","1100","7.11059568562372","7821.6552541861"
"SITE_41","Frame","Wood",NA,">90% Crawlspace",NA,"2","2800","9.16897777536566","25673.1377710239"
"SITE_410","Frame","Wood",NA,">90% Crawlspace",NA,"2","3026","9.14456378979373","27671.4500279158"
"SITE_411","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2150","7.78310376317492","16733.6730908261"
"SITE_412","Frame","Wood",NA,">90% Crawlspace",NA,"1","1620","9.69972679857604","15713.5574136932"
"SITE_413","Frame","Wood",NA,">90% Crawlspace",NA,"1","1304","7.86211637613553","10252.1997544807"
"SITE_414","Frame","Wood",NA,">90% Crawlspace",NA,"1","1872","7.5","14040"
"SITE_415","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","2800","7.86578846725874","22024.2077083245"
"SITE_416","Frame","Wood",NA,">90% Slab",NA,"1","1980","10.3955626965678","20583.2141392042"
"SITE_417","Frame","Wood",NA,">90% Crawlspace",NA,"1","2062","9.29999540509804","19176.5905253122"
"SITE_418","Frame","Wood",NA,"Other","Mixed conditioned (~18%) and unconditioned basement","1.5","1650","7.80944833108564","12885.5897462913"
"SITE_419","Frame","Wood",NA,">90% Slab",NA,"2","2056","9.20375727461457","18922.9249566076"
"SITE_42","Unknown","Unknown",NA,"Unknown",NA,"Unknown","2200","7.69973114475732","16939.4085184661"
"SITE_420","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2600","7.40840006537016","19261.8401699624"
"SITE_421","Frame","Wood",NA,">90% Crawlspace",NA,"1","1829","8.75400534045394","16011.0757676903"
"SITE_422","Frame","Concrete",NA,">90% Slab",NA,"1.5","2008","8.0836104666614","16231.8898170561"
"SITE_423","Rigid frame (concrete or steel)","Concrete",NA,"Other","Mixed crawlspace and unconditioned basement","1.5","2400","8.668916151638","20805.3987639312"
"SITE_424","Frame","Wood",NA,"Mixed Crawlspace and Slab",NA,"1","900","8.08402159068739","7275.61943161865"
"SITE_425","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","2100","8.08736565735879","16983.4678804535"
"SITE_426","Frame","Wood",NA,">90% Slab",NA,"1","2300","9.36862495663236","21547.8374002544"
"SITE_427","Unknown","Unknown",NA,"Unknown",NA,"Unknown","1000","7.68953667953668","7689.53667953668"
"SITE_428","Frame","Wood",NA,">90% Crawlspace",NA,"2","1730","8.39096834264432","14516.3752327747"
"SITE_429","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"1","2650","8.20404452294792","21740.717985812"
"SITE_43","Frame","Wood",NA,">90% Crawlspace",NA,"1","895","8","7160"
"SITE_430","Frame","Wood",NA,"Mixed Conditioned Basement and Slab",NA,"1.5","2300","7.55790108564536","17383.1724969843"
"SITE_431","Frame","Wood",NA,">90% Crawlspace",NA,"2","2300","8.55372406558396","19673.5653508431"
"SITE_432","Frame","Wood",NA,"Other","mixed unconditioned basement and crawlspace","2","2900","7.98607863514333","23159.6280419157"
"SITE_433","Frame","Wood",NA,">90% Crawlspace",NA,"1","1100","7.54256807022764","8296.82487725041"
"SITE_434","Frame","Wood",NA,">90% Crawlspace",NA,"2","2700","9.18618035112984","24802.6869480506"
"SITE_435","Frame","Wood",NA,">90% Crawlspace",NA,"2","1980","10.6533636643681","21093.6600554489"
"SITE_436","Frame","Wood",NA,">90% Crawlspace",NA,"1","1756","8.64845456514341","15186.6862163918"
"SITE_437","Frame","Wood",NA,">90% Crawlspace",NA,"1","1300","8.12005675576712","10556.0737824973"
"SITE_438","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","2063","8.96582827406765","18496.5037294016"
"SITE_439","Frame","Wood",NA,">90% Crawlspace",NA,"1","1950","9.2593381814082","18055.709453746"
"SITE_44","Frame","Wood",NA,"Adiabatic Space Below",NA,"2","1900","8.36356291658251","15890.7695415068"
"SITE_440","Frame","Wood",NA,">90% Unconditioned Basement",NA,"1","2000","7.41346528861154","14826.9305772231"
"SITE_441","Frame","Wood",NA,">90% Crawlspace",NA,"1","1200","8.03527789899631","9642.33347879557"
"SITE_442","Frame","Wood",NA,">90% Slab",NA,"1","823","8","6584"
"SITE_443","Frame","Wood",NA,">90% Crawlspace",NA,"1","2385","10.2232465761546","24382.4430841288"
"SITE_444","Frame","Wood",NA,">90% Crawlspace",NA,"2","3900","9.82049423277131","38299.9275078081"
"SITE_445","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","1482","7.61131639722864","11279.9709006928"
"SITE_446","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2200","9.04968430047227","19909.305461039"
"SITE_447","Frame","Wood",NA,">90% Crawlspace",NA,"1","1784","8.09109311740891","14434.5101214575"
"SITE_448","Frame","Wood",NA,">90% Crawlspace",NA,"1","950","8.60350781837946","8173.33242746049"
"SITE_449","Unknown","Unknown",NA,"Unknown",NA,"Unknown","3177","8.17990005552471","25987.542476402"
"SITE_45","Frame","Wood",NA,">90% Crawlspace",NA,"1","1900","9.97236023796939","18947.4844521418"
"SITE_450","Frame","Wood",NA,">90% Crawlspace",NA,"2","2000","10.6041408103749","21208.2816207498"
"SITE_451","Frame","Wood",NA,">90% Slab",NA,"2","1160","7.86583681064622","9124.37070034961"
"SITE_452","Frame","Wood",NA,">90% Crawlspace",NA,"1","1560","7.60332533899087","11861.1875288258"
"SITE_453","Frame","Wood",NA,">90% Slab",NA,"1.5","2200","9.822537987049","21609.5835715078"
"SITE_454","Frame","Wood",NA,">90% Crawlspace",NA,"2","1630","8.41883711107983","13722.7044910601"
"SITE_455","Frame","Wood",NA,">90% Crawlspace",NA,"2","2222","9.92541056756286","22054.2622811247"
"SITE_456","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"1.5","3500","7.77939615297121","27227.8865353992"
"SITE_457","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"1","1520","7.61302555647156","11571.7988458368"
"SITE_458","Frame","Wood",NA,">90% Crawlspace",NA,"1","1200","8","9600"
"SITE_459","Frame","Wood",NA,">90% Crawlspace",NA,"1","2800","10.3419583254724","28957.4833113226"
"SITE_46","Frame","Wood",NA,">90% Crawlspace",NA,"1","1752","10.1529689414908","17788.0015854919"
"SITE_460","Frame","Wood",NA,"Mixed Conditioned Basement and Slab",NA,"1.5","2000","8.06138419731003","16122.7683946201"
"SITE_461","Frame","Wood",NA,">90% Crawlspace",NA,"2","1816","8.18517520736793","14864.2781765802"
"SITE_462","Frame","Wood",NA,">90% Crawlspace",NA,"1","1600","9.50616754021327","15209.8680643412"
"SITE_463","Frame","Wood",NA,">90% Crawlspace",NA,"1","1420","11.5241227544012","16364.2543112497"
"SITE_464","Frame","Wood",NA,">90% Conditioned Basement",NA,"3+","2369","8.7639569049951","20761.8139079334"
"SITE_465","Frame","Wood",NA,">90% Conditioned Basement",NA,"2.5","3000","7.97974594189738","23939.2378256921"
"SITE_466","Frame","Wood",NA,">90% Crawlspace",NA,"1","1200","9.05599045955961","10867.1885514715"
"SITE_467","Frame","Wood",NA,">90% Slab",NA,"1","1070","8","8560"
"SITE_468","Frame","Wood",NA,">90% Crawlspace",NA,"1","2055","7.71659616820105","15857.6051256531"
"SITE_469","Unknown","Unknown",NA,"Unknown",NA,"Unknown","1070","9.73170546376827","10412.924846232"
"SITE_47","Frame","Wood",NA,"Mixed Crawlspace and Garage",NA,"1.5","2500","7.7660701928707","19415.1754821768"
"SITE_470","Frame","Wood",NA,">90% Crawlspace",NA,"1","1860","8.38295776242781","15592.3014381157"
"SITE_471","Frame","Wood",NA,">90% Crawlspace",NA,"1","497","6.5","3230.5"
"SITE_472","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","1500","7.24676040805073","10870.1406120761"
"SITE_473","Frame","Wood",NA,">90% Crawlspace",NA,"2","1700","7.9750438293577","13557.5745099081"
"SITE_474","Frame","Wood",NA,">90% Crawlspace",NA,"1","1996","7.75","15469"
"SITE_475","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"1","3300","7.71088805035821","25445.9305661821"
"SITE_476","Frame","Wood",NA,">90% Crawlspace",NA,"2","2800","8.05527865881287","22554.780244676"
"SITE_477","Frame","Wood",NA,">90% Crawlspace",NA,"2","1592","9.58920704845815","15266.0176211454"
"SITE_478","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","1564","8.96210407239819","14016.7307692308"
"SITE_479","Frame","Wood",NA,">90% Unconditioned Basement",NA,"1","988","7.37799691557843","7289.46095259149"
"SITE_48","Frame","Wood",NA,">90% Crawlspace",NA,"1","794","7.5","5955"
"SITE_480","Frame","Wood",NA,">90% Crawlspace",NA,"1","954","8.32943132387438","7946.27748297616"
"SITE_481","Frame","Unknown",NA,">90% Conditioned Basement",NA,"2","2400","8.397486575179","20153.9677804296"
"SITE_482","Frame","Wood",NA,"Mixed Crawlspace and Slab",NA,"2","1700","7.72428479200767","13131.284146413"
"SITE_483","Frame","Wood",NA,">90% Crawlspace",NA,"1","1856","9.01254626301355","16727.2858641532"
"SITE_484","Unknown","Unknown",NA,"Unknown",NA,"Unknown","630","7.94895983311982","5007.84469486549"
"SITE_485","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","2700","7.58971334533007","20492.2260323912"
"SITE_486","Frame","Wood",NA,">90% Crawlspace",NA,"1","728","7.27027027027027","5292.75675675676"
"SITE_487","Frame","Wood",NA,">90% Slab",NA,"1.5","2349","9.50365208952301","22324.0787582896"
"SITE_488","Frame","Wood",NA,"Mixed Basement and Slab",NA,"1","1000","8.15714285714286","8157.14285714286"
"SITE_489","Solid masonry","Wood",NA,">90% Conditioned Basement",NA,"2","4645","8.2521026525771","38331.0168212206"
"SITE_49","Frame","Wood",NA,">90% Slab",NA,"1","850","7","5950"
"SITE_490","Frame","Wood",NA,">90% Crawlspace",NA,"1","1850","9.09059594675941","16817.6025015049"
"SITE_491","Frame","Wood",NA,">90% Crawlspace",NA,"1","3009","10.2457993278925","30829.6101776284"
"SITE_492","Frame","Wood",NA,">90% Crawlspace",NA,"2","2113","8.49483516483516","17949.5867032967"
"SITE_493","Frame","Wood",NA,">90% Crawlspace",NA,"1","2100","10.5504166942258","22155.8750578742"
"SITE_494","Frame","Wood",NA,">90% Slab",NA,"1","2100","8.75172413793103","18378.6206896552"
"SITE_495","Frame","Wood",NA,">90% Crawlspace",NA,"2","3100","9.20603375129631","28538.7046290186"
"SITE_496","Frame","Wood",NA,">90% Unconditioned Basement",NA,"1","1105","7.90438600818985","8734.34653904978"
"SITE_497","Frame","Wood",NA,">90% Crawlspace",NA,"1","1450","8.48494589092468","12303.1715418408"
"SITE_498","Frame","Wood",NA,">90% Crawlspace",NA,"2","1523","8.1459339597787","12406.257420743"
"SITE_499","Frame","Wood",NA,">90% Conditioned Basement",NA,"1.5","2800","7.47817160592161","20938.8804965805"
"SITE_5","Frame","Wood",NA,">90% Unconditioned Basement",NA,"2","2200","7.71294777501455","16968.485105032"
"SITE_50","Frame over concrete slab","Wood",NA,">90% Crawlspace",NA,"1","1340","7.5","10050"
"SITE_500","Frame","Wood",NA,">90% Crawlspace",NA,"2","3261","9.85227720717917","32128.2759726113"
"SITE_501","Frame","Wood",NA,">90% Crawlspace",NA,"2","2608","9.5186826783115","24824.7244250364"
"SITE_502","Frame","Wood",NA,"Mixed Basement and Slab",NA,"2","1766","8.19569471624266","14473.5968688845"
"SITE_503","Frame","Wood",NA,">90% Crawlspace",NA,"1","1200","7.53309796999117","9039.71756398941"
"SITE_504","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2090","7.60721134900828","15899.0717194273"
"SITE_505","Frame","Wood",NA,">90% Crawlspace",NA,"1","2600","9.15377047436716","23799.8032333546"
"SITE_506","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","1298","7.877209334438","10224.6177161005"
"SITE_507","Frame","Wood",NA,">90% Slab",NA,"2","750","7","5250"
"SITE_508","Frame","Wood",NA,"Mixed Basement and Slab",NA,"2","2400","7.77304059229002","18655.297421496"
"SITE_509","Frame","Wood",NA,">90% Crawlspace",NA,"1","2290","9.00655753467465","20625.0167544049"
"SITE_51","Frame","Wood",NA,">90% Crawlspace",NA,"2","3600","9.27737200646113","33398.5392232601"
"SITE_510","Frame","Wood",NA,">90% Crawlspace",NA,"1","1488","8.30214990791613","12353.5990629792"
"SITE_511","Frame","Wood",NA,">90% Crawlspace",NA,"1","1800","9.05683269476373","16302.2988505747"
"SITE_512","Frame","Wood",NA,">90% Crawlspace",NA,"1","1200","7.79165139536101","9349.98167443322"
"SITE_513","Frame","Wood",NA,">90% Crawlspace",NA,"1","875","8.9094719195306","7795.78792958927"
"SITE_514","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","1368","7.73226238286479","10577.734939759"
"SITE_515","Frame","Wood",NA,">90% Slab",NA,"1","1900","7.48521358159912","14221.9058050383"
"SITE_516","Frame","Wood",NA,">90% Crawlspace",NA,"1","2800","9.58355799721731","26833.9623922085"
"SITE_517","Frame","Wood",NA,">90% Crawlspace",NA,"1","2170","10.0465464395181","21801.0057737544"
"SITE_518","Frame","Wood",NA,">90% Slab",NA,"1","916","7.75","7099"
"SITE_519","Rigid frame (concrete or steel)","Concrete",NA,">90% Crawlspace",NA,"1","1400","8.23156055900621","11524.1847826087"
"SITE_52","Frame","Wood",NA,"Mixed Crawlspace and Garage",NA,"1","900","7.55263694440669","6797.37324996602"
"SITE_520","Frame","Wood",NA,"Other","None,  this house is just sitting on a sand bed","1","600","7.80181902537356","4681.09141522414"
"SITE_521","Frame","Wood",NA,"Other","Mixed crawlspace and unconditioned basement","1.5","2020","8.55431432757566","17279.7149417028"
"SITE_522","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","1809","8.17676584421868","14791.7694121916"
"SITE_523","Frame","Wood",NA,">90% Slab",NA,"2","575","8.30371801062289","4774.63785610816"
"SITE_524","Frame","Wood",NA,">90% Conditioned Basement",NA,"2","2400","8.279667890817","19871.2029379608"
"SITE_525","Frame","Wood",NA,">90% Crawlspace",NA,"1","2300","9","20700"
"SITE_527","Frame","Wood",NA,">90% Crawlspace",NA,"1","1600","8.20683757096865","13130.9401135498"
"SITE_528","Frame","Wood",NA,">90% Conditioned Basement",NA,"2.5","2000","7.35462842242503","14709.2568448501"
"SITE_529","Frame","Wood",NA,">90% Crawlspace",NA,"1","1800","7.67344121411593","13812.1941854087"
"SITE_53","Frame","Wood",NA,"Mixed Crawlspace and Conditioned Basement",NA,"1.5","2712","7.51569981583794","20382.5779005525"
"SITE_531","Frame","Wood",NA,">90% Crawlspace",NA,"1","1163","8.03393484017984","9343.46621912915"
"SITE_532","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","2088","7.6282572842221","15927.8012094557"
"SITE_533","Frame","Wood",NA,">90% Crawlspace",NA,"2","1750","10.0456511292648","17579.8894762134"
"SITE_534","Frame","Wood",NA,"Mixed Crawlspace and Slab",NA,"1","6800","8.61582728102552","58587.6255109735"
"SITE_535","Frame","Wood",NA,">90% Conditioned Basement",NA,"1","728","8.77308024158758","6386.80241587575"
"SITE_536","Frame","Wood",NA,">90% Crawlspace",NA,"2","2300","11.1457956399229","25635.3299718226"
"SITE_537","Frame","Wood",NA,"Mixed Basement and Slab",NA,"2","2289","8.20231822971549","18775.1064278188"
"SITE_538","Frame","Wood",NA,">90% Crawlspace",NA,"2","3234","8.37445020037142","27082.9719480012"
"SITE_539","Unknown","Unknown",NA,"Unknown",NA,"Unknown","4000","8.43779642466253","33751.1856986501"
"SITE_54","Frame","Wood",NA,">90% Crawlspace",NA,"1","1390","7","9730"
"SITE_540","Frame","Wood",NA,">90% Crawlspace",NA,"1","1170","7.97147950089127","9326.63101604278"
"SITE_541","Frame","Wood",NA,">90% Crawlspace",NA,"1","2000","7.6375391588349","15275.0783176698"
"SITE_542","Frame","Wood",NA,">90% Crawlspace",NA,"2","2300","8.78075885313918","20195.7453622201"
"SITE_543","Frame","Wood",NA,">90% Slab",NA,"1","1000","9.56648825246768","9566.48825246768"
