"SiteID","RoomID","ApplianceID","TV_Screen_Type","TV_Screen_Type_Other","Make","Make_Other","Model","Vintage","Energy_Star","Primary","TV_Screen_Surface","TV_Resolution","Size","Size_Is_Estimated","Wattage","Wattage_Is_Estimated","TV_Wifi","TV_Qty_of_Streaming_Devices","TV_Qty_of_External_Media_Devices","STB_Present","DVR_Present","Room_Type"
"SITE_1503","ROOM_29670","APPL_22912","LCD – LED",NA,"RCA",NA,"RTR2460-US","Unknown","No","Used less","Flat","High Definition (720p)","24","Measured or Known","30","Measured or Known","Yes","0","0","No","No","Bedroom"
"SITE_1504","ROOM_3949","APPL_57510","LCD – LED",NA,"Panasonic",NA,"TC-50AS530U","2014","No","Secondary","Flat","FHD (1080p)","50","Measured or Known","109","Measured or Known","Yes","1","0","No","No","Bedroom"
"SITE_1504","ROOM_17867","APPL_81388","LCD – LED",NA,"LG",NA,"65UM7300PUA","2019","No","Primary","Flat","UHD (4080p) – 4K","65","Measured or Known","195","Measured or Known","Yes","1","0","No","No","Living Room"
"SITE_1505","ROOM_23159","APPL_2769","LCD – LED",NA,"Samsung",NA,"UN50TU700DF","2020","No","Primary","Flat","UHD (4080p) – 4K","50","Measured or Known","125","Measured or Known","No","0","1","Yes","No","Living Room"
"SITE_1506","ROOM_5087","APPL_140102","LCD – LED",NA,"Sceptre",NA,"W55","Unknown","No","Primary","Flat","UHD (4080p) – 4K","55","Measured or Known","Unknown","Unknown","Yes","1","1","Yes","No","Living Room"
"SITE_1506","ROOM_23066","APPL_160240","LCD – LED",NA,"Unknown",NA,"D32H-J09","Unknown","Unknown","Secondary","Flat","High Definition (720p)","32","Measured or Known","Unknown","Unknown","Yes","0","0","No","No","Bedroom"
"SITE_1507","ROOM_44108","APPL_164476","LCD – Fluorescent",NA,"Vizio",NA,"E3201-B1","Unknown","No","Secondary","Flat","High Definition (720p)","32","Measured or Known","70","Estimated","No","0","1","No","No","Bedroom"
"SITE_1507","ROOM_40984","APPL_53803","LCD – LED",NA,"Vizio",NA,"V555-G1","Unknown","No","Primary","Flat","FHD (1080p)","55","Measured or Known","135","Estimated","Yes","0","1","No","No","Living Room"
"SITE_1509","ROOM_30406","APPL_75538","LCD – LED",NA,"Spectre",NA,"H24","Unknown","No","Secondary","Flat","FHD (1080p)","24","Measured or Known","Unknown","Unknown","Unknown","0","0","No","No","Office"
"SITE_1509","ROOM_32027","APPL_147051","LCD – LED",NA,"RCA",NA,"LED40G45RQ","2014","No","Primary","Flat","FHD (1080p)","40","Measured or Known","59","Measured or Known","No","0","0","Yes","No","Living Room"
"SITE_151","ROOM_13652","APPL_10966","LCD – LED",NA,"HiSense",NA,"Unknown","Unknown","Unknown","Primary","Flat","FHD (1080p)","40","Measured or Known","Unknown","Unknown","No","0","1","Yes","No","Living Room"
"SITE_1510","ROOM_36264","APPL_144775","Unknown",NA,"Samsung",NA,"Unknown","Unknown","Unknown","Primary","Curved","Unknown","55","Measured or Known","Unknown","Unknown","Unknown","0","3","No","No","Living Room"
"SITE_1510","ROOM_15661","APPL_152999","Tube (CRT and internal or rear projector)",NA,"Toshiba",NA,"Unknown","Unknown","No","Secondary","Flat","Standard Definition","17","Measured or Known","Unknown","Unknown","No","0","1","No","No","Family Room"
"SITE_1511","ROOM_4321","APPL_143158","LCD – LED",NA,"Samsung",NA,"UN48J520DAFXZA","2015","No","Primary","Flat","FHD (1080p)","48","Measured or Known","41","Measured or Known","Yes","1","0","No","No","Bedroom"
"SITE_1511","ROOM_37095","APPL_85746","LCD – LED",NA,"Vizio",NA,"E390-B1E","Unknown","Yes","Secondary","Flat","FHD (1080p)","39","Measured or Known","75","Estimated","Yes","0","1","No","No","Bedroom"
"SITE_1511","ROOM_41326","APPL_11244","LCD – LED",NA,"Samsung",NA,"UN40M530D","2017","Yes","Primary","Flat","FHD (1080p)","40","Measured or Known","35","Measured or Known","Yes","0","0","Yes","No","Bedroom"
"SITE_1511","ROOM_46165","APPL_153760","LCD – LED",NA,"LG",NA,"75UK6570PUB","2018","No","Secondary","Flat","UHD (4080p) – 4K","75","Measured or Known","245","Measured or Known","Yes","1","1","Yes","No","Living Room"
"SITE_1512","ROOM_35642","APPL_5353","LCD – Fluorescent",NA,"Toshiba",NA,"32L1400U","2014","Unknown","Primary","Flat","High Definition (720p)","32","Measured or Known","108","Measured or Known","No","0","0","No","No","Living Room"
"SITE_1513","ROOM_43977","APPL_28130","Unknown",NA,"RCA",NA,"Unknown","Unknown","Unknown","Primary","Flat","Unknown","40","Measured or Known","Unknown","Unknown","Unknown","1","0","No","No","Living Room"
"SITE_1513","ROOM_19407","APPL_4181","LCD – LED",NA,"Sharp",NA,"LC-32LB370U","Unknown","Unknown","Secondary","Flat","FHD (1080p)","32","Measured or Known","47","Measured or Known","No","0","0","No","No","Bedroom"
"SITE_1513","ROOM_45533","APPL_81437","LCD – Fluorescent",NA,"Samsung",NA,"LN32A450C1DXZA","Unknown","Yes","Secondary","Flat","High Definition (720p)","32","Measured or Known","180","Measured or Known","No","0","0","No","No","Basement"
"SITE_1514","ROOM_21640","APPL_172050","Plasma",NA,"Samsung",NA,"PN60F5350BF","2014","No","Primary","Flat","FHD (1080p)","60","Measured or Known","96","Measured or Known","Unknown","0","2","Yes","No","Living Room"
"SITE_1515","ROOM_13462","APPL_60001","LCD – Fluorescent",NA,"Vizio",NA,"Unknown","Unknown","Yes","Primary","Flat","FHD (1080p)","37","Measured or Known","Unknown","Unknown","No","1","3","Yes","No","Family Room"
"SITE_1516","ROOM_11541","APPL_35012","LCD – LED",NA,"HiSense",NA,"55A67FUR","Unknown","No","Primary","Flat","UHD (4080p) – 4K","55","Measured or Known","Unknown","Unknown","No","2","Unknown","No","No","Living Room"
"SITE_1517","ROOM_8826","APPL_143586","LCD – LED",NA,"TCL",NA,"#LE46FHDE5510","Unknown","Yes","Primary","Flat","FHD (1080p)","46","Measured or Known","90","Measured or Known","No","0","0","Yes","No","Living Room"
"SITE_1517","ROOM_35203","APPL_101066","Unknown",NA,"Samsung",NA,"Unknown","Unknown","Unknown","Secondary","Flat","Unknown","36","Measured or Known","Unknown","Unknown","Unknown","0","0","No","No","Bedroom"
"SITE_1518","ROOM_39088","APPL_42279","LCD – LED",NA,"Phillips",NA,"40PFL4609/F7","Unknown","Yes","Primary","Flat","FHD (1080p)","40","Measured or Known","89","Measured or Known","No","1","0","No","No","Bedroom"
"SITE_1518","ROOM_12093","APPL_78008","LCD – LED",NA,"Westinghouse",NA,"SK-32H240S","Unknown","No","Secondary","Flat","High Definition (720p)","32","Measured or Known","Unknown","Unknown","No","0","0","No","No","Family Room"
"SITE_1519","ROOM_44487","APPL_128610","LCD – LED",NA,"Samsung",NA,"UN50NU7100F","2018","No","Primary","Flat","UHD (4080p) – 4K","50","Measured or Known","135","Measured or Known","Yes","0","1","Yes","No","Living Room"
"SITE_152","ROOM_4229","APPL_94261","QLED",NA,"Samsung",NA,"Unknown","Unknown","Unknown","Secondary","Flat","UHD (4080p) – 4K","50","Measured or Known","Unknown","Unknown","Yes","0","0","No","No","Office"
"SITE_152","ROOM_18286","APPL_564","QLED",NA,"Samsung",NA,"UN50NU7100","Unknown","Unknown","Used less","Flat","UHD (4080p) – 4K","50","Measured or Known","Unknown","Unknown","Yes","0","0","No","No","Bedroom"
"SITE_152","ROOM_21353","APPL_66636","QLED",NA,"Samsung",NA,"QN65Q6FNA","Unknown","Unknown","Primary","Flat","UHD (4080p) – 4K","65","Measured or Known","Unknown","Unknown","Yes","0","1","No","No","Living Room"
"SITE_1520","ROOM_38403","APPL_155368","LCD – LED",NA,"Vizio",NA,"D50-F1","Unknown","Yes","Secondary","Flat","UHD (4080p) – 4K","50","Measured or Known","Unknown","Unknown","Yes","0","0","Yes","No","Living Room"
"SITE_1520","ROOM_12996","APPL_58379","LCD – Fluorescent",NA,"Samsung",NA,"LN32A330J1N","2008","No","Primary","Flat","High Definition (720p)","32","Measured or Known","150","Measured or Known","No","0","0","Yes","No","Bedroom"
"SITE_1521","ROOM_15025","APPL_103550","LCD – LED",NA,"Sony",NA,"KDL-40 55100","2009","No","Primary","Flat","High Definition (720p)","40","Measured or Known","200","Measured or Known","No","1","1","No","No","Living Room"
"SITE_1521","ROOM_1145","APPL_26083","Plasma",NA,"Panasonic",NA,"TH-42PX60U","2006","Yes","Secondary","Flat","High Definition (720p)","42","Measured or Known","390","Measured or Known","No","0","5","No","No","Basement"
"SITE_1522","ROOM_8198","APPL_76860","LCD – Fluorescent",NA,"Toshiba",NA,"Unknown","Unknown","Unknown","Primary","Flat","Unknown","30","Measured or Known","Unknown","Unknown","No","0","0","Yes","No","Living Room"
"SITE_1523","ROOM_2698","APPL_15892","LCD – LED",NA,"Samsung",NA,"LH55DCEPLGAIGO","2019","No","Secondary","Flat","FHD (1080p)","55","Measured or Known","Unknown","Unknown","No","0","0","No","No","Living Room"
"SITE_1523","ROOM_2698","APPL_114024","LCD – LED",NA,"LG",NA,"55LX9500","2010","Yes","Primary","Flat","FHD (1080p)","55","Measured or Known","Unknown","Unknown","Yes","0","0","No","No","Living Room"
"SITE_1523","ROOM_33828","APPL_69316","LCD – LED",NA,"Sansui",NA,"SLED2453W","2012","No","Used less","Flat","Unknown","23","Measured or Known","34","Measured or Known","Unknown","0","0","No","No","Bedroom"
"SITE_1523","ROOM_530","APPL_20423","LCD – Fluorescent",NA,"Sony",NA,"KDL-42V4100","Unknown","Yes","Used less","Flat","FHD (1080p)","42","Measured or Known","240","Measured or Known","Unknown","0","0","No","No","Bedroom"
"SITE_1524","ROOM_14598","APPL_108141","LCD – LED",NA,"Roku",NA,"Unknown","2021","No","Primary","Flat","UHD (4080p) – 4K","70","Measured or Known","220","Measured or Known","Yes","0","0","No","No","Living Room"
"SITE_1525","ROOM_26734","APPL_128145","LCD – Fluorescent",NA,"Sharp",NA,"LC-52LE82OUN","Unknown","No","Primary","Flat","High Definition (720p)","52","Measured or Known","170","Measured or Known","No","0","1","Yes","No","Living Room"
"SITE_1526","ROOM_42685","APPL_94345","LCD – LED",NA,"TCL",NA,"49S405","Unknown","Unknown","Primary","Flat","Unknown","49","Measured or Known","130","Measured or Known","Yes","0","0","No","No","Living Room"
"SITE_1526","ROOM_41074","APPL_93204","LCD – LED",NA,"LG",NA,"24LH4830","2019","Unknown","Primary","Flat","Unknown","24","Measured or Known","Unknown","Unknown","Yes","0","0","No","No","Bedroom"
"SITE_1527","ROOM_44347","APPL_48518","LCD – LED",NA,"LG",NA,"50UP8000PUR","2021","No","Used less","Flat","UHD (4080p) – 4K","50","Measured or Known","63.8","Measured or Known","Yes","0","1","No","No","Family Room"
"SITE_1527","ROOM_32881","APPL_84468","LCD – LED",NA,"Samsung",NA,"LN32A450C1D","2008","No","Used less","Flat","High Definition (720p)","32","Measured or Known","Unknown","Unknown","No","0","0","No","No","Family Room"
"SITE_1527","ROOM_6685","APPL_99758","LCD – LED",NA,"Insignia",NA,"NS-32D20SNA14","Unknown","No","Primary","Flat","High Definition (720p)","32","Measured or Known","Unknown","Unknown","No","0","1","No","No","Bedroom"
"SITE_1527","ROOM_8041","APPL_95913","LCD – LED",NA,"Samsung",NA,"UN65MU6500FXZA","2017","No","Primary","Curved","UHD (4080p) – 4K","65","Measured or Known","85","Measured or Known","Yes","2","0","Yes","No","Living Room"
"SITE_1528","ROOM_24113","APPL_164652","Tube (CRT and internal or rear projector)",NA,"Sylvania",NA,"6420FF","2005","No","Secondary","Flat","Unknown","20","Measured or Known","74","Measured or Known","No","0","0","No","No","Bedroom"
"SITE_1528","ROOM_1131","APPL_148503","LCD – LED",NA,"LG",NA,"42LV4400","2011","Yes","Primary","Flat","FHD (1080p)","42","Measured or Known","Unknown","Unknown","Yes","0","1","Yes","No","Living Room"
"SITE_1529","ROOM_29557","APPL_156981","LCD – Fluorescent",NA,"Samsung",NA,"P2370HD","2009","Yes","Used less","Flat","FHD (1080p)","23","Measured or Known","Unknown","Unknown","No","0","0","Yes","No","Bedroom"
"SITE_1529","ROOM_40933","APPL_17568","LCD – Fluorescent",NA,"Samsung",NA,"LN32C540F2D","2010","No","Secondary","Flat","High Definition (720p)","32","Measured or Known","Unknown","Unknown","No","0","0","Yes","No","Bedroom"
"SITE_1529","ROOM_20853","APPL_167159","LCD – LED",NA,"Sony",NA,"XBR-55X81CH","2021","No","Primary","Flat","UHD (4080p) – 4K","55","Measured or Known","196","Measured or Known","Yes","0","0","Yes","No","Living Room"
"SITE_1529","ROOM_25015","APPL_91758","LCD – LED",NA,"Samsung",NA,"UN65NU6900F","2018","No","Used less","Flat","UHD (4080p) – 4K","65","Measured or Known","180","Measured or Known","Yes","0","0","Yes","No","Family Room"
"SITE_1529","ROOM_18285","APPL_170000","LCD – Fluorescent",NA,"Samsung",NA,"T220HD","2008","Yes","Used less","Flat","Unknown","22","Measured or Known","Unknown","Unknown","No","1","0","No","No","Bedroom"
"SITE_1529","ROOM_41748","APPL_684","LCD – Fluorescent",NA,"Samsung",NA,"P2370HD","2009","Yes","Used less","Flat","FHD (1080p)","23","Measured or Known","Unknown","Unknown","No","1","0","No","No","Bedroom"
"SITE_153","ROOM_27852","APPL_7198","LCD – LED",NA,"Samsung",NA,"UN40EH5300F","Unknown","No","Primary","Flat","FHD (1080p)","40","Measured or Known","33","Measured or Known","Yes","Unknown","1","No","No","Family Room"
"SITE_1530","ROOM_10863","APPL_1546","LCD – LED",NA,"Samsung",NA,"UN60JU7090F","2016","No","Primary","Flat","UHD (4080p) – 4K","60","Measured or Known","87","Measured or Known","Yes","1","0","No","No","Living Room"
"SITE_1530","ROOM_34921","APPL_42175","LCD – LED",NA,"Vizio",NA,"VW32L HDTV30A","Unknown","Yes","Secondary","Flat","High Definition (720p)","32","Measured or Known","Unknown","Unknown","No","1","1","No","No","Family Room"
"SITE_1531","ROOM_25648","APPL_37805","LCD – Fluorescent",NA,"Vizio",NA,"VIZIO E472VL","Unknown","Yes","All used about the same","Flat","FHD (1080p)","47","Measured or Known","Unknown","Measured or Known","Yes","1","1","No","No","Living Room"
"SITE_1531","ROOM_31120","APPL_165330","LCD – LED",NA,"Toshiba",NA,"50LF621U21","2020","No","All used about the same","Flat","UHD (4080p) – 4K","50","Measured or Known","Unknown","Unknown","Yes","0","2","No","No","Bedroom"
"SITE_1532","ROOM_17513","APPL_148575","Unknown",NA,"Unknown",NA,"XBR-65A8H","Unknown","Unknown","Primary","Flat","Unknown","65","Estimated","Unknown","Unknown","Unknown","1","0","Yes","No","Living Room"
"SITE_1532","ROOM_2743","APPL_87190","Unknown",NA,"Samsung",NA,"T24H310SND","2017","No","Secondary","Flat","Unknown","24","Unknown","Unknown","Measured or Known","Unknown","0","0","Yes","No","Bedroom"
"SITE_1532","ROOM_29845","APPL_49830","Unknown",NA,"JVC",NA,"Unknown","Unknown","Unknown","Used less","Flat","Unknown","38","Measured or Known","Unknown","Unknown","No","0","1","No","No","Family Room"
"SITE_1533","ROOM_15679","APPL_95121","LCD – LED",NA,"Sharp",NA,"LC-58Q7330U","2018","No","Primary","Flat","UHD (4080p) – 4K","58","Measured or Known","150","Measured or Known","Yes","1","1","No","No","Living Room"
"SITE_1533","ROOM_36861","APPL_33823","LCD – LED",NA,"Spectre",NA,"UKTG53CC","Unknown","No","Secondary","Flat","High Definition (720p)","32","Measured or Known","Unknown","Unknown","No","0","0","No","No","Bedroom"
"SITE_1534","ROOM_27166","APPL_64750","LCD – LED",NA,"Samsung",NA,"UN32J5205AF","2016","No","Primary","Flat","High Definition (720p)","32","Measured or Known","27","Measured or Known","Yes","0","0","No","No","Bedroom"
"SITE_1534","ROOM_26025","APPL_87801","Unknown",NA,"Samsung",NA,"Unknown","Unknown","Unknown","Secondary","Flat","Unknown","56","Measured or Known","Unknown","Unknown","Unknown","0","0","Yes","No","Living Room"
"SITE_1535","ROOM_25579","APPL_89508","LCD – LED",NA,"Vizio",NA,"D40F-G9","Unknown","Unknown","Primary","Flat","FHD (1080p)","40","Measured or Known","75","Measured or Known","Yes","0","0","Yes","No","Living Room"
"SITE_1537","ROOM_36868","APPL_42214","LCD – LED",NA,"Samsung",NA,"LT24H310SNDXZA","Unknown","Unknown","Secondary","Flat","FHD (1080p)","24","Measured or Known","115","Estimated","Yes","0","0","Yes","No","Other"
"SITE_1538","ROOM_40498","APPL_172230","LCD – LED",NA,"Panasonic",NA,"TC-L32C5","2012","No","Secondary","Flat","High Definition (720p)","32","Measured or Known","97","Measured or Known","Unknown","0","2","No","No","Family Room"
"SITE_1539","ROOM_33993","APPL_23903","Projector (Non-CRT)",NA,"Epson",NA,"HOME CINEMA 2250","Unknown","Unknown","Primary","None (Projector)","FHD (1080p)",NA,NA,"90","Estimated","Yes","0","0","No","No","Living Room"
"SITE_154","ROOM_39186","APPL_2898","LCD – LED",NA,"Vizio",NA,"E502AR","Unknown","Yes","Secondary","Flat","Standard Definition","50","Measured or Known","350","Measured or Known","Yes","1","1","No","No","Bedroom"
"SITE_154","ROOM_8311","APPL_63114","LCD – LED",NA,"Roku",NA,"65R615","2019","Unknown","Primary","Flat","UHD (4080p) – 4K","65","Measured or Known","300","Measured or Known","Unknown","0","1","No","No","Living Room"
"SITE_154","ROOM_37392","APPL_16192","LCD – LED",NA,"Vizio",NA,"E40-C2","Unknown","Yes","Primary","Flat","FHD (1080p)","40","Measured or Known","29","Unknown","No","0","1","No","No","Bedroom"
"SITE_1540","ROOM_42501","APPL_147272","LCD – LED",NA,"Emerson",NA,"LF320EM4F","2013","No","Secondary","Flat","FHD (1080p)","32","Measured or Known","52","Measured or Known","No","0","0","No","No","Bedroom"
"SITE_1540","ROOM_31925","APPL_144111","LCD – LED",NA,"Sony",NA,"KDL-55HX800","2011","No","Primary","Flat","FHD (1080p)","55","Measured or Known","167","Measured or Known","Yes","0","1","Yes","No","Living Room"
"SITE_1541","ROOM_23632","APPL_119074","LCD – Fluorescent",NA,"Sharp",NA,"LC-42SV49U","Unknown","Yes","Primary","Flat","FHD (1080p)","42","Measured or Known","190","Measured or Known","No","0","1","Yes","No","Living Room"
"SITE_1542","ROOM_36559","APPL_77361","Unknown",NA,"Vizio",NA,"Unknown","Unknown","Unknown","Primary","Flat","Unknown","55","Measured or Known","Unknown","Unknown","Unknown","0","1","No","No","Living Room"
"SITE_1542","ROOM_37572","APPL_22212","Unknown",NA,"Element",NA,"Unknown","Unknown","Unknown","Used less","Flat","Unknown","40","Measured or Known","Unknown","Unknown","Unknown","1","1","No","No","Living Room"
"SITE_1542","ROOM_32602","APPL_136093","Unknown",NA,"Toshiba",NA,"Unknown","2010","Unknown","Used less","Flat","Unknown","34","Measured or Known","Unknown","Unknown","Unknown","0","0","No","No","Bedroom"
"SITE_1542","ROOM_21633","APPL_86518","LCD – Fluorescent",NA,"Samsung",NA,"UN40A550P3F","2008","No","Secondary","Flat","Unknown","42","Measured or Known","200","Measured or Known","Unknown","0","1","No","No","Bedroom"
"SITE_1542","ROOM_2481","APPL_126287","LCD – LED",NA,"Vizio",NA,"E320-B0E","Unknown","No","Used less","Flat","High Definition (720p)","32","Measured or Known","Unknown","Unknown","No","0","0","No","No","Bedroom"
"SITE_1542","ROOM_26891","APPL_71937","Unknown",NA,"TCL",NA,"Unknown","Unknown","Unknown","Used less","Flat","Unknown","28","Measured or Known","Unknown","Unknown","Unknown","1","0","No","No","Bedroom"
"SITE_1543","ROOM_24228","APPL_164709","LCD – LED",NA,"LG",NA,"43UP7000PUA","Unknown","No","Primary","Flat","UHD (4080p) – 4K","43","Measured or Known","85","Measured or Known","Yes","0","1","No","No","Living Room"
"SITE_1543","ROOM_14454","APPL_35859","LCD – LED",NA,"Samsung",NA,"UN32M4500BF","Unknown","No","Secondary","Flat","High Definition (720p)","32","Measured or Known","48","Measured or Known","Yes","0","1","No","No","Bedroom"
"SITE_1543","ROOM_39275","APPL_139944","LCD – LED",NA,"Sony",NA,"KDL-40W4100","2008","Yes","Used less","Flat","FHD (1080p)","40","Measured or Known","230","Measured or Known","Unknown","1","2","No","No","Family Room"
"SITE_1543","ROOM_28134","APPL_160165","LCD – LED",NA,"Samsung",NA,"LN32D403E2D","2013","Unknown","Used less","Flat","High Definition (720p)","32","Measured or Known","110","Measured or Known","Unknown","0","1","No","No","Bedroom"
"SITE_1544","ROOM_13947","APPL_83469","LCD – LED",NA,"LG",NA,"65UN6950RZUA","Unknown","No","Primary","Flat","UHD (4080p) – 4K","65","Measured or Known","195","Measured or Known","Yes","1","1","Yes","No","Living Room"
"SITE_1544","ROOM_23980","APPL_12531","Unknown",NA,"Sanyo",NA,"Unknown","Unknown","Unknown","Secondary","Flat","Unknown","40","Measured or Known","Unknown","Unknown","Unknown","0","0","Yes","No","Bedroom"
"SITE_1544","ROOM_27564","APPL_94809","LCD – LED",NA,"Dynex",NA,"XD-L32-10A","2009","Yes","Secondary","Flat","High Definition (720p)","32","Measured or Known","100","Measured or Known","Unknown","0","0","Yes","No","Bedroom"
"SITE_1545","ROOM_11276","APPL_23386","OLED",NA,"LG",NA,"OLED65B7A-U","2017","No","Primary","Flat","UHD (4080p) – 4K","65","Measured or Known","Unknown","Unknown","Yes","1","1","No","No","Basement"
"SITE_1545","ROOM_24467","APPL_139885","LCD – LED",NA,"Vizio",NA,"E550I-A0","Unknown","No","Secondary","Flat","FHD (1080p)","55","Measured or Known","Unknown","Unknown","Yes","1","0","No","No","Basement"
"SITE_1546","ROOM_44632","APPL_74223","Plasma",NA,"Samsung",NA,"PN42C450B1D","Unknown","Yes","Primary","Flat","High Definition (720p)","42","Measured or Known","200","Measured or Known","No","0","1","No","No","Living Room"
"SITE_1547","ROOM_38232","APPL_22781","LCD – LED",NA,"Samsung",NA,"UN43NU6900F","Unknown","Yes","Primary","Flat","UHD (4080p) – 4K","43","Measured or Known","90","Measured or Known","Yes","0","1","No","No","Living Room"
"SITE_1548","ROOM_16609","APPL_16743","LCD – LED",NA,"LG",NA,"UN65H7150AF","Unknown","Yes","Secondary","Flat","FHD (1080p)","65","Measured or Known","170","Measured or Known","Yes","1","1","No","No","Bedroom"
"SITE_1548","ROOM_5270","APPL_162055","Unknown",NA,"LG",NA,"Unknown","Unknown","Unknown","Primary","Flat","Unknown","75","Measured or Known","Unknown","Unknown","Unknown","0","0","No","No","Family Room"
"SITE_1548","ROOM_27793","APPL_75626","LCD – LED",NA,"LG",NA,"50UN7308AUD","2020","Unknown","Secondary","Flat","UHD (4080p) – 4K","50","Measured or Known","140","Measured or Known","Yes","1","0","No","No","Bedroom"
"SITE_1549","ROOM_8067","APPL_109131","Tube (CRT and internal or rear projector)",NA,"Mitsubishi",NA,"Unknown","Unknown","Unknown","Secondary","Flat","Standard Definition","30","Measured or Known","235","Estimated","No","0","2","Yes","No","Family Room"
"SITE_1549","ROOM_542","APPL_157181","LCD – LED",NA,"Samsung",NA,"Unknown","Unknown","Unknown","Primary","Flat","Unknown","47","Estimated","135","Estimated","Unknown","0","0","Yes","No","Bedroom"
"SITE_155","ROOM_26841","APPL_115564","LCD – LED",NA,"Vizio",NA,"M260VA","2010","No","Primary","Flat","High Definition (720p)","27","Measured or Known","90","Estimated","No","0","0","No","No","Living Room"
"SITE_1550","ROOM_32325","APPL_93007","LCD – LED",NA,"Vizio",NA,"D24H-J09","Unknown","No","Secondary","Flat","High Definition (720p)","24","Measured or Known","Unknown","Unknown","Yes","0","0","No","No","Bedroom"
"SITE_1550","ROOM_21224","APPL_9327","Plasma",NA,"Panasonic",NA,"TH-50PX60U","2006","No","Primary","Flat","High Definition (720p)","50","Measured or Known","Unknown","Measured or Known","No","0","1","No","No","Living Room"
"SITE_1551","ROOM_18345","APPL_22036","LCD – LED",NA,"Panasonic",NA,"TC-L42EU22","Unknown","Yes","Primary","Flat","FHD (1080p)","42","Measured or Known","93","Measured or Known","No","0","0","Yes","No","Living Room"
"SITE_1551","ROOM_12181","APPL_166754","LCD – LED",NA,"Samsung",NA,"LN37D550K1FXZA","Unknown","Yes","Used less","Flat","FHD (1080p)","40","Measured or Known","Unknown","Unknown","No","0","0","No","No","Bedroom"
"SITE_1552","ROOM_6951","APPL_24095","LCD – Fluorescent",NA,"Vizio",NA,"VW32L HDTV20A","2007","No","Primary","Flat","Unknown","32","Measured or Known","Unknown","Unknown","No","0","3","Yes","No","Bedroom"
"SITE_1552","ROOM_25909","APPL_78569","LCD – LED",NA,"LG",NA,"50UN6955ZUF","2021","No","Primary","Flat","Unknown","50","Measured or Known","140","Measured or Known","Yes","0","4","Yes","No","Living Room"
"SITE_1553","ROOM_35012","APPL_38111","LCD – LED",NA,"Samsung",NA,"T24E310ND","2015","No","Used less","Flat","High Definition (720p)","24","Measured or Known","45","Measured or Known","No","0","1","No","No","Bedroom"
"SITE_1553","ROOM_6999","APPL_164622","LCD – LED",NA,"Sanyo",NA,"DP42410","Unknown","Unknown","Primary","Flat","FHD (1080p)","42","Measured or Known","Unknown","Unknown","Unknown","0","0","Yes","No","Living Room"
"SITE_1553","ROOM_2898","APPL_56897","LCD – LED",NA,"HiSense",NA,"32H5590F","2019","Unknown","Secondary","Flat","FHD (1080p)","32","Measured or Known","45","Measured or Known","Yes","0","0","Yes","No","Bedroom"
"SITE_1554","ROOM_38502","APPL_35374","LCD – LED",NA,"Samsung",NA,"UN60J6200AF","2015","No","Primary","Flat","FHD (1080p)","60","Measured or Known","165","Measured or Known","Yes","0","1","Yes","No","Living Room"
"SITE_1554","ROOM_18583","APPL_44556","LCD – LED",NA,"Samsung",NA,"UN49M5300AF","2019","No","Secondary","Flat","FHD (1080p)","49","Measured or Known","128","Measured or Known","Yes","0","0","No","No","Bedroom"
"SITE_1555","ROOM_36944","APPL_96368","LCD – LED",NA,"Sony",NA,"KDL-32M 4000","Unknown","Yes","Primary","Curved","High Definition (720p)","32","Measured or Known","155","Measured or Known","Yes","Unknown","Unknown","Yes","No","Living Room"
"SITE_1555","ROOM_16933","APPL_39420","LCD – LED",NA,"LG",NA,"Unknown","Unknown","Unknown","Primary","Curved","FHD (1080p)","55","Measured or Known","Unknown","Unknown","Yes","Unknown","3","Yes","No","Family Room"
"SITE_1556","ROOM_19760","APPL_55256","LCD – LED",NA,"LG",NA,"55LM7600","2012","No","Secondary","Flat","FHD (1080p)","55","Measured or Known","175","Estimated","Yes","0","2","Yes","No","Living Room"
"SITE_1556","ROOM_16747","APPL_94746","LCD – LED",NA,"Sony",NA,"NSX-46GT1","2010","No","Primary","Flat","FHD (1080p)","46","Measured or Known","147","Measured or Known","Yes","1","0","No","No","Bedroom"
"SITE_1557","ROOM_21490","APPL_3390","LCD – LED",NA,"Samsung",NA,"UN50NU6900B","Unknown","Unknown","Primary","Flat","UHD (4080p) – 4K","50","Measured or Known","125","Measured or Known","Yes","1","0","No","No","Living Room"
"SITE_1557","ROOM_11539","APPL_93864","Unknown",NA,"HiSense",NA,"Unknown","Unknown","Unknown","Secondary","Flat","Unknown","32","Measured or Known","Unknown","Unknown","Unknown","1","0","No","No","Bedroom"
"SITE_1557","ROOM_45039","APPL_21643","LCD – LED",NA,"Vizio",NA,"VM230XVT","2012","Yes","Used less","Flat","FHD (1080p)","23","Measured or Known","Unknown","Unknown","No","0","0","Yes","No","Family Room"
"SITE_1558","ROOM_18011","APPL_102717","LCD – LED",NA,"Samsung",NA,"UN55B8000","2009","No","Primary","Flat","High Definition (720p)","55","Measured or Known","260","Measured or Known","Unknown","0","1","Yes","No","Living Room"
"SITE_1559","ROOM_3724","APPL_50049","Unknown",NA,"Vizio",NA,"E552VL","Unknown","Yes","Secondary","Flat","Unknown","60","Measured or Known","Unknown","Unknown","Unknown","0","1","Yes","No","Family Room"
