"SiteID","RoomID","ApplianceID","TV_Screen_Type","TV_Screen_Type_Other","Make","Make_Other","Model","Vintage","Energy_Star","Primary","TV_Screen_Surface","TV_Resolution","Size","Size_Is_Estimated","Wattage","Wattage_Is_Estimated","TV_Wifi","TV_Qty_of_Streaming_Devices","TV_Qty_of_External_Media_Devices","STB_Present","DVR_Present","Room_Type"
"SITE_1052","ROOM_39986","APPL_128251","LCD – LED",NA,"LG",NA,"42CS570","2012","No","Secondary","Flat","FHD (1080p)","42","Measured or Known","Unknown","Unknown","No","Unknown","1","No","No","Bedroom"
"SITE_1053","ROOM_44379","APPL_20593","LCD – Fluorescent",NA,"LG",NA,"50LN5100","2013","Yes","Primary","Flat","FHD (1080p)","50","Measured or Known","Unknown","Unknown","No","1","1","No","No","Living Room"
"SITE_1054","ROOM_44816","APPL_55301","Unknown",NA,"Vizio",NA,"V655-J09","Unknown","No","Primary","Flat","Unknown","65","Measured or Known","Unknown","Unknown","Yes","1","0","No","No","Family Room"
"SITE_1054","ROOM_30394","APPL_141039","LCD – Fluorescent",NA,"LG",NA,"26L030-UA","2008","No","Used less","Flat","High Definition (720p)","26","Measured or Known","Unknown","Unknown","Unknown","0","0","No","No","Bedroom"
"SITE_1054","ROOM_12503","APPL_124813","Unknown",NA,"Toshiba",NA,"Unknown","Unknown","No","Secondary","Curved","Unknown","Unknown","Measured or Known","65","Measured or Known","No","0","0","No","No","Bedroom"
"SITE_1055","ROOM_39422","APPL_1725","LCD – LED",NA,"LG",NA,"70UK6570AUB","2018","No","Primary","Flat","UHD (4080p) – 4K","75","Measured or Known","270","Measured or Known","Yes","1","1","Yes","No","Living Room"
"SITE_1055","ROOM_168","APPL_16238","LCD – LED",NA,"LG",NA,"47LH40-UA","2009","No","Secondary","Flat","FHD (1080p)","47","Measured or Known","200","Estimated","No","1","0","Yes","No","Bedroom"
"SITE_1056","ROOM_19814","APPL_12217","Unknown",NA,"Samsung",NA,"HL67A510J1FXZA","Unknown","No","Primary","Flat","Standard Definition","72","Measured or Known","150","Estimated","No","0","1","No","No","Family Room"
"SITE_1056","ROOM_28329","APPL_8642","LCD – LED",NA,"HP",NA,"Unknown","Unknown","No","Secondary","Flat","FHD (1080p)","52","Measured or Known","100","Estimated","No","0","1","No","No","Bedroom"
"SITE_1057","ROOM_34468","APPL_125774","LCD – LED",NA,"Element",NA,"ELEFW195","2014","No","Secondary","Flat","High Definition (720p)","19","Measured or Known","30","Measured or Known","No","0","0","No","No","Bedroom"
"SITE_1057","ROOM_22439","APPL_105131","LCD – LED",NA,"Samsung",NA,"PN42C450B1D","2010","No","Primary","Flat","Standard Definition","42","Measured or Known","200","Measured or Known","No","1","Unknown","Yes","No","Kitchen"
"SITE_1058","ROOM_3289","APPL_76525","LCD – LED",NA,"Sony",NA,"KDL-60W630B","Unknown","Yes","Secondary","Flat","FHD (1080p)","60","Measured or Known","165","Measured or Known","Unknown","1","2","No","No","Living Room"
"SITE_1058","ROOM_14360","APPL_80468","Unknown",NA,"Sony",NA,"SXRD","Unknown","No","Secondary","Flat","FHD (1080p)","60","Measured or Known","230","Measured or Known","No","0","3","No","No","Basement"
"SITE_1058","ROOM_11293","APPL_163337","LCD – Fluorescent",NA,"Samsung",NA,"LN40D830M3FXZA","Unknown","No","Used less","Flat","FHD (1080p)","42","Measured or Known","Unknown","Unknown","Unknown","0","0","No","No","Bedroom"
"SITE_1058","ROOM_26144","APPL_92280","LCD – Fluorescent",NA,"Sony",NA,"KDL-40Z4100","2008","Yes","Used less","Flat","FHD (1080p)","40","Measured or Known","225","Measured or Known","Unknown","0","2","No","No","Basement"
"SITE_1058","ROOM_24197","APPL_94875","Unknown",NA,"Samsung",NA,"Unknown","Unknown","No","Used less","Flat","Unknown","30","Measured or Known","Unknown","Unknown","Unknown","0","0","Yes","No","Bedroom"
"SITE_1058","ROOM_41871","APPL_598","Unknown",NA,"Vizio",NA,"MA470SL","Unknown","Yes","All used about the same","Curved","Unknown","43","Estimated","Unknown","Unknown","Unknown","0","0","Yes","No","Bedroom"
"SITE_1058","ROOM_22693","APPL_93489","LCD – Fluorescent",NA,"Sony",NA,"KDL-32S2000","Unknown","Yes","Used less","Flat","High Definition (720p)","30","Measured or Known","150","Measured or Known","Unknown","0","1","Yes","No","Bedroom"
"SITE_1058","ROOM_35517","APPL_73875","LCD – Fluorescent",NA,"Sony",NA,"KDL-40V41 50","Unknown","Yes","Primary","Flat","FHD (1080p)","40","Estimated","220","Measured or Known","Unknown","0","1","Yes","No","Bedroom"
"SITE_1059","ROOM_10190","APPL_86979","LCD – LED",NA,"TCL",NA,"43S425","Unknown","No","Primary","Flat","UHD (4080p) – 4K","43","Measured or Known","85","Measured or Known","No","2","0","No","No","Living Room"
"SITE_106","ROOM_36159","APPL_135237","LCD – LED",NA,"Samsung",NA,"UN43NU6950BXZA","2019","No","Primary","Flat","FHD (1080p)","42","Measured or Known","120","Estimated","Yes","0","1","Yes","No","Living Room"
"SITE_106","ROOM_36159","APPL_140961","Tube (CRT and internal or rear projector)",NA,"Sony",NA,"Unknown","Unknown","No","Used less","Flat","Standard Definition","Unknown","Estimated","Unknown","Unknown","No","0","1","Yes","No","Living Room"
"SITE_1060","ROOM_24199","APPL_47335","LCD – Fluorescent",NA,"LG",NA,"Unknown","Unknown","Unknown","Primary","Flat","Unknown","41","Measured or Known","Unknown","Unknown","No","0","1","No","No","Living Room"
"SITE_1061","ROOM_15995","APPL_9862","LCD – LED",NA,"Vizio",NA,"M55Q6-J01","Unknown","No","Secondary","Flat","UHD (4080p) – 4K","55","Measured or Known","Unknown","Unknown","Yes","0","0","Yes","No","Family Room"
"SITE_1061","ROOM_12477","APPL_128290","LCD – LED",NA,"LG",NA,"43UJ6300","2018","No","Used less","Flat","UHD (4080p) – 4K","43","Measured or Known","Unknown","Unknown","Yes","0","1","Yes","No","Bedroom"
"SITE_1061","ROOM_41467","APPL_136438","LCD – LED",NA,"Vizio",NA,"D58U-D3","Unknown","Yes","Primary","Flat","UHD (4080p) – 4K","58","Measured or Known","Unknown","Unknown","Yes","0","2","Yes","No","Living Room"
"SITE_1062","ROOM_28148","APPL_25410","LCD – LED",NA,"LG",NA,"Unknown","Unknown","Unknown","Primary","Flat","UHD (4080p) – 4K","50","Measured or Known","65","Estimated","Yes","1","2","Yes","No","Living Room"
"SITE_1063","ROOM_21591","APPL_74039","LCD – LED",NA,"Samsung",NA,"UN32EH5000FXZA","2012","No","Used less","Flat","FHD (1080p)","32","Measured or Known","33","Measured or Known","No","0","0","No","No","Bedroom"
"SITE_1063","ROOM_39399","APPL_170323","LCD – LED",NA,"Sony",NA,"KDL46S2010","2006","Yes","Used less","Flat","FHD (1080p)","46","Measured or Known","240","Unknown","No","0","4","No","No","Basement"
"SITE_1063","ROOM_19531","APPL_87481","LCD – LED",NA,"LG",NA,"43UH6100-UH","2016","No","Used less","Flat","UHD (4080p) – 4K","43","Measured or Known","Unknown","Unknown","No","0","0","No","No","Bedroom"
"SITE_1063","ROOM_17613","APPL_147835","LCD – LED",NA,"LG",NA,"49UH6100","2016","No","Primary","Flat","UHD (4080p) – 4K","48","Measured or Known","Unknown","Unknown","No","0","0","No","No","Living Room"
"SITE_1064","ROOM_3642","APPL_1999","LCD – LED",NA,"Samsung",NA,"UN43NU6900B","Unknown","No","Secondary","Flat","FHD (1080p)","43","Measured or Known","55","Measured or Known","Yes","1","1","Yes","No","Bedroom"
"SITE_1064","ROOM_27661","APPL_78627","LCD – LED",NA,"Samsung",NA,"Unknown","Unknown","Unknown","Primary","Flat","UHD (4080p) – 4K","55","Measured or Known","65","Estimated","Yes","1","1","Yes","No","Living Room"
"SITE_1065","ROOM_492","APPL_23908","LCD – LED",NA,"TCL",NA,"55US57","Unknown","No","All used about the same","Flat","UHD (4080p) – 4K","55","Measured or Known","170","Measured or Known","Unknown","0","0","No","No","Living Room"
"SITE_1066","ROOM_1114","APPL_172528","LCD – LED",NA,"TCL",NA,"65R635","Unknown","No","Primary","Flat","UHD (4080p) – 4K","65","Measured or Known","370","Measured or Known","Yes","0","0","No","No","Living Room"
"SITE_1067","ROOM_46637","APPL_112388","Plasma",NA,"Zenith",NA,"Z50PJ240-UB","2010","No","Primary","Flat","Unknown","50","Measured or Known","Unknown","Unknown","No","1","1","Yes","No","Living Room"
"SITE_1068","ROOM_26117","APPL_157290","LCD – LED",NA,"Vizio",NA,"M658-G1","Unknown","No","Primary","Flat","Unknown","65","Measured or Known","Unknown","Unknown","No","0","4","Yes","No","Living Room"
"SITE_1069","ROOM_43298","APPL_137515","LCD – LED",NA,"Sony",NA,"XBR-55X700D","2016","No","Primary","Flat","UHD (4080p) – 4K","55","Measured or Known","171","Measured or Known","Yes","0","2","No","No","Living Room"
"SITE_1069","ROOM_12095","APPL_21313","QLED",NA,"Samsung",NA,"QN43Q60TAF","2021","No","Used less","Flat","UHD (4080p) – 4K","43","Measured or Known","110","Measured or Known","Yes","0","0","No","No","Office"
"SITE_1069","ROOM_3466","APPL_101480","LCD – Fluorescent",NA,"Emerson",NA,"LC320EMXF","2009","Yes","Secondary","Flat","High Definition (720p)","32","Measured or Known","155","Measured or Known","No","0","3","No","No","Bedroom"
"SITE_1069","ROOM_35334","APPL_104268","LCD – LED",NA,"Samsung",NA,"UN40MU6290F","2018","No","Used less","Flat","UHD (4080p) – 4K","40","Measured or Known","115","Measured or Known","Yes","0","0","No","No","Bedroom"
"SITE_107","ROOM_41927","APPL_124720","LCD – LED",NA,"Toshiba",NA,"32LF221U19","2019","No","Primary","Flat","FHD (1080p)","32","Measured or Known","125","Estimated","Yes","0","1","No","No","Living Room"
"SITE_107","ROOM_41927","APPL_139793","LCD – LED",NA,"Insignia",NA,"NS-40D510NA21","2020","No","Secondary","Flat","FHD (1080p)","40","Measured or Known","125","Estimated","Yes","0","1","No","No","Living Room"
"SITE_1070","ROOM_39700","APPL_87565","LCD – LED",NA,"Vizio",NA,"D48-D0","Unknown","Unknown","Secondary","Flat","FHD (1080p)","48","Measured or Known","145","Estimated","Yes","1","0","No","No","Bedroom"
"SITE_1070","ROOM_16173","APPL_39980","LCD – LED",NA,"LG",NA,"Unknown","Unknown","Unknown","Primary","Flat","UHD (4080p) – 4K","48","Measured or Known","165","Estimated","Yes","1","1","No","No","Living Room"
"SITE_1071","ROOM_32261","APPL_122152","LCD – LED",NA,"Samsung",NA,"UN55MU6290FXZA","Unknown","No","Primary","Flat","FHD (1080p)","55","Measured or Known","190","Measured or Known","Yes","0","0","Yes","No","Bedroom"
"SITE_1071","ROOM_28540","APPL_25977","LCD – Fluorescent",NA,"Hannspree",NA,"HSG1150","2011","No","Secondary","Flat","High Definition (720p)","32","Measured or Known","250","Estimated","No","0","0","No","No","Bedroom"
"SITE_1071","ROOM_12620","APPL_121430","Plasma",NA,"LG",NA,"50PK550","2010","No","Primary","Flat","High Definition (720p)","50","Measured or Known","240","Measured or Known","No","0","1","Yes","No","Living Room"
"SITE_1072","ROOM_5362","APPL_119813","LCD – Fluorescent",NA,"Vizio",NA,"VO320E","Unknown","Yes","Used less","Flat","High Definition (720p)","32","Measured or Known","Unknown","Unknown","No","1","0","No","No","Family Room"
"SITE_1072","ROOM_24609","APPL_36242","LCD – LED",NA,"TCL",NA,"50S425","2019","No","Primary","Flat","Unknown","50","Measured or Known","105","Measured or Known","Yes","0","0","No","No","Living Room"
"SITE_1072","ROOM_20815","APPL_32024","LCD – LED",NA,"Emerson",NA,"LF320EM4F","2013","Yes","Secondary","Flat","Unknown","32","Measured or Known","52","Measured or Known","No","0","0","No","No","Family Room"
"SITE_1073","ROOM_31480","APPL_2671","LCD – LED",NA,"Vizio",NA,"D55-D2","Unknown","Yes","Primary","Flat","FHD (1080p)","55","Measured or Known","Unknown","Unknown","No","0","1","No","No","Living Room"
"SITE_1074","ROOM_22727","APPL_51770","LCD – LED",NA,"Samsung",NA,"Unknown","Unknown","Unknown","Primary","Flat","Unknown","48","Measured or Known","130","Estimated","Unknown","0","1","Yes","No","Living Room"
"SITE_1075","ROOM_31631","APPL_161191","LCD – LED",NA,"HiSense",NA,"40K360","2012","Yes","Secondary","Flat","Unknown","40","Measured or Known","75","Measured or Known","Yes","1","0","No","No","Family Room"
"SITE_1075","ROOM_477","APPL_156399","LCD – LED",NA,"Vizio",NA,"E500I-A1","Unknown","No","Primary","Flat","Unknown","50","Measured or Known","Unknown","Unknown","Yes","0","0","No","No","Living Room"
"SITE_1076","ROOM_46658","APPL_111230","LCD – LED",NA,"Vizio",NA,"E500I-B1","Unknown","Yes","Used less","Flat","FHD (1080p)","50","Measured or Known","Unknown","Unknown","Yes","0","0","No","No","Living Room"
"SITE_1076","ROOM_46658","APPL_173886","LCD – LED",NA,"Sanyo",NA,"FW50D36F","2016","Yes","Primary","Flat","FHD (1080p)","50","Measured or Known","120","Measured or Known","No","0","1","No","No","Living Room"
"SITE_1076","ROOM_32655","APPL_104401","Unknown",NA,"Coby",NA,"Unknown","Unknown","Unknown","Used less","Flat","Unknown","32","Measured or Known","Unknown","Measured or Known","Unknown","0","0","No","No","Bedroom"
"SITE_1076","ROOM_29139","APPL_137799","LCD – LED",NA,"Magnavox",NA,"32MV306X/F7 B","2017","Yes","Used less","Flat","High Definition (720p)","32","Measured or Known","50","Measured or Known","Yes","0","0","Yes","No","Bedroom"
"SITE_1076","ROOM_29139","APPL_91520","Unknown",NA,"LG",NA,"Unknown","Unknown","Unknown","Secondary","Flat","Unknown","50","Measured or Known","Unknown","Unknown","Unknown","0","0","No","No","Bedroom"
"SITE_1076","ROOM_17797","APPL_87290","LCD – LED",NA,"Vizio",NA,"#E55-E2","Unknown","No","Used less","Flat","UHD (4080p) – 4K","55","Measured or Known","Unknown","Unknown","Yes","0","0","No","No","Bedroom"
"SITE_1076","ROOM_16915","APPL_20966","LCD – LED",NA,"LG",NA,"32LB520B-UA","Unknown","No","Used less","Flat","High Definition (720p)","32","Measured or Known","Unknown","Unknown","No","0","0","No","No","Bedroom"
"SITE_1077","ROOM_2130","APPL_41799","LCD – Fluorescent",NA,"Sharp",NA,"LG-19SB27UT","2009","Yes","Secondary","Flat","High Definition (720p)","19","Measured or Known","29","Measured or Known","No","0","0","No","No","Basement"
"SITE_1077","ROOM_22513","APPL_158438","QLED",NA,"Samsung",NA,"QN55Q60AAF","2022","No","Primary","Flat","UHD (4080p) – 4K","55","Measured or Known","140","Measured or Known","Yes","0","1","No","No","Living Room"
"SITE_1077","ROOM_20506","APPL_23819","LCD – LED",NA,"Coby",NA,"LEDTV1526","Unknown","No","Used less","Flat","High Definition (720p)","15","Measured or Known","20","Measured or Known","No","0","1","No","No","Bedroom"
"SITE_1078","ROOM_31996","APPL_149298","LCD – Fluorescent",NA,"Sony",NA,"KDL-40VL130","Unknown","No","Secondary","Flat","Unknown","40","Measured or Known","220","Measured or Known","No","0","1","Yes","No","Living Room"
"SITE_1078","ROOM_24123","APPL_47089","LCD – LED",NA,"Samsung",NA,"Unknown","Unknown","No","Primary","Flat","Unknown","56","Estimated","Unknown","Unknown","Unknown","1","2","Yes","No","Living Room"
"SITE_1079","ROOM_46315","APPL_127784","LCD – LED",NA,"Sony",NA,"Unknown","Unknown","Yes","Primary","Flat","Unknown","60","Measured or Known","Unknown","Unknown","Yes","1","1","Yes","No","Living Room"
"SITE_1079","ROOM_41062","APPL_37998","LCD – LED",NA,"Element",NA,"Unknown","Unknown","Unknown","Used less","Flat","Unknown","32","Measured or Known","Unknown","Unknown","Unknown","0","0","No","No","Bedroom"
"SITE_1079","ROOM_6200","APPL_18514","LCD – Fluorescent",NA,"Vizio",NA,"VO370M","Unknown","Yes","Secondary","Flat","FHD (1080p)","37","Measured or Known","Unknown","Unknown","No","0","0","No","No","Bedroom"
"SITE_108","ROOM_29184","APPL_85130","LCD – LED",NA,"Sony",NA,"KDL-46EX621","2011","No","Primary","Flat","FHD (1080p)","46","Measured or Known","122","Measured or Known","No","0","0","No","No","Living Room"
"SITE_1080","ROOM_23914","APPL_52870","LCD – Fluorescent",NA,"Emerson",NA,"LC320EM9 B","2008","Yes","Primary","Flat","High Definition (720p)","32","Measured or Known","155","Measured or Known","No","0","1","No","No","Living Room"
"SITE_1081","ROOM_30517","APPL_30557","LCD – LED",NA,"Samsung",NA,"UN32EH4003C","2015","Yes","Secondary","Flat","High Definition (720p)","32","Measured or Known","48","Measured or Known","No","1","3","Yes","No","Living Room"
"SITE_1081","ROOM_23335","APPL_124674","LCD – LED",NA,"TCL",NA,"32S301","Unknown","No","Primary","Flat","High Definition (720p)","32","Measured or Known","50","Measured or Known","Yes","0","2","No","No","Bedroom"
"SITE_1082","ROOM_22012","APPL_169886","LCD – Fluorescent",NA,"Samsung",NA,"Unknown","Unknown","No","Primary","Flat","FHD (1080p)","65","Estimated","Unknown","Unknown","Yes","Unknown","1","No","No","Living Room"
"SITE_1083","ROOM_1738","APPL_135533","LCD – Fluorescent",NA,"LG",NA,"Unknown","Unknown","Unknown","Primary","Flat","FHD (1080p)","42","Measured or Known","205","Measured or Known","Unknown","1","1","Yes","No","Living Room"
"SITE_1083","ROOM_8680","APPL_35239","LCD – LED",NA,"Samsung",NA,"UN32J4000AF","Unknown","No","Secondary","Flat","High Definition (720p)","32","Measured or Known","40","Measured or Known","No","0","0","No","No","Bedroom"
"SITE_1084","ROOM_2194","APPL_1630","LCD – LED",NA,"Sony",NA,"KDL-32L5000","Unknown","Yes","Primary","Flat","Unknown","32","Measured or Known","Unknown","Unknown","Unknown","2","2","Yes","No","Living Room"
"SITE_1085","ROOM_36103","APPL_66275","Plasma",NA,"LG",NA,"50PZ550-UA","Unknown","Unknown","Primary","Flat","FHD (1080p)","50","Measured or Known","149","Measured or Known","Yes","0","0","No","No","Living Room"
"SITE_1086","ROOM_20698","APPL_22421","QLED",NA,"Samsung",NA,"QN55Q80TAF","2020","No","Used less","Flat","UHD (4080p) – 4K","55","Measured or Known","220","Measured or Known","Yes","0","1","Yes","No","Bedroom"
"SITE_1086","ROOM_1593","APPL_24836","LCD – LED",NA,"Samsung",NA,"UN40KU6290F","2016","No","Used less","Flat","UHD (4080p) – 4K","40","Measured or Known","115","Measured or Known","Yes","0","1","Yes","No","Family Room"
"SITE_1086","ROOM_42496","APPL_103476","LCD – LED",NA,"Magnavox",NA,"50ME336V/F7B","2017","Yes","Primary","Flat","FHD (1080p)","50","Measured or Known","120","Measured or Known","No","0","2","Yes","No","Living Room"
"SITE_1086","ROOM_38306","APPL_92381","LCD – Fluorescent",NA,"Samsung",NA,"LN32B460B2D","2009","No","Secondary","Flat","High Definition (720p)","32","Measured or Known","100","Measured or Known","No","0","0","No","No","Bedroom"
"SITE_1087","ROOM_17778","APPL_110479","Plasma",NA,"Insignia",NA,"N8-42P850A11","2010","No","Primary","Flat","High Definition (720p)","42","Measured or Known","200","Measured or Known","No","0","0","No","No","Living Room"
"SITE_1087","ROOM_16063","APPL_86169","LCD – LED",NA,"Sceptre",NA,"#E32","Unknown","No","Used less","Flat","High Definition (720p)","32","Measured or Known","100","Estimated","Unknown","0","0","No","No","Bedroom"
"SITE_1087","ROOM_12077","APPL_168017","LCD – LED",NA,"TCL",NA,"Unknown","Unknown","No","Secondary","Flat","Unknown","42","Measured or Known","100","Estimated","Unknown","0","0","No","No","Outside"
