"SiteID","RoomID","ApplianceID","Type","Make","Make_Other","Vintage","Model","Energy_Star","Primary_Computer","Computer_Wifi","Internet_Access","Computer_Number_of_Screens","Computer_Primary_External_Monitor","Primary_Monitor_Size","Primary_Monitor_Size_Is_Estimated","Primary_Monitor_Type","Secondary_Monitor_External","Secondary_Monitor_Size","Secondary_Monitor_Size_Is_Estimated","Secondary_Monitor_Type","Third_Monitor_Size","Third_Monitor_Size_Is_Estimated","Computer_Printer","Computer_External_Drive","Computer_Number_of_Modems_Routers_Switches","Computer_Number_of_Other_Accessories","Computer_Other_Accessory_Description","Computer_In_single_strip","Computer_Uninterruptible_Power","Uninterruptible_Power_Size_kW","Room_Type","Computer_Hours_of_Use","Computer_Is_Left_On"
"SITE_1422","ROOM_43813","APPL_38735","Integrated","Lenovo",NA,"2017","F0D3","No","Yes","Yes","Yes","2","No","24","Measured or Known","LCD – LED","Yes","22","Measured or Known","LCD – LED",NA,NA,"Yes","No","1","2","Mouse,  keyboard","No","No","Unknown","Living Room","4","No"
"SITE_1423","ROOM_6830","APPL_37692","Laptop","Toshiba",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","15","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Kitchen","4","No"
"SITE_1423","ROOM_6830","APPL_18072","Laptop","HP",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","15","Estimated","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Kitchen","4","No"
"SITE_1424","ROOM_21729","APPL_115824","Laptop","IBM",NA,"Unknown","T23","No","No","No","No","1","No","14","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Living Room","1","Yes"
"SITE_1424","ROOM_29336","APPL_79172","Laptop","Dell",NA,"Unknown","P145G","No","No","Yes","Yes","1","No","12","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Bedroom","0","No"
"SITE_1424","ROOM_21729","APPL_14706","Laptop","Lenovo",NA,"Unknown","THINKPAD T440A","No","Yes","Yes","Yes","1","No","13","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","Yes","0","2","Mouse,  headset","Yes","No","Unknown","Living Room","3","No"
"SITE_1425","ROOM_6955","APPL_2383","Integrated","Apple",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","No","24","Estimated","Unknown",NA,NA,NA,NA,NA,NA,"No","No","1","2","Mouse, keyboard","No","No","Unknown","Living Room","3","Yes"
"SITE_1425","ROOM_6955","APPL_49497","Laptop","Apple",NA,"Unknown","A1425","Unknown","Yes","Yes","Yes","1","No","15","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"No","No","Unknown","Living Room","1","Yes"
"SITE_1426","ROOM_34610","APPL_71624","Laptop","Unknown",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","15","Estimated","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","Unknown","Unknown","Bedroom","1","No"
"SITE_1426","ROOM_37689","APPL_19502","Laptop","Toshiba",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","15","Estimated","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","Unknown","Unknown","Family Room","1","No"
"SITE_1427","ROOM_43940","APPL_135407","Laptop","Apple",NA,"Unknown","A1370","Unknown","Yes","Yes","Yes","3","No","13","Measured or Known","LCD – LED","Yes","24","Measured or Known","LCD – LED","24","Measured or Known","No","No","1","2","Mouse,  keyboard","No","No","Unknown","Office","2","No"
"SITE_143","ROOM_3546","APPL_11583","Desktop","Apple",NA,"Unknown","A1347","No","No","Yes","Yes","1","Yes","40","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","0","2","Keyboard, mouse","Yes","No","Unknown","Family Room","4","Yes"
"SITE_143","ROOM_3546","APPL_6050","Laptop","Apple",NA,"Unknown","A1932","No","No","Yes","Yes","2","Yes","22","Measured or Known","LCD – LED","No","13","Measured or Known","LCD – LED",NA,NA,"No","No","0","3","Mouse, headset","Yes","No","Unknown","Family Room","2","Yes"
"SITE_143","ROOM_3546","APPL_64126","Laptop","Apple",NA,"Unknown","A1106","No","No","Yes","Yes","1","No","14","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"Unknown","No","Unknown","Family Room","4","Yes"
"SITE_143","ROOM_4881","APPL_132863","Laptop","Apple",NA,"Unknown","A1369","No","Yes","Yes","Yes","2","Yes","25","Measured or Known","Unknown","No","14","Measured or Known","LCD – LED",NA,NA,"Yes","No","1","2","Mouse, keyboard","Yes","No","Unknown","Office","8","Yes"
"SITE_143","ROOM_4881","APPL_109763","Desktop","Sony",NA,"Unknown","Unknown","No","No","Yes","Yes","1","Yes","14","Estimated","Unknown",NA,NA,NA,NA,NA,NA,"Yes","Yes","1","1","Keyboard","Yes","No","Unknown","Office","2","Yes"
"SITE_1430","ROOM_2018","APPL_59346","Laptop","Dell",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","12","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","1","Mouse","No","No","Unknown","Office","1","No"
"SITE_1431","ROOM_37507","APPL_32557","Integrated","HP",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","1","2","Mouse,  keyboard","No","No","Unknown","Living Room","12","No"
"SITE_1432","ROOM_45593","APPL_170814","Desktop","Alienware",NA,"2020","Unknown","No","No","Yes","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","0","4","Mouse,  keyboard,  headphone,  mic","Yes","No","Unknown","Office","4","No"
"SITE_1432","ROOM_32927","APPL_85144","Desktop","Dell",NA,"Unknown","OPTIPLEX 5050","No","Yes","Yes","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","3","Mouse,  keyboard,  webcam","No","No","Unknown","Office","8","No"
"SITE_1433","ROOM_44200","APPL_133955","Desktop","Other","Unknown","Unknown","Unknown","Unknown","No","Unknown","Yes","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Office","0","No"
"SITE_1433","ROOM_44200","APPL_148351","Laptop","HP",NA,"Unknown","Unknown","No","Yes","Yes","Yes","3","No","18","Estimated","Unknown","Yes","22","Measured or Known","Unknown","24","Measured or Known","No","No","2","0",NA,"Yes","No","Unknown","Office","0","No"
"SITE_1434","ROOM_185","APPL_90692","Laptop","HP",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","2","No","13","Measured or Known","LCD – LED","Yes","24","Measured or Known","LCD – LED",NA,NA,"Unknown","Yes","1","1","Unknown","Yes","No","Unknown","Bedroom","1","Unknown"
"SITE_1435","ROOM_37272","APPL_25769","Laptop","Dell",NA,"Unknown","INSPIRON 15-3521","No","Yes","Yes","Yes","1","No","15","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Office","0","No"
"SITE_1435","ROOM_37272","APPL_174017","Desktop","HP",NA,"Unknown","PAVILION A1410Y","No","No","Yes","Yes","1","Yes","16","Measured or Known","CRT/Tube",NA,NA,NA,NA,NA,NA,"Yes","No","1","3","Mouse,  keyboard,  speaker","No","No","Unknown","Office","0","No"
"SITE_1436","ROOM_14770","APPL_80242","Laptop","Microsoft",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","2","Yes","24","Measured or Known","LCD – LED","No","12","Measured or Known","Unknown",NA,NA,"No","No","0","2","Keyboard,  mouse","Unknown","Unknown","Unknown","Office","6","No"
"SITE_1437","ROOM_42244","APPL_25568","Laptop","Lenovo",NA,"Unknown","THINKPAD T14 GEN 1","No","No","Yes","Yes","3","Yes","28","Measured or Known","Unknown","Yes","30","Measured or Known","Unknown","13","Measured or Known","No","No","2","3","Mouse,  keyboard,  headset","Yes","No","Unknown","Office","10","Yes"
"SITE_1437","ROOM_18928","APPL_116844","Integrated","Lenovo",NA,"2019","F0DY","No","No","Yes","Yes","1","No","26","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","1","3","Mouse,  keyboard,  webcam","No","No","Unknown","Office","2","No"
"SITE_1437","ROOM_25825","APPL_133873","Desktop","Unknown",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","Yes","34","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","1","4","Mouse,  keyboard,  headset,  webcam","Yes","No","Unknown","Office","10","Yes"
"SITE_1438","ROOM_20552","APPL_78187","Laptop","HP",NA,"Unknown","17-BY2075CL","No","Yes","Yes","Yes","1","No","17","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","1","Mouse","Yes","No","Unknown","Office","2","Yes"
"SITE_1438","ROOM_27475","APPL_59599","Laptop","Acer",NA,"Unknown","ASPIRE 57322-4234","No","No","Yes","Yes","1","No","16","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"No","No","1","0",NA,"No","No","Unknown","Other","2","No"
"SITE_1438","ROOM_20552","APPL_52445","Laptop","HP",NA,"Unknown","ENVY","No","Yes","Yes","Yes","1","No","17","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","1","Mouse","Yes","No","Unknown","Office","2","Yes"
"SITE_1439","ROOM_2586","APPL_94778","Laptop","Samsung",NA,"Unknown","Unknown","Yes","Yes","Yes","Yes","1","No","14","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","1","Unknown","Unknown","Unknown","No","Unknown","Living Room","1","No"
"SITE_144","ROOM_16634","APPL_87103","Laptop","Microsoft",NA,"Unknown","Unknown","No","No","Yes","Yes","1","No","13","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"No","No","0","1","Unknown","Unknown","No","Unknown","Dining Room","0","No"
"SITE_144","ROOM_26036","APPL_13162","Desktop","HP",NA,"Unknown","P6-2100","No","No","Yes","Yes","1","Yes","12","Estimated","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","2","Mouse, keyboard","Yes","No","Unknown","Office","0","No"
"SITE_144","ROOM_26036","APPL_119064","Desktop","Corsair",NA,"Unknown","Unknown","No","Yes","Yes","Yes","2","Yes","27","Measured or Known","Unknown","Yes","22","Measured or Known","Unknown",NA,NA,"No","Unknown","0","3","Mouse,  keyboard,  speakers","Yes","No","Unknown","Office","12","Yes"
"SITE_144","ROOM_37127","APPL_20978","Desktop","HP",NA,"Unknown","Z230 WORKSTATION","No","Yes","Yes","Yes","2","Yes","27","Measured or Known","Unknown","Yes","22","Measured or Known","Unknown",NA,NA,"Yes","Yes","1","2","Mouse, keyboard","Yes","No","Unknown","Office","12","No"
"SITE_1440","ROOM_40744","APPL_50836","Desktop","HP",NA,"Unknown","P7-1254","No","Yes","No","Yes","1","Yes","26","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"Yes","No","2","0",NA,"No","No","Unknown","Bedroom","3","No"
"SITE_1440","ROOM_27585","APPL_128619","Desktop","Lenovo",NA,"Unknown","Unknown","No","No","No","Yes","1","Yes","27","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"Yes","No","Unknown","Garage","1","No"
"SITE_1440","ROOM_27585","APPL_33177","Desktop","HP",NA,"Unknown","Unknown","No","Yes","No","Yes","1","Yes","30","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"Yes","No","Unknown","Garage","5","No"
"SITE_1441","ROOM_9374","APPL_124441","Laptop","Acer",NA,"2017","N15Q9","No","Yes","Yes","Yes","1","Yes","15","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","1","Unknown","Unknown","No","No","Unknown","Kitchen","3","Yes"
"SITE_1442","ROOM_38506","APPL_169826","Laptop","HP",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","Unknown","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","2","0",NA,"No","No","Unknown","Bedroom","2","Yes"
"SITE_1443","ROOM_25962","APPL_141130","Desktop","Lenovo",NA,"2014","H500","Yes","No","Yes","Yes","1","Yes","20","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"Yes","No","0","3","Mouse,  keyboard,  speaker","Yes","No","Unknown","Family Room","0","No"
"SITE_1443","ROOM_3786","APPL_55234","Desktop","HP",NA,"Unknown","PAV 570-P054 DT PC US","No","Yes","Yes","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","4","Mouse,  keyboard,  webcam,  speakers","Yes","Yes","0.685","Kitchen","7","Yes"
"SITE_1443","ROOM_45128","APPL_83303","Laptop","HP",NA,"Unknown","15-F004WM","No","No","Yes","Yes","1","No","15","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"Yes","No","Unknown","Living Room","0","No"
"SITE_1444","ROOM_15578","APPL_122759","Laptop","HP",NA,"Unknown","15M-CPOOLDX","No","Yes","Yes","Yes","1","No","16","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","1","Keyboard","Yes","No","Unknown","Bedroom","8","Yes"
"SITE_1445","ROOM_42866","APPL_102838","Laptop","Microsoft",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","2","Yes","32","Measured or Known","Unknown","No","14","Measured or Known","Unknown",NA,NA,"Yes","Yes","1","2","Mouse,  keyboard","Yes","No","Unknown","Office","4","No"
"SITE_1447","ROOM_18524","APPL_136905","Desktop","Apple",NA,"Unknown","MAC MINI","Unknown","Yes","Yes","Yes","1","Yes","49","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","2","2","Mouse,  keyboard","Yes","No","Unknown","Living Room","10","Yes"
"SITE_1447","ROOM_8167","APPL_132395","Laptop","Toshiba",NA,"Unknown","C55-C5381","No","No","No","No","2","No","14","Measured or Known","Unknown","Yes","16","Measured or Known","LCD – LED",NA,NA,"Yes","Yes","1","2","Mouse,  keyboard","No","No","Unknown","Office","2","Yes"
"SITE_1447","ROOM_8122","APPL_125495","Laptop","Lenovo",NA,"2020","IDEAPAD FLEX 5 14ITL05","No","No","Yes","Yes","2","No","32","Measured or Known","LCD – LED","No","13","Measured or Known","LCD – LED",NA,NA,"No","No","1","0",NA,"Yes","No","Unknown","Bedroom","2","Yes"
"SITE_1449","ROOM_27761","APPL_157543","Laptop","Toshiba",NA,"Unknown","P75-A7200","No","Yes","Yes","Yes","1","Unknown","Unknown","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","1","1","External drive","No","No","Unknown","Kitchen","1","No"
"SITE_145","ROOM_22298","APPL_69514","Desktop","Dell",NA,"Unknown","Unknown","No","Yes","No","Yes","1","Yes","34","Measured or Known","OLED",NA,NA,NA,NA,NA,NA,"Yes","No","2","0",NA,"Yes","No","Unknown","Living Room","2","No"
"SITE_1451","ROOM_34337","APPL_117856","Laptop","Apple",NA,"2010","MACBOOK","No","Yes","Yes","Yes","1","No","16","Estimated","Unknown",NA,NA,NA,NA,NA,NA,"No","No","1","0",NA,"No","No","Unknown","Bedroom","4","Yes"
"SITE_1451","ROOM_17156","APPL_137392","Desktop","Dell",NA,"Unknown","OPTIPLEX 9020","Unknown","Yes","No","Yes","1","Yes","32","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","2","Mouse, keyboard","Yes","No","Unknown","Basement","8","Yes"
"SITE_1453","ROOM_37592","APPL_4299","Integrated","HP",NA,"Unknown","Unknown","No","No","No","Yes","1","No","20","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","0","0",NA,"No","No","Unknown","Bedroom","1","No"
"SITE_1453","ROOM_14205","APPL_54687","Laptop","HP",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","No","Unknown","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","2","0",NA,"No","No","Unknown","Bedroom","8","Yes"
"SITE_1454","ROOM_11631","APPL_97733","Laptop","Acer",NA,"Unknown","N15Q8","No","Yes","Yes","Yes","1","No","12.5","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Unknown","No","1","0",NA,"No","No","Unknown","Family Room","3","No"
"SITE_1454","ROOM_5543","APPL_14289","Desktop","HP",NA,"Unknown","ELITEDESK","Unknown","Yes","Yes","Yes","1","Yes","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","1","4","Mouse,  keyboard,  webcam,  speaker","Yes","No","Unknown","Office","3","Yes"
"SITE_1455","ROOM_6255","APPL_127155","Laptop","ASUS",NA,"Unknown","Q551L NOTEBOOK PC","No","No","Yes","Yes","1","No","15","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Bedroom","2","No"
"SITE_1455","ROOM_8944","APPL_148296","Laptop","Lenovo",NA,"Unknown","P1 THINKPAD","No","Yes","Yes","Yes","2","Yes","27","Measured or Known","LCD – LED","No","15","Measured or Known","Unknown",NA,NA,"No","No","0","4","Headphone,  speaker,  mouse,  keyboard","No","Yes","1.5","Bedroom","8","Yes"
"SITE_1455","ROOM_8944","APPL_151024","Desktop","Custom",NA,"Unknown","Unknown","No","No","Yes","Yes","2","Yes","34","Measured or Known","LCD – LED","Yes","34","Measured or Known","LCD – LED",NA,NA,"No","No","0","6","Mouse,  keyboard,  speaker,  headphone,  mic,  camera","No","Yes","1.5","Bedroom","2","No"
"SITE_1457","ROOM_25827","APPL_64444","Laptop","ASUS",NA,"Unknown","F513E","Unknown","Yes","Yes","Yes","1","No","16","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"No","No","Unknown","Dining Room","3","Yes"
"SITE_1457","ROOM_28954","APPL_25881","Desktop","Custom",NA,"Unknown","Unknown","No","Yes","No","Yes","2","Yes","27","Measured or Known","Unknown","Yes","24","Measured or Known","Unknown",NA,NA,"No","Yes","1","3","Mouse, keyboard, headset","Yes","No","Unknown","Living Room","15","Yes"
"SITE_1458","ROOM_32868","APPL_10289","Integrated","Apple",NA,"Unknown","IMAC","No","No","No","Yes","1","No","15","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","2","Mouse, keyboard","Yes","No","Unknown","Bedroom","0","No"
"SITE_1458","ROOM_2036","APPL_39935","Laptop","HP",NA,"Unknown","CRVSA-0211-75","Unknown","Yes","Yes","Yes","1","No","15","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","1","Mouse","Yes","No","Unknown","Other","0","No"
"SITE_1459","ROOM_2452","APPL_35181","Laptop","HP",NA,"Unknown","15M-CP0011DX","No","Yes","Yes","Yes","1","No","16","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Bedroom","0","No"
"SITE_1459","ROOM_37995","APPL_154948","Integrated","Apple",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","No","30","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Living Room","0","No"
"SITE_1459","ROOM_37995","APPL_875","Laptop","Apple",NA,"Unknown","A1278","Unknown","No","Yes","Yes","1","No","13","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Living Room","0","No"
"SITE_1461","ROOM_22162","APPL_174446","Desktop","Dell",NA,"Unknown","OPTIPLEX 30380","No","Yes","Yes","Yes","2","Yes","27","Measured or Known","Unknown","Yes","24","Measured or Known","Unknown",NA,NA,"No","No","1","2","Mouse, keyboard","No","Yes","0.45","Office","8","Yes"
"SITE_1461","ROOM_22162","APPL_117501","Laptop","Sony",NA,"Unknown","GYM-FW290","No","No","Yes","Yes","1","No","16","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","2","Mouse, keyboard","No","No","Unknown","Office","1","No"
"SITE_1461","ROOM_3563","APPL_24938","Desktop","Custom",NA,"Unknown","Unknown","No","No","No","No","2","Yes","27","Measured or Known","Unknown","Yes","27","Measured or Known","Unknown",NA,NA,"No","No","1","3","Mouse, keyboard, headset","No","No","Unknown","Bedroom","0","No"
"SITE_1461","ROOM_19","APPL_126998","Laptop","Lenovo",NA,"Unknown","Unknown","Unknown","No","Yes","Yes","1","No","20","Estimated","Unknown",NA,NA,NA,NA,NA,NA,"No","No","1","0",NA,"No","No","Unknown","Bedroom","3","No"
"SITE_1462","ROOM_15392","APPL_4078","Laptop","Lenovo",NA,"Unknown","IDEAPAD330","No","Yes","Yes","Yes","1","No","17","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","No","2","0",NA,"No","No","Unknown","Living Room","5","Yes"
"SITE_1463","ROOM_43981","APPL_22342","Integrated","HP",NA,"Unknown","23-F364","No","Yes","Yes","Yes","1","No","26","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","2","Mouse,  keyboard","Yes","No","Unknown","Office","2","Yes"
"SITE_1464","ROOM_38434","APPL_151795","Laptop","HP",NA,"Unknown","OMEN","Unknown","Yes","Yes","Yes","1","No","16","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"No","No","1","0",NA,"No","No","Unknown","Bedroom","4","No"
"SITE_1464","ROOM_38434","APPL_136962","Desktop","Custom",NA,"Unknown","Unknown","Unknown","Yes","No","Yes","2","Yes","24","Measured or Known","Unknown","Yes","24","Measured or Known","Unknown",NA,NA,"Yes","No","1","2","Mouse, keyboard","No","No","Unknown","Bedroom","4","No"
"SITE_1464","ROOM_15773","APPL_120384","Laptop","HP",NA,"Unknown","16-AY009DX","No","No","Yes","Yes","1","No","16","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"No","No","1","1","Mouse","No","No","Unknown","Bedroom","1","No"
"SITE_1465","ROOM_35468","APPL_109723","Desktop","ASUS",NA,"Unknown","VG778","No","Yes","Yes","Yes","1","Yes","28","Measured or Known","OLED",NA,NA,NA,NA,NA,NA,"Yes","No","1","2","Unknown","Yes","No","Unknown","Basement","2","No"
"SITE_1465","ROOM_35468","APPL_146781","Desktop","ASUS",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","Yes","28","Measured or Known","OLED",NA,NA,NA,NA,NA,NA,"Yes","Yes","1","1","Unknown","Yes","No","Unknown","Basement","3","No"
"SITE_1467","ROOM_12556","APPL_143046","Unknown","Dell",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Office","Unknown","Unknown"
"SITE_1467","ROOM_26418","APPL_7984","Desktop","Dell",NA,"Unknown","Unknown","Unknown","Yes","Unknown","Yes","2","Yes","21","Measured or Known","Unknown","Yes","21","Measured or Known","Unknown",NA,NA,"Yes","No","0","4","Keyboard,  mouse,  webcam,  speakers","No","No","Unknown","Basement","7","No"
"SITE_1468","ROOM_14465","APPL_8536","Integrated","HP",NA,"Unknown","PAVILION B&O","Unknown","Yes","No","Yes","1","No","27","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","2","Mouse, keyboard","Yes","No","Unknown","Office","2","Yes"
"SITE_1468","ROOM_14465","APPL_53938","Laptop","Samsung",NA,"Unknown","NP350E7C-AD1US","No","No","Unknown","Yes","1","No","16","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"No","No","Unknown","Office","1","Yes"
"SITE_1468","ROOM_14465","APPL_152802","Laptop","HP",NA,"Unknown","X16T-1200","Yes","No","Yes","Yes","1","No","14","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"Yes","No","1","0",NA,"No","No","Unknown","Office","1","Yes"
"SITE_1469","ROOM_3088","APPL_103360","Integrated","Apple",NA,"Unknown","MACBOOK","No","Yes","Yes","Yes","1","No","24","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","1","1","Speakers","Yes","No","Unknown","Bedroom","4","No"
"SITE_1469","ROOM_14080","APPL_15759","Integrated","Apple",NA,"Unknown","MACBOOK","No","No","Unknown","Unknown","1","No","17","Measured or Known","LCD – Fluorescent",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Bedroom","0","No"
"SITE_147","ROOM_28262","APPL_2370","Laptop","Apple",NA,"Unknown","A2179","Unknown","Unknown","Yes","Yes","1","No","11","Estimated","Unknown",NA,NA,NA,NA,NA,NA,"Unknown","No","1","0",NA,"No","Unknown","Unknown","Living Room","4","Unknown"
"SITE_147","ROOM_16718","APPL_70557","Laptop","Apple",NA,"Unknown","A2179","Unknown","Unknown","Yes","Yes","1","No","11","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","0","0",NA,"No","No","Unknown","Bedroom","4","No"
"SITE_1471","ROOM_37158","APPL_77108","Laptop","Acer",NA,"2016","N16C1","No","Yes","Yes","Yes","1","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"No","No","1","0",NA,"Yes","No","Unknown","Living Room","1","No"
"SITE_1471","ROOM_22072","APPL_96666","Desktop","Dell",NA,"Unknown","OPTIPLEX 7080","Unknown","Yes","Yes","Yes","2","Yes","21","Estimated","LCD – LED","Yes","20","Estimated","LCD – LED",NA,NA,"Unknown","Yes","1","2","Mouse,  keyboard","No","No","Unknown","Bedroom","6","No"
"SITE_1473","ROOM_8462","APPL_28628","Laptop","Apple",NA,"Unknown","MACBOOK PRO","No","Yes","Yes","Yes","1","No","14","Estimated","Unknown",NA,NA,NA,NA,NA,NA,"Yes","Yes","1","1","Mouse","Yes","No","Unknown","Office","2","Yes"
"SITE_1474","ROOM_10639","APPL_15411","Desktop","Dell",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","Yes","42","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Unknown","1","2","Mouse,  keyboard","No","No","Unknown","Living Room","6","No"
"SITE_1475","ROOM_42374","APPL_80567","Laptop","HP",NA,"Unknown","Unknown","Unknown","Yes","Yes","Yes","1","No","18","Measured or Known","Unknown",NA,NA,NA,NA,NA,NA,"No","No","1","0",NA,"No","No","Unknown","Bedroom","5","No"
"SITE_1475","ROOM_11366","APPL_50996","Laptop","HP",NA,"Unknown","15-CH011DX","No","No","Yes","Yes","1","No","16","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","1","1","Mouse","No","No","Unknown","Office","3","No"
"SITE_1475","ROOM_11366","APPL_52123","Laptop","Dell",NA,"Unknown","P57F","No","No","Yes","Yes","1","No","18","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","1","0",NA,"No","No","Unknown","Office","2","No"
"SITE_1476","ROOM_41381","APPL_115354","Desktop","Custom",NA,"Unknown","Unknown","No","Yes","Yes","Yes","1","Yes","26","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"Yes","Yes","1","2","Keyboard,  mouse","Yes","No","Unknown","Bedroom","4","No"
"SITE_1476","ROOM_24345","APPL_92459","Laptop","Lenovo",NA,"Unknown","330-15IGM","No","No","Yes","Yes","1","No","16","Measured or Known","LCD – LED",NA,NA,NA,NA,NA,NA,"No","No","0","2","Keyboard,  mouse","No","No","Unknown","Bedroom","2","No"
