"SiteID","Primary_Home","Move_In_Year","Business_Operated_Out_of_the_Home","Any_Occupants_Moved_In_within_Last_Year","Any_Occupant_Moved_Out_within_Last_Year","Planning_to_Move_Within_Six_Months","Qty_Occupants_Less_than_1_Year","Qty_Occupants_Between_1_and_5_Years","Qty_Occupants_Between_6_and_10_Years","Qty_Occupants_Between_11_and_18_Years","Qty_Occupants_Between_19_and_45_Years","Qty_Occupants_Between_46_and_64_Years","Qty_Occupants_65_Years_or_Older","Qty_Occupants_Work_Outside_the_Home","Qty_Occupants","Qty_Adults","Do_you_own_or_rent_your_home","Who_pays_the_electric_bill","Who_pays_the_gas_bill","Qty_Occupants_Moved_Out_Past_Year","Qty_Occupants_Moved_In_Past_Year","Home_Usage_Type","Household_Education_Level","Household_Education_Level_Other","Household_Income","Race_Ethnicity"
"SITE_3145","Primary","2022","No","No","No","No","0","0","0","0","0","2","0","1","2","2","Rent","Occupant","Unknown",NA,NA,NA,"High School graduate/GED",NA,"$25,000 to less than $34,999","White or Caucasian"
"SITE_3146","Primary","2016","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"High School graduate/GED",NA,"Less than $15,000 per year","White or Caucasian"
"SITE_3147","Primary","2021","No","No","No","Unknown","0","0","0","0","2","0","0","2","2","2","Rent","Occupant","Occupant",NA,NA,NA,"Some college, no degree",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_3148","Primary","2020","No","No","No","No","0","0","0","0","0","1","0","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$25,000 to less than $34,999","White or Caucasian"
"SITE_3149","Primary","2022","No","No","No","No","0","0","0","0","1","0","0","1","1","1","Rent","Occupant","Unknown",NA,NA,NA,"High School graduate/GED",NA,"Less than $15,000 per year","White or Caucasian"
"SITE_3150","Primary","Unknown","No","Yes","Unknown","No","1","0","0","0","2","0","0","0","3","2","Rent","Occupant","Unknown","0","3",NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$200,000 and over","Asian Indian"
"SITE_3151","Primary","2021","No","Yes","Yes","No","0","0","0","0","1","0","0","0","1","1","Rent","Occupant","Unknown","Unknown","Unknown",NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"Less than $15,000 per year","White or Caucasian"
"SITE_3152","Primary","Unknown","No","Yes","Unknown","Unknown","0","0","0","0","0","1","0","0","1","1","Rent","Landlord","Unknown","0","1",NA,"High School graduate/GED",NA,"Less than $15,000 per year","Vietnamese"
"SITE_3153","Primary","Unknown","No","Yes","Unknown","No","0","1","0","0","2","0","0","2","3","2","Rent","Occupant","Unknown","0","3",NA,"Unknown",NA,"Unknown","Unknown"
"SITE_3154","Primary","2016","No","No","No","No","0","0","0","0","0","1","0","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Unknown",NA,"Unknown","Unknown"
"SITE_3155","Primary","2022","No","No","No","No","0","1","0","1","2","0","0","3","4","2","Rent","Occupant","Unknown",NA,NA,NA,"High School graduate/GED",NA,"$50,000 to less than $74,999","White or Caucasian, Hispanic, Latino or Spanish"
"SITE_3156","Primary","2008","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Rent","Landlord","Unknown",NA,NA,NA,"Less than High School",NA,"$15,000 to less than $24,999","White or Caucasian"
"SITE_3157","Primary","2022","No","No","No","No","0","0","0","0","1","0","0","1","1","1","Rent","Occupant","Landlord",NA,NA,NA,"Refused",NA,"Refused","White or Caucasian"
"SITE_3158","Primary","2022","No","Yes","Unknown","Yes","0","0","0","0","0","1","0","1","1","1","Rent","Occupant","Unknown","0","1",NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_3159","Primary","2017","No","No","No","No","0","0","0","0","0","1","0","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"Less than $15,000 per year","White or Caucasian"
"SITE_3160","Primary","2021","No","No","No","Unknown","0","0","0","0","1","0","0","1","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_3161","Primary","2017","No","No","No","No","0","0","0","0","1","0","0","0","1","1","Rent","Occupant","Landlord",NA,NA,NA,"Refused",NA,"Refused","Other Asian"
"SITE_3162","Primary","2017","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Rent","Landlord","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"Less than $15,000 per year","White or Caucasian"
"SITE_3163","Primary","2021","No","No","No","No","0","0","0","0","2","0","0","2","2","2","Rent","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"$35,000 to less than $49,999","Hispanic, Latino or Spanish"
"SITE_3164","Primary","2021","No","No","No","No","0","0","0","0","1","1","1","0","3","3","Rent","Occupant","Occupant",NA,NA,NA,"High School graduate/GED",NA,"Less than $15,000 per year","White or Caucasian"
"SITE_3165","Primary","2018","No","No","No","Yes","0","1","2","1","1","0","0","0","5","1","Rent","Occupant","Occupant",NA,NA,NA,"Some college, no degree",NA,"Less than $15,000 per year","Other Asian"
"SITE_3166","Primary","2013","No","No","No","No","0","0","0","0","2","0","0","1","2","2","Rent","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_3167","Primary","2019","No","No","No","Unknown","0","0","0","0","2","0","0","2","2","2","Rent","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"$50,000 to less than $74,999","Black or African American"
"SITE_3168","Primary","Unknown","No","Yes","Unknown","No","0","0","0","0","5","0","0","5","5","5","Rent","Occupant","Unknown","0","5",NA,"High School graduate/GED",NA,"Don’t know","White or Caucasian"
"SITE_3169","Primary","2021","No","No","No","No","0","0","0","2","0","1","0","0","3","1","Rent","Landlord","Unknown",NA,NA,NA,"High School graduate/GED",NA,"$15,000 to less than $24,999","Black or African American"
"SITE_3170","Primary","2016","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_3171","Primary","2021","No","No","No","No","0","0","0","0","1","0","0","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Unknown",NA,"Unknown","Unknown"
"SITE_3172","Primary","2022","No","Yes","Unknown","Yes","0","0","0","0","1","0","0","1","1","1","Rent","Occupant","Unknown","0","1",NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$200,000 and over","Asian Indian"
"SITE_3173","Primary","2009","No","No","No","No","0","0","0","0","0","1","0","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$15,000 to less than $24,999","White or Caucasian"
"SITE_3174","Primary","2020","No","No","No","Yes","0","0","0","0","0","0","1","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Unknown",NA,"Unknown","Unknown"
"SITE_3175","Primary","2008","No","No","No","No","0","0","0","0","0","1","0","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Less than High School",NA,"Less than $15,000 per year","Black or African American"
"SITE_3176","Primary","2021","No","No","Yes","No","0","0","0","0","1","0","0","1","1","1","Rent","Occupant","Unknown","1",NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_3177","Primary","2018","No","No","No","No","0","0","0","0","1","0","0","1","1","1","Rent","Landlord","Landlord",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_3178","Primary","2016","No","No","No","No","0","0","0","0","0","1","0","1","1","1","Rent","Occupant","Occupant",NA,NA,NA,"Professional Degree (e.g., MD, DDS, DVM, LLB, JD)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_3179","Primary","2016","No","No","No","No","0","0","1","1","0","2","0","2","4","2","Rent","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_3180","Primary","2021","No","No","No","No","0","0","0","0","1","1","0","0","2","2","Rent","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"$25,000 to less than $34,999","Hispanic, Latino or Spanish"
"SITE_3181","Primary","Unknown","No","No","No","No","0","0","0","0","0","1","0","1","1","1","Rent","Occupant","Landlord",NA,NA,NA,"Some college, no degree",NA,"$50,000 to less than $74,999","Black or African American, White or Caucasian"
"SITE_3182","Primary","2011","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Rent","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"Don’t know","Black or African American"
"SITE_3183","Primary","2022","No","No","No","No","0","1","0","0","2","0","0","1","3","2","Rent","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$75,000 to less than $99,999","Asian Indian"
"SITE_3184","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","0","0","0","0","0","0","0","0","1","0","Unknown","Unknown","Unknown",NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown"
"SITE_3186","Primary","2018","No","No","No","No","0","0","0","0","0","1","0","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"$15,000 to less than $24,999","White or Caucasian"
"SITE_3187","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","0","0","0","0","0","0","0","0","1","0","Unknown","Unknown","Unknown",NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown"
"SITE_3188","Primary","2021","No","Yes","No","No","0","0","2","0","1","0","0","1","3","1","Rent","Occupant","Unknown",NA,"3",NA,"High School graduate/GED",NA,"$35,000 to less than $49,999","Hispanic, Latino or Spanish"
"SITE_3189","Primary","2021","No","No","No","No","0","0","0","2","1","1","0","1","4","2","Rent","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$25,000 to less than $34,999","White or Caucasian, Other Asian"
"SITE_3190","Primary","Unknown","No","Yes","Unknown","No","0","1","1","0","1","0","0","1","3","1","Rent","Occupant","Occupant","0","3",NA,"Unknown",NA,"Unknown","Unknown"
"SITE_3191","Primary","2021","No","Yes","Unknown","No","0","0","0","0","2","0","0","1","2","2","Rent","Landlord","Landlord","0","2",NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$50,000 to less than $74,999","White or Caucasian, Hispanic, Latino or Spanish, Native American or Alaska Native"
"SITE_3192","Primary","2019","No","No","No","No","0","0","0","0","1","0","0","1","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Associate’s Degree, academic (e.g., AS, AA)",NA,"$35,000 to less than $49,999","Hispanic, Latino or Spanish, White or Caucasian"
"SITE_3193","Unknown","2019","Unknown","Unknown","Unknown","Unknown","0","0","0","0","1","0","0","1","1","1","Rent","Occupant","Unknown","0","0","Unknown","Unknown",NA,"Unknown","Unknown"
"SITE_3194","Primary","2021","No","Yes","Unknown","Unknown","0","1","0","0","2","0","0","2","3","2","Rent","Occupant","Unknown",NA,"3",NA,"Some college, no degree",NA,"Don’t know","Black or African American"
"SITE_3195","Primary","2006","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Landlord",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"Refused","White or Caucasian"
"SITE_3196","Primary","2021","No","No","No","No","0","0","0","0","1","0","0","1","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_3197","Primary","2009","No","No","No","No","0","0","0","0","0","0","1","1","1","1","Rent","Landlord","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"Less than $15,000 per year","White or Caucasian"
"SITE_3198","Primary","2021","No","Yes","Yes","No","0","0","0","0","2","0","0","2","2","2","Rent","Occupant","Occupant","1","1",NA,"Some college, no degree",NA,"Don’t know","White or Caucasian"
"SITE_3199","Primary","2022","No","Yes","Unknown","No","0","0","0","0","2","0","0","1","2","2","Rent","Occupant","Unknown","0","2",NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$75,000 to less than $99,999","Hispanic, Latino or Spanish"
"SITE_3200","Unknown","2021","Unknown","No","No","Unknown","0","2","0","0","1","0","0","1","3","1","Rent","Occupant","Unknown",NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown"
"SITE_3201","Primary","2016","Yes","No","No","No","0","0","1","0","2","0","0","1","3","2","Rent","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$75,000 to less than $99,999","White or Caucasian, Black or African American"
"SITE_3202","Primary","2022","No","No","No","No","0","2","1","0","2","0","0","0","5","2","Rent","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$50,000 to less than $74,999","White or Caucasian, Native Hawaiian or Other Pacific Islander"
"SITE_3203","Primary","2019","No","No","No","Unknown","0","0","0","0","1","0","0","0","1","1","Rent","Landlord","Unknown",NA,NA,NA,"Refused",NA,"Less than $15,000 per year","White or Caucasian"
"SITE_3204","Primary","2019","No","Yes","No","Yes","0","0","0","0","2","0","0","1","2","2","Rent","Occupant","Occupant",NA,"1",NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_3205","Primary","2019","No","No","Yes","No","0","0","0","0","1","0","0","0","1","1","Rent","Occupant","Unknown","1",NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_3207","Unknown","2020","Yes","Unknown","Unknown","Unknown","0","0","0","0","1","1","0","2","2","2","Rent","Occupant","Unknown","0","0","Unknown","Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$150,000 to less than $199,999","White or Caucasian"
"SITE_3208","Primary","2019","No","No","No","No","0","0","0","0","1","0","0","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_3209","Primary","2014","No","No","No","No","0","0","0","1","2","0","0","0","3","2","Rent","Occupant","Unknown",NA,NA,NA,"Unknown",NA,"Don’t know","Unknown"
"SITE_3210","Primary","2008","No","Yes","Yes","No","0","0","0","0","0","0","1","1","1","1","Rent","Occupant","Occupant","1","1",NA,"Some college, no degree",NA,"$15,000 to less than $24,999","White or Caucasian"
"SITE_3211","Primary","2020","No","No","No","Yes","0","0","0","0","2","0","0","0","2","2","Rent","Occupant","Unknown",NA,NA,NA,"High School graduate/GED",NA,"$15,000 to less than $24,999","White or Caucasian"
"SITE_3212","Primary","2022","No","Yes","Yes","No","0","0","0","0","1","0","0","1","1","1","Rent","Occupant","Unknown","Unknown","1",NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$200,000 and over","Other Asian"
"SITE_3213","Primary","2010","No","No","No","No","0","0","0","2","1","0","0","0","3","1","Rent","Occupant","Unknown",NA,NA,NA,"High School graduate/GED",NA,"Less than $15,000 per year","White or Caucasian"
"SITE_3214","Primary","2018","No","Yes","Yes","No","0","0","0","0","0","1","0","0","1","1","Rent","Occupant","Occupant","1","1",NA,"Some college, no degree",NA,"Less than $15,000 per year","White or Caucasian"
"SITE_3215","Primary","2020","No","No","No","Unknown","0","0","0","0","1","0","0","1","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_3216","Primary","2019","No","No","No","No","0","0","0","0","1","1","0","2","2","2","Rent","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$50,000 to less than $74,999","Native American or Alaska Native, White or Caucasian"
"SITE_3217","Primary","2021","No","Unknown","Unknown","No","0","0","0","0","0","0","2","1","2","2","Rent","Occupant","Unknown",NA,NA,NA,"Associate’s Degree, academic (e.g., AS, AA)",NA,"$50,000 to less than $74,999","White or Caucasian, Black or African American"
"SITE_3218","Primary","2017","No","No","Yes","No","0","0","0","0","0","0","1","1","1","1","Rent","Occupant","Unknown","1",NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$25,000 to less than $34,999","White or Caucasian"
"SITE_3219","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","0","0","0","0","0","0","0","0","1","0","Unknown","Occupant","Unknown",NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown"
"SITE_3220","Primary","2013","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"High School graduate/GED",NA,"Less than $15,000 per year","Vietnamese"
"SITE_3221","Primary","2022","No","Yes","No","No","0","0","0","0","0","1","0","0","1","1","Rent","Occupant","Unknown",NA,"1",NA,"Associate’s Degree, academic (e.g., AS, AA)",NA,"Less than $15,000 per year","White or Caucasian"
"SITE_3222","Primary","2017","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Rent","Landlord","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"Less than $15,000 per year","Chinese"
"SITE_3223","Primary","2019","No","No","No","No","0","0","0","0","0","1","0","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_3224","Primary","1998","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Rent","Landlord","Unknown",NA,NA,NA,"Associate’s Degree, academic (e.g., AS, AA)",NA,"Less than $15,000 per year","White or Caucasian"
"SITE_3225","Primary","2004","No","No","No","Yes","0","0","0","0","2","0","0","2","2","2","Rent","Occupant","Unknown",NA,NA,NA,"Refused",NA,"Refused","White or Caucasian"
"SITE_3226","Primary","2015","No","No","No","No","0","0","0","0","0","1","0","0","1","1","Rent","Occupant","Occupant",NA,NA,NA,"Some college, no degree",NA,"Don’t know","White or Caucasian"
"SITE_3227","Primary","2022","No","No","No","Yes","0","0","0","0","1","0","0","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"High School graduate/GED",NA,"Less than $15,000 per year","Black or African American"
"SITE_3228","Primary","2019","No","No","No","No","0","0","0","0","3","0","0","3","3","3","Rent","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$150,000 to less than $199,999","White or Caucasian"
"SITE_3229","Primary","2021","No","No","No","Yes","0","0","0","0","2","0","0","1","2","2","Rent","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$25,000 to less than $34,999","White or Caucasian"
"SITE_3230","Primary","2022","No","No","No","Unknown","0","0","0","0","0","1","0","0","1","1","Rent","Landlord","Unknown",NA,NA,NA,"Some college, no degree",NA,"Less than $15,000 per year","White or Caucasian"
"SITE_3231","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","0","0","0","0","0","0","0","0","1","0","Rent","Unknown","Unknown","0","0","Unknown","Unknown",NA,"Unknown","Unknown"
"SITE_3232","Primary","2005","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Rent","Occupant","Landlord",NA,NA,NA,"Some college, no degree",NA,"$25,000 to less than $34,999","Black or African American"
"SITE_3233","Primary","2022","No","No","No","No","0","0","0","0","0","0","1","1","1","1","Rent","Landlord","Unknown",NA,NA,NA,"Some college, no degree",NA,"Less than $15,000 per year","White or Caucasian"
