"SiteID","Primary_Home","Move_In_Year","Business_Operated_Out_of_the_Home","Any_Occupants_Moved_In_within_Last_Year","Any_Occupant_Moved_Out_within_Last_Year","Planning_to_Move_Within_Six_Months","Qty_Occupants_Less_than_1_Year","Qty_Occupants_Between_1_and_5_Years","Qty_Occupants_Between_6_and_10_Years","Qty_Occupants_Between_11_and_18_Years","Qty_Occupants_Between_19_and_45_Years","Qty_Occupants_Between_46_and_64_Years","Qty_Occupants_65_Years_or_Older","Qty_Occupants_Work_Outside_the_Home","Qty_Occupants","Qty_Adults","Do_you_own_or_rent_your_home","Who_pays_the_electric_bill","Who_pays_the_gas_bill","Qty_Occupants_Moved_Out_Past_Year","Qty_Occupants_Moved_In_Past_Year","Home_Usage_Type","Household_Education_Level","Household_Education_Level_Other","Household_Income","Race_Ethnicity"
"SITE_1517","Primary","2003","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$15,000 to less than $24,999","White or Caucasian"
"SITE_1518","Primary","2021","No","No","No","No","0","0","0","0","2","0","0","2","2","2","Own","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1519","Primary","2006","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"High School graduate/GED",NA,"Refused","White or Caucasian"
"SITE_152","Primary","1995","No","No","No","No","0","0","0","0","0","2","0","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"Unknown","White or Caucasian"
"SITE_1520","Primary","1977","No","Yes","Yes","No","0","0","0","0","0","1","2","1","3","3","Own","Occupant","Unknown","1","1",NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_1521","Primary","2000","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_1522","Primary","2021","No","Yes","No","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Unknown",NA,"1",NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$25,000 to less than $34,999","White or Caucasian"
"SITE_1523","Primary","2008","No","No","No","No","0","0","0","0","0","2","0","0","2","2","Rent","Occupant","Unknown",NA,NA,NA,"Refused",NA,"Don’t know","Native American or Alaska Native, Black or African American"
"SITE_1524","Primary","2021","No","No","No","No","0","2","0","0","2","0","0","1","4","2","Own","Occupant","Unknown",NA,NA,NA,"High School graduate/GED",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_1525","Primary","2002","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1526","Primary","2021","No","No","No","No","0","1","1","0","2","0","0","1","4","2","Own","Occupant","Unknown",NA,NA,NA,"High School graduate/GED",NA,"$25,000 to less than $34,999","White or Caucasian"
"SITE_1527","Primary","2021","No","No","No","No","0","0","0","0","1","2","0","2","3","3","Own","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$150,000 to less than $199,999","White or Caucasian"
"SITE_1528","Primary","1992","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"Less than $15,000 per year","White or Caucasian"
"SITE_1529","Primary","2021","No","No","No","No","0","0","0","0","0","2","0","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$150,000 to less than $199,999","White or Caucasian"
"SITE_153","Primary","2019","No","No","No","No","0","0","0","1","0","2","0","0","3","2","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$200,000 and over","White or Caucasian"
"SITE_1530","Primary","2021","No","No","No","No","0","2","0","0","2","0","0","2","4","2","Own","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1531","Primary","2020","No","No","No","No","0","0","0","0","2","0","0","2","2","2","Own","Occupant","Unknown",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$15,000 to less than $24,999","White or Caucasian"
"SITE_1532","Primary","1986","No","Yes","Yes","No","0","0","0","0","0","0","2","1","2","2","Own","Occupant","Unknown","2","2",NA,"Refused",NA,"Refused","White or Caucasian"
"SITE_1533","Primary","2012","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Rent","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"$35,000 to less than $49,999","Black or African American"
"SITE_1534","Primary","2010","No","No","No","No","0","0","0","0","2","0","0","1","2","2","Own","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1535","Primary","2007","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"Less than $15,000 per year","White or Caucasian"
"SITE_1536","Primary","2020","No","No","No","No","0","0","0","0","1","1","0","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Doctorate Degree (e.g., PhD, EdD)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1537","Primary","1973","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Doctorate Degree (e.g., PhD, EdD)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1538","Primary","2010","No","No","No","No","0","0","0","2","0","2","0","1","4","2","Own","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"Refused","White or Caucasian"
"SITE_1539","Primary","2020","No","No","No","No","0","0","1","1","2","0","0","3","4","2","Own","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_154","Primary","2018","No","No","No","No","0","0","0","4","0","2","0","0","6","2","Own","Occupant","Occupant",NA,NA,NA,"Professional Degree (e.g., MD, DDS, DVM, LLB, JD)",NA,"$200,000 and over","White or Caucasian"
"SITE_1540","Primary","2014","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Unknown",NA,NA,NA,"High School graduate/GED",NA,"Less than $15,000 per year","White or Caucasian"
"SITE_1541","Primary","2005","No","Yes","Yes","No","0","0","0","0","1","0","1","1","2","2","Own","Occupant","Unknown","1","1",NA,"Less than High School",NA,"Less than $15,000 per year","White or Caucasian"
"SITE_1542","Primary","1974","No","No","No","No","0","0","0","0","1","0","2","1","3","3","Own","Occupant","Occupant",NA,NA,NA,"Refused",NA,"Refused","White or Caucasian"
"SITE_1543","Primary","1982","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Doctorate Degree (e.g., PhD, EdD)",NA,"$150,000 to less than $199,999","White or Caucasian"
"SITE_1544","Primary","2008","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1545","Primary","2021","Other","Yes","No","No","0","0","0","2","2","0","0","2","4","2","Own","Occupant","Unknown",NA,"1",NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1546","Primary","1995","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_1547","Primary","2019","No","Yes","Yes","No","0","0","0","0","2","0","0","2","2","2","Own","Occupant","Unknown","1","1",NA,"Doctorate Degree (e.g., PhD, EdD)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1548","Primary","2018","No","Yes","Yes","No","0","0","0","0","0","2","0","1","2","2","Own","Occupant","Unknown","1","1",NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"Refused","White or Caucasian"
"SITE_1549","Primary","1991","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_155","Primary","2006","No","No","No","No","0","0","0","0","0","2","0","2","2","2","Own","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$150,000 to less than $199,999","White or Caucasian"
"SITE_1550","Primary","1982","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Some college, no degree",NA,"$15,000 to less than $24,999","White or Caucasian"
"SITE_1551","Primary","2012","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1552","Primary","2002","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"High School graduate/GED",NA,"$25,000 to less than $34,999","White or Caucasian"
"SITE_1553","Primary","2019","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1554","Primary","2017","No","No","No","No","0","0","0","0","0","2","0","1","2","2","Own","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$150,000 to less than $199,999","Hispanic, Latino or Spanish"
"SITE_1555","Primary","1976","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Professional Degree (e.g., MD, DDS, DVM, LLB, JD)",NA,"$200,000 and over","Japanese"
"SITE_1556","Primary","2014","No","Yes","No","No","0","0","0","1","1","0","1","0","3","2","Own","Occupant","Unknown",NA,"2",NA,"Some college, no degree",NA,"$15,000 to less than $24,999","White or Caucasian"
"SITE_1557","Primary","2012","No","No","No","No","0","1","2","0","1","0","0","1","4","1","Own","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_1558","Primary","1980","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1559","Primary","2005","No","No","No","No","0","0","0","0","0","2","0","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Refused",NA,"Refused","White or Caucasian, Native American or Alaska Native"
"SITE_156","Primary","2014","No","No","No","No","0","0","0","0","0","2","0","0","2","2","Rent","Occupant","Occupant",NA,NA,NA,"High School graduate/GED",NA,"Less than $15,000 per year","White or Caucasian"
"SITE_1560","Primary","2019","No","No","No","No","1","3","2","0","2","0","0","1","8","2","Own","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1561","Primary","1989","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"High School graduate/GED",NA,"Less than $15,000 per year","White or Caucasian"
"SITE_1562","Primary","2018","No","No","Yes","No","0","0","0","0","1","2","0","1","3","3","Own","Occupant","Unknown","1",NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$150,000 to less than $199,999","White or Caucasian"
"SITE_1563","Secondary","2001","No","No","No","No","0","0","0","0","0","2","0","2","2","2","Own","Occupant","Unknown",NA,NA,"Other","Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$200,000 and over","White or Caucasian"
"SITE_1564","Primary","2007","No","No","No","No","0","0","0","0","0","2","0","2","2","2","Own","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"$75,000 to less than $99,999","Some other race, ethnicity or origin"
"SITE_1565","Primary","1997","No","No","No","No","0","0","0","0","1","1","0","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$200,000 and over","White or Caucasian"
"SITE_1566","Primary","2016","No","No","No","No","0","0","0","0","0","1","0","1","1","1","Own","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$25,000 to less than $34,999","White or Caucasian"
"SITE_1567","Primary","Unknown","No","No","No","No","0","0","0","0","0","0","2","1","2","2","Rent","Occupant","Unknown",NA,NA,NA,"Refused",NA,"Don’t know","White or Caucasian"
"SITE_1568","Primary","2004","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Some college, no degree",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_157","Primary","2020","No","Yes","No","No","1","1","0","0","2","0","0","1","4","2","Rent","Occupant","Occupant",NA,"1",NA,"High School graduate/GED",NA,"$50,000 to less than $74,999","White or Caucasian, Hispanic, Latino or Spanish, Filipino"
"SITE_1571","Primary","1999","No","No","No","No","0","0","0","0","0","2","0","2","2","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1572","Primary","2021","No","No","No","No","0","0","0","0","0","1","1","1","2","2","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$25,000 to less than $34,999","White or Caucasian"
"SITE_1573","Primary","2019","No","Yes","Yes","No","0","0","0","0","2","1","0","3","3","3","Own","Occupant","Occupant","1","1",NA,"Professional Degree (e.g., MD, DDS, DVM, LLB, JD)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1574","Primary","2016","No","No","No","Unknown","0","0","1","1","0","2","0","2","4","2","Own","Occupant","Occupant",NA,NA,NA,"Doctorate Degree (e.g., PhD, EdD)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_1575","Primary","2009","No","No","No","No","0","0","0","0","0","1","1","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Some college, no degree",NA,"Don’t know","White or Caucasian"
"SITE_1576","Primary","2007","No","No","No","No","0","0","0","1","4","0","0","0","5","4","Rent","Occupant","Occupant",NA,NA,NA,"Less than High School",NA,"$25,000 to less than $34,999","White or Caucasian"
"SITE_1577","Primary","1978","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$25,000 to less than $34,999","White or Caucasian"
"SITE_1578","Primary","1995","No","No","No","No","0","0","0","1","0","2","0","1","3","2","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$150,000 to less than $199,999","White or Caucasian"
"SITE_1579","Primary","2016","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_158","Primary","2010","No","No","No","No","0","0","0","1","1","2","0","0","4","3","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$200,000 and over","White or Caucasian, Vietnamese"
"SITE_1580","Primary","2018","Yes","No","Yes","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Occupant","1",NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$25,000 to less than $34,999","White or Caucasian"
"SITE_1581","Primary","2009","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1582","Primary","2014","No","No","No","No","0","0","0","0","2","0","0","2","2","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1583","Primary","2018","No","No","No","No","0","1","0","0","2","0","0","0","3","2","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$150,000 to less than $199,999","Middle Eastern or North African"
"SITE_1584","Primary","1980","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1585","Primary","2003","No","No","No","No","0","0","0","0","0","1","0","0","1","1","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"Less than $15,000 per year","White or Caucasian"
"SITE_1586","Primary","2001","No","No","No","No","0","0","0","0","0","1","0","0","1","1","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$25,000 to less than $34,999","White or Caucasian"
"SITE_1587","Primary","1992","No","No","No","No","0","0","0","0","0","1","0","1","1","1","Own","Occupant","Occupant",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$25,000 to less than $34,999","White or Caucasian"
"SITE_1588","Primary","2010","No","No","Yes","No","0","0","0","1","0","3","0","1","4","3","Own","Occupant","Occupant","1",NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"Don’t know","White or Caucasian"
"SITE_1589","Primary","2000","No","No","No","No","0","1","0","1","2","0","1","0","5","3","Own","Occupant","Occupant",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_159","Primary","2017","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Some college, no degree",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1590","Primary","2021","No","No","No","No","0","2","0","0","1","1","0","0","4","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1592","Primary","2011","No","No","No","No","0","0","0","0","1","1","0","2","2","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$200,000 and over","White or Caucasian, Hispanic, Latino or Spanish"
"SITE_1593","Primary","2017","No","No","No","No","0","0","0","0","0","0","2","1","2","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$25,000 to less than $34,999","White or Caucasian"
"SITE_1594","Primary","2020","No","No","No","No","0","0","0","0","0","1","1","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1595","Primary","1968","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1596","Primary","2018","No","No","No","Yes","0","0","0","0","0","0","2","1","2","2","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$50,000 to less than $74,999","Other Asian"
"SITE_1597","Primary","2017","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_1598","Primary","2015","No","No","No","No","0","0","0","1","0","2","0","2","3","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1599","Primary","2003","No","No","No","No","0","0","1","1","2","0","0","2","4","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_16","Primary","1973","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Unknown",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_160","Primary","1981","No","No","Yes","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant","1",NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1600","Primary","2019","No","No","No","No","0","0","0","0","0","2","0","2","2","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$200,000 and over","White or Caucasian"
"SITE_1601","Primary","2018","No","No","No","No","0","1","1","0","1","1","0","1","4","2","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1602","Primary","2019","No","No","No","No","0","0","0","0","2","0","0","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1603","Primary","2005","No","No","No","Yes","0","0","0","0","1","1","0","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Some college, no degree",NA,"$50,000 to less than $74,999","Hispanic, Latino or Spanish"
"SITE_1604","Primary","2000","No","No","No","No","0","0","0","0","0","1","0","1","1","1","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1605","Primary","2010","No","No","No","No","0","0","0","0","0","1","1","2","2","2","Own","Occupant","Occupant",NA,NA,NA,"Associate’s Degree, academic (e.g., AS, AA)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1606","Primary","2016","No","No","No","No","0","0","0","0","0","2","0","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"High School graduate/GED",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1607","Primary","2007","No","No","No","No","0","0","0","2","2","0","0","1","4","2","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1608","Primary","2009","No","No","No","No","0","0","0","2","0","1","0","0","3","1","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1609","Primary","2013","No","No","Yes","No","0","0","0","0","0","1","1","1","2","2","Own","Occupant","Occupant","1",NA,NA,"Professional Degree (e.g., MD, DDS, DVM, LLB, JD)",NA,"$150,000 to less than $199,999","Native American or Alaska Native, White or Caucasian"
"SITE_161","Primary","2005","No","No","Yes","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Occupant","1",NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_1610","Primary","2007","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1611","Primary","2017","No","No","Yes","No","0","0","1","2","2","0","0","1","5","2","Own","Occupant","Occupant","1",NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1612","Primary","2019","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$35,000 to less than $49,999","White or Caucasian, Hispanic, Latino or Spanish"
"SITE_1613","Primary","1977","No","No","No","No","0","0","0","0","1","0","2","1","3","3","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1614","Primary","2005","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Associate’s Degree, academic (e.g., AS, AA)",NA,"$25,000 to less than $34,999","White or Caucasian"
"SITE_1615","Primary","2019","No","No","No","No","0","0","1","1","2","0","0","2","4","2","Own","Occupant","Occupant",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$150,000 to less than $199,999","White or Caucasian"
"SITE_1616","Primary","1987","No","No","No","No","0","0","0","0","0","1","1","1","2","2","Own","Occupant","Occupant",NA,NA,NA,"Some college, no degree",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1617","Secondary","2018","No","Yes","Yes","No","0","0","0","0","0","1","1","1","2","2","Own","Occupant","Occupant","1","1","Second home where I live PART of the time","Bachelor’s degree (e.g., BA, BS)",NA,"$150,000 to less than $199,999","White or Caucasian, Hispanic, Latino or Spanish"
"SITE_1618","Primary","2001","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1619","Primary","1996","No","No","No","No","0","0","0","0","0","0","1","0","1","1","Own","Occupant","Occupant",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_162","Primary","2018","No","No","No","No","0","2","0","0","2","0","0","1","4","2","Own","Occupant","Unknown",NA,NA,NA,"Master’s (e.g., MA, MS, MEng, MEd, MSW, MBA)",NA,"$150,000 to less than $199,999","White or Caucasian"
"SITE_1620","Primary","2002","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Associate’s Degree, academic (e.g., AS, AA)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1621","Primary","2002","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$75,000 to less than $99,999","White or Caucasian"
"SITE_1622","Primary","2005","No","No","No","No","0","0","0","0","1","0","1","0","3","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$35,000 to less than $49,999","White or Caucasian"
"SITE_1623","Primary","2006","No","No","No","No","0","0","0","0","1","0","1","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Associate’s Degree, occupational (e.g., AAS, AAA)",NA,"$50,000 to less than $74,999","White or Caucasian"
"SITE_1624","Primary","2016","No","No","No","No","0","2","2","2","2","0","0","1","8","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1625","Primary","2008","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Rent","Occupant","Occupant",NA,NA,NA,"Doctorate Degree (e.g., PhD, EdD)",NA,"$200,000 and over","White or Caucasian"
"SITE_1627","Primary","2020","No","No","No","No","0","0","0","0","0","0","2","0","2","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$100,000 to less than $149,999","White or Caucasian"
"SITE_1628","Primary","2017","No","No","No","No","0","1","0","0","2","0","0","2","3","2","Own","Occupant","Occupant",NA,NA,NA,"Bachelor’s degree (e.g., BA, BS)",NA,"$100,000 to less than $149,999","White or Caucasian"
