"SiteID","Wall_Type","Wall_Sub_Type","Wall_Area","Wall_Area_is_Estimated","Wall_Framing_Spacing","Wall_Framing_Spacing_Other","Wall_Framing_Size","Wall_Framing_Material","Wall_Thickness","Furred_Wall","Furred_Wall_Insulated","Furred_Wall_Insulation_Type","Furred_Wall_Insulation_Thickness","Furred_Wall_Insulation_Condition","Furred_Wall_Insulation_Source","Furred_Wall_Insulation_Source_Other","Wall_Cavity_Insulated","Wall_Cavity_Insulation_Type","Wall_Cavity_Depth","Wall_Cavity_Insulation_Thickness","Wall_Cavity_Insulation_Condition","Wall_Cavity_Insulation_Source","Wall_Cavity_Source_Other","Wall_Exterior_Insulated","Wall_Exterior_Insulation_Type","Wall_Exterior_Insulation_Thickness","Wall_Exterior_Insulation_Condition","Basement_Wall_Area_Sq_Ft_Is_Estimated","Basement_Walls_-_Depth_Below_Grade","Wall_Exterior_Insulation_Source","Wall_Exterior_Insulation_Source_Other","Basement_Walls_-_Height_Above_Grade","Basement_Walls_-_Percent_Below_Grade","Wall_Insulation_R-Value","Wall_Insulation_U-Value","Basement_Walls_-_Additional_U-Value_from_Soil","Wall_U-Value_for_Heat_Loss_without_Soil","Wall_U-Value_for_Heat_Loss_including_Soil","Wall_U-Value_for_Heat_Loss","Wall_Heat_Loss_Rate_UA"
"SITE_1181","Framed",NA,"3240","Estimated","Other","12 inches","2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"4","1","Other","Inspection report","Yes","Closed-cell spray foam","2","1",NA,NA,NA,NA,NA,NA,"25.1418181818182","0.0397743708417703",NA,NA,"Unknown","0.0388283212290992","125.803760782281"
"SITE_1181","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes","Closed-cell spray foam",NA,NA,"1","Visual inspection",NA,"No",NA,NA,NA,"Estimated","8",NA,NA,"0","1","0",NA,"0.19","0.709219858156028","0.19","0.709219858156028","Unknown"
"SITE_1182","Framed",NA,"2145","Measured or Known","24 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Blown mineral wool",NA,"3.5","0.75","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.0905","0.0991031167930231",NA,NA,"Unknown","0.149875753058537","321.483490310562"
"SITE_1183","Framed",NA,"1330","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.114057259367733","151.696154959085"
"SITE_1184","Framed",NA,"1278","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.0944098416687363","120.655777652645"
"SITE_1185","Masonry (Basement)","Concrete Block","Unknown","Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Measured or Known","4.3",NA,NA,"0","1","0",NA,"0.28","0.332225913621262","0.28","0.332225913621262","Unknown"
"SITE_1185","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"Yes","No",NA,NA,"0.9",NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Measured or Known","5.9",NA,NA,"1.7","0.776315789473684","0",NA,"0.19","0.320177066768749","0.219118554408799","0.320177066768749","Unknown"
"SITE_1185","Framed",NA,"816","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"3.5","1","IR Camera",NA,"Yes","Foil-faced polyisocyanurate foam board","0.5","1",NA,NA,"Visual inspection",NA,NA,NA,"15.035","0.066511473229132",NA,NA,"Unknown","0.0665763562028764","54.3263066615472"
"SITE_1185","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"Yes","No",NA,NA,"0.9",NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Measured or Known","1.6",NA,NA,"1.7","0.484848484848485","0",NA,"0.35","0.320177066768749","0.334636670759659","0.320177066768749","Unknown"
"SITE_1185","Framed",NA,"445","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"3.5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.935","0.0837871805613741",NA,NA,"Unknown","0.0946602571307528","42.123814423185"
"SITE_1186","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"Yes","Yes","Foil-faced polyiscyanurate foam board","0.75","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Measured or Known","5.1",NA,NA,"2.3","0.689189189189189","4.725","0.211640211640212","0.28","0.1526337345014","0.240413187750435","0.1526337345014","Unknown"
"SITE_1186","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Measured or Known","5.1",NA,NA,"2.3","0.689189189189189","0",NA,"0.28","0.709219858156028","0.413406172129576","0.709219858156028","Unknown"
"SITE_1186","Framed",NA,"1112","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"4",NA,"IR Camera",NA,"Yes","Expanded polystyrene foam board (white)","1","0.75",NA,NA,"Visual inspection",NA,NA,NA,"16.15","0.0619195046439628",NA,NA,"Unknown","0.160760308210958","178.765462730585"
"SITE_1187","Framed",NA,"1632","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.05","0.0586510263929619",NA,NA,"Unknown","0.0907006066971187","148.023390129698"
"SITE_1188","Framed",NA,"1790","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","0.9","IR Camera",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.0877626947997896","157.095223691623"
"SITE_1189","Framed",NA,"1008","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"4",NA,"Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.290884018658707","293.211090807976"
"SITE_119","Framed",NA,"1435","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.290884018658707","417.418566775244"
"SITE_1190","Framed",NA,"2592","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.0877626947997896","227.480904921055"
"SITE_1191","Framed",NA,"1784","Estimated","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"6","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","0.0555555555555556",NA,NA,"Unknown","0.0890023725923165","158.780232704693"
"SITE_1192","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Blown cellulose",NA,"5","0.5","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.085","0.0585308750365818",NA,NA,"Unknown","0.174964954672675","Unknown"
"SITE_1193","Framed",NA,"1504","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Blown cellulose",NA,"3.5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.9595","0.0836155357665454",NA,NA,"Unknown","0.0945655992176893","142.226661223405"
"SITE_1194","Framed",NA,"1496","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","1","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.066361070416133","99.276161342535"
"SITE_1195","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"Yes","Yes","Fiberglass batts","3.5","1","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Measured or Known","8",NA,NA,"0","1","11.935","0.0837871805613741","0.05","0.0897714583652544","0.05","0.0897714583652544","Unknown"
"SITE_1195","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"Yes","Yes","Fiberglass batts","3.5","1","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Measured or Known","5.3",NA,NA,"2.7","0.6625","11.935","0.0837871805613741","0.05","0.0897714583652544","0.0634228671982733","0.0897714583652544","Unknown"
"SITE_1195","Framed",NA,"1835","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"6","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.46","0.0488758553274682",NA,NA,"Unknown","0.0635886117002364","116.685102469934"
"SITE_1196","Framed",NA,"1176","Estimated","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"6","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","0.0555555555555556",NA,NA,"Unknown","0.0890023725923165","104.666790168564"
"SITE_1197","Framed",NA,"1312","Estimated","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.114057259367733","149.643124290466"
"SITE_1198","Log",NA,"1211","Estimated",NA,NA,NA,NA,"10 to 14",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.156494522691706","189.514866979656"
"SITE_1198","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Estimated",NA,NA,NA,NA,NA,"0",NA,"0.35","0.709219858156028","Unknown","0.709219858156028","Unknown"
"SITE_1198","Framed",NA,"965","Estimated","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"4","0.9","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.64","0.0733137829912023",NA,NA,"Unknown","0.108984136713704","105.169691928725"
"SITE_1199","Framed",NA,"1360","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"4","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.64","0.0733137829912023",NA,NA,"Unknown","0.0887730387198152","120.731332658949"
"SITE_1199","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"Yes","Unknown",NA,NA,"0.9",NA,NA,"Unknown","Unknown",NA,NA,NA,"Unknown",NA,"No",NA,NA,NA,"Measured or Known","6.75",NA,NA,"0.5","0.931034482758621","0",NA,"0.19","0.320177066768749","0.198977728742672","0.320177066768749","Unknown"
"SITE_12","Framed",NA,"480","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"2","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.82","0.146627565982405",NA,NA,"Unknown","0.125720409436734","60.3457965296322"
"SITE_12","Framed",NA,"880","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"2","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.82","0.146627565982405",NA,NA,"Unknown","0.125720409436734","110.633960304326"
"SITE_12","Framed",NA,"1276","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"2","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.82","0.146627565982405",NA,NA,"Unknown","0.125720409436734","160.419242441272"
"SITE_12","Framed",NA,"1276","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"2","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.82","0.146627565982405",NA,NA,"Unknown","0.125720409436734","160.419242441272"
"SITE_120","Framed",NA,"892","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"6",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.280377314252698","250.096564313407"
"SITE_1200","Framed",NA,"2742","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"3.5","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.935","0.0837871805613741",NA,NA,"Unknown","0.0946602571307528","259.558425052524"
"SITE_1201","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Measured or Known","5.5",NA,NA,"1.8","0.753424657534247","0",NA,"0.19","0.709219858156028","0.318026814339843","0.709219858156028","Unknown"
"SITE_1201","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"Yes","No",NA,NA,"0.9",NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Measured or Known","5.5",NA,NA,"1.8","0.753424657534247","0",NA,"0.19","0.320177066768749","0.222098454819692","0.320177066768749","Unknown"
"SITE_1201","Framed",NA,"998","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"3.5","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.935","0.0837871805613741",NA,NA,"Unknown","0.114282633283548","114.054068016981"
"SITE_1202","Framed",NA,"1848","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.0877626947997896","162.185459990011"
"SITE_1203","Log",NA,"1255","Measured or Known",NA,NA,NA,NA,"10 to 14",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.156494522691706","196.400625978091"
"SITE_1204","Framed",NA,"1018.5","Unknown","24 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.290884018658707","296.265373003893"
"SITE_1205","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"Yes","Yes","Fiberglass batts","6.25","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Measured or Known","4.9",NA,NA,"3.4","0.590361445783133","21.3125","0.0469208211143695","0.06","0.0875878205999124","0.0713010349445424","0.0875878205999124","Unknown"
"SITE_1205","Framed",NA,"1642","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"3.5","0.75","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.935","0.0837871805613741",NA,NA,"Unknown","0.143716197512741","235.981996315921"
"SITE_1207","Adiabatic (Framed)","Wall to other living space","664","Measured or Known","16 inches on center",NA,"Unknown","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,NA,"0.9","IR Camera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0","0"
"SITE_1207","Framed",NA,"1870","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"6","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","0.0555555555555556",NA,NA,"Unknown","0.0677384901856074","126.670976647086"
"SITE_1208","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"Yes","Foil-faced polyisocyanurate foam board","3","1",NA,NA,NA,NA,NA,NA,"18.6","0.053763440860215",NA,NA,"Unknown","0.043397798263798","Unknown"
"SITE_1209","Framed",NA,"1480","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.64","0.0733137829912023",NA,NA,"Unknown","0.108984136713704","161.296522336282"
"SITE_1209","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"Yes","Yes","Fiberglass batts","4","0.9","IR Camera",NA,"Yes","Fiberglass batts",NA,NA,"0.9","IR Camera",NA,"No",NA,NA,NA,NA,"6",NA,NA,"2","0.75","13.64","0.0733137829912023","0.05","0.101209069270574","0.0628022673176434","0.101209069270574","Unknown"
"SITE_121","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"3","0.9","Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.23","0.0977517106549365",NA,NA,"Unknown","0.121038216410099","Unknown"
"SITE_1210","Framed",NA,"2788","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Closed-cell spray foam",NA,"5.5","1","IR Camera",NA,"Yes","Extruded polystyrene foam board (pink or blue)","1.5","1",NA,NA,"Visual inspection",NA,NA,NA,"39.655","0.0252175009456563",NA,NA,"Unknown","0.0319031921437987","88.9460996969108"
"SITE_1211","Framed",NA,"1300","Estimated","Unknown",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","0.9","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.0877626947997896","114.091503239726"
"SITE_1212","Framed",NA,"2070","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"4","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.64","0.0733137829912023",NA,NA,"Unknown","0.0887730387198152","183.760190150018"
"SITE_1213","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"6","1","Other","home owner","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.46","0.0488758553274682",NA,NA,"Unknown","0.0635886117002364","Unknown"
"SITE_1214","Framed",NA,"904","Measured or Known","24 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Cellulose batts",NA,"3","0.5","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.5","0.133333333333333",NA,NA,"Unknown","0.205290709825518","185.582801682268"
"SITE_1215","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,"Yes","Foil-faced polyisocyanurate foam board","8","0.75",NA,NA,"Other","Home Owner",NA,NA,"49.6","0.0201612903225806",NA,NA,"Unknown","0.0865915622120093","Unknown"
"SITE_1216","Framed",NA,"2920","Measured or Known","Other","12 inches","2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Open-cell spray foam",NA,"6","1","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.86","0.0479386385426654",NA,NA,"Unknown","0.0629976324610684","183.95308678632"
"SITE_1216","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"Yes","Unknown",NA,NA,"0.9",NA,NA,"Unknown","Unknown",NA,NA,NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,"8",NA,NA,"1","0.888888888888889","0",NA,"0.19","0.320177066768749","0.204464118529861","0.320177066768749","Unknown"
"SITE_1217","Masonry (Basement)","Concrete Block","Unknown","Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Measured or Known","5.9",NA,NA,"0","1","0",NA,"0.19","0.332225913621262","0.19","0.332225913621262","Unknown"
"SITE_1217","Framed",NA,"1500","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"4","0.5","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","0.0833333333333333",NA,NA,"Unknown","0.192646930163722","288.970395245582"
"SITE_1217","Framed",NA,"387","Measured or Known","16 inches on center",NA,"2x4","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown","0.290884018658707","112.57211522092"
"SITE_1217","Knee Wall",NA,"648","Unknown","16 inches on center",NA,NA,"Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts","75",NA,"0.9","Visual inspection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"Unknown",NA,"Unknown"
"SITE_1218","Framed",NA,"2500","Estimated",NA,NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown",NA,"6","0.9","Unknown",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","0.0555555555555556",NA,NA,"Unknown","0.0890023725923165","222.505931480791"
"SITE_1219","Framed",NA,"2330.6","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","0.9","IR Camera",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.0877626947997896","204.53973650039"
"SITE_122","Framed",NA,"780","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.64","0.0733137829912023",NA,NA,"Unknown","0.098477432307696","76.8123972000028"
"SITE_122","Framed",NA,"780","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.64","0.0733137829912023",NA,NA,"Unknown","0.098477432307696","76.8123972000028"
"SITE_122","Framed",NA,"760","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.64","0.0733137829912023",NA,NA,"Unknown","0.098477432307696","74.8428485538489"
"SITE_122","Framed",NA,"640","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"4","0.9","IR Camera",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.64","0.0733137829912023",NA,NA,"Unknown","0.098477432307696","63.0255566769254"
"SITE_1220","Framed",NA,"1664","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","0.9","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.0877626947997896","146.03712414685"
"SITE_1221","Framed",NA,"1299","Estimated","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","0.9","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.0877626947997896","114.003740544927"
"SITE_1222","Framed",NA,"2570","Measured or Known","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Fiberglass batts",NA,"5.5","0.9","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.755","0.0533191149026926",NA,NA,"Unknown","0.0877626947997896","225.550125635459"
"SITE_1223","Framed",NA,"Unknown","Unknown","16 inches on center",NA,"2x6","Wood",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Blown fiberglass",NA,"5.5","0.9","Visual inspection",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.5375","0.0643604183427192",NA,NA,"Unknown","0.0937803745691601","Unknown"
"SITE_1224","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"Yes","Yes","Fiberglass batts","5.5","0.9","IR Camera",NA,"Yes","Extruded polystyrene foam board (pink or blue)",NA,NA,"0.9","IR Camera",NA,"No",NA,NA,NA,"Measured or Known","3",NA,NA,"4.7","0.38961038961039","18.755","0.0533191149026926","0.04","0.0910432459809771","0.0711562670273497","0.0910432459809771","Unknown"
"SITE_1224","Masonry (Basement)","Poured Concrete","Unknown","Unknown",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes","Extruded polystyrene foam board (pink or blue)",NA,NA,"0.9","IR Camera",NA,"No",NA,NA,NA,"Measured or Known","3",NA,NA,"4.7","0.38961038961039","0",NA,"0.28","0.709219858156028","0.541991341991342","0.709219858156028","Unknown"
