"SiteID","Occupant_Controls_Heating_Cooling","Heating_Equipment_Operator","Heating_Equipment_Used_The_Most","Heating_Setpoint","Overnight_Heating_Setpoint","Open_Windows_When_Heating","Block_Off_Part_of_Home_In_Heating_Season","Percent_of_Home_At_Different_Temp","Use_Portable_Heating_Equipment","Is_Portable_Heating_In_Storage","Cooling_Setpoint","Overnight_Cooling_Setpoint","Outdoor_Temp_for_Cooling","Use_Portable_Cooling_Equipment","Is_Portable_Cooling_Equipment_In_Storage","Use_Portable_HP_Equipment","Is_Portable_HP_Equipment_In_Storage","Use_Non_Utility_Fuels_For_Heat","Air_Quality","Location_of_Spare_Lamps","Qty_TVs","TVs_Used_Most","Primary_TV_Hours_per_Day","Primary_TV_Age","Secondary_TVs_Hours_per_Day","Secondary_TV_Age","Smart_Home_Devices_Present","Smart_Home_Hubs_in_Use","Smart_Home_Hub_Communication","Qty_Other_Smart_Hubs","Other_Smart_Hub_Names","Smart_Large_Appliances","Smart_Power_Strips","Qty_Smart_Socket_Plugs","Qty_Smart_Wall_Switches","Qty_Clothes_Washer_Loads_per_Week","Qty_Dishwasher_Loads_per_Week","Percent_Clothes_Washer_Loads_Washed_in_Hot_Water","Showerhead_Used_The_Most","Electric_Vehicle_Present","Pool_Present","Pool_Type","Pool_Location","Pool_Availability_Months_Per_Year","Pool_Area_Sq_Ft","Pool_Area_Is_Estimated","Pool_Cover","Pool_Heat_Primary_Fuel_Type","Pool_Heat_Primary_Fuel_Type_Other","Pool_Solar_Assist","Hot_Tub_Present","Hot_Tub_Area","Hot_Tub_Area_Is_Estimated","Onsite_Power_Generation_Present","Onsite_Power_Generation_Type","Onsite_Power_Generation_Type_Other","Fossil_Fuel_System_Power_Rating","Generator_Fuel","PV_Power_Rating","PV_Financing","PV_Financing_Other","Power_Storage_Present","Power_Storage_Type","Power_Storage_Type_Other","Backup_Battery_Capacity_kW","Backup_Battery_Capacity_kWh","Capacity_of_Hot_Water_Thermal_Storage"
"SITE_1309","Yes",NA,"Furnace","68","68","No","No","0","Yes","Unknown","76",NA,"88",NA,"No",NA,"No","Yes","No, no air quality problems","Laundry room","1",NA,"3","4",NA,NA,"Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features), Phone App (using a phone application to start and stop devices and routines)",NA,NA,NA,"0","0","0","2","2","5","MASTER BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_131","Yes",NA,"Wall Heater","70","65","No","No","Unknown","No",NA,"60",NA,"95","No","Yes",NA,"No","No","No, no air quality problems","cabnit","5","family roon, living","7","5","2","2","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"Unknown","Unknown","Unknown","5","9","0","MASTER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","25.5","Measured or Known","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1310","Yes",NA,"Boiler","72","72","No","Yes","50","Yes","Yes","74","74","85",NA,"No",NA,"No","Yes","No, no air quality problems","Laundry","2","Unknown","12","Unknown","2","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","5","3","20","MASTER BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1311","Yes",NA,"Central Air Source Heat Pump","Unknown","60","Yes","No","0","No",NA,"76","76","80",NA,"No",NA,"No","No","No, no air quality problems","Laundry room","4","Family room and bedroom","2","8","2","12","Yes","Alexa Echo, Google Home / Nest","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,"Thermostat","0","1","2","7","7","60","MASTER SHOWER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1312","Yes",NA,"Furnace","70","65","No","No","Unknown","Yes","Yes","74",NA,"95",NA,"No",NA,"No","No","Drafty","Laundry room","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","0","1","MASTERS BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1313","Yes",NA,"Furnace","69","65","No","No","0","No",NA,"69","65","75",NA,"No",NA,"No","No","Stuffy","Garage","2","Unknown","2","3","0.3","7","Yes","Google Home / Nest","Phone App (using a phone application to start and stop devices and routines)",NA,NA,"Thermostat, Vacuum or Mop","0","0","1","6","7","50","EQUAL","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1314","Yes",NA,"Baseboard","70","70","Yes","Yes","80","Yes","Unknown","66","66","85","No","Yes",NA,"No","Yes","No, no air quality problems","Unknown","5","All used around the same","8","Unknown","6","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","7","7","0","USED THE SAME","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1315","Yes",NA,"Wall Heater","Unknown","50","No","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","Yes","No, no air quality problems","Laundry room closet","1",NA,"1","6",NA,NA,"Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features), Phone App (using a phone application to start and stop devices and routines)",NA,NA,NA,"0","Unknown","Unknown","2","7","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1316","Yes",NA,"Fireplace or Stove","73","73","No","Yes","10","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","Yes","No, no air quality problems","Utility","3","Primary and secondary","0.1","4","0","6","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","5","2","10","UPSTAIRS BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","25","Estimated","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1317","Yes",NA,"Furnace","Unknown","65","No","No","0","No",NA,"67",NA,"82",NA,"No",NA,"No","No","No, no air quality problems","Unknown","3","Primary/Living Room","1","5","1","10","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","0","0","5","3","40","MAIN BATH/NOT THE MASTER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1318","Yes",NA,"Fireplace or Stove","70","70","Yes","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","Yes","No, no air quality problems","drawer","4","kitchen and garage","16","3","5","4","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","5.5","1","0","ONLY ONE","No","Yes","Pool - unheated","Outdoor","Unknown","Unknown","Unknown","Unknown","Electric",NA,"No","No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1319","Yes",NA,"Wall Heater","70","66","No","No","0","No",NA,"70",NA,"87","No","Yes",NA,"No","Yes","No, no air quality problems","utility room","2","Unknown","4.5","10","0.25","18","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","4","2","0","UPSTAIRS","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_132","Yes",NA,"Ductless Mini-split Heat Pump","70","65","No","Yes","30","No",NA,"78","80","90",NA,"No",NA,"No","No","No, no air quality problems","garage","1",NA,"4","2",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","1","0","MASTER","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1320","Yes",NA,"Furnace","73","68","No","No","0","No",NA,"72","68","76",NA,"No",NA,"No","No","No, no air quality problems","CLOSET","2","Unknown","12","10","6","14","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","6","3","0","MASTER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1321","Yes",NA,"Central Air Source Heat Pump","70","65","No","No","0","Yes","Yes","75",NA,"85",NA,"No",NA,"No","No","No, no air quality problems","Hall Closet","3","Secondary","3","3","4","5","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","4","7","25","ONLY ONE","No","Yes","Pool - unheated","Outdoor","3","Unknown","Measured or Known","Yes","Unknown",NA,"No","No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1322","Yes",NA,"Fireplace or Stove","70","70","Yes","No","0","No",NA,"70","70","80",NA,"No",NA,"No","No","No, no air quality problems","LAUNDRY","3","PRIMARY","1","5","1","14","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1","1","0","MASTER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1323","Yes",NA,"Furnace","68","64","No","No","0","Yes","Unknown","70",NA,"85","No","Yes",NA,"No","No","No, no air quality problems","Laundry Room","4","Primary","9","4","2","5","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","4","2","0","MASTER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1324","Yes",NA,"Furnace","74","67","No","No","0","No",NA,"73","67","80",NA,"No","Unknown","Unknown","No","No, no air quality problems","Garage","3","Primary","15","5","4","5","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","6","4","0","SPLIT","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Yes","Solar / PV System",NA,NA,NA,"6","Purchased outright",NA,"No",NA,NA,NA,NA,NA
"SITE_1325","Yes",NA,"Central Air Source Heat Pump","72","68","No","No","0","No",NA,"70","70","80",NA,"No",NA,"No","Yes","No, no air quality problems","Garage,  by the laundry","2","Unknown","2","5","1","3","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","5","0","GUEST BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1326","Yes",NA,"Furnace","69","65","No","Yes","10","No",NA,"67",NA,"90","Unknown","Yes",NA,"No","No","No, no air quality problems","walk in closet in bedroom","2","Unknown","2.5","8","0.5","7","Unknown","Unknown","Unknown",NA,NA,NA,"Unknown","Unknown","Unknown","2","0.1","0","BIGGER ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1327","Yes",NA,"Central Air Source Heat Pump","68","62","Yes","Yes","10","Yes","Unknown","72",NA,"80","No","Yes",NA,"No","Yes","Stuffy","Laundry","1",NA,"1","1",NA,NA,"Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,"Thermostat","Unknown","0","5","4","7","0","MASTER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1328","Yes",NA,"Central Air Source Heat Pump","74","74","Yes","No","0","Yes","Unknown","76","76","80",NA,"No",NA,"No","No","Stuffy, Persistent Odor","above the washer and dryer","2","Unknown","10","4","0.5","1","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","11","7","50","UPSTAIRS","No","Yes","Pool - unheated","Outdoor","3","Unknown","Estimated","Yes","Unknown",NA,"Unknown","No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1329","Yes",NA,"Portable Heater","68","65","No","No","0","Yes","Unknown",NA,NA,"Unknown",NA,"No",NA,"No","No","Persistent Odor","shelf in living room","1",NA,"3","1",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1.25","3","10","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_133","Yes",NA,"Furnace","69","62","No","No","0","Yes","Yes","76",NA,"90","No","Yes",NA,"No","No","Drafty","linen closet in hallway","1",NA,"2","11",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","3","2","33","PRIMARY BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1330","Yes",NA,"Ductless Mini-split Heat Pump","68","68","No","No","0","No",NA,"75","75","90",NA,"No",NA,"No","No","Drafty","cabinet in laundry room and hall closet","1",NA,"2.5","10",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","6","0","5","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1331","Yes",NA,"Wall Heater","Unknown","Unknown","Yes","Yes","Unknown","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","laundry room","3","tv room and guest bedroom","12","4","0","4","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","3","3","100","MAIN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1332","Yes",NA,"Furnace","72","69","No","No","0","Yes","Unknown","73","69","80",NA,"No",NA,"No","No","Mildew","kitchen drawer","2","Unknown","6","8","1","1","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"Unknown","0","0","1","4","0","FRONT","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1333","Yes",NA,"Central Air Source Heat Pump","68","65","No","Yes","10","Yes","Yes","70","70","80","Yes","Yes",NA,"No","No","No, no air quality problems","Unknown","1",NA,"9","2",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1","2","0","MAIN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1334","Yes",NA,"Furnace","68","66","No","No","0","Yes","Yes","75","75","80","No","Yes","No","Yes","No","Drafty","Garage","3","Living rm and bedroom","3","1","2","2","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","7","7","20","ABOUT SAME","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA
"SITE_1335","Yes",NA,"Furnace","68","68","Yes","No","0","No",NA,"74","74","80",NA,"No",NA,"No","No","No, no air quality problems","LAUNDRY ROOM","2","Unknown","2","Unknown","2","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","4","2","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1336","Yes",NA,"Furnace","70","68","Yes","Yes","5","No",NA,"74","72","75",NA,"No",NA,"No","No","No, no air quality problems","Washer","1",NA,"0","8",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","10","10","100","MAIN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1337","Yes",NA,"Furnace","70","65","No","Yes","50","Yes","Unknown","72",NA,"80",NA,"No",NA,"No","No","No, no air quality problems","launsry room","6","living rm and office","3.5","3","2","10","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features), Phone App (using a phone application to start and stop devices and routines)",NA,NA,"Stove / Oven, Thermostat, Washer, Dryer","0","3","1","3","2","33","MASTER BED","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1338","Yes",NA,"Central Air Source Heat Pump","72","65","No","No","0","No",NA,"72","76","75",NA,"No",NA,"No","Yes","No, no air quality problems","LAUNDRY","3","LIVING ROOM,  DEN","12","Unknown","8","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","16","7","0","MAIN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1339","Yes",NA,"Portable Heater","Unknown","65","Unknown","No","0","Yes","Unknown","65","65","80","No","Yes",NA,"No","No","Stuffy, Drafty, Mildew","closet","4","living room and his room","9","7","4","9","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features), Phone App (using a phone application to start and stop devices and routines), Desktop (using a desktop to program automated routines/schedules)",NA,NA,NA,"0","0","1","2","2","0","ABOUT THE SAME","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_134","Yes",NA,"Ductless Mini-split Heat Pump","Unknown","63","No","No","Unknown","No",NA,"73","73","85",NA,"No",NA,"No","No","Stuffy","utility room","3","living room & primary bedroom","4","3","1","3","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features), Phone App (using a phone application to start and stop devices and routines)",NA,NA,"Lamps/Fixtures","0","3","0","Unknown","Unknown","Unknown","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1340","Yes",NA,"Furnace","68","64","No","Yes","10","No",NA,"73","70","80",NA,"No",NA,"No","No","No, no air quality problems","garage","1",NA,"4","12",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","3","3","0","UPSTAIRS","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Yes","Solar / PV System",NA,NA,NA,"20","Purchased outright",NA,"No",NA,NA,NA,NA,NA
"SITE_1341","Yes",NA,"Portable Heater","Unknown","65","No","No","0","Yes","Unknown",NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","laundry room","3","living room and his bedroom","3.5","1","0.5","6","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","0","0","1","0.5","1","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1342","Yes",NA,"Central Air Source Heat Pump","70","66","No","Yes","10","No",NA,"75","75","78",NA,"No",NA,"No","Yes","No, no air quality problems","Laundry","1",NA,"0.33","13",NA,NA,"Yes","Google Home / Nest","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","0","0","6","11","33","DOWNSTAIRS","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1343","Yes",NA,"Wall Heater","68","Unknown","Yes","Yes","30","Yes","Unknown",NA,NA,"Unknown",NA,"No",NA,"No","Yes","No, no air quality problems","upstairs","4","loft","3","10","0.5","13","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","0","0","3","3.5","0","MASTER BATH","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown","Unknown","Yes","Solar / PV System",NA,NA,NA,"5.4","Purchased outright",NA,"No",NA,NA,NA,NA,NA
"SITE_1344","Yes",NA,"Furnace","69","Unknown","No","No","0","No",NA,"72","67","75",NA,"No",NA,"No","No","No, no air quality problems","guest bed and laundry","2","Unknown","0","10","0","2","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features), Desktop (using a desktop to program automated routines/schedules), Phone App (using a phone application to start and stop devices and routines)",NA,NA,"Vacuum or Mop, Thermostat, Lamps/Fixtures","0","0","0","1.5","2.5","0","MASTER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Yes","Solar / PV System",NA,NA,NA,"15.7","Purchased outright",NA,"No",NA,NA,NA,NA,NA
"SITE_1345","Yes",NA,"Furnace","70","66","Yes","No","0","No",NA,"72","72","90",NA,"No",NA,"No","No","Unknown","ABOVE FRIDGE","5","LIVING AND FAMILY","4","Unknown","0","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","8","6","0","MASTER BED","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1346","Yes",NA,"Baseboard","Unknown","Unknown","No","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","utility closet","2","Unknown","14","12","1.5","4","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1.5","0.3","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1347","Yes",NA,"Ductless Mini-split Heat Pump","68","68","Yes","Yes","10","No",NA,"72","72","82",NA,"No",NA,"No","No","No, no air quality problems","kitchen","2","living and upstairs","14","3","0.5","4","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","6","6","15","MAIN LEVEL","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1348","Yes",NA,"Wall Heater","78","Unknown","Yes","Yes","20","No",NA,"73",NA,"90","No","Yes",NA,"No","No","No, no air quality problems","Upstairs in closet","1",NA,"1","12",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","2","10","MAIN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1349","Yes",NA,"Fireplace or Stove","68","64","No","Yes","33","No",NA,"72","72","99",NA,"No",NA,"No","Yes","No, no air quality problems","Pantry","1",NA,"4","2",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","2","0","FACES INLAND","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Yes","Solar / PV System",NA,NA,NA,"4","Purchased outright",NA,"No",NA,NA,NA,NA,NA
"SITE_135","Yes",NA,"Furnace","Unknown","Unknown","No","No","Unknown","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","Yes","No, no air quality problems","Utility closet","2","Unknown","3","10","0","15","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2.5","3.5","50","MASTER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","64","Measured or Known","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1350","Yes",NA,"Furnace","68","66","No","No","0","Yes","Yes","85","85","95","Yes","Yes",NA,"No","No","Drafty","GARAGE","1",NA,"1","Unknown",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","4","2","25","UPSTAIRS","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1351","Yes",NA,"Furnace","68","68","Yes","No","0","No",NA,"74","74","80",NA,"No",NA,"No","No","No, no air quality problems","garage","1",NA,"6","2",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","7","7","0","MASTER BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","36","Estimated","Yes","Solar / PV System",NA,NA,NA,"9.8","Purchased outright",NA,"No",NA,NA,NA,NA,NA
"SITE_1352","Yes",NA,"Furnace","Unknown","Unknown","No","Yes","10","Yes","Yes","Unknown","Unknown","Unknown",NA,"No",NA,"No","No","No, no air quality problems","Laundry rm upstairs","6","Living rm and kitchen","11","6","6","6","Yes","Alexa Echo, Philips Hue","Phone App (using a phone application to start and stop devices and routines), Voice Assistant (using Alexa, Siri, or Google to control Smart Home features), Desktop (using a desktop to program automated routines/schedules)",NA,NA,"Thermostat, Lamps/Fixtures","0","0","3","2","0.75","0","MASTER BATH","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1353","Yes",NA,"Furnace","72","64","No","Yes","20","Yes","Yes",NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","UTILITY ROOM","3","LIVING ROOM,  UPSTAIRS PLAY ROOM","12","Unknown","0","Unknown","Yes","Google Home / Nest","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features), Phone App (using a phone application to start and stop devices and routines)",NA,NA,NA,"Unknown","2","2","5","6","0","MASTER BED","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Yes","Solar / PV System",NA,NA,NA,"5.5","Purchased outright",NA,"No",NA,NA,NA,NA,NA
"SITE_1354","Yes",NA,"Central Air Source Heat Pump","70","60","Yes","No","Unknown","No",NA,"74","70","78",NA,"No",NA,"No","No","No, no air quality problems","garage","2","Unknown","1","Unknown","0.25","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","3","3.5","3","UNKNOWN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_1355","Yes",NA,"Central Air Source Heat Pump","68","65","Yes","No","0","Yes","Unknown","74","72","76","No","Yes",NA,"No","No","No, no air quality problems","Under kitchen sink","5","Garage and her bedroom","2","13","0.25","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","4","2","25","UPSTAIRS MASTER BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
