"SiteID","Occupant_Controls_Heating_Cooling","Heating_Equipment_Operator","Heating_Equipment_Used_The_Most","Heating_Setpoint","Overnight_Heating_Setpoint","Open_Windows_When_Heating","Block_Off_Part_of_Home_In_Heating_Season","Percent_of_Home_At_Different_Temp","Use_Portable_Heating_Equipment","Is_Portable_Heating_In_Storage","Cooling_Setpoint","Overnight_Cooling_Setpoint","Outdoor_Temp_for_Cooling","Use_Portable_Cooling_Equipment","Is_Portable_Cooling_Equipment_In_Storage","Use_Portable_HP_Equipment","Is_Portable_HP_Equipment_In_Storage","Use_Non_Utility_Fuels_For_Heat","Air_Quality","Location_of_Spare_Lamps","Qty_TVs","TVs_Used_Most","Primary_TV_Hours_per_Day","Primary_TV_Age","Secondary_TVs_Hours_per_Day","Secondary_TV_Age","Smart_Home_Devices_Present","Smart_Home_Hubs_in_Use","Smart_Home_Hub_Communication","Qty_Other_Smart_Hubs","Other_Smart_Hub_Names","Smart_Large_Appliances","Smart_Power_Strips","Qty_Smart_Socket_Plugs","Qty_Smart_Wall_Switches","Qty_Clothes_Washer_Loads_per_Week","Qty_Dishwasher_Loads_per_Week","Percent_Clothes_Washer_Loads_Washed_in_Hot_Water","Showerhead_Used_The_Most","Electric_Vehicle_Present","Pool_Present","Pool_Type","Pool_Location","Pool_Availability_Months_Per_Year","Pool_Area_Sq_Ft","Pool_Area_Is_Estimated","Pool_Cover","Pool_Heat_Primary_Fuel_Type","Pool_Heat_Primary_Fuel_Type_Other","Pool_Solar_Assist","Hot_Tub_Present","Hot_Tub_Area","Hot_Tub_Area_Is_Estimated","Onsite_Power_Generation_Present","Onsite_Power_Generation_Type","Onsite_Power_Generation_Type_Other","Fossil_Fuel_System_Power_Rating","Generator_Fuel","PV_Power_Rating","PV_Financing","PV_Financing_Other","Power_Storage_Present","Power_Storage_Type","Power_Storage_Type_Other","Backup_Battery_Capacity_kW","Backup_Battery_Capacity_kWh","Capacity_of_Hot_Water_Thermal_Storage"
"SITE_434","Yes",NA,"Fireplace or Stove","69","Unknown","No","No","0","No",NA,"72",NA,"90",NA,"No",NA,"No","Yes","No, no air quality problems","Garage","1",NA,"0.17","6",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","2","0","EQUAL","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown","Unknown","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_435","Yes",NA,"Furnace","Unknown","65","No","No","Unknown","No",NA,"75",NA,"90",NA,"No",NA,"No","Yes","No, no air quality problems","None","4","Living room,  son’s room","6","2","8","1","Yes","Alexa Echo, Apple Homekit","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","0","0","4","5","0","EQUAL","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_436","Yes",NA,"Furnace","Unknown","65","No","Yes","5","No",NA,"72",NA,"70","No","Yes",NA,"No","No","Mildew","Garage","4","Living,  daughters bedroom","4","7","1","4","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","0","0","3","0.25","0","HALLWAY BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_437","Yes",NA,"Central Air Source Heat Pump","70","67","No","No","0","No",NA,"78",NA,"85",NA,"No",NA,"No","No","No, no air quality problems","Garage","3","Dining room,  then living room","8","10","2","18","Yes","Unknown","Unknown",NA,NA,"Refrigerator / Freezer","0","0","0","5","4","0","SMALL BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Yes","Solar / PV System",NA,NA,NA,"13.55","Bank loan",NA,"No",NA,NA,NA,NA,NA
"SITE_438","Yes",NA,"Fireplace or Stove","70","70","Yes","Yes","25","No",NA,"70","65","85",NA,"No",NA,"No","Yes","No, no air quality problems","Unknown","3","Primary","15","11","15","11","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"Unknown","Unknown","Unknown","1","2","25","MAIN BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_439","Yes",NA,"Central Air Source Heat Pump","71","67","No","Yes","10","No",NA,"69","65","85",NA,"No",NA,"No","No","No, no air quality problems","Above fridge","2","Unknown","1","3","1","6","Yes","Google Home / Nest","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features), Phone App (using a phone application to start and stop devices and routines)",NA,NA,"Lamps/Fixtures, Thermostat","Unknown","Unknown","Unknown","6","7","50","MASTERS BATH","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_44","Yes",NA,"Furnace","70","60","No","No","Unknown","Yes",NA,"72","68","75",NA,"No",NA,"No","No","No, no air quality problems","laundry closet","1",NA,"14","2",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0.5","0","0","UNKNOWN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_440","Yes",NA,"Fireplace or Stove","70","65","No","No","0","No",NA,"75",NA,"97","Unknown","Unknown",NA,"No","Yes","No, no air quality problems","Bathroom cupboard","1",NA,"6","Unknown",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1","0","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_441","Yes",NA,"Central Air Source Heat Pump","68","63","No","No","0","No",NA,"74","74","90",NA,"No",NA,"No","No","Mildew","Hall Closet","5","Living room and bedroom","6","2","0","10","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","10","0","0","MASTER BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_442","Yes",NA,"Wall Heater","Unknown","55","Yes","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","Yes","No, no air quality problems","storage room area","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1","0","0","ONLY ONE","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Yes","Solar / PV System",NA,NA,NA,"7.37","Bank loan",NA,"No",NA,NA,NA,NA,NA
"SITE_443","Yes",NA,"Furnace","71","71","No","No","0","No",NA,"73","73","83",NA,"No",NA,"No","No","No, no air quality problems","Kitchen cabinet","2","Unknown","3","1","0.17","10","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","5","3.5","50","PRIMARY","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_444","Yes",NA,"Central Air Source Heat Pump","Unknown","62","No","Yes","20","Yes","Unknown","88",NA,"98",NA,"No",NA,"No","Yes","No, no air quality problems","Utility room","4","Office and family room","3","4","1","7","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","4","0","5","4","33","GUEST BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Yes","Solar / PV System",NA,NA,NA,"Unknown","Unknown",NA,"No",NA,NA,NA,NA,NA
"SITE_445","Yes",NA,"Furnace","Unknown","65","No","No","Unknown","Yes","Unknown","70",NA,"90","Yes","Yes",NA,"No","No","Mildew","garage","2","Unknown","3","2","1","5","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","7","0","3","MAIN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_446","Yes",NA,"Fireplace or Stove","70","62","No","Yes","40","No",NA,"70","69","78",NA,"No",NA,"No","Yes","No, no air quality problems","Laundry room","1",NA,"2","10",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0.5","0","20","UPSTAIRS","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Yes","Solar / PV System, Solar Thermal System (hot water)",NA,NA,NA,"6","Purchased outright",NA,"Yes","Battery",NA,"5","5",NA
"SITE_447","Yes",NA,"Furnace","71","64","No","No","0","No",NA,"78",NA,"90",NA,"No",NA,"No","No","No, no air quality problems","Laundry","1",NA,"0.25","8",NA,NA,"Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,"Thermostat","0","3","0","5","7","15","PRIMARY","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_448","Yes",NA,"Fireplace or Stove","Unknown","58","No","No","0","No",NA,NA,NA,"Unknown","No","Yes",NA,"No","No","No, no air quality problems","Under staircase","1",NA,"0","Unknown",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","1","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_449","Yes",NA,"Central Air Source Heat Pump","70","68","No","No","Unknown","No",NA,"74","74","85",NA,"No",NA,"No","No","No, no air quality problems","Laundry room","5","Primary and secondary","10","5","3","16","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","3","2","0","MASTER BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown","Unknown","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_45","Yes",NA,"Furnace","72","68","No","No","0","No",NA,"75",NA,"85",NA,"No",NA,"No","Yes","No, no air quality problems","Garage","2","Unknown","1","3","Unknown","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","3.5","50","MASTER BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_450","Yes",NA,"Furnace","Unknown","Unknown","No","Yes","33","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","Yes","No, no air quality problems","Over washing machine","2","Unknown","8","1","0.5","10","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","0","0","3","3","0","DOWNSTAIRS","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_451","Yes",NA,"Wall Heater","73","Unknown","No","No","0","No",NA,"69","69","85",NA,"No",NA,"No","No","Drafty","Landlord changes them","Unknown","Unknown","24","1","24","5","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features), Phone App (using a phone application to start and stop devices and routines)",NA,NA,NA,"0","0","0","2.5","1","0","PRIMARY","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_452","Yes",NA,"Ductless Mini-split Heat Pump","70","64","Yes","No","0","Yes","Yes","68","68","80",NA,"No",NA,"No","Yes","No, no air quality problems","none","2","Unknown","8","3","3","2","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","8","5","15","MASTER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Yes","Solar / PV System",NA,NA,NA,"8.3","Bank loan",NA,"No",NA,NA,NA,NA,NA
"SITE_453","Yes",NA,"Boiler","Unknown","64","No","Yes","50","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","Yes","No, no air quality problems","Garage","4","Living room,  upstairs","3","Unknown","0.85","2","Yes","Unknown","Unknown",NA,NA,"Vacuum or Mop","0","0","0","1","3","20","DOWNSTAIRS","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","35","Measured or Known","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_454","Yes",NA,"Furnace","68","68","No","No","0","No",NA,"68","68","85","Yes","Yes",NA,"No","No","No, no air quality problems","no","1",NA,"4","4",NA,NA,"Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","0","0","4","7","0","MASTER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_455","Yes",NA,"Furnace","77","72","No","No","0","No",NA,"70",NA,"90",NA,"No",NA,"No","No","No, no air quality problems","Laundry room","5","Master and living room","10","15","4","Unknown","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","0","0","5","7","20","USED ABOUT THE SAME","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_456","Yes",NA,"Central Air Source Heat Pump","68","68","Yes","No","0","Yes","Yes","68","68","80",NA,"No",NA,"No","No","Drafty","NONE","3","LIVING ROOM,  MAN CAVE","5.5","Unknown","1.5","Unknown","Yes","Google Home / Nest","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"Unknown","Unknown","Unknown","5","2","0","ALL ABOUT EVEN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_457","Yes",NA,"Fireplace or Stove","Unknown","60","No","No","0","Yes","Unknown",NA,NA,"85",NA,"No",NA,"No","No","No, no air quality problems","n\a","2","Unknown","2","1","1","6","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","2","50","MAIN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_458","Yes",NA,"Ductless Mini-split Heat Pump","71","60","No","Yes","15","No",NA,"60",NA,"78",NA,"No",NA,"No","No","No, no air quality problems","Unknown","2","Unknown","1.5","2","0.5","2","Yes","Google Home / Nest","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"0","0","0","3.5","6","0","MASTER BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_459","Yes",NA,"Central Air Source Heat Pump","68","68","No","No","0","No",NA,"70","70","80",NA,"No",NA,"No","No","No, no air quality problems","Unknown","5","Living room and master bedroom","4","5","1","1","Yes","Alexa Echo","Phone App (using a phone application to start and stop devices and routines)",NA,NA,"Thermostat","0","0","0","8","5","15","MASTER BATH","No","Yes","Pool - heated","Outdoor","12","Unknown","Estimated","Yes","Electric",NA,"No","Yes","49","Measured or Known","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_46","Yes",NA,"Furnace","68","65","No","Yes","1","Yes","Yes","65","65","70",NA,"No",NA,"No","No","No, no air quality problems","Garage or above washer","2","Unknown","2","2","0","5","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features), Phone App (using a phone application to start and stop devices and routines)",NA,NA,"Stove / Oven","0","0","0","Unknown","Unknown","Unknown","EQUALLY USED","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","64","Measured or Known","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_460","Yes",NA,"Central Air Source Heat Pump","Unknown","60","No","No","0","No",NA,"75",NA,"85",NA,"No",NA,"No","Yes","No, no air quality problems","Garage","5","Office and living room","6","10","4","5","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","4","4.5","10","ABOUT THE SAME","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_461","Yes",NA,"Furnace","72","65","No","No","Unknown","No",NA,"76","79","92","Yes","Yes","Yes","Yes","No","No, no air quality problems","None","2","Unknown","6","1","2","6","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,"Stove / Oven, Dishwasher, Vacuum or Mop, Thermostat, Lamps/Fixtures","0","0","1","5","4","10","MASTER BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_462","Yes",NA,"Furnace","69","Unknown","Yes","No","0","No",NA,"75",NA,"87",NA,"No",NA,"No","No","No, no air quality problems","Laundry","1",NA,"6","3",NA,NA,"Yes","Alexa Echo, Apple Homekit","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"Unknown","Unknown","Unknown","5","3","0","PRIMARY","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","18","Estimated","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_463","Yes",NA,"Central Air Source Heat Pump","68","65","No","No","0","No",NA,"72","68","85",NA,"No",NA,"No","Yes","No, no air quality problems","None","3","Living room,  master bed","6","1","3","8","Yes","Other, Alexa Echo","Phone App (using a phone application to start and stop devices and routines), Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)","1","Quickset",NA,"0","0","0","2","7","0","MASTER BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","38.5","Measured or Known","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_464","Yes",NA,"Furnace","70","68","Yes","Yes","20","No",NA,"70","70","83","Yes","Yes",NA,"No","Yes","No, no air quality problems","None.","2","Unknown","2","5","2","1","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features), Phone App (using a phone application to start and stop devices and routines)",NA,NA,NA,"0","1","0","2","5","0","MASTER BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_465","Yes",NA,"Furnace","73","66","No","No","Unknown","No",NA,"75","70","85",NA,"No",NA,"No","No","No, no air quality problems","Basement","2","Unknown","1","3","0","12","Yes","Google Home / Nest","Phone App (using a phone application to start and stop devices and routines)",NA,NA,NA,"0","0","0","3","2","66","FIRST FLOOR BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_466","Yes",NA,"Wall Heater","70","Unknown","Yes","Yes","35","No",NA,"70",NA,"Unknown",NA,"No",NA,"No","No","Stuffy, Drafty, Mildew, Persistent Odor","Garage","4","Living room and son’s room","4","3","4","1","Yes","Google Home / Nest","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,"Washer, Dryer","0","0","0","17","2","50","PRIMARY BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_467","Yes",NA,"Furnace","70","67","No","Yes","10","No",NA,"74","72","85",NA,"No",NA,"No","No","Drafty, Mildew","LAUNDRY ROOM","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","5","7","10","ONE BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_468","Yes",NA,"Portable Heater","70","65","No","No","Unknown","Yes","Unknown",NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Garage","4","Living room","15","1","3","7","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features), Phone App (using a phone application to start and stop devices and routines)",NA,NA,NA,"Unknown","Unknown","Unknown","36","0","50","ALL USED ABOUT THE SAME","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_469","Yes",NA,"Baseboard","70","70","No","No","0","No",NA,"76",NA,"80","No","Yes",NA,"No","No","No, no air quality problems","Unknown","3","Living room and west bedroom","4","6","3","10","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","0","0","USED THE SAME AMOUNT","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_47","Yes",NA,"Furnace","72","72","No","No","Unknown","Yes","Unknown","78","78","85",NA,"No",NA,"No","No","No, no air quality problems","Laundry room","5","Primary is livingroom and secondary is master","4","10","8","6","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","2","1","50","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","35","Estimated","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_470","Yes",NA,"Fireplace or Stove","70","63","Yes","No","0","No",NA,"74","74","85",NA,"No",NA,"No","Yes","No, no air quality problems","Above refrigerator","3","Living and dining","6","7","2","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","3","2","0","MAIN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Yes","Fossil Fuel generator – hardwired with grid disconnects, NOT an emergency use unit",NA,"Unknown","Petrol",NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_471","Yes",NA,"Ductless Mini-split Heat Pump","69","64","No","No","0","No",NA,"69","69","95","No","Yes",NA,"No","No","No, no air quality problems","None","3","All not in use","0","Unknown","0","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_472","Yes",NA,"Baseboard","72","72","No","No","0","Yes","Unknown","68",NA,"85","Yes","Yes",NA,"No","No","No, no air quality problems","above the fidge","5","Primary","4","1","5","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","6","7","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_473","Yes",NA,"Furnace","Unknown","55","No","Yes","12","Yes","Unknown",NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Bookshelf back of house","2","Unknown","5","4","0","3","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features), Phone App (using a phone application to start and stop devices and routines)",NA,NA,NA,"0","0","0","4","Unknown","25","UPSTAIRS","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_474","Yes",NA,"Furnace","Unknown","65","No","No","Unknown","Yes","Yes","70","65","85",NA,"No",NA,"No","Yes","No, no air quality problems","Cabinets","2","Unknown","4","1","2","4","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","9","7","0","MASTERS BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_475","Yes",NA,"PTHP ""Packaged Terminal Heat Pump""","68","60","No","No","Unknown","No",NA,"75",NA,"85",NA,"No",NA,"No","No","No, no air quality problems","STORAGE","1",NA,"0","10",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","4","7","25","MASTER","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Unknown","Measured or Known","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_476","Yes",NA,"Wall Heater","72","70","No","No","Unknown","No",NA,"72","72","96","Yes","Yes",NA,"No","Yes","No, no air quality problems","Garage","5","Living Room","2","4","1","3","Yes","Alexa Echo","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"Unknown","Unknown","Unknown","10","7","8","MASTER BATH","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_477","Yes",NA,"Fireplace or Stove","74","Unknown","No","No","0","No",NA,NA,NA,"Unknown",NA,"No",NA,"No","Yes","No, no air quality problems","Utility","2","Unknown","4","5","1","10","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","5","4","20","PRIMARY","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_478","Yes",NA,"Furnace","70","68","No","Yes","25","No",NA,"76","75","85",NA,"No",NA,"No","No","No, no air quality problems","Unknown","1",NA,"2","12",NA,NA,"Yes","Alexa Echo, Google Home / Nest","Voice Assistant (using Alexa, Siri, or Google to control Smart Home features)",NA,NA,NA,"Unknown","1","Unknown","2","2","50","MASTER BATH","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_479","Yes",NA,"Furnace","70","70","No","No","0","Yes","Yes",NA,NA,"Unknown",NA,"No",NA,"No","No","No, no air quality problems","Closet","1",NA,"1","3",NA,NA,"No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","5","7","0","ONLY ONE","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
"SITE_48","Yes",NA,"Ductless Mini-split Heat Pump","Unknown","Unknown","No","No","Unknown","No",NA,"Unknown",NA,"100",NA,"No",NA,"No","No","No, no air quality problems","closet","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","1","0","0","MAIN","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA
