"SiteID","RoomID","ApplianceID","Type","Make","Make_Other","Model","Stove_Oven_Missing_Model_Reason","Stove_Oven_Missing_Model_Reason_Other","Vintage","Serial","Wifi_Enabled","Primary","Stove_Fuel","Stove_Type","Stove_Type_Other","Stove_Number_Burners","Oven_Fuel","Oven_Fuel_Other","Oven_Type","Oven_Single_Or_Double","Room_Type"
"SITE_336","ROOM_44053","APPL_115289","Stove / Oven combo","Frigidaire",NA,"FFEF3043LSK",NA,NA,"Unknown","VF24455015","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_337","ROOM_3013","APPL_86393","Stove / Oven combo","Bosch",NA,"Unknown","Unknown",NA,"2020","Unknown","Unknown","Yes","Electric","Induction",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_338","ROOM_36662","APPL_78082","Stove / Oven combo","Whirlpool",NA,"WFE320M0ES2",NA,NA,"Unknown","RX0344762","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_339","ROOM_45487","APPL_140977","Stove / Oven combo","Kenmore",NA,"#79095073310",NA,NA,"Unknown","VF43976061","No","Yes","Electric","Induction",NA,"4","Natural Gas",NA,"Convection","Single Oven","Kitchen"
"SITE_34","ROOM_15304","APPL_59732","Stove / Oven combo","Whirlpool",NA,"GR563LXSS 1",NA,NA,"Unknown","RT4229083","No","Yes","Electric","Glass Top",NA,"4","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_340","ROOM_20011","APPL_9935","Stove / Oven combo","Whirlpool",NA,"XFE361LVB",NA,NA,"Unknown","RY4572544","No","Yes","Electric","Glass Top",NA,"Unknown","Unknown","Unknown","Unknown","Single Oven","Kitchen"
"SITE_341","ROOM_1222","APPL_42420","Stove / Oven combo","Kenmore",NA,"#79092513211",NA,NA,"Unknown","VF31244819","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_342","ROOM_12824","APPL_150643","Stove / Oven combo","Whirlpool",NA,"WFE515SOES2",NA,NA,"Unknown","R85029586","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_343","ROOM_40624","APPL_156520","Stove / Oven combo","General Electric",NA,"JB735SP1SS",NA,NA,"Unknown","ZR033311Q","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_344","ROOM_3178","APPL_61590","Stove / Oven combo","Samsung",NA,"NE595ROABSR/AA",NA,NA,"Unknown","JOVO7DCFB00093A","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_344","ROOM_6659","APPL_170103","Stove / Oven combo","Whirlpool",NA,"RF362BBDQ",NA,NA,"Unknown","FF0909582","No","No","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_345","ROOM_13868","APPL_108623","Stove / Oven combo","Frigidaire",NA,"LFEH3054UFD",NA,NA,"Unknown","VF13784352","No","Yes","Electric","Induction",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_346","ROOM_31317","APPL_155592","Stove / Oven combo","KitchenAid",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Propane","Combustion",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_347","ROOM_25936","APPL_161815","Stove / Oven combo","Whirlpool",NA,"J BP68S0K2SS",NA,NA,"Unknown","FL2 18889Q","No","Yes","Electric","Induction",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_348","ROOM_38010","APPL_130678","Stove / Oven combo","General Electric",NA,"JGS750DEF1BB",NA,NA,"Unknown","SA103626P","No","Yes","Propane","Combustion",NA,"5","Propane",NA,"Convection","Single Oven","Kitchen"
"SITE_349","ROOM_9980","APPL_79073","Stovetop","KitchenAid",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Induction",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_349","ROOM_9980","APPL_41621","Oven (standalone / wall)","KitchenAid",NA,"KOCE500ESS09",NA,NA,"Unknown","D94805738","No","Yes",NA,NA,NA,NA,"Electric",NA,"Both","Single Oven","Kitchen"
"SITE_35","ROOM_12621","APPL_163245","Stove / Oven combo","General Electric",NA,"J BP24D0M1WW",NA,NA,"2007","TM2 90856Q","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_350","ROOM_6905","APPL_59156","Stove / Oven combo","General Electric",NA,"JGB720SEJ4SS",NA,NA,"Unknown","LM211960P","No","Yes","Propane","Combustion",NA,"5","Propane",NA,"Both","Single Oven","Kitchen"
"SITE_351","ROOM_25904","APPL_77849","Stove / Oven combo","HotPoint",NA,"R B526D H1WW",NA,NA,"Unknown","FF263552R","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_352","ROOM_43725","APPL_155291","Stove / Oven combo","Samsung",NA,"NX58H5600SS/AA",NA,NA,"2017","0BGG7DAJ404283B","No","Yes","Propane","Combustion",NA,"5","Propane",NA,"Both","Single Oven","Kitchen"
"SITE_353","ROOM_42197","APPL_164257","Stove / Oven combo","LG",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_354","ROOM_16088","APPL_63596","Stove / Oven combo","General Electric",NA,"JGB635DEK4BB",NA,NA,"Unknown","FS212186P","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_355","ROOM_1422","APPL_96589","Oven (standalone / wall)","Fisher & Paykel",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Electric",NA,"Both","Single Oven","Kitchen"
"SITE_355","ROOM_1422","APPL_167318","Stovetop","Fisher & Paykel",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"6",NA,NA,NA,NA,"Kitchen"
"SITE_356","ROOM_37517","APPL_73925","Stove / Oven combo","Amana",NA,"Unknown","NAMEPLATE IS ILLEGIBLE",NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_357","ROOM_19949","APPL_60826","Stove / Oven combo","KitchenAid",NA,"KESC300HWH6",NA,NA,"Unknown","IML3948242","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_358","ROOM_40450","APPL_62071","Stove / Oven combo","General Electric",NA,"JGSS66SEL1SS",NA,NA,"Unknown","GM189552P","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_359","ROOM_10129","APPL_142930","Stove / Oven combo","General Electric",NA,"PS920SF3SS",NA,NA,"Unknown","VF228020Q","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_36","ROOM_27392","APPL_71581","Stovetop","Frigidaire",NA,"FGGF3047TFA",NA,NA,"Unknown","VF80918523","No","Yes","Propane","Combustion",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_360","ROOM_25885","APPL_14967","Stove / Oven combo","Frigidaire",NA,"Unknown","NAMEPLATE IS ILLEGIBLE",NA,"Unknown","VF63820829","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_362","ROOM_22428","APPL_80190","Stove / Oven combo","General Electric",NA,"J SP42SOK4SS",NA,NA,"Unknown","ML231220Q","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_364","ROOM_42024","APPL_149645","Stove / Oven combo","Whirlpool",NA,"WFE515S0ES1",NA,NA,"Unknown","R81356066","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_365","ROOM_20425","APPL_6355","Stovetop","Jenn-Air",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Electric","Glass Top",NA,"5",NA,NA,NA,NA,"Kitchen"
"SITE_365","ROOM_20425","APPL_1944","Oven (standalone / wall)","General Electric",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","Unknown","Yes",NA,NA,NA,NA,"Electric",NA,"Both","Double Oven","Kitchen"
"SITE_366","ROOM_5910","APPL_125330","Stove / Oven combo","Magic Chef",NA,"3468VVV",NA,NA,"Unknown","22240220QB","No","Yes","Natural Gas","Combustion",NA,"4","Natural Gas",NA,"Radiant","Single Oven","Kitchen"
"SITE_367","ROOM_39988","APPL_56405","Stovetop","General Electric",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Electric","Coils",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_367","ROOM_39988","APPL_124805","Oven (standalone / wall)","General Electric",NA,"Unknown","NAMEPLATE IS ILLEGIBLE",NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_368","ROOM_30043","APPL_126160","Stove / Oven combo","Kenmore",NA,"#79096212404",NA,NA,"Unknown","VF51848312","No","No","Electric","Glass Top",NA,"5","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_368","ROOM_8601","APPL_110622","Stove / Oven combo","Samsung",NA,"NX58M6650WG",NA,NA,"2018","0FCT7DDK800100T","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_369","ROOM_23062","APPL_76400","Stove / Oven combo","Kenmore",NA,"#79046123300",NA,NA,"Unknown","NF32316604","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_37","ROOM_25754","APPL_171438","Stovetop","Unknown",NA,"PGP990SEN2SS",NA,NA,"2012","VA730012J","No","Yes","Propane","Combustion",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_37","ROOM_25754","APPL_75011","Oven (standalone / wall)","Whirlpool",NA,"WOD93EC7AS05",NA,NA,"1993","D72010472","No","Yes",NA,NA,NA,NA,"Electric",NA,"Both","Double Oven","Kitchen"
"SITE_370","ROOM_41592","APPL_8735","Stovetop","General Electric",NA,"JGP933SEK2SS",NA,NA,"Unknown","MR704404Q","No","Yes","Propane","Combustion",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_370","ROOM_41592","APPL_86336","Oven (standalone / wall)","General Electric",NA,"Unknown","Unknown",NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Electric",NA,"Unknown","Single Oven","Kitchen"
"SITE_371","ROOM_33551","APPL_134831","Stove / Oven combo","General Electric",NA,"P2B940SEJ1SS",NA,NA,"Unknown","MF224127P","No","Yes","Propane","Combustion",NA,"5","Propane",NA,"Both","Single Oven","Kitchen"
"SITE_371","ROOM_33551","APPL_77368","Oven (standalone / wall)","General Electric",NA,"JT5000SF3SS",NA,NA,"Unknown","AG613944Q","No","No",NA,NA,NA,NA,"Electric",NA,"Both","Single Oven","Kitchen"
"SITE_372","ROOM_1433","APPL_52694","Stove / Oven combo","Frigidaire",NA,"FGES3065KFF",NA,NA,"Unknown","NF21425265","No","Yes","Electric","Glass Top",NA,"5","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_373","ROOM_1158","APPL_131484","Stove / Oven combo","Bosch",NA,"Unknown","Unknown",NA,"Unknown","Unknown","No","Yes","Electric","Induction",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_374","ROOM_25679","APPL_36518","Stove / Oven combo","General Electric",NA,"J B575G0S1BK",NA,NA,"Unknown","TG238533Q","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_375","ROOM_23134","APPL_38847","Oven (standalone / wall)","Miele",NA,"H4890B2",NA,NA,"Unknown","Unknown","No","Yes",NA,NA,NA,NA,"Electric",NA,"Both","Double Oven","Kitchen"
"SITE_375","ROOM_23134","APPL_170135","Stovetop","Viking",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"6",NA,NA,NA,NA,"Kitchen"
"SITE_376","ROOM_26030","APPL_124207","Stove / Oven combo","General Electric",NA,"JGBP87SEL2SS",NA,NA,"Unknown","SL260032P","No","Yes","Propane","Combustion",NA,"5","Propane",NA,"Convection","Single Oven","Kitchen"
"SITE_377","ROOM_11201","APPL_48813","Stove / Oven combo","HotPoint",NA,"R B536 S1WH",NA,NA,"Unknown","VL131072H","No","Yes","Electric","Coils",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_378","ROOM_23758","APPL_129976","Stovetop","Jenn-Air",NA,"JED8430ADQ",NA,NA,"Unknown","18021235CL","No","Yes","Electric","Glass Top",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_378","ROOM_23758","APPL_26795","Oven (standalone / wall)","General Electric",NA,"JK3500DF2CC",NA,NA,"Unknown","VD615681Q","No","Yes",NA,NA,NA,NA,"Electric",NA,"Radiant","Double Oven","Kitchen"
"SITE_379","ROOM_28608","APPL_110864","Stove / Oven combo","KitchenAid",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"5","Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_38","ROOM_12827","APPL_74836","Stovetop","Kenmore",NA,"#79094183310",NA,NA,"Unknown","VF43361882","No","Yes","Natural Gas","Combustion",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_380","ROOM_2901","APPL_39852","Oven (standalone / wall)","Frigidaire",NA,"FEB386CCS-A",NA,NA,"1995","NF53803038","No","Yes",NA,NA,NA,NA,"Electric",NA,"Convection","Single Oven","Kitchen"
"SITE_380","ROOM_2901","APPL_164095","Stovetop","Jenn-Air",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"4",NA,NA,NA,NA,"Kitchen"
"SITE_381","ROOM_29705","APPL_15314","Stove / Oven combo","Jenn-Air",NA,"#E33658",NA,NA,"Unknown","Unknown","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Both","Single Oven","Kitchen"
"SITE_382","ROOM_4110","APPL_158344","Stove / Oven combo","Samsung",NA,"NE595R0ABSR",NA,NA,"2013","J0V07DDD505614H","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_383","ROOM_17911","APPL_51107","Stove / Oven combo","Jenn-Air",NA,"Unknown","NO NAMEPLATE",NA,"Unknown","Unknown","No","Yes","Natural Gas","Combustion",NA,"6","Natural Gas",NA,"Both","Single Oven","Kitchen"
"SITE_384","ROOM_8897","APPL_68438","Stove / Oven combo","Maytag",NA,"MER6750AAB",NA,NA,"Unknown","12262070YW","No","Yes","Electric","Glass Top",NA,"4","Electric",NA,"Radiant","Single Oven","Kitchen"
"SITE_385","ROOM_13593","APPL_9995","Stovetop","Amana",NA,"AK2T35W",NA,NA,"Unknown","#9408303002","No","Yes","Electric","Glass Top",NA,"4",NA,NA,NA,NA,"Kitchen"
