"SiteID","RoomID","ApplianceID","Model","Vintage","Wifi_Enabled","Used_for_DVD_or_Bluray","Room_Type"
"SITE_643","ROOM_3878","APPL_26101","NINTENDO SWITCH","2020","Yes","No","Bedroom"
"SITE_643","ROOM_23215","APPL_21913","SONY PLAYSTATION3","Unknown","Yes","Unknown","Hallway"
"SITE_643","ROOM_20880","APPL_4004","SONY PLAYSTATION4","2019","Yes","Unknown","Kitchen"
"SITE_644","ROOM_5254","APPL_100188","SONY PLAYSTATION4","Unknown","Yes","Yes","Bedroom"
"SITE_646","ROOM_14021","APPL_155513","MICROSOFT XBOX 360","Unknown","Yes","Yes","Living Room"
"SITE_648","ROOM_22908","APPL_144674","NINTENDO SWITCH","Unknown","Yes","No","Family Room"
"SITE_650","ROOM_20460","APPL_77911","NINTENDO WII-U","Unknown","Yes","No","Family Room"
"SITE_650","ROOM_1942","APPL_96670","NINTENDO WII","Unknown","Yes","No","Living Room"
"SITE_650","ROOM_1942","APPL_120454","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_656","ROOM_15","APPL_169078","MICROSOFT XBOX ONE","Unknown","Yes","No","Living Room"
"SITE_656","ROOM_15","APPL_91435","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_657","ROOM_36624","APPL_153055","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_662","ROOM_13084","APPL_16526","SONY PLAYSTATION4","Unknown","Yes","Unknown","Family Room"
"SITE_662","ROOM_13084","APPL_8704","MICROSOFT XBOX ONE","Unknown","Yes","Unknown","Family Room"
"SITE_662","ROOM_13084","APPL_151761","NINTENDO SWITCH","Unknown","Yes","No","Family Room"
"SITE_662","ROOM_13084","APPL_129916","NINTENDO SWITCH","Unknown","Yes","No","Family Room"
"SITE_662","ROOM_36825","APPL_5711","SONY PLAYSTATION4","Unknown","Yes","Unknown","Outbuilding / Addition"
"SITE_662","ROOM_36825","APPL_28353","MICROSOFT XBOX 360","Unknown","Yes","Unknown","Outbuilding / Addition"
"SITE_662","ROOM_36825","APPL_100983","NINTENDO WII","Unknown","Yes","No","Outbuilding / Addition"
"SITE_662","ROOM_36825","APPL_50102","MICROSOFT XBOX ONE","Unknown","Yes","Unknown","Outbuilding / Addition"
"SITE_664","ROOM_8009","APPL_134924","MICROSOFT XBOX 360","Unknown","Yes","No","Living Room"
"SITE_666","ROOM_26413","APPL_100429","SONY PLAYSTATION3","Unknown","Yes","No","Bedroom"
"SITE_666","ROOM_2497","APPL_50371","SONY PLAYSTATION4","Unknown","Yes","No","Bedroom"
"SITE_667","ROOM_30334","APPL_157985","MICROSOFT XBOX 360","Unknown","Yes","No","Bedroom"
"SITE_670","ROOM_44313","APPL_111798","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_672","ROOM_21061","APPL_7521","NINTENDO WII","Unknown","Yes","No","Living Room"
"SITE_672","ROOM_21061","APPL_17575","SONY PLAYSTATION2","Unknown","No","No","Living Room"
"SITE_672","ROOM_21061","APPL_25058","SONY PLAYSTATION3","Unknown","Yes","No","Living Room"
"SITE_672","ROOM_21061","APPL_22349","SONY PLAYSTATION4","Unknown","Yes","No","Living Room"
"SITE_677","ROOM_5425","APPL_153998","SONY PLAYSTATION4","Unknown","Yes","No","Bedroom"
"SITE_678","ROOM_29855","APPL_103596","SONY PLAYSTATION3","Unknown","Yes","No","Bedroom"
"SITE_678","ROOM_29855","APPL_60847","SONY PLAYSTATION4","Unknown","Yes","No","Bedroom"
"SITE_678","ROOM_29855","APPL_45141","MICROSOFT XBOX SERIES X","Unknown","Yes","No","Bedroom"
"SITE_68","ROOM_36236","APPL_125422","NINTENDO SWITCH","Unknown","Yes","No","Bedroom"
"SITE_683","ROOM_42715","APPL_104550","NINTENDO WII","Unknown","Yes","No","Bedroom"
"SITE_686","ROOM_33768","APPL_16617","MICROSOFT XBOX 360","Unknown","Yes","No","Bedroom"
"SITE_686","ROOM_42032","APPL_84258","MICROSOFT XBOX ONE","Unknown","Yes","Yes","Bedroom"
"SITE_695","ROOM_20612","APPL_85175","SONY PLAYSTATION4","Unknown","Yes","Yes","Bedroom"
"SITE_695","ROOM_20612","APPL_22796","MICROSOFT XBOX 360","Unknown","Yes","Yes","Bedroom"
"SITE_697","ROOM_23833","APPL_84765","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_697","ROOM_35340","APPL_90746","SONY PLAYSTATION4","Unknown","Yes","No","Bedroom"
"SITE_698","ROOM_20399","APPL_170906","NINTENDO SWITCH","Unknown","Yes","No","Family Room"
"SITE_701","ROOM_45670","APPL_45128","MICROSOFT XBOX 360","Unknown","Yes","Yes","Living Room"
"SITE_703","ROOM_12646","APPL_68368","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_705","ROOM_23491","APPL_168686","SONY PLAYSTATION4","Unknown","Yes","Unknown","Living Room"
"SITE_705","ROOM_9052","APPL_98156","NINTENDO SWITCH","Unknown","Yes","No","Bedroom"
"SITE_706","ROOM_10831","APPL_93663","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_707","ROOM_14943","APPL_154430","MICROSOFT XBOX 360","2013","Yes","No","Living Room"
"SITE_707","ROOM_20229","APPL_32026","MICROSOFT XBOX ONE","2019","Yes","No","Family Room"
"SITE_707","ROOM_20229","APPL_116110","NINTENDO SWITCH","Unknown","Yes","No","Family Room"
"SITE_713","ROOM_34305","APPL_90112","NINTENDO WII","Unknown","Yes","No","Living Room"
"SITE_714","ROOM_37578","APPL_138018","SONY PLAYSTATION5","2021","Yes","No","Living Room"
"SITE_714","ROOM_39885","APPL_136493","NINTENDO SWITCH","Unknown","Yes","No","Bedroom"
"SITE_716","ROOM_33966","APPL_79959","MICROSOFT XBOX 360","Unknown","Yes","No","Living Room"
"SITE_719","ROOM_18548","APPL_167993","NINTENDO WII","Unknown","Yes","No","Living Room"
"SITE_721","ROOM_1078","APPL_168062","NINTENDO SWITCH","Unknown","Yes","No","Family Room"
"SITE_721","ROOM_5473","APPL_1423","NINTENDO SWITCH","Unknown","Yes","No","Bedroom"
"SITE_724","ROOM_30737","APPL_18631","MICROSOFT XBOX ONE","Unknown","Yes","Unknown","Family Room"
"SITE_724","ROOM_30737","APPL_133345","NINTENDO SWITCH","Unknown","Yes","No","Family Room"
"SITE_724","ROOM_30737","APPL_174477","SONY PLAYSTATION4","Unknown","Yes","Unknown","Family Room"
"SITE_724","ROOM_30737","APPL_15689","SONY PLAYSTATION3","Unknown","Yes","Unknown","Family Room"
"SITE_724","ROOM_30737","APPL_148712","MICROSOFT XBOX 360","Unknown","Yes","Unknown","Family Room"
"SITE_734","ROOM_14367","APPL_124792","MICROSOFT XBOX 360","2015","Yes","Unknown","Living Room"
"SITE_734","ROOM_14367","APPL_77438","NINTENDO WII","Unknown","Yes","No","Living Room"
"SITE_736","ROOM_34153","APPL_55364","NINTENDO SWITCH","Unknown","Yes","No","Family Room"
"SITE_74","ROOM_14211","APPL_79202","MICROSOFT XBOX ONE","Unknown","Yes","Unknown","Bedroom"
"SITE_741","ROOM_28625","APPL_152420","MICROSOFT XBOX ONE","Unknown","Yes","No","Bedroom"
"SITE_741","ROOM_35020","APPL_85472","MICROSOFT XBOX ONE","Unknown","Yes","Yes","Bedroom"
"SITE_741","ROOM_35020","APPL_43048","NINTENDO SWITCH","Unknown","Yes","No","Bedroom"
"SITE_742","ROOM_28348","APPL_30793","SONY PLAYSTATION4","Unknown","Yes","Yes","Family Room"
"SITE_742","ROOM_28348","APPL_123925","NINTENDO SWITCH","Unknown","Yes","No","Family Room"
"SITE_743","ROOM_36750","APPL_51677","SONY PLAYSTATION4","Unknown","Yes","No","Bedroom"
"SITE_744","ROOM_26088","APPL_170143","MICROSOFT XBOX 360","Unknown","Yes","Yes","Living Room"
"SITE_744","ROOM_26088","APPL_18517","MICROSOFT XBOX ONE","Unknown","Yes","Yes","Living Room"
"SITE_745","ROOM_39236","APPL_140634","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_746","ROOM_6541","APPL_43492","SONY PLAYSTATION4","Unknown","Yes","Yes","Living Room"
"SITE_746","ROOM_13996","APPL_152358","NINTENDO WII","Unknown","Yes","No","Bedroom"
"SITE_749","ROOM_33312","APPL_153839","SONY PLAYSTATION4","Unknown","Yes","Unknown","Living Room"
"SITE_753","ROOM_31538","APPL_74122","MICROSOFT XBOX ONE","Unknown","Yes","Unknown","Living Room"
"SITE_754","ROOM_14732","APPL_134431","MICROSOFT XBOX SERIES X","Unknown","Yes","Unknown","Family Room"
"SITE_758","ROOM_29547","APPL_6680","SONY PLAYSTATION4","Unknown","Yes","Yes","Living Room"
"SITE_760","ROOM_1383","APPL_84514","OCULUS VR","Unknown","No","No","Family Room"
"SITE_760","ROOM_32532","APPL_152754","NINTENDO WII","Unknown","Yes","No","Living Room"
"SITE_760","ROOM_8088","APPL_161648","SONY PLAYSTATION4","Unknown","Yes","No","Bedroom"
"SITE_760","ROOM_32468","APPL_5171","SONY PLAYSTATION4","Unknown","Yes","No","Bedroom"
"SITE_764","ROOM_20554","APPL_71006","MICROSOFT XBOX 360","Unknown","Yes","Yes","Kitchen"
"SITE_764","ROOM_20554","APPL_17152","SONY PLAYSTATION3","Unknown","Yes","No","Kitchen"
"SITE_768","ROOM_7145","APPL_74867","NINTENDO WII","Unknown","Yes","No","Living Room"
"SITE_768","ROOM_7145","APPL_91348","SONY PLAYSTATION2","Unknown","No","No","Living Room"
"SITE_770","ROOM_13961","APPL_104513","SONY PLAYSTATION2","Unknown","No","Yes","Bedroom"
"SITE_770","ROOM_13961","APPL_127535","SONY PLAYSTATION3","Unknown","Yes","Yes","Bedroom"
"SITE_770","ROOM_13961","APPL_60285","SONY PLAYSTATION4","Unknown","Yes","Yes","Bedroom"
"SITE_770","ROOM_16873","APPL_148656","NINTENDO SUPER NINTENDO ENTERTAINMENT SYSTEM","1991","No","No","Bedroom"
"SITE_770","ROOM_5666","APPL_166707","SONY PLAYSTATION4","2016","Yes","Yes","Family Room"
"SITE_770","ROOM_5666","APPL_74420","NINTENDO WII","2006","Yes","No","Family Room"
"SITE_781","ROOM_41091","APPL_153295","SONY PLAYSTATION4","Unknown","Yes","Yes","Living Room"
"SITE_785","ROOM_41120","APPL_58515","SONY PLAYSTATION4","Unknown","Yes","Unknown","Bedroom"
"SITE_786","ROOM_18205","APPL_160537","MICROSOFT XBOX ONE","Unknown","Yes","No","Living Room"
"SITE_787","ROOM_36213","APPL_18559","SONY PLAYSTATION4","Unknown","Yes","No","Living Room"
"SITE_788","ROOM_13284","APPL_50808","NINTENDO SWITCH","Unknown","Yes","No","Bedroom"
"SITE_793","ROOM_28499","APPL_88416","SONY PLAYSTATION3","Unknown","Yes","No","Family Room"
"SITE_796","ROOM_41164","APPL_105385","SONY PLAYSTATION4","Unknown","Yes","No","Basement"
"SITE_796","ROOM_41164","APPL_132465","NINTENDO SWITCH","Unknown","Yes","No","Basement"
"SITE_796","ROOM_41164","APPL_70749","NINTENDO WII-U","Unknown","Yes","No","Basement"
"SITE_802","ROOM_23741","APPL_126324","NINTENDO SWITCH","Unknown","Yes","No","Garage"
"SITE_803","ROOM_4598","APPL_23024","MICROSOFT XBOX SERIES S","Unknown","Yes","No","Family Room"
"SITE_803","ROOM_4598","APPL_127596","NINTENDO WII","Unknown","Yes","No","Family Room"
"SITE_803","ROOM_4598","APPL_142493","MICROSOFT XBOX 360","Unknown","Yes","No","Family Room"
"SITE_808","ROOM_45817","APPL_100571","NINTENDO SWITCH","Unknown","Yes","No","Bedroom"
"SITE_808","ROOM_35021","APPL_41193","NINTENDO WII","Unknown","Yes","Yes","Basement"
"SITE_810","ROOM_5561","APPL_18885","NINTENDO WII","2006","Yes","Yes","Living Room"
"SITE_815","ROOM_9578","APPL_167982","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_820","ROOM_3910","APPL_17609","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_827","ROOM_32653","APPL_60710","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_827","ROOM_32653","APPL_59183","NINTENDO WII","Unknown","Yes","No","Living Room"
"SITE_827","ROOM_32653","APPL_48913","MICROSOFT XBOX ONE","Unknown","Yes","Yes","Living Room"
"SITE_831","ROOM_42783","APPL_75139","MICROSOFT XBOX ONE","Unknown","Yes","Yes","Bedroom"
"SITE_833","ROOM_13851","APPL_167701","SONY PLAYSTATION4","Unknown","Yes","No","Bedroom"
"SITE_838","ROOM_29470","APPL_158909","SONY PLAYSTATION3","Unknown","Yes","Yes","Living Room"
"SITE_84","ROOM_45932","APPL_76135","MICROSOFT XBOX ONE","Unknown","Yes","Yes","Outbuilding / Addition"
"SITE_842","ROOM_11857","APPL_82732","MICROSOFT XBOX SERIES S","Unknown","Yes","No","Bedroom"
"SITE_844","ROOM_15805","APPL_63340","SONY PLAYSTATION4","Unknown","Yes","No","Bedroom"
"SITE_857","ROOM_45725","APPL_147085","NINTENDO GAME CUBE","Unknown","No","No","Bedroom"
"SITE_857","ROOM_45725","APPL_41777","NINTENDO SUPER NINTENDO ENTERTAINMENT SYSTEM","Unknown","No","No","Bedroom"
"SITE_862","ROOM_20267","APPL_36672","MICROSOFT XBOX 360","2013","Yes","No","Family Room"
"SITE_865","ROOM_8816","APPL_108070","NINTENDO WII","Unknown","Yes","No","Office"
"SITE_868","ROOM_34771","APPL_48293","SONY PLAYSTATION3","Unknown","Yes","Yes","Living Room"
"SITE_868","ROOM_21652","APPL_153119","SONY PLAYSTATION4","Unknown","Yes","Yes","Bedroom"
"SITE_87","ROOM_36810","APPL_38657","NINTENDO SWITCH","Unknown","Yes","No","Bedroom"
"SITE_876","ROOM_29221","APPL_171025","SONY PLAYSTATION4","Unknown","Yes","No","Family Room"
"SITE_876","ROOM_29221","APPL_618","SONY PLAYSTATION2","Unknown","No","Unknown","Family Room"
"SITE_884","ROOM_21757","APPL_93962","SONY PLAYSTATION4","Unknown","Yes","Unknown","Family Room"
"SITE_887","ROOM_34233","APPL_167693","NINTENDO WII","2006","Yes","Unknown","Office"
"SITE_887","ROOM_32054","APPL_22200","SONY PLAYSTATION4","2016","Yes","Yes","Bedroom"
"SITE_887","ROOM_32054","APPL_111137","SONY PLAYSTATION3","2006","Yes","Yes","Bedroom"
"SITE_889","ROOM_39868","APPL_35137","MICROSOFT XBOX ONE","Unknown","Yes","No","Bedroom"
"SITE_889","ROOM_24489","APPL_51348","MICROSOFT XBOX ONE","Unknown","Yes","Yes","Living Room"
"SITE_889","ROOM_31964","APPL_59721","MICROSOFT XBOX SERIES S","Unknown","Yes","No","Bedroom"
"SITE_897","ROOM_42365","APPL_49480","NINTENDO SWITCH","Unknown","Yes","No","Family Room"
"SITE_897","ROOM_43084","APPL_166281","SONY PLAYSTATION4","Unknown","Yes","No","Family Room"
"SITE_897","ROOM_43084","APPL_113927","NINTENDO WII","Unknown","Yes","No","Family Room"
"SITE_897","ROOM_43084","APPL_90447","NINTENDO WII-U","Unknown","Yes","No","Family Room"
"SITE_899","ROOM_21716","APPL_163356","SONY PLAYSTATION3","Unknown","Yes","Yes","Living Room"
"SITE_899","ROOM_21716","APPL_100320","NINTENDO SUPER NINTENDO ENTERTAINMENT SYSTEM","Unknown","No","No","Living Room"
"SITE_9","ROOM_37411","APPL_154923","SONY PLAYSTATION4","Unknown","Yes","Unknown","Bedroom"
"SITE_9","ROOM_1929","APPL_43749","SONY PLAYSTATION4","Unknown","Yes","No","Bedroom"
"SITE_9","ROOM_1929","APPL_15553","SONY PLAYSTATION3","Unknown","Yes","Unknown","Bedroom"
"SITE_9","ROOM_1929","APPL_160461","SONY PLAYSTATION2","Unknown","No","Unknown","Bedroom"
"SITE_9","ROOM_1929","APPL_98632","MICROSOFT XBOX ONE","Unknown","Yes","Unknown","Bedroom"
"SITE_9","ROOM_1929","APPL_70218","NINTENDO SWITCH","Unknown","Yes","No","Bedroom"
"SITE_9","ROOM_1929","APPL_157891","NINTENDO GAME CUBE","Unknown","No","Unknown","Bedroom"
"SITE_9","ROOM_1929","APPL_123760","MICROSOFT XBOX SERIES X","2020","Yes","Yes","Bedroom"
"SITE_9","ROOM_1929","APPL_117734","SONY PLAYSTATION5","2021","Yes","Yes","Bedroom"
"SITE_903","ROOM_16812","APPL_118681","NINTENDO WII","Unknown","Yes","No","Family Room"
"SITE_903","ROOM_16812","APPL_39478","NINTENDO SWITCH","Unknown","Yes","No","Family Room"
"SITE_905","ROOM_14178","APPL_55237","MICROSOFT XBOX ONE","Unknown","Yes","Yes","Living Room"
"SITE_908","ROOM_9377","APPL_164797","NINTENDO SWITCH","Unknown","Yes","No","Family Room"
"SITE_908","ROOM_9377","APPL_93735","SONY PLAYSTATION2","Unknown","No","No","Family Room"
"SITE_908","ROOM_9377","APPL_16566","NINTENDO WII","Unknown","Yes","No","Family Room"
"SITE_915","ROOM_31619","APPL_143886","MICROSOFT XBOX 360","Unknown","Yes","Yes","Bedroom"
"SITE_915","ROOM_43572","APPL_126491","MICROSOFT XBOX ONE","Unknown","Yes","Yes","Family Room"
"SITE_918","ROOM_17951","APPL_74277","NINTENDO SWITCH","Unknown","Yes","No","Bedroom"
"SITE_918","ROOM_7306","APPL_138505","SONY PLAYSTATION4","Unknown","Yes","Unknown","Bedroom"
"SITE_920","ROOM_41212","APPL_53310","Unknown","Unknown","No","Unknown","Bedroom"
"SITE_922","ROOM_37841","APPL_91681","MICROSOFT XBOX ONE","Unknown","Yes","No","Living Room"
"SITE_924","ROOM_42879","APPL_46900","NINTENDO WII","Unknown","Yes","No","Living Room"
"SITE_929","ROOM_35943","APPL_135878","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_929","ROOM_35943","APPL_83049","SONY PLAYSTATION4","Unknown","Yes","No","Living Room"
"SITE_929","ROOM_4533","APPL_107236","MICROSOFT XBOX ONE","2019","Yes","No","Bedroom"
"SITE_93","ROOM_44043","APPL_69894","SONY PLAYSTATION4","2019","Yes","Yes","Bedroom"
"SITE_939","ROOM_12295","APPL_17582","SONY PLAYSTATION3","Unknown","Yes","Unknown","Living Room"
"SITE_939","ROOM_12295","APPL_94409","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_944","ROOM_19795","APPL_31206","NINTENDO 64","Unknown","No","No","Family Room"
"SITE_944","ROOM_30142","APPL_68491","NINTENDO WII","Unknown","Yes","No","Living Room"
"SITE_945","ROOM_38595","APPL_9897","MICROSOFT XBOX 360","Unknown","Yes","Yes","Bedroom"
"SITE_946","ROOM_8763","APPL_117396","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_946","ROOM_8763","APPL_142613","MICROSOFT XBOX 360","Unknown","Yes","No","Living Room"
"SITE_946","ROOM_8763","APPL_81350","MICROSOFT XBOX ONE","Unknown","Yes","Yes","Living Room"
"SITE_95","ROOM_8093","APPL_18179","SONY PLAYSTATION4","Unknown","Yes","No","Living Room"
"SITE_950","ROOM_18641","APPL_143944","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_950","ROOM_18641","APPL_117096","NINTENDO WII","Unknown","Yes","No","Living Room"
"SITE_950","ROOM_18641","APPL_7920","SONY PLAYSTATION4","Unknown","Yes","Unknown","Living Room"
"SITE_955","ROOM_6766","APPL_148526","SONY PLAYSTATION4","Unknown","Yes","No","Bedroom"
"SITE_958","ROOM_23346","APPL_120483","SONY PLAYSTATION4","Unknown","Yes","Yes","Kitchen"
"SITE_960","ROOM_25135","APPL_130631","SONY PLAYSTATION3","Unknown","Yes","No","Family Room"
"SITE_960","ROOM_25135","APPL_64885","SONY PLAYSTATION4","Unknown","Yes","Yes","Family Room"
"SITE_961","ROOM_30327","APPL_170310","MICROSOFT XBOX ONE","Unknown","Yes","Unknown","Living Room"
"SITE_961","ROOM_30327","APPL_84017","NINTENDO WII","Unknown","Yes","No","Living Room"
"SITE_961","ROOM_30327","APPL_1098","SONY PLAYSTATION2","Unknown","No","No","Living Room"
"SITE_961","ROOM_30327","APPL_84212","NINTENDO SUPER NINTENDO ENTERTAINMENT SYSTEM","Unknown","No","No","Living Room"
"SITE_961","ROOM_30327","APPL_53587","NINTENDO ENTERTAINMENT SYSTEM","Unknown","No","No","Living Room"
"SITE_962","ROOM_4799","APPL_173109","OCULUS VR","Unknown","Yes","No","Bedroom"
"SITE_962","ROOM_16045","APPL_130998","OCULUS VR","Unknown","Yes","No","Bedroom"
"SITE_963","ROOM_11341","APPL_123603","NINTENDO WII-U","2012","Yes","Yes","Living Room"
"SITE_964","ROOM_43395","APPL_75569","NINTENDO WII","Unknown","Yes","No","Bedroom"
"SITE_967","ROOM_28639","APPL_59222","MICROSOFT XBOX ONE","2015","Yes","No","Basement"
"SITE_972","ROOM_23416","APPL_4854","MICROSOFT XBOX 360","Unknown","Yes","Unknown","Bedroom"
"SITE_982","ROOM_43194","APPL_118692","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_982","ROOM_43194","APPL_122073","MICROSOFT XBOX SERIES X","Unknown","Yes","Unknown","Living Room"
"SITE_99","ROOM_36688","APPL_13210","SONY PLAYSTATION5","2021","Yes","Unknown","Family Room"
"SITE_99","ROOM_36688","APPL_44062","MICROSOFT XBOX 360","Unknown","Yes","Unknown","Family Room"
"SITE_99","ROOM_36688","APPL_120571","NINTENDO SWITCH","Unknown","Yes","No","Family Room"
"SITE_999","ROOM_33712","APPL_85200","SONY PLAYSTATION4","Unknown","Yes","No","Kitchen"
"SITE_3046","ROOM_43988","APPL_113359","SONY PLAYSTATION4","Unknown","Yes","Yes","Living Room"
"SITE_3048","ROOM_6437","APPL_97641","NINTENDO SWITCH","Unknown","Yes","No","Bedroom"
"SITE_3050","ROOM_8340","APPL_56592","MICROSOFT XBOX ONE","Unknown","Yes","Unknown","Living Room"
"SITE_3050","ROOM_8340","APPL_172139","MICROSOFT XBOX SERIES X","Unknown","Yes","Unknown","Living Room"
"SITE_3050","ROOM_8340","APPL_66837","MICROSOFT XBOX SERIES S","Unknown","Yes","Unknown","Living Room"
"SITE_3050","ROOM_8340","APPL_18423","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_3050","ROOM_8340","APPL_111883","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_3063","ROOM_25253","APPL_7382","MICROSOFT XBOX ONE","Unknown","Yes","Yes","Living Room"
"SITE_3067","ROOM_18708","APPL_122096","MICROSOFT XBOX SERIES S","Unknown","Yes","Yes","Kitchen"
"SITE_3072","ROOM_24902","APPL_110432","MICROSOFT XBOX","Unknown","No","Unknown","Bedroom"
"SITE_3077","ROOM_39755","APPL_105721","SONY PLAYSTATION4","Unknown","Yes","No","Bedroom"
"SITE_3083","ROOM_18375","APPL_110861","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_3089","ROOM_27489","APPL_80883","SONY PLAYSTATION4","Unknown","Yes","No","Living Room"
"SITE_3089","ROOM_27489","APPL_49140","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_3097","ROOM_5297","APPL_50568","SONY PLAYSTATION3","Unknown","Yes","No","Living Room"
"SITE_3097","ROOM_5297","APPL_15221","MICROSOFT XBOX 360","Unknown","Yes","No","Living Room"
"SITE_3101","ROOM_28721","APPL_45627","SONY PLAYSTATION4","Unknown","Yes","Yes","Living Room"
"SITE_3101","ROOM_28721","APPL_136169","NINTENDO WII","Unknown","Yes","No","Living Room"
"SITE_3101","ROOM_28721","APPL_1357","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_3104","ROOM_20989","APPL_82778","NINTENDO WII","Unknown","Yes","No","Living Room"
"SITE_3107","ROOM_22434","APPL_70448","SONY PLAYSTATION3","Unknown","Yes","Unknown","Living Room"
"SITE_3107","ROOM_22434","APPL_82798","SONY PLAYSTATION4","Unknown","Yes","Unknown","Living Room"
"SITE_3108","ROOM_41439","APPL_5160","SONY PLAYSTATION4","Unknown","Yes","Yes","Living Room"
"SITE_3108","ROOM_41439","APPL_53333","NINTENDO N64","Unknown","No","No","Living Room"
"SITE_3111","ROOM_24210","APPL_148737","SONY PLAYSTATION5","2021","Yes","Yes","Living Room"
"SITE_3113","ROOM_34470","APPL_75590","NINTENDO WII","Unknown","Yes","Unknown","Living Room"
"SITE_3114","ROOM_21781","APPL_127945","SONY PLAYSTATION4","Unknown","Yes","Yes","Living Room"
"SITE_3114","ROOM_21781","APPL_126283","SONY PLAYSTATION3","Unknown","Yes","Yes","Living Room"
"SITE_3122","ROOM_29724","APPL_56532","MICROSOFT XBOX ONE","Unknown","Yes","No","Living Room"
"SITE_3122","ROOM_39369","APPL_133374","NINTENDO 64","Unknown","No","No","Bedroom"
"SITE_3123","ROOM_16117","APPL_107669","NINTENDO WII","Unknown","Yes","No","Living Room"
"SITE_3123","ROOM_16117","APPL_158599","SONY PLAYSTATION5","Unknown","Yes","Yes","Living Room"
"SITE_3123","ROOM_16117","APPL_2845","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_3123","ROOM_16117","APPL_72306","SONY PLAYSTATION3","Unknown","Yes","No","Living Room"
"SITE_3130","ROOM_43261","APPL_18637","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_3130","ROOM_43261","APPL_114299","SONY PLAYSTATION5","Unknown","Yes","Unknown","Living Room"
"SITE_3132","ROOM_12039","APPL_125852","SONY PLAYSTATION4","Unknown","Yes","Unknown","Bedroom"
"SITE_3136","ROOM_16866","APPL_138219","NINTENDO SWITCH","2021","Yes","No","Living Room"
"SITE_3136","ROOM_6700","APPL_83127","NINTENDO WII","Unknown","Yes","No","Bedroom"
"SITE_3141","ROOM_13423","APPL_78149","Unknown","Unknown","Unknown","Unknown","Living Room"
"SITE_3141","ROOM_41960","APPL_155088","MICROSOFT XBOX ONE","Unknown","Yes","Unknown","Bedroom"
"SITE_3155","ROOM_13873","APPL_32156","SONY PLAYSTATION3","Unknown","Yes","No","Living Room"
"SITE_3165","ROOM_39164","APPL_59039","SONY PLAYSTATION4","Unknown","Yes","Unknown","Bedroom"
"SITE_3166","ROOM_22020","APPL_110538","SONY PLAYSTATION4","Unknown","Yes","Yes","Living Room"
"SITE_3166","ROOM_22020","APPL_98758","NINTENDO SWITCH","Unknown","Yes","No","Living Room"
"SITE_3171","ROOM_42575","APPL_27198","MICROSOFT XBOX SERIES X","Unknown","Yes","No","Living Room"
"SITE_3173","ROOM_25600","APPL_7908","MICROSOFT XBOX SERIES X","Unknown","Yes","No","Bedroom"
"SITE_3186","ROOM_15816","APPL_17111","SONY PLAYSTATION4","Unknown","Yes","No","Living Room"
"SITE_3191","ROOM_6442","APPL_95198","MICROSOFT XBOX ONE","Unknown","Yes","Unknown","Bedroom"
"SITE_3192","ROOM_1588","APPL_25549","NINTENDO SWITCH","Unknown","Yes","No","Kitchen"
"SITE_3194","ROOM_6673","APPL_102658","MICROSOFT XBOX 360","Unknown","Yes","Yes","Living Room"
"SITE_3200","ROOM_4659","APPL_116307","NINTENDO SWITCH","Unknown","Yes","No","Bedroom"
"SITE_3200","ROOM_4659","APPL_155887","SONY PLAYSTATION5","Unknown","Yes","Unknown","Bedroom"
"SITE_3201","ROOM_27428","APPL_74513","MICROSOFT XBOX ONE","Unknown","Yes","Yes","Living Room"
"SITE_3201","ROOM_2196","APPL_101527","MICROSOFT XBOX ONE","Unknown","Yes","Yes","Bedroom"
"SITE_3202","ROOM_41601","APPL_77737","MICROSOFT XBOX 360","Unknown","Yes","Yes","Living Room"
"SITE_3204","ROOM_10404","APPL_26404","NINTENDO SWITCH","Unknown","Yes","No","Bedroom"
"SITE_3205","ROOM_19885","APPL_58412","SONY PLAYSTATION5","2020","Yes","No","Kitchen"
