"SiteID","RoomID","WaterDetail_ID","Room_Type","Fixture_Type","Rated_GPM","Primary_Shower","Usage"
"SITE_973","ROOM_26675","APPL_148355","Bathroom","Faucet","2.5",NA,NA
"SITE_973","ROOM_26675","APPL_112688","Bathroom","Faucet","2.5",NA,NA
"SITE_973","ROOM_26675","APPL_140012","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_973","ROOM_26675","APPL_156783","Bathroom","Bathtub","Unknown","Primary","Daily / Almost Daily"
"SITE_973","ROOM_35833","APPL_36243","Kitchen","Faucet","2.2",NA,NA
"SITE_973","ROOM_22832","APPL_26761","Bathroom","Faucet","2.2",NA,NA
"SITE_973","ROOM_22832","APPL_56045","Bathroom","Shower","Unknown","Secondary","A few times per week"
"SITE_974","ROOM_33163","APPL_75376","Laundry","Faucet","Unknown",NA,NA
"SITE_974","ROOM_26521","APPL_164937","Bathroom","Faucet","2",NA,NA
"SITE_974","ROOM_26521","APPL_161039","Bathroom","Shower","Unknown","Secondary","A few times per year or less"
"SITE_974","ROOM_41835","APPL_62704","Kitchen","Faucet","Unknown",NA,NA
"SITE_974","ROOM_46323","APPL_32935","Kitchen","Faucet","Unknown",NA,NA
"SITE_974","ROOM_22395","APPL_118676","Bathroom","Faucet","Unknown",NA,NA
"SITE_974","ROOM_22395","APPL_78575","Bathroom","Shower / Bathtub combo with Diverter Valve","1.8","Primary","Daily / Almost Daily"
"SITE_975","ROOM_35821","APPL_16946","Bathroom","Bathtub","Unknown","Secondary","A few times per year or less"
"SITE_975","ROOM_35821","APPL_16005","Bathroom","Faucet","Unknown",NA,NA
"SITE_975","ROOM_31809","APPL_140513","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_975","ROOM_31809","APPL_10351","Bathroom","Faucet","Unknown",NA,NA
"SITE_975","ROOM_43495","APPL_59982","Kitchen","Faucet","2.2",NA,NA
"SITE_976","ROOM_40805","APPL_12446","Bathroom","Faucet","Unknown",NA,NA
"SITE_976","ROOM_40805","APPL_82928","Bathroom","Shower","Unknown","All used about the same","Daily / Almost Daily"
"SITE_976","ROOM_3767","APPL_22309","Bathroom","Faucet","Unknown",NA,NA
"SITE_976","ROOM_3767","APPL_153095","Bathroom","Shower","Unknown","All used about the same","Daily / Almost Daily"
"SITE_977","ROOM_23235","APPL_13000","Kitchen","Faucet","Unknown",NA,NA
"SITE_977","ROOM_3349","APPL_33451","Bathroom","Faucet","2.2",NA,NA
"SITE_977","ROOM_3349","APPL_5722","Bathroom","Shower","2.5","Primary","Daily / Almost Daily"
"SITE_977","ROOM_25284","APPL_166263","Bathroom","Faucet","Unknown",NA,NA
"SITE_977","ROOM_25284","APPL_69905","Bathroom","Shower","Unknown","Secondary","A few times per year or less"
"SITE_977","ROOM_25284","APPL_125151","Bathroom","Bathtub","Unknown","Primary","A few times per week"
"SITE_978","ROOM_17024","APPL_115853","Bathroom","Faucet","1.2",NA,NA
"SITE_978","ROOM_17024","APPL_43042","Bathroom","Shower","Unknown","Secondary","A few times per week"
"SITE_978","ROOM_6236","APPL_33593","Bathroom","Faucet","1.5",NA,NA
"SITE_978","ROOM_6236","APPL_116027","Bathroom","Shower / Bathtub combo with Diverter Valve","1.5","Primary","Daily / Almost Daily"
"SITE_978","ROOM_39934","APPL_80464","Kitchen","Faucet","1.5",NA,NA
"SITE_979","ROOM_35961","APPL_143235","Kitchen","Faucet","2.2",NA,NA
"SITE_979","ROOM_36886","APPL_58320","Bathroom","Shower","1.8","Primary","Daily / Almost Daily"
"SITE_979","ROOM_36886","APPL_46076","Bathroom","Bathtub","Unknown","Secondary",NA
"SITE_979","ROOM_36886","APPL_130740","Bathroom","Faucet","2",NA,NA
"SITE_979","ROOM_36886","APPL_40101","Bathroom","Faucet","2",NA,NA
"SITE_98","ROOM_12322","APPL_149034","Kitchen","Faucet","1.8",NA,NA
"SITE_98","ROOM_16796","APPL_87442","Bathroom","Faucet","1.5",NA,NA
"SITE_98","ROOM_16796","APPL_167113","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_980","ROOM_7849","APPL_34665","Kitchen","Faucet","Unknown",NA,NA
"SITE_980","ROOM_32675","APPL_62435","Bathroom","Faucet","1.2",NA,NA
"SITE_980","ROOM_32675","APPL_119248","Bathroom","Faucet","1.2",NA,NA
"SITE_980","ROOM_32675","APPL_161569","Bathroom","Shower","1.8","Primary","Daily / Almost Daily"
"SITE_981","ROOM_43401","APPL_71748","Garage","Faucet","Unknown",NA,NA
"SITE_981","ROOM_21704","APPL_131616","Bathroom","Faucet","Unknown",NA,NA
"SITE_981","ROOM_21704","APPL_58100","Bathroom","Faucet","Unknown",NA,NA
"SITE_981","ROOM_21704","APPL_118733","Bathroom","Bathtub","Unknown","Secondary","A few times per year or less"
"SITE_981","ROOM_21704","APPL_139313","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_981","ROOM_41392","APPL_130166","Bathroom","Faucet","Unknown",NA,NA
"SITE_981","ROOM_41392","APPL_18601","Bathroom","Faucet","Unknown",NA,NA
"SITE_981","ROOM_41392","APPL_46878","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Unknown","A few times per week"
"SITE_981","ROOM_8692","APPL_18886","Living Room","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_981","ROOM_38728","APPL_9682","Kitchen","Faucet","Unknown",NA,NA
"SITE_981","ROOM_1858","APPL_10870","Bathroom","Faucet","Unknown",NA,NA
"SITE_982","ROOM_615","APPL_3008","Bathroom","Faucet","1.2",NA,NA
"SITE_982","ROOM_615","APPL_91892","Bathroom","Shower / Bathtub combo with Diverter Valve","1.75","Unknown","A few times per week"
"SITE_982","ROOM_4915","APPL_63148","Kitchen","Faucet","1.8",NA,NA
"SITE_982","ROOM_14860","APPL_95160","Bathroom","Faucet","1.2",NA,NA
"SITE_982","ROOM_14860","APPL_71184","Bathroom","Bathtub","Unknown","Primary","A few times per month"
"SITE_982","ROOM_14860","APPL_96954","Bathroom","Shower","1.75","Primary","Daily / Almost Daily"
"SITE_982","ROOM_37852","APPL_135466","Bathroom","Faucet","1.2",NA,NA
"SITE_982","ROOM_37852","APPL_140716","Bathroom","Shower / Bathtub combo with Diverter Valve","1.75","Secondary","Daily / Almost Daily"
"SITE_983","ROOM_42320","APPL_66034","Kitchen","Faucet","1.2",NA,NA
"SITE_983","ROOM_7841","APPL_165169","Bathroom","Faucet","Unknown",NA,NA
"SITE_983","ROOM_7841","APPL_22852","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","All used about the same","Daily / Almost Daily"
"SITE_983","ROOM_33288","APPL_69852","Bathroom","Faucet","1.2",NA,NA
"SITE_983","ROOM_33288","APPL_84210","Bathroom","Faucet","1.2",NA,NA
"SITE_983","ROOM_33288","APPL_5662","Bathroom","Shower","Unknown","All used about the same","Daily / Almost Daily"
"SITE_984","ROOM_33187","APPL_87510","Bathroom","Faucet","1.2",NA,NA
"SITE_984","ROOM_38342","APPL_144122","Laundry","Faucet","Unknown",NA,NA
"SITE_984","ROOM_33630","APPL_51060","Bathroom","Faucet","1.2",NA,NA
"SITE_984","ROOM_33630","APPL_80509","Bathroom","Shower","Unknown","Secondary","A few times per year or less"
"SITE_984","ROOM_5602","APPL_140972","Kitchen","Faucet","1.5",NA,NA
"SITE_984","ROOM_33187","APPL_148833","Bathroom","Faucet","1.2",NA,NA
"SITE_984","ROOM_33187","APPL_113936","Bathroom","Bathtub","Unknown","Primary","A few times per month"
"SITE_984","ROOM_33187","APPL_137942","Bathroom","Shower","1.75","Primary","Daily / Almost Daily"
"SITE_985","ROOM_18408","APPL_108633","Bathroom","Faucet","Unknown",NA,NA
"SITE_985","ROOM_18408","APPL_46006","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","A few times per month"
"SITE_985","ROOM_43538","APPL_38576","Bathroom","Faucet","Unknown",NA,NA
"SITE_985","ROOM_43538","APPL_66095","Bathroom","Faucet","Unknown",NA,NA
"SITE_985","ROOM_43538","APPL_72819","Bathroom","Shower","2.5","Primary","Daily / Almost Daily"
"SITE_985","ROOM_43538","APPL_94459","Bathroom","Shower","2.5","Primary","Daily / Almost Daily"
"SITE_985","ROOM_738","APPL_85564","Kitchen","Faucet","Unknown",NA,NA
"SITE_985","ROOM_738","APPL_79424","Kitchen","Faucet","Unknown",NA,NA
"SITE_985","ROOM_38600","APPL_26978","Bathroom","Faucet","Unknown",NA,NA
"SITE_986","ROOM_27746","APPL_8945","Kitchen","Faucet","Unknown",NA,NA
"SITE_986","ROOM_39410","APPL_124987","Bathroom","Faucet","Unknown",NA,NA
"SITE_986","ROOM_39410","APPL_160643","Bathroom","Shower / Bathtub combo with Diverter Valve","1.75","Primary","Daily / Almost Daily"
"SITE_986","ROOM_25402","APPL_116584","Kitchen","Faucet","Unknown",NA,NA
"SITE_986","ROOM_17922","APPL_140543","Bathroom","Faucet","2.2",NA,NA
"SITE_986","ROOM_17922","APPL_4989","Bathroom","Shower","2.5","Secondary","A few times per week"
"SITE_987","ROOM_4511","APPL_124433","Bathroom","Faucet","Unknown",NA,NA
"SITE_987","ROOM_4511","APPL_108493","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","All used about the same","Daily / Almost Daily"
"SITE_987","ROOM_41833","APPL_18880","Bathroom","Faucet","Unknown",NA,NA
"SITE_987","ROOM_41833","APPL_120555","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","All used about the same","Daily / Almost Daily"
"SITE_987","ROOM_40520","APPL_32309","Bathroom","Faucet","Unknown",NA,NA
"SITE_988","ROOM_10930","APPL_66274","Bathroom","Faucet","Unknown",NA,NA
"SITE_988","ROOM_10930","APPL_93653","Bathroom","Shower / Bathtub combo with Diverter Valve","2","Primary","Daily / Almost Daily"
"SITE_988","ROOM_25722","APPL_86589","Kitchen","Faucet","Unknown",NA,NA
"SITE_988","ROOM_22018","APPL_119044","Closet","Faucet","Unknown",NA,NA
"SITE_988","ROOM_22018","APPL_46001","Closet","Shower","2","Secondary","A few times per month"
"SITE_988","ROOM_21066","APPL_168769","Bathroom","Faucet","Unknown",NA,NA
"SITE_988","ROOM_21066","APPL_132264","Bathroom","Shower","2","Secondary","A few times per month"
"SITE_989","ROOM_11428","APPL_62509","Bathroom","Faucet","Unknown",NA,NA
"SITE_989","ROOM_11428","APPL_58974","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_989","ROOM_14305","APPL_93968","Bathroom","Faucet","Unknown",NA,NA
"SITE_989","ROOM_14305","APPL_8324","Bathroom","Bathtub","Unknown","Secondary","A few times per year or less"
"SITE_989","ROOM_35904","APPL_134881","Kitchen","Faucet","Unknown",NA,NA
"SITE_989","ROOM_18511","APPL_83989","Living Room","Faucet","Unknown",NA,NA
"SITE_989","ROOM_4185","APPL_136224","Bathroom","Faucet","Unknown",NA,NA
"SITE_989","ROOM_4185","APPL_71089","Bathroom","Shower","Unknown","Secondary","A few times per year or less"
"SITE_989","ROOM_45569","APPL_76463","Mechanical","Faucet","Unknown",NA,NA
"SITE_99","ROOM_13330","APPL_148808","Bathroom","Faucet","Unknown",NA,NA
"SITE_99","ROOM_46776","APPL_82980","Bathroom","Faucet","Unknown",NA,NA
"SITE_99","ROOM_46776","APPL_121219","Bathroom","Shower / Bathtub combo with Diverter Valve","1.8","Secondary","A few times per month"
"SITE_99","ROOM_13330","APPL_171087","Bathroom","Faucet","Unknown",NA,NA
"SITE_99","ROOM_13330","APPL_56607","Bathroom","Shower","2.5","Primary","Daily / Almost Daily"
"SITE_99","ROOM_41418","APPL_40212","Bathroom","Faucet","1.5",NA,NA
"SITE_99","ROOM_72","APPL_43314","Kitchen","Faucet","Unknown",NA,NA
"SITE_990","ROOM_32158","APPL_87547","Bathroom","Faucet","2",NA,NA
"SITE_990","ROOM_32158","APPL_136995","Bathroom","Shower / Bathtub combo with Diverter Valve","2.5","All used about the same","Daily / Almost Daily"
"SITE_990","ROOM_6110","APPL_109103","Kitchen","Faucet","1.8",NA,NA
"SITE_990","ROOM_10687","APPL_143041","Bathroom","Faucet","2",NA,NA
"SITE_990","ROOM_10687","APPL_10125","Bathroom","Shower","2.5","All used about the same","Daily / Almost Daily"
"SITE_990","ROOM_10687","APPL_166632","Bathroom","Bathtub","Unknown","Secondary","A few times per year or less"
"SITE_990","ROOM_10687","APPL_52283","Bathroom","Faucet","2",NA,NA
"SITE_991","ROOM_8755","APPL_86108","Laundry","Faucet","2.2",NA,NA
"SITE_991","ROOM_45459","APPL_66253","Kitchen","Faucet","2.2",NA,NA
"SITE_991","ROOM_7977","APPL_102513","Bathroom","Faucet","2.2",NA,NA
"SITE_991","ROOM_7977","APPL_53672","Bathroom","Bathtub","Unknown","Secondary","A few times per year or less"
"SITE_991","ROOM_7977","APPL_23441","Bathroom","Shower","2","Primary","Daily / Almost Daily"
"SITE_991","ROOM_2306","APPL_30486","Bathroom","Faucet","2",NA,NA
"SITE_991","ROOM_2306","APPL_151368","Bathroom","Shower","2.2","Secondary","A few times per week"
"SITE_991","ROOM_36376","APPL_132985","Other","Faucet","2.2",NA,NA
"SITE_992","ROOM_41648","APPL_145479","Bathroom","Faucet","Unknown",NA,NA
"SITE_992","ROOM_41648","APPL_14895","Bathroom","Faucet","Unknown",NA,NA
"SITE_992","ROOM_41648","APPL_119995","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","A few times per month"
"SITE_992","ROOM_43432","APPL_14502","Bathroom","Faucet","2.2",NA,NA
"SITE_992","ROOM_43432","APPL_143992","Bathroom","Faucet","2.2",NA,NA
"SITE_992","ROOM_43432","APPL_30979","Bathroom","Bathtub","Unknown","Secondary","A few times per year or less"
"SITE_992","ROOM_43432","APPL_42968","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_992","ROOM_26475","APPL_102990","Bathroom","Faucet","2.2",NA,NA
"SITE_992","ROOM_20979","APPL_21030","Kitchen","Faucet","Unknown",NA,NA
"SITE_992","ROOM_20979","APPL_35277","Kitchen","Faucet","1.2",NA,NA
"SITE_993","ROOM_14087","APPL_98485","Kitchen","Faucet","Unknown",NA,NA
"SITE_993","ROOM_26985","APPL_29114","Bathroom","Faucet","2.2",NA,NA
"SITE_993","ROOM_26985","APPL_137221","Bathroom","Shower / Bathtub combo with Diverter Valve","2","Primary","A few times per week"
"SITE_994","ROOM_14814","APPL_55219","Bathroom","Faucet","1.8",NA,NA
"SITE_994","ROOM_31770","APPL_116685","Bathroom","Faucet","1.8",NA,NA
"SITE_994","ROOM_31770","APPL_52602","Bathroom","Shower","2.2","Primary","Daily / Almost Daily"
"SITE_994","ROOM_44614","APPL_138409","Laundry","Faucet","1.8",NA,NA
"SITE_994","ROOM_14814","APPL_81400","Bathroom","Shower / Bathtub combo with Diverter Valve","2.2","Secondary","A few times per month"
"SITE_994","ROOM_38133","APPL_110311","Kitchen","Faucet","2",NA,NA
"SITE_995","ROOM_46434","APPL_121964","Mechanical","Faucet","2.2",NA,NA
"SITE_995","ROOM_5438","APPL_79507","Bathroom","Faucet","2.2",NA,NA
"SITE_995","ROOM_5438","APPL_107890","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","A few times per week"
"SITE_995","ROOM_34531","APPL_33710","Kitchen","Faucet","1.8",NA,NA
"SITE_995","ROOM_23618","APPL_139367","Bathroom","Faucet","1.8",NA,NA
"SITE_995","ROOM_23618","APPL_149924","Bathroom","Shower","1.8","Primary","Daily / Almost Daily"
"SITE_995","ROOM_23618","APPL_49661","Bathroom","Shower","1.8","Primary","Daily / Almost Daily"
"SITE_996","ROOM_12972","APPL_6968","Bathroom","Faucet","1.5",NA,NA
"SITE_996","ROOM_12972","APPL_129754","Bathroom","Shower","2.2","Primary","Daily / Almost Daily"
"SITE_996","ROOM_12972","APPL_14201","Bathroom","Bathtub","Unknown","Primary","A few times per week"
"SITE_996","ROOM_24307","APPL_54425","Bathroom","Faucet","1.5",NA,NA
"SITE_996","ROOM_24307","APPL_29904","Bathroom","Shower / Bathtub combo with Diverter Valve","2.2","Secondary","A few times per month"
"SITE_996","ROOM_12558","APPL_94392","Kitchen","Faucet","2",NA,NA
"SITE_997","ROOM_3825","APPL_126397","Bathroom","Faucet","2.2",NA,NA
"SITE_997","ROOM_22635","APPL_21881","Bathroom","Faucet","1.8",NA,NA
"SITE_997","ROOM_22635","APPL_63170","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_997","ROOM_10340","APPL_7387","Kitchen","Faucet","Unknown",NA,NA
"SITE_998","ROOM_43473","APPL_65327","Bathroom","Faucet","1.5",NA,NA
"SITE_998","ROOM_43473","APPL_154293","Bathroom","Shower","2.5","Primary","Daily / Almost Daily"
"SITE_998","ROOM_28424","APPL_69072","Kitchen","Faucet","1.8",NA,NA
"SITE_998","ROOM_32163","APPL_102092","Bathroom","Faucet","1.8",NA,NA
"SITE_998","ROOM_32163","APPL_39244","Bathroom","Shower / Bathtub combo with Diverter Valve","2.2","All used about the same","Daily / Almost Daily"
"SITE_999","ROOM_33712","APPL_26238","Kitchen","Faucet","Unknown",NA,NA
"SITE_999","ROOM_28238","APPL_72206","Bathroom","Faucet","Unknown",NA,NA
"SITE_999","ROOM_28238","APPL_120445","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Unknown","A few times per month"
"SITE_999","ROOM_24671","APPL_26654","Bathroom","Faucet","Unknown",NA,NA
"SITE_999","ROOM_24671","APPL_29666","Bathroom","Faucet","Unknown",NA,NA
"SITE_999","ROOM_24671","APPL_54959","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","All used about the same","A few times per week"
"SITE_999","ROOM_24208","APPL_15202","Bathroom","Faucet","Unknown",NA,NA
"SITE_999","ROOM_24208","APPL_115379","Bathroom","Faucet","Unknown",NA,NA
"SITE_999","ROOM_24208","APPL_163979","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","All used about the same","Daily / Almost Daily"
"SITE_3045","ROOM_24499","APPL_22989","Bathroom","Faucet","Unknown",NA,NA
"SITE_3045","ROOM_24499","APPL_68284","Bathroom","Shower / Bathtub combo with Diverter Valve","1.8","Primary","Daily / Almost Daily"
"SITE_3045","ROOM_5218","APPL_145135","Kitchen","Faucet","Unknown",NA,NA
"SITE_3046","ROOM_38753","APPL_12321","Kitchen","Faucet","1.8",NA,NA
"SITE_3046","ROOM_27803","APPL_136485","Bathroom","Faucet","1.5",NA,NA
"SITE_3046","ROOM_27803","APPL_166170","Bathroom","Shower / Bathtub combo with Diverter Valve","1.751","Primary","Daily / Almost Daily"
"SITE_3047","ROOM_39779","APPL_80268","Kitchen","Faucet","Unknown",NA,NA
"SITE_3047","ROOM_17604","APPL_161674","Bathroom","Faucet","Unknown",NA,NA
"SITE_3047","ROOM_17604","APPL_29268","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_3048","ROOM_44629","APPL_8816","Kitchen","Faucet","2.2",NA,NA
"SITE_3048","ROOM_15332","APPL_161800","Bathroom","Shower / Bathtub combo with Diverter Valve","2.5","Secondary","A few times per month"
"SITE_3048","ROOM_15332","APPL_116375","Bathroom","Faucet","2.2",NA,NA
"SITE_3048","ROOM_21999","APPL_142878","Bathroom","Faucet","2.2",NA,NA
"SITE_3048","ROOM_21999","APPL_27216","Bathroom","Shower / Bathtub combo with Diverter Valve","2.5","Primary","Daily / Almost Daily"
"SITE_3049","ROOM_1197","APPL_154997","Kitchen","Faucet","Unknown",NA,NA
"SITE_3049","ROOM_16513","APPL_113861","Bathroom","Faucet","Unknown",NA,NA
"SITE_3049","ROOM_16513","APPL_129212","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","A few times per year or less"
"SITE_3050","ROOM_22092","APPL_70442","Kitchen","Faucet","Unknown",NA,NA
"SITE_3050","ROOM_15633","APPL_156793","Bathroom","Faucet","2.2",NA,NA
"SITE_3050","ROOM_15633","APPL_158118","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","All used about the same","Daily / Almost Daily"
"SITE_3050","ROOM_23432","APPL_150927","Bathroom","Faucet","2.2",NA,NA
"SITE_3050","ROOM_23432","APPL_120116","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","All used about the same","Daily / Almost Daily"
"SITE_3051","ROOM_5917","APPL_85479","Bathroom","Faucet","1.2",NA,NA
"SITE_3051","ROOM_5917","APPL_32860","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_3051","ROOM_45950","APPL_22883","Kitchen","Faucet","1.5",NA,NA
"SITE_3052","ROOM_30541","APPL_66389","Kitchen","Faucet","Unknown",NA,NA
"SITE_3052","ROOM_40284","APPL_35721","Bathroom","Faucet","Unknown",NA,NA
"SITE_3052","ROOM_40284","APPL_50565","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","A few times per year or less"
"SITE_3052","ROOM_12415","APPL_3798","Bathroom","Faucet","Unknown",NA,NA
"SITE_3052","ROOM_12415","APPL_122022","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_3053","ROOM_32126","APPL_127676","Bathroom","Faucet","Unknown",NA,NA
"SITE_3053","ROOM_32126","APPL_17046","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_3053","ROOM_5111","APPL_145646","Kitchen","Faucet","Unknown",NA,NA
"SITE_3054","ROOM_16048","APPL_26251","Bathroom","Faucet","1.8",NA,NA
"SITE_3054","ROOM_16048","APPL_2910","Bathroom","Shower / Bathtub combo with Diverter Valve","2.5","Primary","Daily / Almost Daily"
"SITE_3054","ROOM_42975","APPL_151014","Kitchen","Faucet","1.8",NA,NA
"SITE_3055","ROOM_24882","APPL_26909","Bathroom","Faucet","Unknown",NA,NA
"SITE_3055","ROOM_24882","APPL_3893","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_3055","ROOM_8331","APPL_65905","Kitchen","Faucet","Unknown",NA,NA
"SITE_3056","ROOM_19681","APPL_145317","Kitchen","Faucet","2",NA,NA
"SITE_3056","ROOM_7036","APPL_10944","Bathroom","Faucet","Unknown",NA,NA
"SITE_3056","ROOM_7036","APPL_81352","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","A few times per week"
"SITE_3057","ROOM_21308","APPL_84739","Kitchen","Faucet","Unknown",NA,NA
"SITE_3057","ROOM_21926","APPL_22128","Bathroom","Faucet","Unknown",NA,NA
"SITE_3057","ROOM_21926","APPL_152574","Bathroom","Shower / Bathtub combo with Diverter Valve","2.5","Primary","Daily / Almost Daily"
"SITE_3058","ROOM_4296","APPL_150218","Kitchen","Faucet","Unknown",NA,NA
"SITE_3058","ROOM_20217","APPL_128164","Bathroom","Faucet","1.5",NA,NA
"SITE_3058","ROOM_20217","APPL_121548","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_3059","ROOM_45545","APPL_135972","Kitchen","Faucet","2.2",NA,NA
"SITE_3059","ROOM_1612","APPL_125897","Bathroom","Faucet","2.2",NA,NA
"SITE_3059","ROOM_1612","APPL_43024","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_3060","ROOM_6852","APPL_142657","Kitchen","Faucet","Unknown",NA,NA
"SITE_3060","ROOM_16166","APPL_58441","Bathroom","Faucet","Unknown",NA,NA
"SITE_3060","ROOM_16166","APPL_163328","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_3061","ROOM_45676","APPL_170713","Kitchen","Faucet","Unknown",NA,NA
"SITE_3061","ROOM_36856","APPL_87118","Bathroom","Faucet","Unknown",NA,NA
"SITE_3061","ROOM_36856","APPL_96849","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_3062","ROOM_46128","APPL_92291","Bathroom","Faucet","1",NA,NA
"SITE_3062","ROOM_46128","APPL_153564","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_3062","ROOM_23440","APPL_128804","Kitchen","Faucet","Unknown",NA,NA
"SITE_3063","ROOM_16742","APPL_152431","Bathroom","Faucet","1.5",NA,NA
"SITE_3063","ROOM_16742","APPL_72531","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_3063","ROOM_3074","APPL_73803","Kitchen","Faucet","1.5",NA,NA
"SITE_3064","ROOM_30288","APPL_90107","Bathroom","Faucet","Unknown",NA,NA
"SITE_3064","ROOM_30288","APPL_86695","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_3064","ROOM_6307","APPL_18138","Kitchen","Faucet","1.5",NA,NA
"SITE_3065","ROOM_941","APPL_139597","Kitchen","Faucet","2.2",NA,NA
"SITE_3065","ROOM_1734","APPL_35334","Bathroom","Faucet","2.2",NA,NA
"SITE_3065","ROOM_1734","APPL_90064","Bathroom","Shower / Bathtub combo with Diverter Valve","2.5","Primary","A few times per week"
"SITE_3066","ROOM_3939","APPL_168519","Bathroom","Faucet","Unknown",NA,NA
"SITE_3066","ROOM_8480","APPL_45192","Kitchen","Faucet","Unknown",NA,NA
"SITE_3066","ROOM_3939","APPL_27572","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_3067","ROOM_18708","APPL_47466","Kitchen","Faucet","1.5",NA,NA
"SITE_3067","ROOM_43226","APPL_154772","Bathroom","Faucet","1.8",NA,NA
"SITE_3067","ROOM_43226","APPL_66381","Bathroom","Shower / Bathtub combo with Diverter Valve","1.8","Primary","Daily / Almost Daily"
"SITE_3068","ROOM_43193","APPL_3264","Kitchen","Faucet","Unknown",NA,NA
"SITE_3068","ROOM_33846","APPL_102804","Bathroom","Faucet","Unknown",NA,NA
"SITE_3068","ROOM_33846","APPL_96398","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","Daily / Almost Daily"
"SITE_3069","ROOM_42356","APPL_66163","Kitchen","Faucet","Unknown",NA,NA
"SITE_3069","ROOM_6178","APPL_114033","Bathroom","Faucet","1.5",NA,NA
"SITE_3069","ROOM_6178","APPL_140279","Bathroom","Shower","Unknown","Unknown",NA
"SITE_3070","ROOM_34750","APPL_70309","Kitchen","Faucet","Unknown",NA,NA
"SITE_3070","ROOM_29778","APPL_78022","Bathroom","Faucet","Unknown",NA,NA
"SITE_3070","ROOM_29778","APPL_101441","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","A few times per month"
"SITE_3070","ROOM_13499","APPL_127093","Bathroom","Faucet","Unknown",NA,NA
"SITE_3070","ROOM_13499","APPL_64604","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Secondary","A few times per month"
"SITE_3071","ROOM_34845","APPL_54463","Kitchen","Faucet","Unknown",NA,NA
"SITE_3071","ROOM_25593","APPL_80299","Bathroom","Faucet","Unknown",NA,NA
"SITE_3071","ROOM_25593","APPL_23879","Bathroom","Shower / Bathtub combo with Diverter Valve","Unknown","Primary","A few times per week"
"SITE_3072","ROOM_34795","APPL_146327","Kitchen","Faucet","Unknown",NA,NA
"SITE_3072","ROOM_16811","APPL_88113","Bathroom","Shower","Unknown","Primary","Daily / Almost Daily"
"SITE_3072","ROOM_16811","APPL_61549","Bathroom","Faucet","Unknown",NA,NA
"SITE_3072","ROOM_6809","APPL_57827","Bathroom","Faucet","Unknown",NA,NA
