"SiteID","Mechanical_ID","Technology_Description","Storage_Tankless","Fuel_Type","Make","Make_Other","Model","Water_Heater_Missing_Model_Reason","Size","Size_Is_Estimated","Year_Manufactured","Serial_Number","Wifi_Enabled","Serves_Whole_House","Location","Provided_by_Heating_System","Supplemental_Solar_Water_Heating","Capacity_BTUH","Capacity_BTUH_Is_Estimated","Capacity_kW","Capacity_kW_Is_Estimated","Water_Heater_Efficiency_Type","Water_Heater_Efficiency","Water_Heater_MEF","Tank_Wrap","Tank_Wrap_Thickness","Pipe_Wrap","Pipe_Wrap_Type","Pipe_Wrap_Type_Other","Pipe_Wrap_Length","Pipe_Wrap_Length_Is_Estimated","Pipe_Wrap_Thickness","Pipe_Wrap_Thickness_Is_Estimated","Circulator_Present","Space_Is_Conditioned","HPWH_Conditioned_Space_Size","Relation_to_Space_Heating_Unit","Air_Supply_From_Inside_House","HPWH_Ducting","Within_4_feet_of_a_drain","Drain_Type","Can_Exhaust_to_Garage_or_Get_Supply_Air_from_Home_Interior","In_A_Room_Greater_Than_1.000_Cubic_Feet","Eight_feet_of_Vertical_Space","HPWH_Current_Mode","HPWH_Port_Present","Indirect_Water_Heater_Fuel"
"SITE_846","MECH_122630","Electric Resistance","Storage","Electric","Rheem",NA,"PROE50 T2 RH95",NA,"50","Measured or Known","2017","M231714248","No","Yes","Hallway","No","No",NA,NA,"4.5","Measured or Known","Energy Factor (EF)","0.95","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"3","Measured or Known","0.5","Measured or Known","No","Yes",NA,"Adjacent rooms","Yes",NA,"No","Unknown","Yes","No","Yes",NA,NA,NA
"SITE_847","MECH_148572","Electric Resistance","Storage","Electric","Unknown",NA,"Unknown","Unknown","50","Estimated","Unknown","Unknown","No","Yes","Mechanical","Yes","No",NA,NA,"Unknown","Estimated","Unknown","Unknown","Unknown","Yes","1.5 inches","No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"Unknown","Unknown","No","Yes","No",NA,NA,NA
"SITE_847","MECH_143899","Electric Resistance","Tankless","Electric","EcoSmart",NA,"ECO 18",NA,NA,NA,"Unknown","Unknown","No","Yes","Mechanical","No","No",NA,NA,"18","Measured or Known","Unknown","Unknown","Unknown","No","Unknown","No",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,"None of the above","Yes",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_848","MECH_104636","Fossil Fuel Non-Condensing","Storage","Natural Gas","General Electric",NA,"GG40T06AVG01",NA,"40","Measured or Known","2007","GELN1107V08834","No","Yes","Hallway","No","No","36000","Measured or Known",NA,NA,"Unknown","0.59","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"4","Estimated","0.5","Estimated","No","Yes",NA,"None of the above","Yes",NA,"Yes","Floor drain","No","No","Yes",NA,NA,NA
"SITE_849","MECH_43996","Electric Resistance","Storage","Electric","Reliance",NA,"650DORT 210",NA,"55","Measured or Known","Unknown","1106J004312","No","Yes","Laundry","Yes","No",NA,NA,"4.5","Measured or Known","Energy Factor (EF)","0.88","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"Yes","Plumbed drain","Yes","No","Yes",NA,NA,NA
"SITE_85","MECH_95558","Fossil Fuel Non-Condensing","Storage","Natural Gas","Bradford White",NA,"MI403S6EN12",NA,"40","Measured or Known","Unknown","TC5053336","No","Yes","Garage","No","No","40000","Unknown",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Unknown",NA,NA,NA
"SITE_850","MECH_133927","Electric Resistance","Storage","Electric","AO Smith",NA,"EES 66 917",NA,"66","Measured or Known","Unknown","CK98-4475566-917","No","Yes","Garage","No","No",NA,NA,"3.375","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Next to each other","Yes",NA,"Yes","Plumbed drain","Yes","Yes","Yes",NA,NA,NA
"SITE_851","MECH_127152","Fossil Fuel Condensing","Tankless","Natural Gas","Ruud",NA,"RUTGH-95DVLN-2",NA,NA,NA,"Unknown","W312037093","No","Yes","Garage","No","No","199900","Measured or Known",NA,NA,"Unknown","0.93","Unknown","No","Unknown","No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Next to each other","Yes",NA,"No","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_852","MECH_139167","Fossil Fuel Non-Condensing","Tankless","Natural Gas","Ruud",NA,"RUTGH-950VN",NA,NA,NA,"Unknown","Unknown","Unknown","Yes","Laundry","No","No","199900","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No","Unknown","No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Adjacent rooms","Yes",NA,"No","Unknown","No","No","Yes",NA,NA,NA
"SITE_853","MECH_74761","Indirect Water Heater","Storage","Unknown","Other","Vaillant","VIH 190/3",NA,"50","Measured or Known","1992","379-1109","No","Yes","Mechanical","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,"Next to each other","Yes",NA,"Yes","Floor drain","No","No","Yes",NA,NA,"Propane"
"SITE_854","MECH_8601","Electric Resistance","Storage","Electric","AO Smith",NA,"ENT55100",NA,"55","Measured or Known","Unknown","1525A028751","No","Yes","Basement","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,"Next to each other","Yes",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_855","MECH_63628","Fossil Fuel Non-Condensing","Storage","Natural Gas","Satellite",NA,"SCI 40 NHMDT2F",NA,"40","Measured or Known","Unknown","H93941906","No","Yes","Mechanical","No","No","32000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Same room","Yes",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_856","MECH_155603","Electric Resistance","Storage","Electric","State",NA,"T6522 JR5V0",NA,"50","Measured or Known","Unknown","C00229985","No","Yes","Garage","Yes","No",NA,NA,"5.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"Yes","Fiberglass",NA,"4","Estimated","0.5","Estimated","No","No",NA,"None of the above","No",NA,"Unknown","Unknown","No","Yes","No",NA,NA,NA
"SITE_857","MECH_172544","Fossil Fuel Condensing","Storage","Natural Gas","General Electric",NA,"Unknown","Unknown","50","Measured or Known","Unknown","Unknown","No","Yes","Other","No","No","40000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","Yes","3.0 inches","No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Same room","Yes",NA,"No","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_858","MECH_20140","Fossil Fuel Condensing","Storage","Natural Gas","American Standard",NA,"Unknown","Unknown","40","Unknown","2002","Unknown","No","Yes","Crawlspace","No","No","Unknown","Unknown",NA,NA,"Unknown","Unknown","Unknown","Yes","2.0 inches","No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Same room","Yes",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_859","MECH_171323","Electric Resistance","Storage","Electric","Bradford White",NA,"RE350S6-1NCWW",NA,"50","Measured or Known","Unknown","WF45300980","No","Yes","Mechanical","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_86","MECH_135858","Fossil Fuel Non-Condensing","Storage","Natural Gas","Bradford White",NA,"MI5036FBN",NA,"50","Measured or Known","Unknown","EA10139574","No","Yes","Laundry","No","No","40000","Unknown",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"No","Unknown","Yes","No","No",NA,NA,NA
"SITE_860","MECH_138291","Electric Resistance","Storage","Electric","Unknown",NA,"Unknown","Unknown","50","Estimated","Unknown","Unknown","No","Yes","Bedroom","No","No",NA,NA,"4.5","Estimated","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"No","Unknown","Yes","No","No",NA,NA,NA
"SITE_861","MECH_22406","Electric Resistance","Storage","Electric","General Electric",NA,"GE50T06TAG",NA,"50","Measured or Known","2009","GE 0609R02160","No","Yes","Mechanical","No","No",NA,NA,"4.5","Measured or Known","Energy Factor (EF)","0.88","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Unknown","No",NA,"No","Unknown","No","No","Yes",NA,NA,NA
"SITE_862","MECH_159033","Fossil Fuel Condensing","Tankless","Propane","Navien",NA,"NPE-240S",NA,NA,NA,"Unknown","7417B1720831306","No","Yes","Mechanical","No","No","199900","Measured or Known",NA,NA,"Unknown","0.99","Unknown","No","Unknown","No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Adjacent rooms","Yes",NA,"Yes","Floor drain","No","No","Yes",NA,NA,NA
"SITE_862","MECH_63477","Fossil Fuel Non-Condensing","Storage","Propane","Rheem",NA,"PROG50-36P RH60",NA,"50","Measured or Known","2016","Q471617790","No","Yes","Mechanical","No","No","36000","Measured or Known",NA,NA,"Unknown","0.62","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Adjacent rooms","Yes",NA,"Yes","Floor drain","No","No","Yes",NA,NA,NA
"SITE_863","MECH_2374","Electric Resistance","Storage","Electric","Rheem",NA,"MR50245",NA,"50","Measured or Known","Unknown","0807 W 44142","No","Yes","Mechanical","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"2","Measured or Known","1","Measured or Known","No","Yes",NA,"Same room","Yes",NA,"No","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_864","MECH_93225","Electric Resistance","Storage","Electric","Reliance",NA,"640 DORT",NA,"40","Measured or Known","Unknown","1034J005577","No","Yes","Mechanical","No","No",NA,NA,"4.5","Estimated","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"Yes","Plumbed drain","No","No","No",NA,NA,NA
"SITE_865","MECH_73673","Fossil Fuel Non-Condensing","Storage","Natural Gas","Rheem",NA,"XG50T06EC38U1",NA,"50","Measured or Known","Unknown","M152007287","No","Yes","Mechanical","No","No","38000","Unknown",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Unknown",NA,NA,NA
"SITE_865","MECH_173468","Fossil Fuel Non-Condensing","Storage","Natural Gas","AO Smith",NA,"GCG-50 400",NA,"50","Measured or Known","Unknown","#2007118234336","No","Yes","Mechanical","No","No","40000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Unknown",NA,NA,NA
"SITE_866","MECH_163219","Electric Resistance","Storage","Electric","Rheem",NA,"MR50245",NA,"50","Measured or Known","Unknown","0904W43968","No","Yes","Mechanical","No","No",NA,NA,"4.5","Measured or Known","Energy Factor (EF)","0.96","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"3","Measured or Known","0.25","Measured or Known","Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Unknown",NA,NA,NA
"SITE_867","MECH_144075","Fossil Fuel Non-Condensing","Storage","Natural Gas","Ruud",NA,"PH2-40S-40F",NA,"40","Measured or Known","Unknown","RULN0506V11834","No","Yes","Mechanical","Unknown","Unknown","40000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"5","Measured or Known","1","Measured or Known","Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Unknown",NA,NA,NA
"SITE_868","MECH_75324","Indirect Water Heater","Storage","Natural Gas","Weil-McLain",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Crawlspace","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"6","Estimated","2","Estimated","Yes","No",NA,"Next to each other","No",NA,"Unknown","Unknown","No","Yes","No",NA,NA,"Natural Gas"
"SITE_869","MECH_163818","Fossil Fuel Condensing","Tankless","Propane","Reliance",NA,"AT-H3S-DV-P",NA,NA,NA,"Unknown","#146004789","No","Yes","Laundry","No","No","180000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No","Unknown","No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Unknown",NA,NA,NA
"SITE_87","MECH_8376","Electric Resistance","Tankless","Electric","EcoSmart",NA,"ECO27",NA,NA,NA,"Unknown","#271391457","No","Yes","Bedroom","No","No",NA,NA,"27","Measured or Known","Unknown","Unknown","Unknown","No","Unknown","No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","No",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_870","MECH_154845","Electric Resistance","Storage","Electric","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No","Yes","Mechanical","Yes","No",NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Yes","2.0 inches","Yes","Polyethylene Foam",NA,"16","Estimated","0.5","Measured or Known","No","Yes",NA,"Same room","No",NA,"Unknown","Unknown","No","No","No",NA,NA,NA
"SITE_871","MECH_111281","Electric Resistance","Storage","Electric","Rheem",NA,"XE50M12CS55U1",NA,"50","Measured or Known","2021","#0152122892","Yes","Yes","Garage","No","No",NA,NA,"5.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"None of the above","No",NA,"No","Unknown","Yes","Yes","No",NA,NA,NA
"SITE_872","MECH_53928","Fossil Fuel Non-Condensing","Storage","Natural Gas","Bradford White",NA,"M1TW50S6FBN",NA,"50","Measured or Known","Unknown","KF18401565","No","Yes","Mechanical","No","No","40000","Unknown",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_873","MECH_94982","Electric Resistance","Storage","Electric","Reliance",NA,"5 52 20RT973 W95",NA,"50","Measured or Known","Unknown","A98378449","No","Yes","Basement","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","Yes","3.0 inches","Yes","Polyethylene Foam",NA,"30","Estimated","0.5","Estimated","Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","Yes","Unknown",NA,NA,NA
"SITE_874","MECH_151146","Electric Heat Pump (Packaged)","Storage","Electric","General Electric",NA,"GEH50DEEDSRB",NA,"50","Measured or Known","2014","DD607035G","No","Yes","Laundry","No","No",NA,NA,"4.5","Measured or Known","Energy Factor (EF)","2.4","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes","62.9","None of the above","Yes","None","Yes","Plumbed drain","Yes","No","No","Hybrid Mode","Yes",NA
"SITE_875","MECH_134976","Fossil Fuel Non-Condensing","Storage","Natural Gas","Bradford White",NA,"RG250T6N",NA,"50","Measured or Known","2021","YB49367036","No","Yes","Garage","No","No","40000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Next to each other","Yes",NA,"No","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_876","MECH_114542","Electric Resistance","Storage","Electric","Bradford White",NA,"M250T6DS-1NCWW",NA,"50","Measured or Known","Unknown","HA14375918","No","Yes","Basement","No","No",NA,NA,"4.5","Measured or Known","Energy Factor (EF)","0.78","Unknown","No",NA,"Yes","Fiberglass",NA,"18","Estimated","1","Measured or Known","No","No",NA,"Same room","Yes",NA,"No","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_877","MECH_17250","Fossil Fuel Non-Condensing","Tankless","Natural Gas","Noritz",NA,"N-069M-DV",NA,NA,NA,"2005","200506-000748","No","Yes","Bathroom","No","No","194000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No","Unknown","No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Adjacent rooms","Yes",NA,"Yes","Floor drain","No","Yes","Yes",NA,NA,NA
"SITE_878","MECH_76117","Electric Resistance","Storage","Electric","Ruud",NA,"PROE50 T2 RU95",NA,"50","Measured or Known","2018","M181808762","No","Yes","Garage","No","No",NA,NA,"4.5","Measured or Known","Energy Factor (EF)","0.75","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"10","Estimated","0.5","Estimated","No","No",NA,"Adjacent rooms","Yes",NA,"No","Unknown","Yes","Yes","No",NA,NA,NA
"SITE_879","MECH_166007","Electric Resistance","Storage","Electric","Rheem",NA,"MR85245 B",NA,"85","Measured or Known","Unknown","0905W 55453","No","Yes","Mechanical","Yes","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No","Unknown","Yes","Polyethylene Foam",NA,"25","Estimated","0.5","Estimated","No","Yes",NA,"Adjacent rooms","Yes",NA,"Yes","Floor drain","No","Yes","Yes",NA,NA,NA
"SITE_88","MECH_31796","Fossil Fuel Condensing","Tankless","Natural Gas","Rinnai",NA,"RUCS75I",NA,NA,NA,"Unknown","ML CA-089283","No","Yes","Garage","No","No","10300","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No","Unknown","No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Same room","Yes",NA,"No","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_880","MECH_54343","Fossil Fuel Condensing","Storage","Natural Gas","Bradford White",NA,"M1TW50S6FBN",NA,"50","Measured or Known","Unknown","ED10486650","No","No","Closet","No","No","40000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"No","Unknown","Yes","No","Yes",NA,NA,NA
"SITE_880","MECH_8305","Fossil Fuel Non-Condensing","Storage","Natural Gas","AO Smith",NA,"GCV 50 200",NA,"50","Measured or Known","2008","0832J007604","No","No","Bedroom","No","No","40000","Unknown",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","Yes",NA,"No","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_881","MECH_154585","Electric Resistance","Storage","Electric","Reliance",NA,"640DOLNS 200",NA,"38","Measured or Known","Unknown","D07A072289","No","Yes","Kitchen","Yes","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No","Unknown","No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"None of the above","No",NA,"Yes","Plumbed drain","No","Yes","No",NA,NA,NA
"SITE_882","MECH_84638","Fossil Fuel Non-Condensing","Storage","Natural Gas","Bradford White",NA,"NM1XR504T6FBN2",NA,"48","Measured or Known","Unknown","7X3845337","No","Yes","Mechanical","No","No","65000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_883","MECH_67803","Fossil Fuel Non-Condensing","Storage","Natural Gas","Bradford White",NA,"RG240T6N",NA,"40","Measured or Known","Unknown","XH48437982","No","Yes","Garage","No","No","40000","Measured or Known",NA,NA,"Unknown","0.62","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"None of the above","Yes",NA,"No","Unknown","Yes","Yes","No",NA,NA,NA
"SITE_884","MECH_144449","Electric Resistance","Tankless","Electric","EcoSmart",NA,"Unknown","NO NAMEPLATE",NA,NA,"Unknown","Unknown","No","Yes","Mechanical","No","No",NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Same room","Yes",NA,"No","Unknown","No","No","Yes",NA,NA,NA
"SITE_885","MECH_62181","Fossil Fuel Non-Condensing","Storage","Natural Gas","Whirlpool",NA,"BFF1F4034T3NOV",NA,"40","Measured or Known","2007","#0734134539","No","Yes","Laundry","No","No","34000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"Yes","Polyethylene Foam",NA,"0.75","Measured or Known","1.3","Measured or Known","No","Yes",NA,"Next to each other","Yes",NA,"Yes","Floor drain","Yes","No","No",NA,NA,NA
"SITE_886","MECH_38949","Indirect Water Heater","Storage","Natural Gas","Weil-McLain",NA,"AQUA PLUS-45",NA,"39.4","Measured or Known","Unknown","GL-E207-B","No","Yes","Mechanical","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,NA,"Natural Gas"
"SITE_887","MECH_130520","Fossil Fuel Condensing","Storage","Propane","Bradford White",NA,"RG250T6X",NA,"50","Measured or Known","2014","PD39323625","No","Yes","Mechanical","No","No","38000","Measured or Known",NA,NA,"Unknown","0.63","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Next to each other","Yes",NA,"Yes","Floor drain","Yes","Unknown","Yes",NA,NA,NA
"SITE_888","MECH_137136","Fossil Fuel Condensing","Storage","Natural Gas","Bradford White",NA,"RG250T6N",NA,"50","Measured or Known","Unknown","#ME36251390","No","Yes","Mechanical","No","No","40000","Measured or Known",NA,NA,"Unknown","0.62","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"Yes","Floor drain","Yes","No","No",NA,NA,NA
"SITE_889","MECH_63177","Fossil Fuel Non-Condensing","Storage","Propane","AO Smith",NA,"G6T4036PVR401",NA,"40","Measured or Known","2020","#2013118742511","No","Yes","Laundry","No","No","36000","Measured or Known",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Same room","Yes",NA,"No","Unknown","No","Yes","No",NA,NA,NA
"SITE_89","MECH_141121","Electric Resistance","Storage","Electric","Bradford White",NA,"M250S6DS-1NCWW",NA,"50","Measured or Known","Unknown","FK12495369","No","Yes","Garage","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"Same room","Yes",NA,"Unknown","Unknown","Yes","Yes","Yes",NA,NA,NA
"SITE_890","MECH_69113","Electric Resistance","Storage","Electric","AO Smith",NA,"E6-50H45DV 120",NA,"59","Measured or Known","Unknown","#1940116582619","No","Yes","Bedroom","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"Yes","Floor drain","Unknown","Yes","Yes",NA,NA,NA
"SITE_890","MECH_25617","Electric Resistance","Storage","Electric","Bradford White",NA,"M250S6DS-1NCWW",NA,"50","Measured or Known","Unknown","LH34837689","No","Yes","Bedroom","No","No",NA,NA,"4.5","Measured or Known","Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"Yes","Floor drain","Unknown","Yes","Yes",NA,NA,NA
"SITE_891","MECH_170071","Fossil Fuel Non-Condensing","Storage","Natural Gas","Bradford White",NA,"MI75S6BN",NA,"75","Measured or Known","Unknown","KM33690941","No","No","Mechanical","No","No","76000","Unknown",NA,NA,"Unknown","Unknown","Unknown","No",NA,"No",NA,NA,NA,NA,NA,NA,"No","Yes",NA,"Next to each other","Yes",NA,"Yes","Plumbed drain","No","No","Yes",NA,NA,NA
