"SiteID","Ceiling_Type","Ceiling_Type_Other","Ceiling_Area","Ceiling_Accessible","Type_of_Area_Above_Ceiling","Ceiling_Framing_Size","Ceiling_Framing_Material","Ceiling_Framing_Material_Other","Ceiling_Framing_Spacing","Ceiling_Framing_Spacing_Other","Ceiling_Insulated","Ceiling_Insulation_Type_1","Ceiling_Insulation_Thickness_1","Ceiling_Insulation_Condition_1","Ceiling_Insulation_Type_2","Ceiling_Insulation_Thickness_2","Ceiling_Insulation_Condition_2","Ceiling_Insulation_Type_3","Ceiling_Insulation_Thickness_3","Ceiling_Insulation_Condition_3","Ceiling_Insulation_Source","Ceiling_Insulation_Source_Other","Ceiling_Insulation_U-Value","Ceiling_Insulation_R-Value","Ceiling_U-Value_for_Heat_Loss","Ceiling_Heat_Loss_Rate_UA"
"SITE_1284","Attic",NA,"1813","Yes",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","8","0.9",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0366568914956012","27.28","0.0879919305089295","159.529370012689"
"SITE_1285","Attic",NA,"764","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","6","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0487757291971515","20.502","0.0495365467164008","37.8459216913302"
"SITE_1285","Attic",NA,"1205","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","6","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0487757291971515","20.502","0.0495365467164008","59.691538793263"
"SITE_1285","Sloped / Vaulted (no Attic)",NA,"404","No",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"Unknown","Unknown",NA,NA
"SITE_1286","Attic",NA,"2289","No",NA,"2x6","Wood",NA,"16 inches on center",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1287","Attic",NA,"840","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","6","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0578101514625968","17.298","0.103629126441104","87.048466210527"
"SITE_1288","Attic",NA,"1107.8","Yes",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","12","0.75","Blown fiberglass","12","0.75",NA,NA,NA,"Visual inspection",NA,"0.0133654103180968","74.82","0.148872914153449","164.921414299191"
"SITE_1289","Attic",NA,"1074","Yes",NA,"2x8","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","22","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0133024715992231","75.174","0.0229995539741846","24.7015209682742"
"SITE_129","Attic",NA,"1750","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","12","1",NA,NA,NA,NA,NA,"1","Visual inspection",NA,"0.0294985250737463","33.9","0.0350295390994176","61.3016934239807"
"SITE_1290","Attic",NA,"1408","No",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1291","Attic",NA,"2200","Yes",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1292","Attic",NA,"926","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","18","0.9","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0162585763990505","61.506","0.0745306221860119","69.015356144247"
"SITE_1293","Sloped / Vaulted (no Attic)",NA,"575","No",NA,"2x6","Wood",NA,"30 inches on center",NA,"Yes","Fiberglass batts","6","1","None","0","Unknown","None","0","Unknown","IR Camera",NA,"0.0488758553274682","20.46","0.0709944092305104","40.8217853075435"
"SITE_1294","Attic",NA,"805","Unknown",NA,"Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1294","Sloped / Vaulted (no Attic)",NA,"860","No",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1295","Sloped / Vaulted (no Attic)",NA,"1200","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Fiberglass batts","3.5","0.75","Extruded polystyrene foam board (pink or blue)","1.5","0.25",NA,NA,NA,"Other","SPOKE WITH HOMEOWNER","0.0501002004008016","19.96","0.0526026867671244","63.1232241205493"
"SITE_1296","Attic",NA,"889","Yes",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Blown cellulose","4","0.9",NA,NA,NA,NA,NA,NA,NA,NA,"0.0731635937957272","13.668","0.11601970846352","103.14152082407"
"SITE_1297","Sloped / Vaulted (no Attic)",NA,"3000","No",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","24","1",NA,NA,NA,NA,NA,NA,NA,NA,"0.0121939322992879","82.008","0.0391263683995066","117.37910519852"
"SITE_1298","Attic",NA,"849","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1298","Sloped / Vaulted (no Attic)",NA,"562","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_13","Attic",NA,"2447","Yes",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Blown mineral wool","6","0.75",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0578101514625968","17.298","0.173578850989082","424.747448370283"
"SITE_130","Attic",NA,"2200","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","4","0.9","Fiberglass batts","12","0.25",NA,NA,NA,"Visual inspection",NA,"0.0190650499504309","52.452","0.0763855605010556","168.048233102322"
"SITE_1300","Sloped / Vaulted (no Attic)",NA,"1400","Yes",NA,"2x6","Wood",NA,"Other","3.5 x 5 log kit","Yes","Foil-faced polyiscyanurate foam board","2","0.9","Expanded polystyrene foam board (white)","1","0.9",NA,NA,NA,NA,NA,"0.0597014925373134","16.75","0.0594478682207251","83.2270155090152"
"SITE_1301","Attic",NA,"1437","Yes",NA,"Scissor Truss","Wood",NA,"16 inches on center",NA,"Yes","Mineral wool batts","15","1","Mineral wool batts","Unknown","Unknown",NA,NA,NA,"Visual inspection","Owner query","Unknown","Unknown","0.0257069337695396","36.9408638268284"
"SITE_1302","Sloped / Vaulted (no Attic)",NA,"2872","No",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Foil-faced polyiscyanurate foam board","5","0.9","None","0","Unknown","None","0","Unknown","IR Camera",NA,"0.0317460317460317","31.5","0.0363810432113057","104.48635610287"
"SITE_1303","Attic",NA,"930","No",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1304","Attic",NA,"689","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","12","0.9","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0294985250737463","33.9","0.0838172563509159","57.750089625781"
"SITE_1304","Sloped / Vaulted (no Attic)",NA,"878","No",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","0.9","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1305","Attic",NA,"1600","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","5","0.9",NA,NA,NA,NA,NA,NA,NA,NA,"0.0707964601769912","14.125","0.113070892280255","180.913427648407"
"SITE_1305","Sloped / Vaulted (no Attic)",NA,"1088","No",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","5","0.9",NA,NA,NA,NA,NA,NA,NA,NA,"0.0707964601769912","14.125","0.0647389636462685","70.4359924471401"
"SITE_1306","Attic",NA,"415","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","3.5","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0837871805613741","11.935","0.0802355344512288","33.2977467972599"
"SITE_1306","Attic",NA,"1560","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","16","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0221238938053097","45.2","0.0791971007162918","123.547477117415"
"SITE_1307","Sloped / Vaulted (no Attic)",NA,"1816.6","No",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","Unknown","0.9",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1308","Attic",NA,"545","Unknown",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1309","Sloped / Vaulted (no Attic)",NA,"1125","No",NA,"2x12","Wood",NA,"16 inches on center",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_131","Attic",NA,"209","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","4","0.75",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0733137829912023","13.64","0.184392377231805","38.5380068414471"
"SITE_1310","Attic",NA,"2900","Yes",NA,"2x10","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","10","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0353982300884956","28.25","0.0394332650335426","114.356468597274"
"SITE_1311","Attic",NA,"1026","No",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","8","0.5",NA,NA,NA,NA,NA,NA,"Other","Homeowner knowledge","0.0433576135969476","23.064","0.284216139004848","291.605758618974"
"SITE_1312","Sloped / Vaulted (no Attic)",NA,"1280","No",NA,"Unknown","Unknown",NA,"Unknown",NA,"Yes","Extruded polystyrene foam board (pink or blue)","Unknown","0.9",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1313","Attic",NA,"1258","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","12","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0294985250737463","33.9","0.0350295390994176","44.0671601870673"
"SITE_1313","Attic",NA,"426","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","12","0.5",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0294985250737463","33.9","0.278968125356909","118.840421402043"
"SITE_1314","Attic",NA,"1610","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","8","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0433576135969476","23.064","0.0455055896741838","73.2639993754359"
"SITE_1315","Attic",NA,"1700","Yes",NA,"2x6","Wood",NA,"Unknown",NA,"Yes","Blown cellulose","6","0.9","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0487757291971515","20.502","0.096929013576164","164.779323079479"
"SITE_1316","Sloped / Vaulted (no Attic)",NA,"854","No",NA,"Unknown","Wood",NA,"30 inches on center","Log frame","Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1317","Attic",NA,"2274","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","9","0.9",NA,NA,NA,NA,NA,NA,NA,NA,"0.032517152798101","30.753","0.0850301912786909","193.358654967743"
"SITE_1318","Attic",NA,"1590","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","8","Unknown",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0442477876106195","22.6","0.093934963488811","149.356591947209"
"SITE_1319","Attic",NA,"1300","Unknown",NA,"Unknown","Wood",NA,"Other","20 inches on center","Yes","Fiberglass batts","6","0.9",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0488758553274682","20.46","0.0970046862347714","126.106092105203"
"SITE_132","Attic",NA,"1116","Yes",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Blown fiberglass","13","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0272294077603812","36.725","0.0333901884867504","37.2634503512135"
"SITE_1320","Attic",NA,"Unknown","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","8","0.9",NA,NA,NA,NA,NA,NA,NA,NA,"0.0366568914956012","27.28","0.0879919305089295","Unknown"
"SITE_1321","Attic",NA,"975","Yes",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Cellulose batts","12","1",NA,NA,NA,NA,NA,NA,NA,NA,"0.0333333333333333","30","0.0386072096868069","37.6420294446368"
"SITE_1322","Attic",NA,"Unknown","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","8","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0366568914956012","27.28","0.0879919305089295","Unknown"
"SITE_1323","Attic",NA,"1500","No",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Blown fiberglass","18","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"0.0196656833824975","50.85","0.0777969040664565","116.695356099685"
"SITE_1324","Attic",NA,"2222","Yes",NA,"2x8","Wood",NA,"16 inches on center",NA,"Yes","Blown fiberglass","18","1","Foil-faced polyiscyanurate foam board","1","1",NA,NA,NA,"Visual inspection",NA,"0.0174978127734033","57.15","0.0264449054189519","58.7605798409112"
"SITE_1325","Attic",NA,"1100","Yes",NA,"2x8","Wood",NA,"16 inches on center",NA,"Yes","Blown cellulose","6","0.75",NA,NA,NA,NA,NA,NA,NA,NA,"0.0487757291971515","20.502","0.168017713865809","184.81948525239"
"SITE_1326","Attic",NA,"1350","Yes",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","11","0.9",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0266595574513463","37.51","0.0809887787330851","109.334851289665"
"SITE_1327","Attic",NA,"1496","Yes",NA,"2x8","Wood",NA,"16 inches on center",NA,"Yes","Blown fiberglass","18","1",NA,NA,NA,NA,NA,NA,NA,NA,"0.0196656833824975","50.85","0.02830799161259","42.3487554524347"
"SITE_1328","Attic",NA,"1475","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","10","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"0.0353982300884956","28.25","0.087775244279426","129.468485312153"
"SITE_1329","Attic",NA,"1900","Yes",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Fiberglass batts","4","Unknown","Blown fiberglass","8","Unknown",NA,NA,NA,"Visual inspection",NA,"0.0275938189845475","36.24","0.0822070860721628","156.193463537109"
"SITE_133","Attic",NA,"1049","Yes",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Blown fiberglass","14","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0252844500632111","39.55","0.0320183626297002","33.5872623985555"
"SITE_1330","Attic",NA,"Unknown","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.559284116331096","Unknown"
"SITE_1331","Sloped / Vaulted (no Attic)",NA,"1050","No",NA,"2x4","Wood",NA,"24 inches on center",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1332","Attic",NA,"900","Yes",NA,"2x8","Wood",NA,"16 inches on center",NA,"Yes","Unknown","7.5","1",NA,NA,NA,NA,NA,NA,"Other","homeowner","0.0444444444444444","22.5","0.0462417199951366","41.6175479956229"
"SITE_1332","Sloped / Vaulted (no Attic)",NA,"Unknown","No",NA,"2x8","Wood",NA,"16 inches on center",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"Other","homeowner","Unknown","Unknown",NA,"Unknown"
"SITE_1333","Attic",NA,"930","No",NA,"Unknown","Wood",NA,"16 inches on center",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"Other","Homeowner says roofers said insulation is “adequate”","Unknown","Unknown",NA,NA
"SITE_1334","Attic",NA,"980","No",NA,"Unknown","Wood",NA,"16 inches on center",NA,"Yes","Blown fiberglass","14","0.9",NA,NA,NA,NA,NA,NA,"Other","Homeowner inspection report","0.0252844500632111","39.55","0.081116016750465","79.4936964154557"
"SITE_1335","Attic",NA,"1400","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","12","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0294985250737463","33.9","0.0350295390994176","49.0413547391846"
"SITE_1336","Attic",NA,"1015","No",NA,"2x4","Wood",NA,"Unknown",NA,"Yes","Fiberglass batts","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1337","Attic",NA,"1740","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","16","1",NA,NA,NA,NA,NA,NA,"Other","insulation report","0.0221238938053097","45.2","0.0298751659537939","51.9827887596014"
"SITE_1338","Attic",NA,"2500","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","8","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0365817968978636","27.336","0.039578867938572","98.94716984643"
"SITE_1339","Attic",NA,"1320","No",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","0.75",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_134","Attic",NA,"948","Yes",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","5","0.9",NA,NA,NA,NA,NA,NA,NA,NA,"0.0586510263929619","17.05","0.104462255785799","99.0302184849377"
"SITE_1340","Attic",NA,"1420","Yes",NA,"2x10","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","12","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0294985250737463","33.9","0.0838172563509159","119.020504018301"
"SITE_1341","Attic",NA,"1291","No",NA,"2x4","Wood",NA,"Other","20 on center","Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1342","Attic",NA,"570","No",NA,"2x8","Wood",NA,"Other","12","Yes","Fiberglass batts","4","0.75","Blown fiberglass","5","0.9",NA,NA,NA,"IR Camera",NA,"0.0360165676211057","27.765","0.087852470572841","50.0759082265194"
"SITE_1342","Sloped / Vaulted (no Attic)",NA,"760","No",NA,"2x8","Wood",NA,"Other","12","Yes","Cellulose batts","7","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0571428571428571","17.5","0.108529809417297","82.4826551571455"
"SITE_1343","Sloped / Vaulted (no Attic)",NA,"1730","No",NA,"2x12","Wood",NA,"Unknown",NA,"Yes","Fiberglass batts","Unknown","1",NA,"8",NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1344","Attic",NA,"3150","Yes",NA,"2x4","Wood",NA,"30 inches on center",NA,"Yes","Unknown","Unknown","0.9",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1345","Attic",NA,"1300","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","6","0.5","Blown fiberglass","12","0.9",NA,NA,NA,"Visual inspection",NA,"0.0183958793230316","54.36","0.0765863964553179","99.5623153919133"
"SITE_1346","Attic",NA,"840","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1347","Attic",NA,"780","Yes",NA,"Unknown","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1348","Attic",NA,"500","Yes",NA,"2x4","Wood",NA,"30 inches on center",NA,"Yes","Unknown","Unknown","0.75",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1349","Attic",NA,"1420","No",NA,"Unknown","Metal",NA,"Unknown",NA,"Yes","Unknown","Unknown","0.75",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_135","Sloped / Vaulted (no Attic)",NA,"1450","No",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","5.5","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0533191149026926","18.755","0.0743947438597961","107.872378596704"
"SITE_1350","Attic",NA,"1200","Yes",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Vermiculite","Unknown","0.75",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"Unknown","Unknown",NA,NA
"SITE_1351","Attic",NA,"1200","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1352","Attic",NA,"1680","No",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","8","0.9",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0366568914956012","27.28","0.0879919305089295","147.826443255001"
"SITE_1353","Attic",NA,"2400","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","10","1",NA,NA,NA,NA,NA,"1","Visual inspection",NA,"0.0346860908775581","28.83","0.0387902248595177","93.0965396628426"
"SITE_1354","Attic",NA,"1435","No",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1355","Attic",NA,"660","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","6","1",NA,NA,NA,NA,NA,NA,NA,NA,"0.0589970501474926","16.95","0.0579552802946323","38.2504849944573"
"SITE_1355","Attic",NA,"400","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","3.5","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0837871805613741","11.935","0.0802355344512288","32.0942137804915"
"SITE_1356","Attic",NA,"1150","Unknown",NA,"2x4","Wood",NA,"Other","20 on center","Yes","Fiberglass batts","6","0.9",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0488758553274682","20.46","0.0970046862347714","111.555389169987"
"SITE_1357","Attic",NA,"940","No",NA,"2x4","Wood",NA,"Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1358","Attic",NA,"2000","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","6","0.9","Fiberglass batts","6","0.9",NA,NA,NA,"Visual inspection",NA,"0.0267308206361935","37.41","0.0814730960074784","162.946192014957"
"SITE_1359","Attic",NA,"2000","Yes",NA,"2x8","Wood",NA,"24 inches on center",NA,"Yes","Mixed","6","0.9",NA,"7","1","Blown cellulose","Unknown","Unknown","IR Camera",NA,"Unknown","Unknown","0.0964608330713319","192.921666142664"
"SITE_136","Attic",NA,"1680","Yes",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","6","0.75",NA,NA,NA,NA,NA,NA,NA,NA,"0.0488758553274682","20.46","0.168080548567465","282.375321593342"
"SITE_1360","Sloped / Vaulted (no Attic)",NA,"1378","No",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Mixed","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1361","Attic",NA,"1174","Yes",NA,"2x6","Wood",NA,"30 inches on center",NA,"Yes","Fiberglass batts","6","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0488758553274682","20.46","0.0496207780129755","58.2547933872332"
"SITE_1361","Sloped / Vaulted (no Attic)",NA,"506","No",NA,"Scissor Truss","Wood",NA,"16 inches on center",NA,"Yes","Unknown","Unknown","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1364","Attic",NA,"1022","Yes",NA,"2x8","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","12","1","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0243878645985757","41.004","0.0301634575506074","30.8270536167208"
"SITE_1365","Attic",NA,"720.3","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.559284116331096","402.852348993289"
"SITE_1365","Attic",NA,"837","Yes",NA,"Unknown","Wood",NA,"16 inches on center",NA,"Yes","Blown cellulose","12","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0243878645985757","41.004","0.0301634575506074","25.2468139698584"
"SITE_1366","Attic",NA,"2284","Yes",NA,"2x6","Wood",NA,NA,NA,"Yes","Blown fiberglass","8","0.75","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0442477876106195","22.6","0.165429625469115","377.841264571459"
"SITE_1367","Attic",NA,"517.5","Yes",NA,"2x2","Wood",NA,"24 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.559284116331096","289.429530201342"
"SITE_1367","Attic",NA,"1452","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","18","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0162585763990505","61.506","0.0246395754375678","35.7766635353484"
"SITE_1368","Attic",NA,"1176","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","5","0.75","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0585308750365818","17.085","0.174325751199509","205.007083410623"
"SITE_1369","Attic",NA,"744","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","4","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0731635937957272","13.668","0.0704946767590117","52.4480395087047"
"SITE_1370","Attic",NA,"1645","Yes",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Blown cellulose","10","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0292654375182909","34.17","0.0338308066122656","55.6516768771769"
"SITE_1370","Sloped / Vaulted (no Attic)",NA,"237","No",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","6","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0488758553274682","20.46","0.104913695197854","24.8645457618915"
