"SiteID","Ceiling_Type","Ceiling_Type_Other","Ceiling_Area","Ceiling_Accessible","Type_of_Area_Above_Ceiling","Ceiling_Framing_Size","Ceiling_Framing_Material","Ceiling_Framing_Material_Other","Ceiling_Framing_Spacing","Ceiling_Framing_Spacing_Other","Ceiling_Insulated","Ceiling_Insulation_Type_1","Ceiling_Insulation_Thickness_1","Ceiling_Insulation_Condition_1","Ceiling_Insulation_Type_2","Ceiling_Insulation_Thickness_2","Ceiling_Insulation_Condition_2","Ceiling_Insulation_Type_3","Ceiling_Insulation_Thickness_3","Ceiling_Insulation_Condition_3","Ceiling_Insulation_Source","Ceiling_Insulation_Source_Other","Ceiling_Insulation_U-Value","Ceiling_Insulation_R-Value","Ceiling_U-Value_for_Heat_Loss","Ceiling_Heat_Loss_Rate_UA"
"SITE_1907","Attic",NA,"1482.3","Yes",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Blown cellulose","12","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0243878645985757","41.004","0.0794667039912421","117.793495326218"
"SITE_1908","Attic",NA,"622","No",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","3","0.5",NA,NA,NA,NA,NA,NA,"Other","Interview with owner from inspection. Attic no longer accessible","0.097551458394303","10.251","0.30846090083427","191.862680318916"
"SITE_1909","Attic",NA,"1663","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","12","0.9","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0289050757312984","34.596","0.0833170320859907","138.556224359003"
"SITE_191","Sloped / Vaulted (no Attic)",NA,"1388","Unknown",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","5.5","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0533191149026926","18.755","0.107830602159889","149.668875797925"
"SITE_1910","Attic",NA,"600","Yes",NA,"Open web truss","Wood",NA,"30 inches on center",NA,"Yes","Blown fiberglass","12","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0294985250737463","33.9","0.0838172563509159","50.2903538105495"
"SITE_1911","Sloped / Vaulted (no Attic)",NA,"Unknown","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","8","0.75",NA,NA,NA,NA,NA,NA,NA,NA,"0.0433576135969476","23.064","0.0427613072661967","Unknown"
"SITE_1912","Sloped / Vaulted (no Attic)",NA,"1584","No",NA,"2x8",NA,NA,"16 inches on center",NA,"Yes","Fiberglass batts","6","1",NA,NA,NA,NA,NA,NA,"Other","Combination of IR camera and the homeowner just remodeled the home and did some ceiling repairs/changed light fixtures","0.0488758553274682","20.46","0.0709944092305104","112.455144221129"
"SITE_1914","Sloped / Vaulted (no Attic)",NA,"1248","No",NA,"2x8","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","4","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0733137829912023","13.64","0.120087065993182","149.868658359491"
"SITE_1915","Attic",NA,"5464","Yes",NA,"Open web truss","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","12","0.9","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0289050757312984","34.596","0.0833170320859907","455.244263317853"
"SITE_1916","Attic",NA,"Unknown","No",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","6","0.5","Blown cellulose","4","0.25","Closed-cell spray foam","6","0.25","Other","Home Owner","0.0145701539667906","68.6334545454546","0.272906256936529","Unknown"
"SITE_1917","Sloped / Vaulted (no Attic)",NA,"1100","Yes",NA,"Open web truss","Wood",NA,"Other","4’","Yes","Fiberglass batts","6","0.9",NA,NA,NA,"Expanded polystyrene foam board (white)","Unknown","Unknown","Visual inspection",NA,"Unknown","Unknown","0.0709944092305104","78.0938501535615"
"SITE_1918","Sloped / Vaulted (no Attic)",NA,"2160","No",NA,"2x10","TJI",NA,"24 inches on center",NA,"Yes","Fiberglass batts","10","1",NA,NA,NA,NA,NA,NA,"Other","Building Plans","0.0293255131964809","34.1","0.0549315997581549","118.652255477615"
"SITE_1919","Attic",NA,"910","Yes",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Blown cellulose","22","0.75",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0133024715992231","75.174","0.148195574489668","134.857972785598"
"SITE_192","Attic",NA,"1700","Yes",NA,"2x10","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","12","1","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0244379276637341","40.92","0.0302116572405691","51.3598173089674"
"SITE_1920","Attic",NA,"2305","Yes",NA,"2x8","Wood",NA,"16 inches on center",NA,"Yes","Blown fiberglass","20","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0176991150442478","56.5","0.027142278270009","62.5629514123708"
"SITE_1921","Attic",NA,"1390","Yes",NA,"2x8","Wood",NA,"16 inches on center",NA,"Yes","Blown cellulose","18","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0162585763990505","61.506","0.0246395754375678","34.2490098582192"
"SITE_1922","Adiabatic",NA,"114","Yes","Residential occupancy","2x8","Wood",NA,"24 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"0"
"SITE_1924","Attic",NA,"950","Yes",NA,"Open web truss","Wood",NA,"30 inches on center",NA,"Yes","Blown mineral wool","15","0.75","Fiberglass batts","12","0.9",NA,NA,NA,"Visual inspection",NA,"0.0118814233945227","84.165","0.0734011908657571","69.7311313224692"
"SITE_1925","Attic",NA,"Unknown","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","8","0.9",NA,NA,NA,NA,NA,NA,"Other","Home Owner","0.0366568914956012","27.28","0.0879919305089295","Unknown"
"SITE_1926","Attic",NA,"2190","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","12","0.9","Fiberglass batts","6","0.9","None","0","Unknown","Visual inspection",NA,"0.0162696863204477","61.464","0.0745413645526917","163.245588370395"
"SITE_1928","Sloped / Vaulted (no Attic)",NA,"2300","No",NA,"2x8","Wood",NA,"30 inches on center",NA,"Yes","Fiberglass batts","7.5","1","None","0","Unknown","None","0","Unknown","IR Camera",NA,"0.0391006842619746","25.575","0.0982175846787123","225.900444761038"
"SITE_1929","Attic",NA,"1680","Yes",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Blown fiberglass","20","Unknown",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0176991150442478","56.5","0.076758034080014","128.953497254424"
"SITE_193","Roof Deck",NA,"684","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Fiberglass batts","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1930","Attic",NA,"890.8","No",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"Other","According to home owner,  not safe to go upstairs","Unknown","Unknown",NA,NA
"SITE_1931","Sloped / Vaulted (no Attic)",NA,"776","No",NA,"2x12","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","11.5","1","None","0","Unknown","None","0","Unknown","Other","Homeowner","0.0255004462578095","39.215","0.0515557593769399","40.0072692765054"
"SITE_1932","Attic",NA,"1040","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","22","0.75","Fiberglass batts","6","0.9",NA,NA,NA,"Visual inspection",NA,"0.0104565321956626","95.634","0.0721016343663023","74.9856997409544"
"SITE_1933","Attic",NA,"494","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","Unknown","0.9","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1934","Attic",NA,"548","No",NA,"Unknown","Metal",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","0.9","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1935","Attic",NA,"Unknown","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","8","1",NA,NA,NA,NA,NA,NA,NA,NA,"0.0366568914956012","27.28","0.0396454688165335","Unknown"
"SITE_1936","Attic",NA,"Unknown","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","12","0.9",NA,NA,NA,NA,NA,NA,"Other","Home Owner","0.0289050757312984","34.596","0.0833170320859907","Unknown"
"SITE_1937","Sloped / Vaulted (no Attic)",NA,"2477","No",NA,"2x10","Wood",NA,"16 inches on center",NA,"Yes","Blown fiberglass","16","1","None","0","Unknown","None","0","Unknown","IR Camera",NA,"0.0221238938053097","45.2","0.0478621559072192","118.554560182182"
"SITE_1938","Attic",NA,"2520","No",NA,"2x8","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","18","1","Blown fiberglass","Unknown","Unknown",NA,NA,NA,"Visual inspection",NA,"Unknown","Unknown","0.0246758413066612","62.1831200927863"
"SITE_1939","Attic",NA,"1100","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","Unknown","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_194","Attic",NA,"1526","Yes",NA,"2x6","Wood",NA,"30 inches on center",NA,"Yes","Blown cellulose","5","0.9","None","0","Unknown","None","0","0.9","Visual inspection",NA,"0.0585308750365818","17.085","0.104374806516925","159.275954744828"
"SITE_1940","Attic",NA,"2416","No",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Blown cellulose","8","0.75","None","0","Unknown","None","0","Unknown","IR Camera",NA,"0.0365817968978636","27.336","0.160462201625842","387.676679128035"
"SITE_1942","Sloped / Vaulted (no Attic)",NA,"2027","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","24","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0147492625368731","67.8","0.041123411073885","83.357154246765"
"SITE_1943","Attic",NA,"360","Yes",NA,"2x8","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","3","0.75",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0977517106549365","10.23","0.199142059441092","71.6911413987931"
"SITE_1943","Sloped / Vaulted (no Attic)",NA,"896","No",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1944","Sloped / Vaulted (no Attic)",NA,"Unknown","No",NA,"2x4","Wood",NA,"16 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"Unknown"
"SITE_1945","Attic",NA,"1497","Yes",NA,"2x8","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","12","0.9","Blown fiberglass","12","0.25","None","0","Unknown","Visual inspection",NA,"0.0133654103180968","74.82","0.0739049752715898","110.63574798157"
"SITE_1946","Attic",NA,"1380","No",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","12","0.75",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0244379276637341","40.92","0.15345696644066","211.770613688111"
"SITE_1947","Attic",NA,"1400","Yes",NA,"Open web truss","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","10","0.75","Mineral wool batts","8","0.25",NA,NA,NA,"Visual inspection",NA,"0.0158982511923688","62.9","0.149083315001763","208.716641002468"
"SITE_1948","Attic",NA,"1260","Yes",NA,"Open web truss","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","21","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0168563000421408","59.325","0.0763416386049675","96.190464642259"
"SITE_1948","Attic",NA,"954","Yes",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Blown mineral wool","12","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0289050757312984","34.596","0.0344702051487563","32.8845757119135"
"SITE_1949","Attic",NA,"650","Yes",NA,"Open web truss","Wood",NA,"30 inches on center",NA,"Yes","Blown fiberglass","12","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0294985250737463","33.9","0.0838172563509159","54.4812166280953"
"SITE_195","Attic",NA,"832","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1950","Attic",NA,"Unknown","No",NA,"2x4","Wood",NA,"24 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.559284116331096","Unknown"
"SITE_1951","Attic",NA,"1672","Yes",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Blown fiberglass","24","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0147492625368731","67.8","0.0256140790954117","42.8267402475284"
"SITE_1952","Attic",NA,"1920","Yes",NA,"Open web truss","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","13","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0272294077603812","36.725","0.0333901884867504","64.1091618945608"
"SITE_1952","Sloped / Vaulted (no Attic)",NA,"720","No",NA,"Open web truss","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","13","1",NA,NA,NA,NA,NA,"1","IR Camera",NA,"0.0272294077603812","36.725","0.0280700192715533","20.2104138755184"
"SITE_1953","Adiabatic",NA,"750","Yes","Residential occupancy","2x8","Wood",NA,"16 inches on center",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"0"
"SITE_1954","Attic",NA,"1410","Yes",NA,"2x10","Wood",NA,"16 inches on center",NA,"Yes","Blown fiberglass","18","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0196656833824975","50.85","0.02830799161259","39.914268173752"
"SITE_1955","Attic",NA,"1220","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","3.5","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0837871805613741","11.935","0.0802355344512288","97.8873520304991"
"SITE_1956","Attic",NA,"896","No",NA,"2x8","Wood",NA,"24 inches on center",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1957","Attic",NA,"1430","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","15","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"0.0195102916788606","51.255","0.0267227969305362","38.2135996106668"
"SITE_1958","Attic",NA,"1178","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","6","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0578101514625968","17.298","0.0569959767424514","67.1412606026078"
"SITE_1959","Attic",NA,"576","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","6","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0488758553274682","20.46","0.0970046862347714","55.8746992712284"
"SITE_196","Attic",NA,"1448","Yes",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Blown fiberglass","5","0.9",NA,NA,NA,NA,NA,NA,NA,NA,"0.0707964601769912","14.125","0.113070892280255","163.726652021809"
"SITE_1967","Attic",NA,"497.4","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1968","Attic",NA,"Unknown","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","15","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"0.023598820058997","42.375","0.0800785530369822","Unknown"
"SITE_1969","Attic",NA,"1250","Yes",NA,"2x10","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"Unknown","Unknown",NA,NA
"SITE_197","Attic",NA,"2137","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Unknown","18","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0185185185185185","54","0.0270806533762815","57.8713562651135"
"SITE_1970","Adiabatic","No attic access from apt.","377","No",NA,"Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"0"
"SITE_1971","Sloped / Vaulted (no Attic)",NA,"803","No",NA,"Unknown","Wood",NA,"16 inches on center",NA,"Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1972","Attic",NA,"622.7","Yes",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","8","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0366568914956012","27.28","0.0396454688165335","24.6872334320554"
"SITE_1972","Sloped / Vaulted (no Attic)",NA,"328.6","No",NA,"2x6","Wood",NA,"Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1973","Sloped / Vaulted (no Attic)",NA,"709","Yes",NA,"Unknown","Wood",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1974","Attic",NA,"1175","No",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","9","1","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0393313667649951","25.425","0.0424473317139783","49.8756147639245"
"SITE_1975","Attic",NA,"556.6","No",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1975","Sloped / Vaulted (no Attic)",NA,"225.4","No",NA,"Scissor Truss","Wood",NA,"30 inches on center",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1976","Attic",NA,"925","Yes",NA,"2x8","Wood",NA,"16 inches on center",NA,"Yes","Mixed","15","0.75",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0177368190937478","56.3798951048951","0.149558975172467","138.342052034532"
"SITE_1978","Attic",NA,"1484","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","12","0.9","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0289050757312984","34.596","0.0833170320859907","123.64247561561"
"SITE_1979","Attic",NA,"560.7","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","4","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0731635937957272","13.668","0.0704946767590117","39.5263652587779"
"SITE_198","Attic",NA,"1405","Yes",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","16","1",NA,NA,NA,NA,NA,NA,NA,NA,"0.0183284457478006","54.56","0.025955215853526","36.4670782742041"
"SITE_1980","Attic",NA,"1269","Yes",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Blown fiberglass","12","0.75","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.0294985250737463","33.9","0.156998832228163","199.231518097539"
"SITE_1981","Attic",NA,"2300","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","12","0.75","Fiberglass batts","4","0.5","None","0","Unknown","Visual inspection",NA,"0.0183002708440085","54.644","0.150301703409781","345.693917842496"
"SITE_1982","Attic",NA,"735","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1983","Attic",NA,"710","No",NA,"2x8","Wood",NA,"24 inches on center",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1984","Attic",NA,"1158","No",NA,"Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1985","Sloped / Vaulted (no Attic)",NA,"1638","No",NA,"Unknown","Wood",NA,"16 inches on center",NA,"Yes","Unknown","Unknown","0.9","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1986","Attic",NA,"734.9","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","6","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0578101514625968","17.298","0.0569959767424514","41.8863433080275"
"SITE_1986","Sloped / Vaulted (no Attic)",NA,"100","No",NA,"Scissor Truss","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","0.9",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1987","Sloped / Vaulted (no Attic)",NA,"Unknown","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","8","0.9",NA,NA,NA,NA,NA,NA,"Other","Home Owner","0.0366568914956012","27.28","0.0376445685823718","Unknown"
"SITE_1988","Sloped / Vaulted (no Attic)",NA,"891","No",NA,"Unknown","Wood",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_1989","Sloped / Vaulted (no Attic)",NA,"1343","Yes",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","3.5","1","None","0","Unknown","None","0","Unknown","Other","Homeowner recently insulated attic","0.0837871805613741","11.935","0.0956333509466148","128.435590321304"
"SITE_199","Attic",NA,"986","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown fiberglass","18.5","1","Fiberglass batts","15.5","1",NA,NA,NA,NA,NA,"0.00951316384046424","105.1175",NA,NA
"SITE_1990","Attic",NA,"614","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown cellulose","10","0.5","Fiberglass batts","10","0.25","None","0","Unknown","Visual inspection",NA,"0.0146477222791856","68.27","0.273690469885448","168.045948509665"
"SITE_1991","Attic",NA,"1629.8","Yes",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Blown mineral wool","5","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0693721817551162","14.415","0.066320806747719","108.089650837432"
"SITE_1992","Adiabatic",NA,"933.9","No","Residential occupancy","Unknown","Wood",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"0"
"SITE_1994","Adiabatic",NA,"299","No","Residential occupancy","Unknown","Wood",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"0"
"SITE_1994","Sloped / Vaulted (no Attic)",NA,"183","No",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","0.9","Perlite","Unknown","Unknown","Unknown","Unknown","Unknown","IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1995","Sloped / Vaulted (no Attic)",NA,"100","No",NA,"2x8",NA,NA,"24 inches on center",NA,"Yes","Blown cellulose","8","1","Fiberglass batts","Unknown","Unknown",NA,NA,NA,"Other","Home owner interview. Just finished building home","Unknown","Unknown","0.0375863063553196","3.75863063553197"
"SITE_1996","Attic",NA,"2895","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","3","0.75","None","0","Unknown","None","0","Unknown","Visual inspection",NA,"0.115620302925194","8.649","0.207769249373807","601.49197693717"
"SITE_1997","Attic",NA,"2535","Yes",NA,"2x6","Wood",NA,"Other","48","Yes","Expanded polystyrene foam board (white)","18","Unknown",NA,NA,NA,NA,NA,NA,"Other","Homeowner detailed","0.0133868808567604","74.7","0.0717366983704305","181.852530369041"
"SITE_1998","Attic",NA,"672","No",NA,"Unknown","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","0.9","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","IR Camera",NA,"Unknown","Unknown",NA,NA
"SITE_1999","Attic",NA,"Unknown","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","8","0.75",NA,NA,NA,NA,NA,NA,"Other","Home owner","0.0366568914956012","27.28","0.160511623047524","Unknown"
"SITE_2","Attic",NA,"1024","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Blown mineral wool","8","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0433576135969476","23.064","0.0455055896741838","46.5977238263642"
"SITE_20","Attic",NA,"459","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","3.5","0.75","Blown fiberglass","3","0.75",NA,NA,NA,NA,NA,"0.0489955903968643","20.41","0.168159250064263","77.1850957794967"
"SITE_200","Attic",NA,"677","Yes",NA,"2x8","Wood",NA,"30 inches on center",NA,"Yes","Fiberglass batts","6","0.9","Blown mineral wool","3","Unknown",NA,NA,NA,NA,NA,"0.0343536363324058","29.109","0.0865163812473364","58.5715901044467"
"SITE_2000","Attic",NA,"Unknown","Yes",NA,"2x4","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","8","0.75",NA,NA,NA,NA,NA,NA,"Other","Home owner","0.0366568914956012","27.28","0.160511623047524","Unknown"
"SITE_2002","Attic",NA,"Unknown","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Fiberglass batts","8","0.25","Mineral wool batts","12","0.75",NA,NA,NA,"Visual inspection",NA,"0.0141884222474461","70.48","0.148326779916031","Unknown"
"SITE_2007","Attic",NA,"1749","Yes",NA,"Open web truss","Wood",NA,"16 inches on center",NA,"Yes","Blown fiberglass","16","1",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0221238938053097","45.2","0.0298751659537939","52.2516652531855"
"SITE_201","Attic",NA,"1200","Yes",NA,"2x6","Wood",NA,"16 inches on center",NA,"Yes","Fiberglass batts","10","1","Fiberglass batts","3.5","1",NA,NA,NA,"Visual inspection",NA,"0.0217226023677636","46.035","0.0282596964223943","33.9116357068731"
"SITE_2010","Attic",NA,"1030","Yes",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Mixed","3","0.9",NA,NA,NA,NA,NA,NA,"Visual inspection",NA,"0.0886840954687388","11.275979020979","0.12789213857568","131.72890273295"
"SITE_2010","Sloped / Vaulted (no Attic)",NA,"200","No",NA,"2x4","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,NA
"SITE_2011","Attic",NA,"1985","Yes",NA,"2x6","Wood",NA,"24 inches on center",NA,"Yes","Unknown","Unknown","1",NA,NA,NA,NA,NA,NA,"IR Camera",NA,"Unknown","Unknown",NA,NA
