"SiteID","RoomID","Room_Type","Room_Type_Other","Area","Area_Is_Estimated","Space_Cooling","Space_Heating","Ceiling_Height","Ceiling_Height_Is_Estimated","Duct_Registers_Present"
"SITE_1199","ROOM_10058","Kitchen",NA,"132.75","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_1199","ROOM_32423","Dining Room",NA,"217.5625","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1199","ROOM_33490","Laundry",NA,"59.5","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_1199","ROOM_2039","Garage",NA,"440","Measured or Known","Not Cooled","Unheated","9.5","Measured or Known","No"
"SITE_1199","ROOM_39278","Family Room",NA,"682","Measured or Known","Directly Cooled","Directly Heated","7.25","Measured or Known","Yes"
"SITE_1199","ROOM_17341","Hallway",NA,"51.5625","Measured or Known","Directly Cooled","Directly Heated","7","Estimated","Yes"
"SITE_1199","ROOM_28593","Mechanical",NA,"19.6875","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Equipment in the Space","7.25","Measured or Known","No"
"SITE_1199","ROOM_6833","Bedroom",NA,"134.375","Measured or Known","Directly Cooled","Directly Heated","7.25","Measured or Known","Yes"
"SITE_1199","ROOM_34048","Bedroom",NA,"147.8125","Measured or Known","Directly Cooled","Directly Heated","7.25","Measured or Known","Yes"
"SITE_1199","ROOM_44862","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1199","ROOM_36368","Bathroom",NA,"Unknown","Unknown","Directly Cooled","Directly Heated","7.25","Measured or Known","Yes"
"SITE_12","ROOM_15520","Kitchen",NA,"287","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_12","ROOM_24675","Living Room",NA,"220.875","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_12","ROOM_39688","Bathroom",NA,"25","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_12","ROOM_28978","Entry/Entryway",NA,"126.5","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_12","ROOM_30064","Garage",NA,"375.375","Measured or Known","Not Cooled","Unheated","7.75","Measured or Known","No"
"SITE_12","ROOM_33601","Bedroom",NA,"195","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_12","ROOM_17550","Closet",NA,"87.1875","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Equipment in the Space","9","Measured or Known","No"
"SITE_12","ROOM_20218","Bathroom",NA,"80","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_12","ROOM_45643","Office",NA,"141","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_12","ROOM_29440","Hallway",NA,"82.25","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","13","Measured or Known","No"
"SITE_12","ROOM_29721","Family Room",NA,"687","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_12","ROOM_29086","Bedroom",NA,"126","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_12","ROOM_1100","Laundry",NA,"80","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_12","ROOM_9793","Bedroom",NA,"202.5","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_12","ROOM_22310","Bathroom",NA,"73.5","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_12","ROOM_8911","Bedroom",NA,"236","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_12","ROOM_824","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_120","ROOM_20188","Garage",NA,"372","Measured or Known","Not Cooled","Unheated","7.75","Measured or Known","No"
"SITE_120","ROOM_14728","Laundry",NA,"73.625","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","7.5","Measured or Known","No"
"SITE_120","ROOM_15528","Kitchen",NA,"132.5","Measured or Known","Directly Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_120","ROOM_29916","Other","exercise corner","64.125","Measured or Known","Directly Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_120","ROOM_36914","Living Room",NA,"297.375","Measured or Known","Directly Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_120","ROOM_10507","Bedroom",NA,"180.6875","Measured or Known","Directly Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_120","ROOM_19498","Bedroom",NA,"152.375","Measured or Known","Directly Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_120","ROOM_13435","Bathroom",NA,"48.75","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","7.5","Measured or Known","No"
"SITE_120","ROOM_32020","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1200","ROOM_30728","Garage",NA,"690.08","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9.5","Measured or Known","No"
"SITE_1200","ROOM_2957","Kitchen",NA,"264.69","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1200","ROOM_5141","Bathroom",NA,"22","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7.9","Measured or Known","No"
"SITE_1200","ROOM_4115","Dining Room",NA,"154.1","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1200","ROOM_45851","Living Room",NA,"275.4","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1200","ROOM_18635","Entry/Entryway",NA,"103.66","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Measured or Known","No"
"SITE_1200","ROOM_32138","Family Room",NA,"126.96","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1200","ROOM_29880","Hallway",NA,"180.3","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","Yes"
"SITE_1200","ROOM_15173","Office",NA,"147.84","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1200","ROOM_33161","Bathroom",NA,"45.57","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1200","ROOM_21708","Laundry",NA,"26.9","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1200","ROOM_15540","Bedroom",NA,"186","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1200","ROOM_19750","Bedroom",NA,"129.1","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1200","ROOM_20475","Bedroom",NA,"197.2","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1200","ROOM_38262","Bedroom",NA,"292.2","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1200","ROOM_17938","Bathroom",NA,"106.95","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1200","ROOM_33498","Closet",NA,"61.56","Measured or Known","Unknown","Unknown","8","Measured or Known","Unknown"
"SITE_1200","ROOM_44865","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1201","ROOM_24375","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1201","ROOM_13075","Laundry",NA,"164.8","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7.3","Measured or Known","No"
"SITE_1201","ROOM_19046","Family Room",NA,"267.2","Measured or Known","Directly Cooled","Directly Heated","7.3","Measured or Known","Yes"
"SITE_1201","ROOM_1804","Bathroom",NA,"33.44","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","6.8","Measured or Known","No"
"SITE_1201","ROOM_25490","Bedroom",NA,"224.9","Measured or Known","Directly Cooled","Directly Heated","7.2","Measured or Known","Yes"
"SITE_1201","ROOM_4907","Bedroom",NA,"130.2","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7.3","Measured or Known","No"
"SITE_1201","ROOM_36438","Mechanical",NA,"44","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7.4","Measured or Known","No"
"SITE_1201","ROOM_434","Hallway",NA,"37.2","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9.7","Measured or Known","No"
"SITE_1201","ROOM_9974","Garage",NA,"279.3","Measured or Known","Not Cooled","Unheated","7.9","Measured or Known","No"
"SITE_1201","ROOM_24786","Kitchen",NA,"190.55","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1201","ROOM_20133","Hallway",NA,"55.2","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","Yes"
"SITE_1201","ROOM_19678","Bathroom",NA,"37.5","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1201","ROOM_44867","Bedroom",NA,"135","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1201","ROOM_35117","Bedroom",NA,"158.3","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1201","ROOM_41843","Living Room",NA,"302.1","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1201","ROOM_35223","Attic",NA,"Unknown","Unknown","Unknown","Unknown","8",NA,NA
"SITE_1202","ROOM_35658","Bedroom",NA,"235.8","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1202","ROOM_14902","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1202","ROOM_28077","Garage",NA,"528.75","Measured or Known","Not Cooled","Unheated","19","Measured or Known","No"
"SITE_1202","ROOM_19413","Laundry",NA,"68.8","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1202","ROOM_16751","Bedroom",NA,"181","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1202","ROOM_16105","Bathroom",NA,"40.18","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1202","ROOM_913","Kitchen",NA,"204.4","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1202","ROOM_6040","Living Room",NA,"324.8","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1202","ROOM_14967","Bedroom",NA,"256.96","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1202","ROOM_25259","Bathroom",NA,"105.6","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1202","ROOM_28406","Basement",NA,"653.8","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1202","ROOM_7789","Mechanical",NA,"132.6","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_1202","ROOM_11454","Closet",NA,"247.5","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1202","ROOM_21691","Bathroom",NA,"36.9","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1202","ROOM_22956","Dining Room",NA,"290","Measured or Known","Directly Cooled","Directly Heated","9.9","Measured or Known","Yes"
"SITE_1203","ROOM_31608","Bathroom",NA,"51.62","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","No"
"SITE_1203","ROOM_25353","Hallway",NA,"34.1","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_1203","ROOM_27020","Kitchen",NA,"136.5","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_1203","ROOM_11144","Bedroom",NA,"147.63","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","No"
"SITE_1203","ROOM_22913","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1203","ROOM_7956","Crawlspace",NA,"Unknown","Unknown","Unknown","Unknown","8",NA,NA
"SITE_1203","ROOM_18260","Living Room",NA,"365.7","Measured or Known","Not Cooled","Directly Heated","13","Measured or Known","No"
"SITE_1203","ROOM_34570","Bedroom",NA,"447.85","Measured or Known","Not Cooled","Directly Heated","9.7","Measured or Known","No"
"SITE_1204","ROOM_12954","Living Room",NA,"261.6875","Measured or Known","Directly Cooled","Directly Heated","7.25","Measured or Known","No"
"SITE_1204","ROOM_16646","Hallway",NA,"28.1875","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","7","Measured or Known","No"
"SITE_1204","ROOM_18872","Bathroom",NA,"36.25","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7","Measured or Known","No"
"SITE_1204","ROOM_37724","Bedroom",NA,"50.625","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7","Measured or Known","No"
"SITE_1204","ROOM_31949","Bedroom",NA,"99.9375","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7","Measured or Known","No"
"SITE_1204","ROOM_18738","Kitchen",NA,"125.875","Measured or Known","Not Cooled","Directly Heated","7","Measured or Known","No"
"SITE_1204","ROOM_41286","Dining Room",NA,"60.125","Measured or Known","Not Cooled","Directly Heated","7","Measured or Known","No"
"SITE_1204","ROOM_21171","Laundry",NA,"56.25","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7","Measured or Known","No"
"SITE_1204","ROOM_10218","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1204","ROOM_28699","Crawlspace",NA,"Unknown","Unknown","Unknown","Unknown","7.25",NA,NA
"SITE_1205","ROOM_22291","Mechanical",NA,"330.98","Measured or Known","Not Cooled","Directly Heated","6.7","Measured or Known","Yes"
"SITE_1205","ROOM_3197","Closet",NA,"70.2","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7.6","Measured or Known","No"
"SITE_1205","ROOM_24250","Closet",NA,"139.59","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7.6","Measured or Known","No"
"SITE_1205","ROOM_9615","Hallway",NA,"104.94","Measured or Known","Not Cooled","Directly Heated","6.9","Measured or Known","Yes"
"SITE_1205","ROOM_30574","Bedroom",NA,"125.3","Measured or Known","Not Cooled","Directly Heated","6.9","Measured or Known","Yes"
"SITE_1205","ROOM_12695","Bathroom",NA,"75.7","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","6.9","Measured or Known","No"
"SITE_1205","ROOM_18947","Bedroom",NA,"90.21","Measured or Known","Not Cooled","Directly Heated","6.9","Measured or Known","Yes"
"SITE_1205","ROOM_26442","Bedroom",NA,"155.25","Measured or Known","Not Cooled","Directly Heated","6.9","Measured or Known","Yes"
"SITE_1205","ROOM_43702","Entry/Entryway",NA,"148.5","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7.1","Measured or Known","No"
"SITE_1205","ROOM_29467","Hallway",NA,"49.3","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8","Measured or Known","Yes"
"SITE_1205","ROOM_6350","Bedroom",NA,"151","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1205","ROOM_25659","Bathroom",NA,"88.5","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1205","ROOM_42937","Kitchen",NA,"182.71","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1205","ROOM_25462","Laundry",NA,"74.24","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_1205","ROOM_33261","Living Room",NA,"274.82","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8","Measured or Known","Yes"
"SITE_1205","ROOM_7854","Hallway",NA,"31.32","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_1205","ROOM_7088","Bedroom",NA,"91.2","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1205","ROOM_20955","Bedroom",NA,"126.5","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1205","ROOM_45281","Bathroom",NA,"32","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1205","ROOM_16463","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1206","ROOM_46095","Dining Room",NA,"132","Measured or Known","Directly Cooled","Directly Heated","12","Measured or Known","Yes"
"SITE_1206","ROOM_13521","Garage",NA,"299","Measured or Known","Not Cooled","Unheated","10","Measured or Known","No"
"SITE_1206","ROOM_27590","Mechanical",NA,"150","Measured or Known","Directly Cooled","Directly Heated","12","Estimated","Yes"
"SITE_1206","ROOM_41283","Kitchen",NA,"220","Measured or Known","Directly Cooled","Directly Heated","12","Measured or Known","Yes"
"SITE_1206","ROOM_5045","Family Room",NA,"132","Measured or Known","Directly Cooled","Directly Heated","10","Measured or Known","Yes"
"SITE_1206","ROOM_27438","Living Room",NA,"400","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1206","ROOM_27045","Bedroom",NA,"224","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1206","ROOM_24328","Bathroom",NA,"48","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1206","ROOM_45724","Bedroom",NA,"264","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1206","ROOM_2473","Bedroom",NA,"400","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1206","ROOM_40866","Bathroom",NA,"224","Measured or Known","Directly Cooled","Directly Heated","8",NA,"Yes"
"SITE_1206","ROOM_30018","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1207","ROOM_2325","Garage",NA,"454.2","Measured or Known","Not Cooled","Unheated","9.4","Measured or Known","No"
"SITE_1207","ROOM_31456","Mechanical",NA,"29.25","Measured or Known","Not Cooled","Directly Heated","6.5","Measured or Known","No"
"SITE_1207","ROOM_25503","Entry/Entryway",NA,"87.78","Measured or Known","Not Cooled","Directly Heated","9","Measured or Known","No"
"SITE_1207","ROOM_16576","Bathroom",NA,"32.7","Measured or Known","Not Cooled","Directly Heated","9","Measured or Known","No"
"SITE_1207","ROOM_19189","Bedroom",NA,"132.8","Measured or Known","Not Cooled","Directly Heated","9","Measured or Known","No"
"SITE_1207","ROOM_31583","Dining Room",NA,"177.5","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1207","ROOM_19592","Laundry",NA,"58.2","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1207","ROOM_43168","Kitchen",NA,"191.1","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1207","ROOM_39259","Living Room",NA,"300.3","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1207","ROOM_5877","Office",NA,"228.4","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1207","ROOM_7090","Bedroom",NA,"172.72","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1207","ROOM_14851","Closet",NA,"40.47","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_1207","ROOM_39091","Bathroom",NA,"78.3","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1207","ROOM_30529","Bathroom",NA,"63.99","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1207","ROOM_33290","Bedroom",NA,"153.4","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1207","ROOM_31616","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1207","ROOM_12328","Attic",NA,"Unknown","Unknown","Unknown","Unknown","8",NA,NA
"SITE_1208","ROOM_42786","Living Room",NA,"572.9375","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","No"
"SITE_1208","ROOM_37512","Hallway",NA,"135.9375","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8","Measured or Known","Yes"
"SITE_1208","ROOM_41671","Bedroom",NA,"302.25","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8","Measured or Known","Yes"
"SITE_1208","ROOM_42383","Bathroom",NA,"106.3125","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1208","ROOM_13172","Laundry",NA,"48.4375","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1208","ROOM_18581","Bedroom",NA,"296","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8","Measured or Known","Yes"
"SITE_1208","ROOM_18304","Kitchen",NA,"251.875","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8","Measured or Known",NA
"SITE_1208","ROOM_16150","Mechanical",NA,"34.375","Measured or Known","Not Cooled","Unheated","8","Measured or Known","No"
"SITE_1208","ROOM_28156","Entry/Entryway",NA,"86.25","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1208","ROOM_7600","Garage",NA,"631.125","Measured or Known","Not Cooled","Unheated","9.25","Measured or Known","No"
"SITE_1208","ROOM_24008","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1208","ROOM_36324","Bedroom",NA,"328.25","Measured or Known","Unknown","Directly Heated","8","Measured or Known","Yes"
"SITE_1208","ROOM_37980","Bathroom",NA,"85.3125","Measured or Known","Unknown","Directly Heated","8","Measured or Known","Yes"
"SITE_1209","ROOM_42406","Bedroom",NA,"205.875","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1209","ROOM_5508","Bedroom",NA,"163.125","Measured or Known","Directly Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_1209","ROOM_28209","Bedroom",NA,"182","Measured or Known","Directly Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_1209","ROOM_712","Mechanical",NA,"52.25","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7","Measured or Known","No"
"SITE_1209","ROOM_46013","Bathroom",NA,"118","Measured or Known","Directly Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_1209","ROOM_26488","Closet",NA,"206.25","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7.5","Measured or Known","No"
"SITE_1209","ROOM_31971","Living Room",NA,"331.5","Measured or Known","Directly Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_1209","ROOM_1434","Office",NA,"252","Measured or Known","Directly Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_1209","ROOM_23761","Kitchen",NA,"387.9","Measured or Known","Directly Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_1209","ROOM_40124","Entry/Entryway",NA,"54","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1209","ROOM_16478","Living Room",NA,"239.625","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1209","ROOM_5399","Office",NA,"152.5","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1209","ROOM_39182","Bathroom",NA,"114.375","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1209","ROOM_29988","Bedroom",NA,"174","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1209","ROOM_19515","Bathroom",NA,"51","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1209","ROOM_29712","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1209","ROOM_14160","Garage",NA,"Unknown","Unknown","Unknown","Unknown","8",NA,NA
"SITE_121","ROOM_26854","Living Room",NA,"350","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_121","ROOM_23912","Dining Room",NA,"200","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_121","ROOM_25277","Hallway",NA,"79","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","Yes"
"SITE_121","ROOM_29450","Bedroom",NA,"144","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_121","ROOM_44585","Kitchen",NA,"154","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_121","ROOM_30325","Bedroom",NA,"99","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_121","ROOM_23675","Bathroom",NA,"64","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_121","ROOM_26375","Bedroom",NA,"99","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_121","ROOM_26605","Garage",NA,"361","Measured or Known","Not Cooled","Unheated","8","Measured or Known","No"
"SITE_121","ROOM_38405","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1210","ROOM_23697","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1210","ROOM_5307","Bathroom",NA,"66.42","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","No"
"SITE_1210","ROOM_40887","Laundry",NA,"191.1","Measured or Known","Not Cooled","Directly Heated","8.8","Measured or Known","No"
"SITE_1210","ROOM_25363","Mechanical",NA,"48.38","Measured or Known","Not Cooled","Directly Heated","8.8","Measured or Known","No"
"SITE_1210","ROOM_39429","Bathroom",NA,"26.55","Measured or Known","Not Cooled","Directly Heated","8.8","Measured or Known","No"
"SITE_1210","ROOM_26666","Hallway",NA,"156.4","Measured or Known","Not Cooled","Directly Heated","8.8","Measured or Known","No"
"SITE_1210","ROOM_7160","Office",NA,"86.14","Measured or Known","Not Cooled","Directly Heated","8.8","Measured or Known","No"
"SITE_1210","ROOM_26695","Hallway",NA,"62.3","Measured or Known","Not Cooled","Directly Heated","8.8","Measured or Known","No"
"SITE_1210","ROOM_12710","Bathroom",NA,"120","Measured or Known","Not Cooled","Directly Heated","8.8","Measured or Known","No"
"SITE_1210","ROOM_43358","Bedroom",NA,"231.84","Measured or Known","Not Cooled","Directly Heated","8.8","Measured or Known","No"
"SITE_1210","ROOM_32999","Kitchen",NA,"580","Measured or Known","Not Cooled","Directly Heated","15.6","Measured or Known","No"
"SITE_1210","ROOM_13849","Office",NA,"197.2","Measured or Known","Not Cooled","Directly Heated","10.6","Measured or Known","No"
