"SiteID","RoomID","Room_Type","Room_Type_Other","Area","Area_Is_Estimated","Space_Cooling","Space_Heating","Ceiling_Height","Ceiling_Height_Is_Estimated","Duct_Registers_Present"
"SITE_1210","ROOM_46293","Family Room",NA,"194","Measured or Known","Not Cooled","Directly Heated","10.6","Measured or Known","No"
"SITE_1210","ROOM_34117","Bedroom",NA,"163.8","Measured or Known","Not Cooled","Directly Heated","10.6","Measured or Known","No"
"SITE_1210","ROOM_1031","Crawlspace",NA,"Unknown","Unknown","Unknown","Unknown","8",NA,NA
"SITE_1211","ROOM_39179","Garage",NA,"462","Measured or Known","Not Cooled","Unheated","8.25","Measured or Known","No"
"SITE_1211","ROOM_11017","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1211","ROOM_19245","Kitchen",NA,"150","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","No"
"SITE_1211","ROOM_26461","Bedroom",NA,"219.1375","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","No"
"SITE_1211","ROOM_38155","Bathroom",NA,"32","Estimated","Not Cooled","Directly Heated","8","Measured or Known","No"
"SITE_1211","ROOM_14162","Bedroom",NA,"140","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","No"
"SITE_1211","ROOM_42026","Bedroom",NA,"90","Estimated","Not Cooled","Directly Heated","8","Measured or Known","No"
"SITE_1211","ROOM_23417","Bathroom",NA,"33.75","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","No"
"SITE_1211","ROOM_473","Living Room",NA,"409","Estimated","Not Cooled","Directly Heated","12.25","Estimated","No"
"SITE_1211","ROOM_32640","Bathroom",NA,"60","Measured or Known","Not Cooled","Directly Heated","8","Measured or Known","No"
"SITE_1211","ROOM_1898","Other","Pantry","47.5","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_1212","ROOM_36267","Bedroom",NA,"161.5","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1212","ROOM_25248","Bedroom",NA,"134.7","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1212","ROOM_5960","Garage",NA,"683.27","Measured or Known","Not Cooled","Indirectly Heated from Equipment in the Space","9.5","Measured or Known","No"
"SITE_1212","ROOM_39465","Laundry",NA,"43.16","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1212","ROOM_41745","Kitchen",NA,"201.28","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1212","ROOM_27607","Closet",NA,"13.53","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Measured or Known","No"
"SITE_1212","ROOM_10197","Hallway",NA,"156.3","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Measured or Known","No"
"SITE_1212","ROOM_2009","Bedroom",NA,"169.3","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1212","ROOM_19677","Bathroom",NA,"43.61","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1212","ROOM_35989","Bedroom",NA,"225.7","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1212","ROOM_26377","Bathroom",NA,"107.1","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1212","ROOM_37634","Closet",NA,"53.4","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Measured or Known","No"
"SITE_1212","ROOM_17140","Living Room",NA,"293.2","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1212","ROOM_10227","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1212","ROOM_15543","Office",NA,"289.9","Measured or Known","Directly Cooled","Directly Heated","10.6","Measured or Known","Yes"
"SITE_1212","ROOM_365","Dining Room",NA,"169.56","Measured or Known","Directly Cooled","Directly Heated","10.6","Measured or Known","Yes"
"SITE_1213","ROOM_1040","Bedroom",NA,"269.5","Measured or Known","Not Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_1213","ROOM_26895","Bathroom",NA,"72","Measured or Known","Not Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_1213","ROOM_23195","Bedroom",NA,"170.375","Measured or Known","Not Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_1213","ROOM_4095","Bathroom",NA,"76.5","Measured or Known","Not Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_1213","ROOM_42686","Bedroom",NA,"192.375","Measured or Known","Not Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_1213","ROOM_182","Bedroom",NA,"168.4375","Measured or Known","Not Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_1213","ROOM_40138","Hallway",NA,"54.75","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7.5","Measured or Known","No"
"SITE_1213","ROOM_1178","Office",NA,"151.875","Measured or Known","Not Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_1213","ROOM_4339","Laundry",NA,"148.5","Measured or Known","Not Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_1213","ROOM_44699","Living Room",NA,"279.5","Measured or Known","Not Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_1213","ROOM_5976","Entry/Entryway",NA,"96.25","Measured or Known","Not Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_1213","ROOM_24667","Dining Room",NA,"240.625","Measured or Known","Not Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_1213","ROOM_35104","Kitchen",NA,"145.75","Measured or Known","Not Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_1213","ROOM_31715","Garage",NA,"675.4375","Measured or Known","Not Cooled","Unheated","9","Measured or Known","No"
"SITE_1213","ROOM_14394","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1214","ROOM_36527","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1214","ROOM_26601","Bedroom",NA,"106.375","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1214","ROOM_21489","Laundry",NA,"73.125","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1214","ROOM_33932","Hallway",NA,"37.375","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1214","ROOM_19753","Bedroom",NA,"136.5","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1214","ROOM_34522","Bathroom",NA,"47.5","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1214","ROOM_39107","Living Room",NA,"185.625","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1214","ROOM_22676","Kitchen",NA,"135","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","No"
"SITE_1215","ROOM_5469","Bathroom",NA,"102","Measured or Known","Directly Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_1215","ROOM_19868","Laundry",NA,"60.0625","Measured or Known","Directly Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_1215","ROOM_24966","Bedroom",NA,"144.375","Measured or Known","Directly Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_1215","ROOM_32513","Bedroom",NA,"157.5","Measured or Known","Directly Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_1215","ROOM_1418","Other","Kids play room","636","Measured or Known","Directly Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_1215","ROOM_38002","Other","Storage","132.25","Measured or Known","Directly Cooled","Directly Heated","7.5","Measured or Known","Yes"
"SITE_1215","ROOM_33455","Mechanical",NA,"43.875","Measured or Known","Not Cooled","Indirectly Heated from Equipment in the Space","8","Measured or Known","No"
"SITE_1215","ROOM_36816","Office",NA,"165.75","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1215","ROOM_8300","Bathroom",NA,"41.25","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1215","ROOM_37143","Bedroom",NA,"220.5","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1215","ROOM_17581","Bathroom",NA,"70.125","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1215","ROOM_25847","Closet",NA,"51","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1215","ROOM_10064","Living Room",NA,"362.5","Measured or Known","Directly Cooled","Directly Heated","10","Measured or Known","Yes"
"SITE_1215","ROOM_45076","Dining Room",NA,"169.625","Measured or Known","Directly Cooled","Directly Heated","8","Measured or Known","Yes"
"SITE_1215","ROOM_8423","Kitchen",NA,"232.6875","Measured or Known","Directly Cooled","Directly Heated","10","Measured or Known","Yes"
"SITE_1215","ROOM_42968","Garage",NA,"748.125","Measured or Known","Not Cooled","Directly Heated","10.5","Measured or Known","No"
"SITE_1215","ROOM_39510","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1215","ROOM_41978","Hallway","Stairway","80","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","12","Measured or Known","No"
"SITE_1216","ROOM_13618","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1216","ROOM_22546","Mechanical",NA,"153.125","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Measured or Known","No"
"SITE_1216","ROOM_24693","Bedroom",NA,"155.25","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1216","ROOM_35302","Closet",NA,"56.875","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1216","ROOM_7248","Hallway",NA,"79","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Measured or Known","Yes"
"SITE_1216","ROOM_35697","Bedroom",NA,"155.25","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1216","ROOM_219","Closet",NA,"56.875","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1216","ROOM_26678","Bathroom",NA,"127","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1216","ROOM_803","Hallway",NA,"28.125","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Measured or Known","No"
"SITE_1216","ROOM_21175","Family Room",NA,"565.25","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1216","ROOM_18038","Hallway",NA,"93.5","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Estimated","No"
"SITE_1216","ROOM_42390","Closet",NA,"76.875","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1216","ROOM_26386","Hallway",NA,"24.375","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Measured or Known","No"
"SITE_1216","ROOM_21094","Dining Room",NA,"175.3125","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1216","ROOM_27684","Kitchen",NA,"219","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Measured or Known","No"
"SITE_1216","ROOM_36590","Closet",NA,"73.5","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Measured or Known","No"
"SITE_1216","ROOM_12836","Living Room",NA,"578","Measured or Known","Directly Cooled","Directly Heated","12","Estimated","Yes"
"SITE_1216","ROOM_25334","Hallway",NA,"146.625","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","9","Measured or Known","Yes"
"SITE_1216","ROOM_6514","Bedroom",NA,"188.8125","Measured or Known","Directly Cooled","Directly Heated","10.75","Estimated","Yes"
"SITE_1216","ROOM_44209","Bathroom",NA,"174.6875","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1216","ROOM_829","Bathroom",NA,"80.5","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1216","ROOM_13196","Laundry",NA,"146.0625","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1216","ROOM_29908","Bedroom",NA,"162.5","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1216","ROOM_8272","Garage",NA,"1300","Estimated","Not Cooled","Unheated","9.25","Measured or Known","No"
"SITE_1216","ROOM_37973","Bedroom",NA,"177","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1216","ROOM_7770","Closet",NA,"55.6875","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1216","ROOM_32088","Bathroom",NA,"85.75","Measured or Known","Directly Cooled","Directly Heated","9","Measured or Known","Yes"
"SITE_1217","ROOM_15357","Entry/Entryway",NA,"71.9","Measured or Known","Not Cooled","Directly Heated","6.7","Measured or Known","Yes"
"SITE_1217","ROOM_2648","Living Room",NA,"194.18","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8.6","Measured or Known","Yes"
"SITE_1217","ROOM_45870","Dining Room",NA,"202.86","Measured or Known","Directly Cooled","Directly Heated","8.2","Measured or Known","Yes"
"SITE_1217","ROOM_22909","Bedroom",NA,"122.9","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8.7","Measured or Known","Yes"
"SITE_1217","ROOM_38777","Bathroom",NA,"50.25","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","7.6","Measured or Known","No"
"SITE_1217","ROOM_41691","Bedroom",NA,"150.8","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8.6","Measured or Known","Yes"
"SITE_1217","ROOM_9395","Hallway",NA,"33","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8.9","Measured or Known","Yes"
"SITE_1217","ROOM_39606","Bathroom",NA,"46.72","Measured or Known","Not Cooled","Directly Heated","7.8","Measured or Known","Yes"
"SITE_1217","ROOM_45777","Bedroom",NA,"114.5","Measured or Known","Not Cooled","Directly Heated","8.7","Measured or Known","Yes"
"SITE_1217","ROOM_21562","Kitchen",NA,"134.2","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8.9","Measured or Known","Yes"
"SITE_1217","ROOM_43398","Laundry",NA,"82.8","Measured or Known","Not Cooled","Directly Heated","7.8","Measured or Known","Yes"
"SITE_1217","ROOM_1696","Hallway",NA,"24.92","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","6.7","Measured or Known","No"
"SITE_1217","ROOM_46162","Bedroom",NA,"188.4","Measured or Known","Not Cooled","Directly Heated","6.7","Measured or Known","Yes"
"SITE_1217","ROOM_46732","Bedroom",NA,"87.9","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","6.7","Measured or Known","No"
"SITE_1217","ROOM_33239","Bedroom",NA,"95","Measured or Known","Not Cooled","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","6.7","Measured or Known","No"
"SITE_1217","ROOM_20639","Basement",NA,"938.73","Measured or Known","Not Cooled","Indirectly Heated from Equipment in the Space","6.4","Measured or Known","No"
"SITE_1217","ROOM_35968","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1218","ROOM_39859","Outside",NA,NA,NA,NA,NA,NA,NA,NA
"SITE_1218","ROOM_40141","Family Room",NA,"435","Estimated","Indirectly Cooled from Adjacent Spaces","Directly Heated","10.5","Estimated","No"
"SITE_1218","ROOM_14420","Bedroom",NA,"180.6875","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","9.25","Measured or Known","Yes"
"SITE_1218","ROOM_40816","Bathroom",NA,"66","Measured or Known","Not Cooled","Directly Heated","8","Estimated","No"
"SITE_1218","ROOM_4393","Living Room",NA,"587.25","Measured or Known","Directly Cooled","Directly Heated","15.5","Estimated","No"
"SITE_1218","ROOM_25899","Bedroom",NA,"102.125","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8","Measured or Known","No"
"SITE_1218","ROOM_45683","Bathroom",NA,"42","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8","Measured or Known","No"
"SITE_1218","ROOM_4397","Laundry",NA,"144","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8","Measured or Known","No"
"SITE_1218","ROOM_45746","Hallway",NA,"54","Measured or Known","Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces (no heater or vent in room)","8","Measured or Known","No"
"SITE_1218","ROOM_40579","Kitchen",NA,"230.375","Measured or Known","Indirectly Cooled from Adjacent Spaces","Directly Heated","8","Measured or Known","No"
