HHID,NWEIGHT,QMAIL,REGIONC,DIVISION,LRGSTATE,CDD65,HDD65,TYPEHUQ,KAVALKER,PERIODKR,ORIGKERQ,SCALEKER,ORIGKRC,ORIGKERS,KAVALEL,PERIODEL,ORIGELQ,SCALEEL,ORIGELC,ORIGELS,BEGINELR,ENDELR,KAVALNG,PERIODNG,ORIGNGQ,SCALENG,ORIGNGC,ORIGNGS,BEGINNGR,ENDNGR,KAVALFO,PERIODFO,ORIGFOQ,SCALEFO,ORIGFOC,ORIGFOS,TYPEFO1,TYPEFO2,KAVALPG,PERIODLP,ORIGLPQ,SCALELP,ORIGLPC,ORIGLPS,TYPELP1,TYPELP2 
2842,  3812,9,4,8,0,1853, 2859,4,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2843, 18025,9,4,9,0,  85, 5021,3,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2844,  7822,9,1,1,0, 748, 6258,5,9,9,9,9,9,99,2,1,7,0,1,25,1,1,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2845,  5276,9,1,1,0, 902, 5642,4,9,9,9,9,9,99,3,5,8,0,3,51,9,9,3,5,8,0,3,61,9,9,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9
2846,  9155,9,2,3,0,1224, 5517,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,1,1,1,0,1,11,1,9
2847,  9348,9,1,1,0, 402, 7101,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,1,1,1,0,1,11,2,9,9,9,9,9,9,99,9,9
2848, 24816,9,1,2,1,1383, 4689,5,9,9,9,9,9,99,1,1,1,0,1,11,1,1,2,1,7,0,1,25,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2849, 17925,9,1,2,1, 364, 7851,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,2,0,1,11,2,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2850, 16782,9,4,8,0,4363,  953,5,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2851, 19952,9,2,3,0, 617, 6963,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2852, 26021,9,2,3,0, 402, 8240,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,3,5,8,0,3,41,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2853, 25347,9,4,9,2,1159,  999,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2854,  4229,9,3,6,0,1205, 4539,2,9,9,9,9,9,99,1,2,5,0,1,21,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2855,  9656,9,3,7,3,2271, 3192,2,9,9,9,9,9,99,1,3,8,0,3,31,9,9,1,3,8,0,3,31,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2856, 21471,9,1,2,0, 752, 6326,4,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2857,  8833,9,4,8,0,4517,  833,5,9,9,9,9,9,99,1,2,5,0,1,21,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2858, 16641,9,2,4,0, 576, 7517,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2859,  7532,9,2,4,0, 316, 8246,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,1,1,1,0,1,11,1,9
2860,  3092,9,1,2,1, 366, 7570,2,9,9,9,9,9,99,1,1,1,1,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,1,1,1,0,1,11,1,9
2861, 21904,9,1,2,1,1415, 4667,3,9,9,9,9,9,99,3,5,8,0,3,41,9,9,3,5,8,0,3,41,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2862, 12641,9,1,2,0,1592, 4369,3,9,9,9,9,9,99,3,5,8,0,3,61,9,9,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2863,  5866,9,4,8,0,3208, 1339,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2864,  8045,9,1,1,0, 935, 6000,5,9,9,9,9,9,99,2,1,7,0,1,25,1,1,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2865, 11667,9,3,6,0,1539, 3429,1,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2866, 20073,9,3,5,0,1539, 3540,2,9,9,9,9,9,99,1,2,5,0,1,21,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2867, 21631,9,1,2,1, 684, 6794,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,4,0,1,11,2,2,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2868, 21891,9,1,2,1,1222, 4902,2,9,9,9,9,9,99,3,5,8,0,3,51,9,9,3,5,8,0,3,51,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2869, 14591,9,2,3,0,1064, 5620,4,9,9,9,9,9,99,3,5,8,0,3,51,9,9,3,5,8,0,3,51,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2870,  7481,9,2,4,0,1136, 5642,4,9,9,9,9,9,99,3,5,8,0,3,61,9,9,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2871, 16286,9,3,6,0,1550, 3293,2,9,9,9,9,9,99,1,2,5,0,1,21,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2872,  4628,9,4,8,0,   0, 9979,5,9,9,9,9,9,99,3,5,8,0,3,61,9,9,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2873,  9912,9,1,1,0, 837, 5757,4,9,9,9,9,9,99,1,1,3,0,1,11,1,2,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2874, 19747,9,3,7,3,2580, 2189,2,9,9,9,9,9,99,1,1,2,1,1,11,2,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2875,  4874,9,4,9,2,1778, 1992,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2876, 14568,9,1,2,1, 660, 6793,2,1,1,3,0,4,15,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2877,  6142,1,4,9,2,1252, 2032,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2878, 18593,9,3,7,0,2538, 1825,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2879,  7041,9,2,4,0,1219, 5388,5,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2880, 23340,9,1,2,0, 636, 6327,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,1,1,1,0,1,11,2,9,9,9,9,9,9,99,9,9
2881, 11831,9,3,5,0,1840, 3554,2,9,9,9,9,9,99,1,2,5,1,1,21,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2882, 13670,9,1,2,1,1283, 4666,5,9,9,9,9,9,99,1,1,1,0,1,11,1,1,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2883, 11400,9,3,5,0, 969, 5025,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,2,0,1,11,2,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2884,  7745,9,3,6,0,2108, 2698,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2885, 13670,9,1,2,1,1515, 4597,5,9,9,9,9,9,99,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9
2886,  6782,9,4,8,0, 262, 7745,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2887,  3873,9,4,8,0, 129, 9232,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2888, 18501,9,3,7,3,2472, 2236,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2889, 14790,9,3,6,0,2861, 1436,2,9,9,9,9,9,99,3,5,8,0,3,41,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2890,  9829,9,3,7,0,1803, 4245,2,9,9,9,9,9,99,1,3,8,0,3,31,9,9,1,2,5,0,1,21,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2891,  9417,9,3,7,3,2927, 2436,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2892, 39623,9,3,7,0,1759, 3903,1,9,9,9,9,9,99,1,1,1,1,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,1,1,1,0,1,11,1,9
2893,  4420,9,3,6,0,1549, 3761,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2894, 15068,9,1,2,1, 999, 4959,5,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9
2895, 27230,1,3,5,4,3521,  377,2,9,9,9,9,9,99,1,2,5,0,1,21,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2896, 14692,9,3,6,0,1296, 4617,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2897, 26021,9,2,3,0, 509, 7553,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2898,  7342,9,1,2,1,1258, 4777,5,3,5,8,0,3,43,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9
2899,  7003,9,3,5,4,2566, 1355,4,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2900, 11691,9,1,1,0, 361, 7891,3,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9
2901,  4778,9,3,5,0,1743, 3593,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2902,  7817,9,2,3,0, 758, 6409,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2903,  6599,9,2,4,0,1530, 4956,4,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2904,  9348,9,1,1,0, 319, 7129,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,1,1,1,0,1,11,2,9,9,9,9,9,9,99,9,9
2905, 29753,9,3,5,4,3167,  556,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2906, 20963,9,4,8,0,1958, 3205,1,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2907, 14268,9,3,5,4,3554,  363,3,9,9,9,9,9,99,1,1,1,1,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2908, 10948,9,1,1,0, 619, 6440,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,2,0,1,11,2,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2909, 23573,9,2,3,0, 761, 6323,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,2,0,1,11,2,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2910,  4254,9,1,1,0, 560, 6054,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,3,5,8,0,3,41,9,9,9,9,9,9,9,99,9,9
2911, 29265,9,3,5,0,1242, 4950,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,2,0,1,11,2,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2912, 24572,9,3,5,4,2766, 1173,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2913,  4497,9,3,7,3,2596, 1731,2,9,9,9,9,9,99,1,2,5,0,1,21,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,3,5,8,0,3,43,9,9
2914, 20560,9,2,4,0, 455, 8576,4,9,9,9,9,9,99,3,5,8,0,3,61,9,9,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2915, 11445,9,4,8,0, 378, 6258,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2916, 23952,9,2,3,0, 521, 7288,1,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2917,  5193,9,4,9,2,1491, 2136,2,9,9,9,9,9,99,1,1,1,1,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2918, 19207,9,4,9,2, 814,  898,3,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2919,  8539,9,1,1,0, 638, 6568,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,5,0,1,21,2,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2920, 21095,9,4,9,2, 292, 1234,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2921, 10198,9,3,5,0,2794, 2409,5,9,9,9,9,9,99,3,5,8,0,3,61,9,9,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2922, 20473,9,1,2,0, 838, 5882,3,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2923, 11870,9,3,5,0,2241, 2615,3,9,9,9,9,9,99,1,2,5,0,1,21,1,1,1,2,5,0,1,21,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2924, 15554,9,3,6,0,1791, 3207,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,1,1,1,0,1,11,1,9
2925,  4420,9,3,6,0,1286, 4317,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2926,  9417,9,3,7,3,2677, 1676,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2927, 20211,9,1,2,1, 544, 7016,4,9,9,9,9,9,99,1,1,4,0,1,11,2,2,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2928, 31696,9,4,9,0,  82, 5193,4,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2929, 25476,9,1,2,0,1453, 4570,3,9,9,9,9,9,99,3,5,8,0,3,51,9,9,3,5,8,0,3,51,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2930, 19317,9,2,3,0, 982, 5538,5,9,9,9,9,9,99,1,2,5,0,1,21,1,1,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2931,  7646,9,3,6,0,2046, 2985,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2932, 29326,9,3,5,0,1754, 4404,3,9,9,9,9,9,99,1,1,2,0,1,11,2,1,1,1,2,0,1,11,2,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2933, 28735,9,4,9,2, 807, 2064,2,9,9,9,9,9,99,3,5,8,0,3,61,9,9,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2934,  6278,9,1,1,0, 997, 5487,5,9,9,9,9,9,99,1,1,1,0,1,11,1,1,3,5,8,0,3,61,9,9,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9
2935, 24189,1,1,2,1,1482, 4620,4,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2936,  4488,9,3,6,0,1522, 4283,5,9,9,9,9,9,99,1,2,5,0,1,21,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2937,  4156,9,2,3,0,1194, 5315,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,2,0,1,11,2,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2938, 21099,9,1,2,0,1213, 5261,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2939,  4617,9,2,4,0,1051, 5776,2,9,9,9,9,9,99,1,1,2,0,1,11,2,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2940,  4774,9,4,9,2, 224, 5646,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2941, 14717,9,2,4,0, 564, 8023,4,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2942, 10950,9,4,9,2,1346,  839,5,9,9,9,9,9,99,1,1,1,0,1,11,1,1,2,1,7,0,1,25,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2943,  6142,9,4,9,2, 223, 5398,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2944,  7232,9,3,5,0,2452, 2481,3,9,9,9,9,9,99,1,1,1,0,1,11,1,1,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2945,  4102,9,3,6,0,2171, 1843,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2946,  5017,9,3,7,0,1666, 4014,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2947,  9899,9,2,4,0,1351, 5232,5,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2948, 25112,9,4,8,0, 637, 6043,5,9,9,9,9,9,99,1,1,1,0,1,11,1,1,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2949, 56791,9,3,5,4,2711, 1369,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2950, 22411,9,4,9,2,1608, 2197,2,9,9,9,9,9,99,1,1,1,1,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2951, 26247,9,3,5,4,3017,  487,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2952, 23420,9,2,3,0,1228, 5279,4,9,9,9,9,9,99,1,1,1,1,1,11,1,1,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2953,  3092,9,1,2,1, 595, 7291,2,3,5,8,0,3,43,1,3,6,0,1,23,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,1,2,8,0,3,31,2,9
2954,  4989,9,2,3,0, 440, 7752,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2955, 19952,9,2,3,0, 435, 8024,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2956,  5675,9,1,1,0, 289, 7468,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,1,1,1,0,1,11,2,9,9,9,9,9,9,99,9,9
2957,  7554,9,1,1,0, 419, 8166,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,1,1,1,0,1,11,2,9,9,9,9,9,9,99,9,9
2958, 28682,9,2,3,0, 708, 6455,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2959, 26021,1,2,3,0, 364, 8114,2,9,9,9,9,9,99,3,5,8,0,3,41,9,9,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2960, 11060,9,3,6,0,1115, 4497,2,9,9,9,9,9,99,3,5,8,0,3,41,9,9,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2961,  4523,9,4,9,2, 698, 1054,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2962, 28134,9,1,2,0,1576, 4709,4,9,9,9,9,9,99,3,5,8,0,3,41,9,9,3,5,8,0,3,41,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2963, 18632,9,3,7,0,2109, 3478,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2964, 18283,9,3,5,0,1318, 4744,3,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2965, 18938,9,2,4,0,1125, 5848,5,9,9,9,9,9,99,1,1,1,0,1,11,1,1,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2966,  4492,9,3,5,0,1671, 3364,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,1,1,1,0,1,11,1,9
2967,  5994,9,3,5,4,2251, 1415,2,9,9,9,9,9,99,1,2,5,0,1,21,1,1,1,2,5,0,1,21,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2968, 24189,9,1,2,1,1216, 4926,4,9,9,9,9,9,99,1,1,2,0,1,11,2,1,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2969, 25801,9,1,2,0, 630, 6339,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,3,5,8,0,3,41,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2970,  9835,9,2,3,0, 751, 6178,2,1,1,3,0,2,16,1,1,1,0,1,11,1,1,1,1,2,0,1,11,2,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2971, 20021,9,3,5,0,1668, 3296,2,9,9,9,9,9,99,3,5,8,0,3,41,9,9,9,9,9,9,9,99,9,9,3,5,8,0,3,41,9,9,9,9,9,9,9,99,9,9
2972,  4872,9,3,7,0,2535, 1746,1,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2973, 12937,9,2,4,0,1154, 5587,2,9,9,9,9,9,99,1,1,1,1,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,1,1,1,0,1,11,1,9
2974,  3826,9,1,2,1, 340, 8491,2,9,9,9,9,9,99,3,5,8,0,3,41,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2975, 15397,9,1,1,0, 829, 5780,4,9,9,9,9,9,99,1,3,6,0,1,23,2,1,3,5,8,0,3,61,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2976, 12419,9,3,6,0,1486, 4121,2,9,9,9,9,9,99,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
2977,  8000,9,3,7,3,2437, 2251,3,9,9,9,9,9,99,3,5,8,0,3,41,9,9,1,1,1,0,1,11,1,1,9,9,9,9,9,99,9,9,9,9,9,9,9,99,9,9
