"PK_Envelope_ID","CK_SiteID","Ceiling Type","Ceiling Area","Ceiling Area_notes","Ceiling Accessible","Ceiling Insulated","Ceiling Insulation Type 1","Ceiling Insulation Thickness 1","Ceiling Insulation Thickness 1_notes","Ceiling Insulation Condition 1","Ceiling Insulation Condition 1_notes","Ceiling Insulation Type 2","Ceiling Insulation Thickness 2","Ceiling Insulation Thickness 2_notes","Ceiling Insulation Condition 2","Ceiling Insulation Condition 2_notes","Ceiling Insulation Type 3","Ceiling Insulation Thickness 3","Ceiling Insulation Thickness 3_notes","Ceiling Insulation Condition 3","Ceiling Insulation Condition 3_notes","Type of Area Above Ceiling","Ceiling Insulation U-Value","Ceiling Insulation U-Value_notes","Ceiling Insulation R-Value","Ceiling Insulation R-Value_notes","Ceiling U-Value for Heat Loss","Ceiling U-Value for Heat Loss_notes","Ceiling Heat Loss Rate (UA)","Ceiling Heat Loss Rate (UA)_notes","Ceiling Notes"
"Envelope_00004163","SITE_01687","Sloped / Vaulted (no attic)",192.8500,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,18.8500,,"N/A"
"Envelope_00004001","SITE_01688","Attic",1020.0000,,"Yes","Yes","Fiberglass batts",7.5000,,1.0000,,"Blown fiberglass",7.5000,,0.9000,,"N/A",,"N/A",,"N/A","N/A",0.0214,,46.7625,,0.0210,,21.8100,,"N/A"
"Envelope_00004002","SITE_01688","Sloped / Vaulted (no attic)",513.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,50.1500,,"N/A"
"Envelope_00003952","SITE_01689","Attic",760.0000,,"No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1466,,6.8200,,0.1470,,111.4400,,"N/A"
"Envelope_00003953","SITE_01689","Roof Deck",387.5000,,"No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1466,,6.8200,,0.1470,,56.8200,,"N/A"
"Envelope_00003951","SITE_01690","Attic",1902.8000,,"No","Yes","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0910,,172.9800,,"N/A"
"Envelope_00004029","SITE_01691","Attic",1416.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,138.4200,,"N/A"
"Envelope_00004511","SITE_01692","Attic",840.0000,,"Yes","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,82.1100,,"N/A"
"Envelope_00004504","SITE_01693","Attic",1288.0000,,"No","Yes","Expanded polystyrene foam board (white)",2.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,0.0000,,0.3700,,476.5600,,"N/A"
"Envelope_00003994","SITE_01694","Attic",1268.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,123.9500,,"N/A"
"Envelope_00004512","SITE_01695","Attic",1414.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,138.2200,,"Cant access"
"Envelope_00004265","SITE_01696","Attic",1632.0000,,"No","Yes","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0910,,148.3600,,"N/A"
"Envelope_00004266","SITE_01697","Attic",1080.0000,,"Yes","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0838,,11.9350,,0.0840,,90.4900,,"N/A"
"Envelope_00003923","SITE_01698","Attic",1940.0000,,"No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0451,,22.1650,,0.0450,,87.5300,,"N/A"
"Envelope_00004267","SITE_01699","Attic",1576.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,154.0600,,"N/A"
"Envelope_00004558","SITE_01700","Attic",1352.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,132.1600,,"Resident says there is insulation in the ceiling"
"Envelope_00004242","SITE_01701","Attic",1424.8000,,"No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0451,,22.1650,,0.0450,,64.2800,,"N/A"
"Envelope_00007869","SITE_01702","Attic",400.0000,,"No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1466,,6.8200,,0.1470,,58.6500,,"N/A"
"Envelope_00007870","SITE_01702","Ceiling (Unknown)",92.0000,,"Unknown","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1466,,6.8200,,0.1470,,13.4900,,"N/A"
"Envelope_00007871","SITE_01702","Attic",672.0000,,"No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1466,,6.8200,,0.1470,,98.5300,,"N/A"
"Envelope_00004518","SITE_01703","Sloped / Vaulted (no attic)",189.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,18.4800,,"N/A"
"Envelope_00004519","SITE_01703","Attic",1155.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,112.9000,,"N/A"
"Envelope_00004034","SITE_01704","Attic",924.0000,,"No","Yes","Fiberglass batts",11.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0267,,37.5100,,0.0270,,24.6300,,"N/A"
"Envelope_00003995","SITE_01705","Attic",1512.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,147.8000,,"N/A"
"Envelope_00004042","SITE_01706","Attic",840.0000,,"Yes","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0533,,18.7550,,0.0530,,44.7900,,"All attic information provided by homeowner, who has worked on the building. Otherwise inaccessible."
"Envelope_00004015","SITE_01707","Attic",1144.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,111.8300,,"N/A"
"Envelope_00004014","SITE_01708","Attic",1512.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,147.8000,,"N/A"
"Envelope_00004016","SITE_01709","Attic",1144.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,111.8300,,"N/A"
"Envelope_00004033","SITE_01715","Attic",1248.0000,,"No","Yes","Blown fiberglass",7.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0472,,21.1875,,0.0470,,58.9000,,"Attic insulation depth ranging from 4 to 12 inches"
"Envelope_00004148","SITE_01719","Attic",936.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,91.5000,,"N/A"
"Envelope_00003934","SITE_01721","Attic",1430.0000,,"No","Yes","Fiberglass batts",11.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0255,,39.2150,,0.0260,,36.4700,,"R-38 on house label"
"Envelope_00004035","SITE_01722","Attic",893.0000,,"No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1466,,6.8200,,0.1470,,130.9400,,"Could not access attic"
"Envelope_00004006","SITE_01724","Attic",1680.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,164.2200,,"N/A"
"Envelope_00004026","SITE_01725","Attic",421.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,41.1500,,"N/A"
"Envelope_00004027","SITE_01725","Sloped / Vaulted (no attic)",303.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,29.6200,,"N/A"
"Envelope_00003924","SITE_01727","Attic",1024.0000,,"No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1466,,6.8200,,0.1470,,150.1500,,"N/A"
"Envelope_00003929","SITE_01731","Adiabatic",982.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"N/A",,"N/A",0.0000,,0.0000,,"N/A"
"Envelope_00003969","SITE_01736","Attic",1400.0000,,"Yes","Yes","Blown mineral wool",3.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1156,,8.6500,,0.1160,,161.8500,,"N/A"
"Envelope_00004092","SITE_01737","Attic",552.0000,,"Yes","Yes","Blown fiberglass",3.5000,,0.7500,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.3259,,3.0689,,0.3260,,179.8700,,"N/A"
"Envelope_00000372","SITE_01739","Attic",625.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0830,,52.1500,,"N/A"
"Envelope_00004109","SITE_01740","Adiabatic",890.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"N/A",,"N/A",0.0000,,0.0000,,"N/A"
"Envelope_00003996","SITE_01746","Attic",960.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,93.8400,,"N/A"
"Envelope_00003950","SITE_01756","Attic",1715.2000,,"No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0451,,22.1650,,0.0450,,77.3800,,"N/A"
"Envelope_00003987","SITE_01761","Attic",1136.0000,,"No","Yes","Fiberglass batts",11.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0267,,37.5100,,0.0270,,30.2900,,"Homeowner says there is definitely insulation, but we have no access."
"Envelope_00003949","SITE_01763","Attic",924.0000,,"No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1466,,6.8200,,0.1470,,135.4800,,"N/A"
"Envelope_00004017","SITE_01764","Attic",764.0000,,"No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1466,,6.8200,,0.1470,,112.0200,,"N/A"
"Envelope_00004271","SITE_01782","Adiabatic",743.0000,,"No","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Residential occupancy",,"N/A",,"N/A",0.0000,,0.0000,,"N/A"
"Envelope_00004274","SITE_01787","Attic",499.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0830,,41.6300,,"N/A"
"Envelope_00004275","SITE_01788","Attic",1449.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0830,,120.9000,,"Unknown size"
"Envelope_00004277","SITE_01790","Attic",1562.0000,,"Yes","Yes","Blown fiberglass",16.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0221,,45.2000,,0.0220,,34.5600,,"N/A"
"Envelope_00004278","SITE_01790","Sloped / Vaulted (no attic)",272.0000,,"Yes","Yes","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.1010,,27.6000,,"Could not see"
"Envelope_00007858","SITE_01791","Attic",622.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0830,,51.9000,,"N/A"
"Envelope_00004280","SITE_01793","Attic",1056.0000,,"Yes","Yes","Blown fiberglass",16.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0221,,45.2000,,0.0220,,23.3600,,"N/A"
"Envelope_00003589","SITE_01796","Attic",535.0000,,"Yes","Yes","Fiberglass batts",7.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0391,,25.5750,,0.0390,,20.9200,,"N/A"
"Envelope_00003945","SITE_01802","Attic",455.0000,,"Yes","Yes","Blown fiberglass",7.5000,,0.9000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1425,,7.0186,,0.1420,,64.8300,,"N/A"
"Envelope_00003902","SITE_01805","Attic",299.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0830,,24.9500,,"N/A"
"Envelope_00003903","SITE_01805","Sloped / Vaulted (no attic)",108.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.1010,,10.9600,,"N/A"
"Envelope_00003904","SITE_01805","Sloped / Vaulted (no attic)",125.0000,,"No","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.1010,,12.6800,,"N/A"
"Envelope_00003966","SITE_01809","Roof Deck",670.0000,,"Yes","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0838,,11.9350,,0.0840,,56.1400,,"Ceiling not fully accessible, some parts of ceiling exposed"
"Envelope_00003990","SITE_01818","Attic",936.0000,,"Yes","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0533,,18.7550,,0.0530,,49.9100,,"N/A"
"Envelope_00004281","SITE_01820","Sloped / Vaulted (no attic)",864.0000,,"No","Yes","Blown fiberglass",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1180,,8.4750,,0.1180,,101.9500,,"N/A"
"Envelope_00004282","SITE_01820","Attic",650.0000,,"No","Yes","Blown fiberglass",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1180,,8.4750,,0.1180,,76.7000,,"N/A"
"Envelope_00004283","SITE_01821","Attic",1196.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,116.9100,,"N/A"
"Envelope_00000369","SITE_01822","Ceiling (Unknown)",1114.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,108.9000,,"N/A"
"Envelope_00000370","SITE_01822","Sloped / Vaulted (no attic)",266.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,26.0000,,"N/A"
"Envelope_00004284","SITE_01823","Attic",960.0000,,"No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1466,,6.8200,,0.1470,,140.7600,,"N/A"
"Envelope_00004285","SITE_01824","Attic",1690.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,165.2000,,"N/A"
"Envelope_00004286","SITE_01825","Attic",1125.0000,,"Yes","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0838,,11.9350,,0.0840,,94.2600,,"Resident is doing a repair in corner from water damage"
"Envelope_00007872","SITE_01826","Attic",832.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,81.3300,,"N/A"
"Envelope_00007873","SITE_01826","Sloped / Vaulted (no attic)",591.5000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,57.8200,,"N/A"
"Envelope_00004287","SITE_01827","Attic",1040.0000,,"No","Yes","Fiberglass batts",11.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0267,,37.5100,,0.0270,,27.7300,,"N/A"
"Envelope_00004288","SITE_01828","Attic",1248.0000,,"No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0451,,22.1650,,0.0450,,56.3000,,"N/A"
"Envelope_00004289","SITE_01829","Sloped / Vaulted (no attic)",802.0000,,"No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0451,,22.1650,,0.0450,,36.1800,,"N/A"
"Envelope_00004290","SITE_01829","Attic",628.0000,,"No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0451,,22.1650,,0.0450,,28.3300,,"N/A"
"Envelope_00004291","SITE_01830","Attic",784.0000,,"No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1466,,6.8200,,0.1470,,114.9600,,"N/A"
"Envelope_00004292","SITE_01831","Attic",2688.0000,,"Yes","Yes","Blown fiberglass",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1011,,9.8875,,0.1010,,271.8600,,"N/A"
"Envelope_00004293","SITE_01832","Attic",1256.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,122.7800,,"N/A"
"Envelope_00004294","SITE_01833","Attic",1144.0000,,"No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1466,,6.8200,,0.1470,,167.7400,,"N/A"
"Envelope_00004295","SITE_01834","Attic",1380.0000,,"No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1466,,6.8200,,0.1470,,202.3500,,"N/A"
"Envelope_00004296","SITE_01835","Attic",1152.0000,,"No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1466,,6.8200,,0.1470,,168.9100,,"N/A"
"Envelope_00004297","SITE_01835","Sloped / Vaulted (no attic)",162.0000,,"No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1466,,6.8200,,0.1470,,23.7500,,"N/A"
"Envelope_00004298","SITE_01836","Attic",1782.0000,,"Yes","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,174.1900,,"N/A"
"Envelope_00004299","SITE_01837","Attic",1588.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,155.2300,,"N/A"
"Envelope_00004300","SITE_01838","Attic",1320.0000,,"No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0451,,22.1650,,0.0450,,59.5500,,"N/A"
"Envelope_00004301","SITE_01839","Attic",1125.0000,,"No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1466,,6.8200,,0.1470,,164.9600,,"N/A"
"Envelope_00004302","SITE_01840","Attic",1560.0000,,"No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0451,,22.1650,,0.0450,,70.3800,,"N/A"
"Envelope_00004303","SITE_01841","Attic",1188.0000,,"Yes","Yes","Fiberglass batts",12.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0244,,40.9200,,0.0240,,29.0300,,"N/A"
"Envelope_00004304","SITE_01842","Attic",1326.5000,,"No","Yes","Fiberglass batts",12.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0244,,40.9200,,0.0240,,32.4200,,"N/A"
"Envelope_00004305","SITE_01843","Attic",1443.0000,,"No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0451,,22.1650,,0.0450,,65.1000,,"N/A"
"Envelope_00004306","SITE_01844","Attic",1716.0000,,"No","Yes","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"Unknown",,"Unknown",0.0780,,133.5400,,"N/A"
"Envelope_00004307","SITE_01845","Attic",1320.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,129.0300,,"N/A"
"Envelope_00004308","SITE_01846","Attic",1572.0000,,"No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0451,,22.1650,,0.0450,,70.9200,,"N/A"
"Envelope_00004309","SITE_01847","Attic",1120.0000,,"No","Yes","Blown cellulose",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.1463,,6.8333,,0.1460,,163.9000,,"Observed through an outlet on the ceiling"
"Envelope_00004310","SITE_01848","Attic",500.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,48.8800,,"N/A"
"Envelope_00004311","SITE_01848","Sloped / Vaulted (no attic)",508.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,49.6600,,"N/A"
"Envelope_00004312","SITE_01849","Attic",1296.0000,,"No","Yes","Fiberglass batts",12.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0244,,40.9200,,0.0240,,31.6700,,"N/A"
"Envelope_00004313","SITE_01850","Attic",1224.0000,,"No","Yes","Fiberglass batts",12.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0244,,40.9200,,0.0240,,29.9100,,"N/A"
"Envelope_00004314","SITE_01851","Attic",1210.0000,,"No","Yes","Fiberglass batts",6.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0489,,20.4600,,0.0490,,59.1400,,"Homeowner says 6 inches of fiberglass batt are up there"
"Envelope_00004315","SITE_01852","Attic",1494.6000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,146.1000,,"N/A"
"Envelope_00004316","SITE_01853","Attic",810.0000,,"No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0451,,22.1650,,0.0450,,36.5400,,"N/A"
"Envelope_00004317","SITE_01853","Sloped / Vaulted (no attic)",594.0000,,"No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0451,,22.1650,,0.0450,,26.8000,,"N/A"
"Envelope_00004318","SITE_01854","Attic",1472.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,143.8900,,"N/A"
"Envelope_00004319","SITE_01855","Attic",1248.0000,,"No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0451,,22.1650,,0.0450,,56.3000,,"N/A"
"Envelope_00004320","SITE_01856","Attic",1716.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,167.7400,,"N/A"
"Envelope_00004321","SITE_01857","Attic",1524.0000,,"No","Yes","Fiberglass batts",10.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0293,,34.1000,,0.0290,,44.6900,,"N/A"
"Envelope_00004322","SITE_01858","Attic",1583.0000,,"No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",0.0978,,10.2300,,0.0980,,154.7400,,"N/A"
