"PK_WaterDetail_ID","CK_SiteID","CK_RoomID","Room Name","Room Type","Fixture Type","Rated GPM","Rated GPM_Notes","Measured GPM","Measured GPM_Notes","Primary Shower","Secondary Shower Usage","Notes"
"Water_00000756","SITE_00887","Room_00002108","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",1.3000,,"N/A","N/A","N/A"
"Water_00000757","SITE_00887","Room_00002108","Bathroom_1","Bathroom","Shower",2.5000,,2.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00000758","SITE_00887","Room_00002109","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00000759","SITE_00887","Room_00002109","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",1.0000,,"Secondary","A few times per year","N/A"
"Water_00000760","SITE_00888","Room_00002121","Bathroom_6","Bathroom","Bathroom Faucet",1.0000,,1.2000,,"N/A","N/A","N/A"
"Water_00000761","SITE_00888","Room_00002121","Bathroom_6","Bathroom","Shower / Bathtub combo with separate valve",2.0000,,1.4000,,"Primary","Daily / Almost Daily","N/A"
"Water_00000762","SITE_00888","Room_00002120","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,1.4000,,"N/A","N/A","N/A"
"Water_00000763","SITE_00888","Room_00002120","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,1.5000,,"Secondary","Daily / Almost Daily","N/A"
"Water_00000764","SITE_00888","Room_00002127","Kitchen_1","Kitchen","Kitchen Faucet",1.5000,,1.3000,,"N/A","N/A","N/A"
"Water_00000765","SITE_00890","Room_00002132","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00000766","SITE_00890","Room_00002138","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,1.8000,,"N/A","N/A","N/A"
"Water_00000767","SITE_00890","Room_00002132","Bathroom_1","Bathroom","Shower / Bathtub combo with separate valve",,"Unknown",1.2000,,"Primary","Daily / Almost Daily","N/A"
"Water_00000768","SITE_00891","Room_00002142","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",1.0000,,"Primary","A few times per month","N/A"
"Water_00000769","SITE_00891","Room_00002142","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00000770","SITE_00891","Room_00002152","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00000771","SITE_00891","Room_00002143","Bathroom_6","Bathroom","Bathtub",,"N/A",,"N/A","N/A","N/A","N/A"
"Water_00000772","SITE_00891","Room_00002143","Bathroom_6","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00000773","SITE_00893","Room_00002163","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",,"Unknown","N/A","N/A","N/A"
"Water_00000774","SITE_00893","Room_00002158","Bathroom_6","Bathroom","Bathroom Faucet",2.2000,,2.0000,,"N/A","N/A","N/A"
"Water_00000775","SITE_00893","Room_00002158","Bathroom_6","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",1.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00000776","SITE_00894","Room_00002177","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",2.2000,,"N/A","N/A","N/A"
"Water_00000777","SITE_00894","Room_00002174","Hall_1","Hall","Kitchen Faucet",,"Unknown",4.0000,,"N/A","N/A","N/A"
"Water_00000778","SITE_00894","Room_00002168","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",2.2000,,"N/A","N/A","N/A"
"Water_00000779","SITE_00894","Room_00002168","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",1.0000,,"Secondary","A few times per year","N/A"
"Water_00000780","SITE_00894","Room_00002169","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",,"Unknown","N/A","N/A","N/A"
"Water_00000781","SITE_00894","Room_00002169","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",1.8000,,"N/A","N/A","N/A"
"Water_00000782","SITE_00894","Room_00002169","Bathroom_2","Bathroom","Shower",,"Unknown",1.9000,,"Primary","Daily / Almost Daily","N/A"
"Water_00000783","SITE_00894","Room_00002169","Bathroom_2","Bathroom","Bathtub",,"N/A",,"N/A","N/A","N/A","N/A"
"Water_00000784","SITE_00895","Room_00002186","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00000785","SITE_00895","Room_00002182","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00000786","SITE_00895","Room_00002182","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00000787","SITE_00896","Room_00002200","Kitchen_1","Kitchen","Kitchen Faucet",1.5000,,1.7000,,"N/A","N/A","N/A"
"Water_00000788","SITE_00896","Room_00002193","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00000789","SITE_00896","Room_00002193","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",1.8000,,"Primary","Daily / Almost Daily","N/A"
"Water_00000790","SITE_00897","Room_00002205","Bathroom_1","Bathroom","Bathroom Faucet",2.2000,,1.2500,,"N/A","N/A","N/A"
"Water_00000791","SITE_00897","Room_00002205","Bathroom_1","Bathroom","Shower",,"Unknown",2.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00000792","SITE_00897","Room_00002206","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00000793","SITE_00897","Room_00002206","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00000794","SITE_00897","Room_00002206","Bathroom_2","Bathroom","Shower",,"Unknown",3.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00000795","SITE_00897","Room_00002216","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,1.2500,,"N/A","N/A","N/A"
"Water_00000796","SITE_00898","Room_00002222","Bathroom_1","Bathroom","Shower",2.5000,,,"Unknown","Secondary","Never","Used as cat litter box. Unable to test flow."
"Water_00000797","SITE_00898","Room_00002222","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,2.0000,,"N/A","N/A","N/A"
"Water_00000798","SITE_00898","Room_00002223","Bathroom_2","Bathroom","Bathroom Faucet",1.5000,,2.0000,,"N/A","N/A","N/A"
"Water_00000799","SITE_00898","Room_00002223","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.2500,,"Primary","Daily / Almost Daily","N/A"
"Water_00000800","SITE_00898","Room_00002233","Kitchen_2","Kitchen","Kitchen Faucet",2.0000,,2.1000,,"N/A","N/A","N/A"
"Water_00000801","SITE_00899","Room_00002238","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",3.2500,,"N/A","N/A","N/A"
"Water_00000802","SITE_00899","Room_00002238","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",3.7500,,"N/A","N/A","N/A"
"Water_00000803","SITE_00899","Room_00002238","Bathroom_1","Bathroom","Shower",,"Unknown",3.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00000804","SITE_00899","Room_00002247","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,3.2500,,"N/A","N/A","N/A"
"Water_00000805","SITE_00899","Room_00002246","Hall_8","Hall","Bathroom Faucet",,"Unknown",4.5000,,"N/A","N/A","N/A"
"Water_00000806","SITE_00899","Room_00002239","Bathroom_6","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,,"Unknown","Secondary","Never","This bath tub houses the kitty litter box."
"Water_00000807","SITE_00899","Room_00002239","Bathroom_6","Bathroom","Bathroom Faucet",1.8000,,2.0000,,"N/A","N/A","N/A"
"Water_00000808","SITE_00900","Room_00002257","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",1.0000,,"N/A","N/A","N/A"
"Water_00000809","SITE_00900","Room_00002253","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",1.0000,,"N/A","N/A","N/A"
"Water_00000810","SITE_00900","Room_00002253","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",1.2000,,"Primary","Unknown","N/A"
"Water_00000811","SITE_00901","Room_00002261","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",1.1000,,"N/A","N/A","N/A"
"Water_00000812","SITE_00901","Room_00002261","Bathroom_1","Bathroom","Shower",,"Unknown",1.2000,,"Primary","Daily / Almost Daily","9.5 liter per minute"
"Water_00000813","SITE_00901","Room_00002267","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",3.0000,,"N/A","N/A","N/A"
"Water_00000814","SITE_00902","Room_00002282","Kitchen_1","Kitchen","Bathroom Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00000815","SITE_00902","Room_00002272","Bathroom_1","Bathroom","Bathroom Faucet",2.0000,,2.0000,,"N/A","N/A","N/A"
"Water_00000816","SITE_00902","Room_00002272","Bathroom_1","Bathroom","Bathroom Faucet",2.0000,,2.5000,,"N/A","N/A","N/A"
"Water_00000817","SITE_00902","Room_00002272","Bathroom_1","Bathroom","Shower",2.0000,,2.5000,,"Primary","A few times per week","N/A"
"Water_00000818","SITE_00902","Room_00002273","Bathroom_6","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.5000,,"Secondary","A few times per year","N/A"
"Water_00000819","SITE_00902","Room_00002273","Bathroom_6","Bathroom","Bathroom Faucet",2.0000,,3.0000,,"N/A","N/A","N/A"
"Water_00000820","SITE_00903","Room_00002295","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",,"Unknown","N/A","N/A","N/A"
"Water_00000821","SITE_00903","Room_00002287","Bathroom_1","Bathroom","Bathroom Faucet",2.2000,,,"Unknown","N/A","N/A","N/A"
"Water_00000822","SITE_00903","Room_00002287","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",,"Unknown","Primary","Daily / Almost Daily","N/A"
"Water_00000823","SITE_00903","Room_00002288","Bathroom_2","Bathroom","Bathroom Faucet",2.0000,,,"Unknown","N/A","N/A","N/A"
"Water_00000824","SITE_00903","Room_00002288","Bathroom_2","Bathroom","Bathtub",,"N/A",,"N/A","N/A","N/A","N/A"
"Water_00000825","SITE_00903","Room_00002288","Bathroom_2","Bathroom","Shower",,"Unknown",,"Unknown","Never / rarely used","Never","Used for storage"
"Water_00000826","SITE_00905","Room_00002307","Kitchen_1","Kitchen","Kitchen Faucet",1.5000,,1.5000,,"N/A","N/A","N/A"
"Water_00000827","SITE_00905","Room_00002301","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00000828","SITE_00905","Room_00002301","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00000829","SITE_00905","Room_00002301","Bathroom_1","Bathroom","Shower",,"Unknown",2.1000,,"Primary","Daily / Almost Daily","N/A"
"Water_00000830","SITE_00905","Room_00002302","Bathroom_6","Bathroom","Bathroom Faucet",2.0000,,2.0000,,"N/A","N/A","N/A"
"Water_00000831","SITE_00905","Room_00002302","Bathroom_6","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00000832","SITE_00906","Room_00002314","Bathroom_1","Bathroom","Bathtub",,"N/A",,"N/A","N/A","N/A","Not being used"
"Water_00000833","SITE_00906","Room_00002314","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,1.5000,,"N/A","N/A","Sink was clogged"
"Water_00000834","SITE_00906","Room_00002314","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,1.7000,,"N/A","N/A","N/A"
"Water_00000835","SITE_00906","Room_00002314","Bathroom_1","Bathroom","Shower",2.0000,,1.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00000836","SITE_00906","Room_00002319","Dining Room_1","Dining Room","Kitchen Faucet",2.0000,,1.6000,,"N/A","N/A","N/A"
"Water_00000837","SITE_00906","Room_00002315","Bathroom_6","Bathroom","Shower / Bathtub combo with diverter valve",2.0000,,,"Unknown","Secondary","A few times per year","Under construction, could not test"
"Water_00000838","SITE_00908","Room_00002345","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,2.5000,,"N/A","N/A","N/A"
"Water_00000839","SITE_00908","Room_00002338","Bathroom_1","Bathroom","Bathroom Faucet",2.2000,,3.2500,,"N/A","N/A","N/A"
"Water_00000840","SITE_00908","Room_00002338","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,2.2500,,"Primary","Daily / Almost Daily","N/A"
"Water_00000841","SITE_00908","Room_00002339","Bathroom_2","Bathroom","Bathroom Faucet",2.2000,,3.7500,,"N/A","N/A","N/A"
"Water_00000842","SITE_00908","Room_00002339","Bathroom_2","Bathroom","Bathroom Faucet",2.2000,,3.2500,,"N/A","N/A","N/A"
"Water_00000843","SITE_00908","Room_00002339","Bathroom_2","Bathroom","Shower",,"Unknown",,"Unknown","Secondary","Never","Used as storage space. Unable to test and inaccessible"
"Water_00000844","SITE_00909","Room_00002351","Bathroom_2","Bathroom","Bathroom Faucet",1.5000,,2.0000,,"N/A","N/A","N/A"
"Water_00000845","SITE_00909","Room_00002351","Bathroom_2","Bathroom","Bathroom Faucet",1.5000,,1.5000,,"N/A","N/A","N/A"
"Water_00000846","SITE_00909","Room_00002351","Bathroom_2","Bathroom","Shower",,"Unknown",2.5000,,"Primary","A few times per week","N/A"
"Water_00000847","SITE_00909","Room_00002362","Kitchen_1","Kitchen","Kitchen Faucet",2.0000,,2.0000,,"N/A","N/A","N/A"
"Water_00000848","SITE_00909","Room_00002352","Bathroom_6","Bathroom","Bathroom Faucet",1.5000,,1.6000,,"N/A","N/A","N/A"
"Water_00000849","SITE_00909","Room_00002352","Bathroom_6","Bathroom","Shower / Bathtub combo with diverter valve",2.0000,,2.0000,,"Secondary","Never","N/A"
"Water_00000850","SITE_00910","Room_00002375","Kitchen_1","Kitchen","Kitchen Faucet",2.0000,,1.7000,,"N/A","N/A","N/A"
"Water_00000851","SITE_00910","Room_00002368","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,1.5000,,"N/A","N/A","N/A"
"Water_00000852","SITE_00910","Room_00002369","Bathroom_2","Bathroom","Bathroom Faucet",1.0000,,1.3000,,"N/A","N/A","N/A"
"Water_00000853","SITE_00910","Room_00002369","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",2.0000,,0.7000,,"Primary","Daily / Almost Daily","N/A"
"Water_00000854","SITE_00911","Room_00002379","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.0000,,,"Unknown","Secondary","Never","2.0 gpm showerhead to be installed. Bathroom under renovation"
"Water_00000855","SITE_00911","Room_00002380","Bathroom_2","Bathroom","Bathroom Faucet",2.0000,,2.0000,,"N/A","N/A","N/A"
"Water_00000856","SITE_00911","Room_00002380","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",2.0000,,2.2500,,"Primary","Daily / Almost Daily","N/A"
"Water_00000857","SITE_00911","Room_00002387","Kitchen_1","Kitchen","Kitchen Faucet",1.5000,,1.7500,,"N/A","N/A","N/A"
"Water_00000858","SITE_00912","Room_00002396","Bedroom_1","Bedroom","Bathroom Faucet",,"Unknown",5.0000,,"N/A","N/A","N/A"
"Water_00000859","SITE_00912","Room_00002394","Bathroom_1","Bathroom","Shower",,"Unknown",,"Unknown","Unknown","Never","Is not used very dirty"
"Water_00000860","SITE_00912","Room_00002398","Dining Room_1","Dining Room","Kitchen Faucet",2.0000,,1.5000,,"N/A","N/A","N/A"
"Water_00000861","SITE_00912","Room_00002395","Bathroom_6","Bathroom","Bathroom Faucet",2.2000,,1.3000,,"N/A","N/A","N/A"
"Water_00000862","SITE_00912","Room_00002395","Bathroom_6","Bathroom","Bathroom Faucet",2.2000,,1.3000,,"N/A","N/A","N/A"
"Water_00000863","SITE_00912","Room_00002395","Bathroom_6","Bathroom","Shower",2.5000,,,"Unknown","Primary","Daily / Almost Daily","Not confident in turning shower on off"
"Water_00000864","SITE_00913","Room_00002402","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",1.2000,,"N/A","N/A","N/A"
"Water_00000865","SITE_00913","Room_00002402","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",1.2000,,"All used about the same","Daily / Almost Daily","N/A"
"Water_00000866","SITE_00913","Room_00002407","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,1.5000,,"N/A","N/A","N/A"
"Water_00000867","SITE_00913","Room_00002403","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00000868","SITE_00913","Room_00002403","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",1.1000,,"All used about the same","Daily / Almost Daily","N/A"
"Water_00000869","SITE_00915","Room_00002418","Kitchen_1","Kitchen","Kitchen Faucet",1.5000,,1.2000,,"N/A","N/A","N/A"
"Water_00000870","SITE_00915","Room_00002419","Laundry_1","Laundry","Bathroom Faucet",,"Unknown",8.0000,,"N/A","N/A","Laundry room, large sink"
"Water_00000871","SITE_00915","Room_00002413","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,1.2000,,"N/A","N/A","N/A"
"Water_00000872","SITE_00915","Room_00002413","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00000873","SITE_00915","Room_00002414","Bathroom_6","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",,"Unknown","Secondary","A few times per month","No showerhead."
"Water_00000874","SITE_00915","Room_00002414","Bathroom_6","Bathroom","Bathroom Faucet",1.0000,,1.0000,,"N/A","N/A","N/A"
"Water_00000875","SITE_00915","Room_00002414","Bathroom_6","Bathroom","Bathroom Faucet",,"Unknown",2.5000,,"N/A","N/A","N/A"
"Water_00000876","SITE_00916","Room_00002434","Kitchen_1","Kitchen","Kitchen Faucet",1.5000,,1.5000,,"N/A","N/A","N/A"
"Water_00000877","SITE_00916","Room_00002423","Bathroom_1","Bathroom","Bathroom Faucet",1.0000,,5.0000,,"N/A","N/A","Greater than 5 - overflowed bucket"
"Water_00000878","SITE_00916","Room_00002423","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.0000,,2.5000,,"Secondary","A few times per year","Half of flow through tub faucet, when diverter valve in use"
"Water_00000879","SITE_00916","Room_00002424","Bathroom_6","Bathroom","Bathtub",,"N/A",,"N/A","N/A","N/A","N/A"
"Water_00000880","SITE_00916","Room_00002424","Bathroom_6","Bathroom","Shower",2.0000,,2.2500,,"Primary","Daily / Almost Daily","N/A"
"Water_00000881","SITE_00916","Room_00002424","Bathroom_6","Bathroom","Bathroom Faucet",1.0000,,5.0000,,"N/A","N/A","N/A"
"Water_00000882","SITE_00916","Room_00002424","Bathroom_6","Bathroom","Bathroom Faucet",1.0000,,1.1000,,"N/A","N/A","N/A"
"Water_00000883","SITE_00917","Room_00002438","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",0.3000,,"N/A","N/A","N/A"
"Water_00000884","SITE_00917","Room_00002438","Bathroom_1","Bathroom","Shower",1.5000,,1.0000,,"Primary","A few times per week","N/A"
"Water_00000885","SITE_00917","Room_00002444","Kitchen_1","Kitchen","Kitchen Faucet",1.8000,,1.5000,,"N/A","N/A","N/A"
"Water_00000886","SITE_00917","Room_00002439","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",6.0000,,"N/A","N/A","N/A"
"Water_00000887","SITE_00917","Room_00002439","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,2.3000,,"Secondary","Never","N/A"
"Water_00000888","SITE_00918","Room_00002449","Bathroom_1","Bathroom","Bathroom Faucet",2.0000,,1.6000,,"N/A","N/A","N/A"
"Water_00000889","SITE_00918","Room_00002449","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",1.5000,,1.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00000890","SITE_00918","Room_00002455","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,1.0000,,"N/A","N/A","N/A"
"Water_00000891","SITE_00919","Room_00002463","Kitchen_1","Kitchen","Kitchen Faucet",2.0000,,2.0000,,"N/A","N/A","N/A"
"Water_00000892","SITE_00919","Room_00002459","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.0000,,,"Unknown","Primary","A few times per week","Under construction"
"Water_00000893","SITE_00919","Room_00002459","Bathroom_1","Bathroom","Bathroom Faucet",1.5000,,2.0000,,"N/A","N/A","N/A"
"Water_00000894","SITE_00920","Room_00002475","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00000895","SITE_00920","Room_00002468","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",1.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00000896","SITE_00920","Room_00002468","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",1.0000,,"N/A","N/A","N/A"
"Water_00000897","SITE_00921","Room_00002489","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,1.5000,,"N/A","N/A","N/A"
"Water_00000898","SITE_00921","Room_00002481","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.2000,,"All used about the same","Daily / Almost Daily","N/A"
"Water_00000899","SITE_00921","Room_00002481","Bathroom_1","Bathroom","Bathroom Faucet",2.0000,,4.0000,,"N/A","N/A","N/A"
"Water_00000900","SITE_00921","Room_00002482","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",1.9000,,"N/A","N/A","N/A"
"Water_00000901","SITE_00921","Room_00002482","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",1.9000,,"N/A","N/A","N/A"
"Water_00000902","SITE_00921","Room_00002482","Bathroom_2","Bathroom","Shower",2.5000,,2.0000,,"All used about the same","Daily / Almost Daily","N/A"
"Water_00000903","SITE_00922","Room_00002506","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,1.3000,,"N/A","N/A","N/A"
"Water_00000904","SITE_00922","Room_00002506","Kitchen_1","Kitchen","Kitchen Faucet",2.2000,,1.0000,,"N/A","N/A","N/A"
"Water_00000905","SITE_00922","Room_00002495","Bathroom_1","Bathroom","Bathroom Faucet",1.0000,,1.0000,,"N/A","N/A","N/A"
"Water_00000906","SITE_00922","Room_00002495","Bathroom_1","Bathroom","Shower",2.5000,,1.5000,,"Secondary","A few times per week","N/A"
"Water_00000907","SITE_00922","Room_00002499","Bedroom_1","Bedroom","Kitchen Faucet",1.8000,,1.1000,,"N/A","N/A","N/A"
"Water_00000908","SITE_00922","Room_00002496","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",1.3000,,"N/A","N/A","N/A"
"Water_00000909","SITE_00922","Room_00002496","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",1.3000,,"N/A","N/A","N/A"
"Water_00000910","SITE_00922","Room_00002497","Bathroom_3","Bathroom","Shower / Bathtub combo with diverter valve",1.5000,,1.0000,,"Secondary","A few times per year","Water also flowing out of bathtub faucet in addition to 1 gallon per minute out of shower head"
"Water_00000911","SITE_00922","Room_00002497","Bathroom_3","Bathroom","Bathroom Faucet",2.0000,,1.3000,,"N/A","N/A","N/A"
"Water_00000912","SITE_00922","Room_00002498","Bathroom_4","Bathroom","Bathroom Faucet",2.0000,,1.4000,,"N/A","N/A","N/A"
"Water_00000913","SITE_00922","Room_00002498","Bathroom_4","Bathroom","Shower",1.5000,,1.0000,,"Primary","Daily / Almost Daily","N/A"
"Water_00000914","SITE_00922","Room_00002496","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,1.5000,,"Primary","Daily / Almost Daily","N/A"
"Water_00000915","SITE_00923","Room_00002516","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",2.2000,,"N/A","N/A","N/A"
"Water_00000916","SITE_00923","Room_00002513","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,2.2000,,"Primary","Daily / Almost Daily","N/A"
"Water_00000917","SITE_00923","Room_00002513","Bathroom_1","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00000918","SITE_00925","Room_00002521","Bathroom_1","Bathroom","Bathroom Faucet",1.8000,,2.1000,,"N/A","N/A","N/A"
"Water_00000919","SITE_00925","Room_00002521","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",3.4000,,"All used about the same","Daily / Almost Daily","N/A"
"Water_00000920","SITE_00925","Room_00002530","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",1.4000,,"N/A","N/A","N/A"
"Water_00000921","SITE_00925","Room_00002522","Bathroom_2","Bathroom","Shower",,"Unknown",3.0000,,"All used about the same","Daily / Almost Daily","N/A"
"Water_00000922","SITE_00925","Room_00002522","Bathroom_2","Bathroom","Bathroom Faucet",2.2000,,3.4000,,"N/A","N/A","N/A"
"Water_00000923","SITE_00925","Room_00002522","Bathroom_2","Bathroom","Bathtub",,"N/A",,"N/A","N/A","N/A","N/A"
"Water_00000924","SITE_00926","Room_00002539","Kitchen_1","Kitchen","Bathroom Faucet",1.5000,,3.0000,,"N/A","N/A","N/A"
"Water_00000925","SITE_00926","Room_00002535","Bathroom_1","Bathroom","Kitchen Faucet",1.5000,,1.5000,,"N/A","N/A","N/A"
"Water_00000926","SITE_00926","Room_00002535","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",,"Unknown",2.5000,,"Primary","A few times per year","N/A"
"Water_00000927","SITE_00927","Room_00002551","Kitchen_1","Kitchen","Kitchen Faucet",1.5000,,1.5000,,"N/A","N/A","N/A"
"Water_00000928","SITE_00927","Room_00002544","Bathroom_1","Bathroom","Bathroom Faucet",2.2000,,2.0000,,"N/A","N/A","N/A"
"Water_00000929","SITE_00927","Room_00002544","Bathroom_1","Bathroom","Shower",2.5000,,2.0000,,"Primary","A few times per week","N/A"
"Water_00000930","SITE_00927","Room_00002545","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",2.0000,,"N/A","N/A","N/A"
"Water_00000931","SITE_00927","Room_00002545","Bathroom_2","Bathroom","Shower / Bathtub combo with diverter valve",2.5000,,1.5000,,"Secondary","A few times per year","N/A"
"Water_00000932","SITE_00928","Room_00002562","Kitchen_1","Kitchen","Kitchen Faucet",,"Unknown",2.3000,,"N/A","N/A","N/A"
"Water_00000933","SITE_00928","Room_00002556","Bathroom_1","Bathroom","Bathroom Faucet",2.0000,,1.5000,,"N/A","N/A","N/A"
"Water_00000934","SITE_00928","Room_00002556","Bathroom_1","Bathroom","Shower / Bathtub combo with diverter valve",2.0000,,2.1000,,"Secondary","A few times per month","N/A"
"Water_00000935","SITE_00928","Room_00002557","Bathroom_2","Bathroom","Shower",2.5000,,1.7000,,"Primary","Daily / Almost Daily","N/A"
"Water_00000936","SITE_00928","Room_00002557","Bathroom_2","Bathroom","Bathtub",,"N/A",,"N/A","N/A","N/A","N/A"
"Water_00000937","SITE_00928","Room_00002557","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
"Water_00000938","SITE_00928","Room_00002557","Bathroom_2","Bathroom","Bathroom Faucet",,"Unknown",1.5000,,"N/A","N/A","N/A"
