"PK_Envelope_ID","CK_SiteID","Wall Type","Wall Sub-Type","Wall Area","Wall Area_notes","Wall Framing Spacing","Wall Framing Spacing_notes","Wall Framing Size","Wall Framing Material","Wall Thickness","Furred Wall","Furred Wall Insulated","Furred Wall Insulation Type","Furred Wall Insulation Thickness","Furred Wall Insulation Thickness_notes","Furred Wall Insulation Condition","Furred Wall Insulation Condition_notes","Wall Cavity Insulated","Wall Cavity Insulation Type 1","Wall Cavity Insulation Thickness 1","Wall Cavity Insulation Thickness 1_notes","Wall Cavity Insulation Condition 1","Wall Cavity Insulation Condition 1_notes","Wall Cavity Insulation Type 2","Wall Cavity Insulation Thickness 2","Wall Cavity Insulation Thickness 2_notes","Wall Cavity Insulation Condition 2","Wall Cavity Insulation Condition 2_notes","Wall Cavity Insulation Type 3","Wall Cavity Insulation Thickness 3","Wall Cavity Insulation Thickness 3_notes","Wall Cavity Insulation Condition 3","Wall Cavity Insulation Condition 3_notes","Wall Exterior Insulated","Wall Exterior Insulation Type 1","Wall Exterior Insulation Thickness 1","Wall Exterior Insulation Thickness 1_notes","Wall Exterior Insulation Condition 1","Wall Exterior Insulation Condition 1_notes","Wall Exterior Insulation Type 2","Wall Exterior Insulation Thickness 2","Wall Exterior Insulation Thickness 2_notes","Wall Exterior Insulation Condition 2","Wall Exterior Insulation Condition 2_notes","Wall Exterior Insulation Type 3","Wall Exterior Insulation Thickness 3","Wall Exterior Insulation Thickness 3_notes","Wall Exterior Insulation Condition 3","Wall Exterior Insulation Condition 3_notes","Wall Insulation U-Value","Wall Insulation U-Value_notes","Wall Insulation R-Value","Wall Insulation R-Value_notes","Basement Walls - Depth Below Grade","Basement Walls - Depth Below Grade_notes","Basement Walls - Height Above Grade","Basement Walls - Height Above Grade_notes","Basement Walls - Percent Below Grade","Basement Walls - Percent Below Grade_notes","Basement Walls - Additional U-Value from Soil","Basement Walls - Additional U-Value from Soil_notes","Wall U-Value for Heat Loss without Soil","Wall U-Value for Heat Loss without Soil_notes","Wall U-Value for Heat Loss including Soil","Wall U-Value for Heat Loss including Soil_notes","Wall Heat Loss Rate (UA)","Wall Heat Loss Rate (UA)_notes","Wall Notes"
"Envelope_00002345","BLDG_00066","Masonry (Basement)","Concrete Block",984.0000,,,"N/A","N/A","N/A","N/A","No","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",1.0000,,0.0000,,7.8900,,0.0000,,1.0000,,0.1579,,0.4000,,0.1132,,111.3800,,"N/A"
"Envelope_00002346","BLDG_00066","Framed 2x4","N/A",2069.0000,,,"Unknown","2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",0.1059,,0.1059,,219.0300,,"Was not able to get into walls to probe outlet boxes. Brick does not seem structural. Walls are very thick in some areas, but framing appears to be 2x4. Not sure. Flir will not work at this temperature, unfortunately."
"Envelope_00002339","BLDG_00067","Framed 2x4","N/A",3411.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,285.8000,,"N/A"
"Envelope_00002340","BLDG_00067","Knee Wall","N/A",519.0000,,,"Unknown","Unknown","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",,"Exclude",,"Exclude",,"Exclude","Couldn't access kneewall"
"Envelope_00002270","BLDG_00068","Framed 2x6","N/A",11232.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,598.8800,,"N/A"
"Envelope_00002309","BLDG_00069","Framed 2x6","N/A",8032.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,428.2600,,"N/A"
"Envelope_00002271","BLDG_00070","Framed 2x6","N/A",12544.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,668.8300,,"N/A"
"Envelope_00002272","BLDG_00070","Masonry (Basement)","Poured Concrete",6272.0000,,,"N/A","N/A","N/A","N/A","No","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",1.0000,,0.0000,,6.0000,,2.0000,,0.7500,,0.1866,,0.4000,,0.1954,,1225.8300,,"N/A"
"Envelope_00002313","BLDG_00071","Framed 2x4","N/A",20112.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,1685.1300,,"N/A"
"Envelope_00002343","BLDG_00071","Framed 2x6","N/A",17538.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown batts",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0606,,16.5000,,,"N/A",,"N/A",,"N/A",,"N/A",0.0606,,0.0606,,1062.9100,,"N/A"
"Envelope_00002269","BLDG_00072","Framed 2x4","N/A",2895.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0978,,10.2300,,,"N/A",,"N/A",,"N/A",,"N/A",0.0978,,0.0978,,282.9900,,"N/A"
"Envelope_00002413","BLDG_00073","Framed 2x6","N/A",5032.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,268.3000,,"N/A"
"Envelope_00002316","BLDG_00074","Framed 2x4","N/A",16362.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass Batts",6.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0489,,20.4600,,,"N/A",,"N/A",,"N/A",,"N/A",0.0489,,0.0489,,799.7100,,"No probing access to determine insulation"
"Envelope_00001880","BLDG_00075","Framed 2x4","N/A",9010.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0978,,10.2300,,,"N/A",,"N/A",,"N/A",,"N/A",0.0978,,0.0978,,880.7400,,"N/A"
"Envelope_00002420","BLDG_00076","Masonry","Concrete Block",22905.0000,,,"N/A","N/A","N/A","Unknown","Unknown","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",1.0000,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",0.4000,,0.4000,,9162.0000,,"N/A"
"Envelope_00002209","BLDG_00077","Framed 2x4","N/A",8400.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,703.8100,,"N/A"
"Envelope_00002165","BLDG_00078","Masonry (Basement)","Poured Concrete",1575.0000,,,"N/A","N/A","N/A","N/A","Yes","Yes","Fiberglass batts",3.5000,,0.9000,,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,4.0000,,0.5000,,0.8900,,0.2352,,0.0838,,0.0642,,101.1500,,"N/A"
"Envelope_00002166","BLDG_00078","Masonry","Brick",5075.0000,,,"N/A","N/A","N/A","Unknown","Yes","Yes","Unknown",,"Unknown",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",1.0000,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",0.4000,,0.4000,,2030.0000,,"Almost certainly same as basement furring insulation"
"Envelope_00002186","BLDG_00079","Framed 2x4","N/A",14560.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",2.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.1173,,8.5250,,,"N/A",,"N/A",,"N/A",,"N/A",0.1173,,0.1173,,1707.9200,,"N/A"
"Envelope_00002191","BLDG_00080","Framed 2x4","N/A",12704.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass Batts",6.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",0.0489,,20.4600,,,"N/A",,"N/A",,"N/A",,"N/A",0.0489,,0.0489,,620.9200,,"No access to probe, all outlets in unit are at level of masonry wall"
"Envelope_00002192","BLDG_00080","Masonry (Basement)","Poured Concrete",2016.0000,,,"N/A","N/A","N/A","N/A","Yes","No","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Extruded polystyrene foam board (pink or blue)",1.0000,,0.9000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.5935,,1.6850,,3.5000,,0.5000,,0.8800,,0.2526,,0.5935,,0.2292,,462.1200,,"N/A"
"Envelope_00002170","BLDG_00081","Framed 2x6","N/A",5280.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,281.5200,,"N/A"
"Envelope_00002171","BLDG_00082","Framed 2x6","N/A",3968.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,211.5700,,"N/A"
"Envelope_00002403","BLDG_00083","Framed 2x6","N/A",3456.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",0.0606,,16.5000,,,"N/A",,"N/A",,"N/A",,"N/A",0.0606,,0.0606,,209.4500,,"N/A"
"Envelope_00002398","BLDG_00084","Framed 2x4","N/A",2239.7500,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,187.6600,,"Masonry exterior"
"Envelope_00002399","BLDG_00085","Knee Wall","N/A",308.0000,,16.0000,,"2x4","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",,"Exclude",,"Exclude",,"Exclude","Apt, no access, no outlets to probe on these walls"
"Envelope_00002400","BLDG_00085","Framed 2x4","N/A",1514.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",0.0952,,10.5000,,,"N/A",,"N/A",,"N/A",,"N/A",0.0952,,0.0952,,144.1900,,"N/A"
"Envelope_00002401","BLDG_00085","Masonry (Basement)","Unknown",1095.0000,,,"N/A","N/A","N/A","N/A","Unknown","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",1.0000,,0.0000,,5.0000,,2.7500,,0.6500,,0.2076,,0.4000,,0.2301,,251.9800,,"No access, apt bldg. info estimated from info from tenant and observation"
"Envelope_00003544","BLDG_00086","Framed 2x6","N/A",5568.0000,,24.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,296.8800,,"N/A"
"Envelope_00002397","BLDG_00087","Framed 2x4","N/A",2224.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",0.0952,,10.5000,,,"N/A",,"N/A",,"N/A",,"N/A",0.0952,,0.0952,,211.8100,,"Masonry exterior"
"Envelope_00002432","BLDG_00088","Framed 2x8","N/A",6624.0000,,24.0000,,"2x8","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",7.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",0.0391,,25.5750,,,"N/A",,"N/A",,"N/A",,"N/A",0.0391,,0.0391,,259.0000,,"N/A"
"Envelope_00002433","BLDG_00089","Framed 2x6","N/A",8016.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,427.4100,,"N/A"
"Envelope_00002381","BLDG_00090","Framed 2x4","N/A",4960.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,415.5800,,"N/A"
"Envelope_00002363","BLDG_00091","Framed 2x6","N/A",,"Unknown",16.0000,,"2x6","Wood","6-9 inches","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",,"Unknown",,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",0.0551,,0.0551,,,"Exclude","Walls are either 2x6 or 2x8. Outlet poketest 5.5 inch stick went all the way into wall."
"Envelope_00002364","BLDG_00092","Framed 2x6","N/A",3136.0000,,24.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Batt insulation - specific type unknown",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0606,,16.5000,,,"N/A",,"N/A",,"N/A",,"N/A",0.0606,,0.0606,,190.0600,,"Pole test indicated batt insulation based on paper pressure. 5.5 inch stick entering into outlet hole indicates 2x6 framing"
"Envelope_00001643","BLDG_00093","Framed 2x6","N/A",5440.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,290.0600,,"N/A"
"Envelope_00001644","BLDG_00094","Framed 2x4","N/A",13680.0000,,24.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",0.0847,,0.0847,,1159.3700,,"No clear results from probe test."
"Envelope_00001645","BLDG_00095","Framed 2x4","N/A",11340.0000,,24.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass Batts",6.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0489,,20.4600,,,"N/A",,"N/A",,"N/A",,"N/A",0.0489,,0.0489,,554.2500,,"No appropriate probing points."
"Envelope_00001646","BLDG_00096","Framed 2x4","N/A",3672.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",0.0952,,10.5000,,,"N/A",,"N/A",,"N/A",,"N/A",0.0952,,0.0952,,349.7100,,"Insulation determined from probe"
"Envelope_00001647","BLDG_00097","Framed 2x4","N/A",2640.0000,,,"Unknown","2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Blown fiberglass",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.1011,,9.8875,,,"N/A",,"N/A",,"N/A",,"N/A",0.1011,,0.1011,,267.0000,,"N/A"
"Envelope_00001648","BLDG_00098","Framed 2x4","N/A",3774.0000,,,"Unknown","2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",,"Unknown",,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",0.0847,,0.0847,,319.8400,,"N/A"
"Envelope_00001649","BLDG_00099","Framed 2x6","N/A",9174.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,489.1500,,"N/A"
"Envelope_00001650","BLDG_00099","Knee Wall","N/A",649.0000,,,"Unknown","Unknown","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",,"Exclude",,"Exclude",,"Exclude","N/A"
"Envelope_00001651","BLDG_00100","Framed 2x4","N/A",1632.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,136.7400,,"Exterior doesn't feel insulated by feeling under siding. Fiber batts found by probe, and spacing from IR camera."
"Envelope_00001652","BLDG_00100","Framed 2x4","N/A",1294.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,108.4200,,"2nd floor not vaulted area"
"Envelope_00001653","BLDG_00100","Framed 2x4","N/A",880.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,73.7300,,"2nd floor vaulted wing."
"Envelope_00001654","BLDG_00100","Adiabatic","Wall to other living space",656.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0000,,0.0000,,0.0000,,"No outlets or switches on adiabatic wall to see if insulation."
"Envelope_00001655","BLDG_00101","Framed 2x4","N/A",1228.2500,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,102.9100,,"1st floor"
"Envelope_00001656","BLDG_00101","Framed 2x4","N/A",1160.2500,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,97.2100,,"2nd floor"
