"PK_Envelope_ID","CK_SiteID","Wall Type","Wall Sub-Type","Wall Area","Wall Area_notes","Wall Framing Spacing","Wall Framing Spacing_notes","Wall Framing Size","Wall Framing Material","Wall Thickness","Furred Wall","Furred Wall Insulated","Furred Wall Insulation Type","Furred Wall Insulation Thickness","Furred Wall Insulation Thickness_notes","Furred Wall Insulation Condition","Furred Wall Insulation Condition_notes","Wall Cavity Insulated","Wall Cavity Insulation Type 1","Wall Cavity Insulation Thickness 1","Wall Cavity Insulation Thickness 1_notes","Wall Cavity Insulation Condition 1","Wall Cavity Insulation Condition 1_notes","Wall Cavity Insulation Type 2","Wall Cavity Insulation Thickness 2","Wall Cavity Insulation Thickness 2_notes","Wall Cavity Insulation Condition 2","Wall Cavity Insulation Condition 2_notes","Wall Cavity Insulation Type 3","Wall Cavity Insulation Thickness 3","Wall Cavity Insulation Thickness 3_notes","Wall Cavity Insulation Condition 3","Wall Cavity Insulation Condition 3_notes","Wall Exterior Insulated","Wall Exterior Insulation Type 1","Wall Exterior Insulation Thickness 1","Wall Exterior Insulation Thickness 1_notes","Wall Exterior Insulation Condition 1","Wall Exterior Insulation Condition 1_notes","Wall Exterior Insulation Type 2","Wall Exterior Insulation Thickness 2","Wall Exterior Insulation Thickness 2_notes","Wall Exterior Insulation Condition 2","Wall Exterior Insulation Condition 2_notes","Wall Exterior Insulation Type 3","Wall Exterior Insulation Thickness 3","Wall Exterior Insulation Thickness 3_notes","Wall Exterior Insulation Condition 3","Wall Exterior Insulation Condition 3_notes","Wall Insulation U-Value","Wall Insulation U-Value_notes","Wall Insulation R-Value","Wall Insulation R-Value_notes","Basement Walls - Depth Below Grade","Basement Walls - Depth Below Grade_notes","Basement Walls - Height Above Grade","Basement Walls - Height Above Grade_notes","Basement Walls - Percent Below Grade","Basement Walls - Percent Below Grade_notes","Basement Walls - Additional U-Value from Soil","Basement Walls - Additional U-Value from Soil_notes","Wall U-Value for Heat Loss without Soil","Wall U-Value for Heat Loss without Soil_notes","Wall U-Value for Heat Loss including Soil","Wall U-Value for Heat Loss including Soil_notes","Wall Heat Loss Rate (UA)","Wall Heat Loss Rate (UA)_notes","Wall Notes"
"Envelope_00002431","SITE_00192","Masonry (Basement)","Poured Concrete",630.0000,,,"N/A","N/A","N/A","N/A","Unknown","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",1.0000,,0.0000,,4.0000,,1.0000,,0.8000,,0.2352,,0.4000,,0.1985,,125.0500,,"N/A"
"Envelope_00003637","SITE_00193","Framed 2x6","N/A",958.0000,,,"Unknown","2x6","Unknown","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",0.0570,,0.0570,,54.5900,,"Subtracted about an inch to account for wall panels"
"Envelope_00002178","SITE_00196","Adiabatic","Wall to other living space",200.0000,,24.0000,,"Unknown","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0000,,0.0000,,0.0000,,"N/A"
"Envelope_00002179","SITE_00196","Framed 2x6","N/A",888.0000,,24.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,47.3500,,"N/A"
"Envelope_00002187","SITE_00198","Masonry (Basement)","Poured Concrete",990.0000,,,"N/A","N/A","N/A","N/A","Yes","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,6.5000,,1.5000,,0.8100,,0.1779,,0.0838,,0.0620,,61.3700,,"N/A"
"Envelope_00002176","SITE_00200","Framed 2x4","N/A",1290.0000,,16.0000,,"2x4","Wood","Unknown","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,108.0900,,"N/A"
"Envelope_00002177","SITE_00200","Masonry (Basement)","Poured Concrete",634.0000,,,"N/A","N/A","N/A","N/A","Unknown","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",1.0000,,0.0000,,3.5000,,4.0000,,0.4700,,0.2526,,0.4000,,0.2856,,181.0600,,"N/A"
"Envelope_00002172","SITE_00202","Masonry (Basement)","Poured Concrete",261.0000,,,"N/A","N/A","N/A","N/A","Unknown","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",1.0000,,0.0000,,6.7000,,0.0000,,1.0000,,0.1746,,0.4000,,0.1216,,31.7300,,"N/A"
"Envelope_00002173","SITE_00202","Framed 2x4","N/A",231.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",0.1052,,0.1052,,24.3100,,"No outlet access."
"Envelope_00002174","SITE_00202","Masonry","Unknown",994.0000,,,"N/A","N/A","N/A","Unknown","Unknown","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",1.0000,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",0.4000,,0.4000,,397.6000,,"N/A"
"Envelope_00002175","SITE_00202","Framed 2x4","N/A",600.0000,,16.0000,,"2x4","Wood","Unknown","N/A","N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",1.0000,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",0.3900,,0.3900,,234.0000,,"N/A"
"Envelope_00003664","SITE_00204","Adiabatic","Wall to other living space",217.5000,,,"Unknown","Unknown","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0000,,0.0000,,0.0000,,"N/A"
"Envelope_00003665","SITE_00204","Framed 2x6","N/A",618.7500,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",0.0570,,0.0570,,35.2600,,"N/A"
"Envelope_00010626","SITE_00204","Framed 2x6","N/A",5220.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",0.0570,,0.0570,,297.4500,,"N/A"
"Envelope_00002243","SITE_00205","Framed 2x6","N/A",976.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0606,,16.5000,,,"N/A",,"N/A",,"N/A",,"N/A",0.0606,,0.0606,,59.1500,,"Walls insulated according to tenant.34 foot wall between tenant and neighbor likely uninsulated but unknown."
"Envelope_00002395","SITE_00211","Framed 2x4","N/A",432.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0952,,10.5000,,,"N/A",,"N/A",,"N/A",,"N/A",0.0952,,0.0952,,41.1400,,"NO exterior outlets to probe, flir showed insulation, but was unable to see condition percentage"
"Envelope_00002396","SITE_00211","Adiabatic","Wall to other living space",336.0000,,16.0000,,"Unknown","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0000,,0.0000,,0.0000,,"N/A"
"Envelope_00002434","SITE_00216","Framed 2x4","N/A",2115.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,177.2100,,"N/A"
"Envelope_00002188","SITE_00218","Masonry (Basement)","Poured Concrete",1853.0000,,,"N/A","N/A","N/A","N/A","Yes","Yes","Fiberglass batts",2.5000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.1173,,8.5250,,8.0000,,0.5000,,0.9400,,0.1565,,0.1173,,0.0700,,129.7200,,"N/A"
"Envelope_00002189","SITE_00218","Knee Wall","N/A",72.0000,,,"Unknown","Unknown","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",0.0741,,0.0741,,5.3300,,"N/A"
"Envelope_00002190","SITE_00218","Framed 2x6","N/A",2106.0000,,24.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,112.2900,,"N/A"
"Envelope_00002259","SITE_00219","Framed 2x4","N/A",4984.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,417.6000,,"N/A"
"Envelope_00002251","SITE_00220","Framed 2x6","N/A",3452.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,184.0600,,"N/A"
"Envelope_00002248","SITE_00221","Framed 2x6","N/A",1350.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,71.9800,,"N/A"
"Envelope_00002240","SITE_00222","Framed 2x6","N/A",1170.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0978,,10.2300,,,"N/A",,"N/A",,"N/A",,"N/A",0.0978,,0.0978,,114.3700,,"Couldn't view insulation but felt it. Likely batt"
"Envelope_00003635","SITE_00223","Framed 2x6","N/A",1267.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0606,,16.5000,,,"N/A",,"N/A",,"N/A",,"N/A",0.0606,,0.0606,,76.7900,,"5.5 inch stick fit all way into wall by outlet. Felt batt insulation in wall"
"Envelope_00003634","SITE_00224","Framed 2x6","N/A",1280.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,68.2500,,"Fiberglass batts according to"
"Envelope_00003636","SITE_00225","Framed 2x4","N/A",990.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",0.1052,,0.1052,,104.1800,,"Outlet poke check only reached slightly less than 4 in, indicating 2x4 frame. Could not feel insulation. Likely in wall but tenant couldn't confirm"
"Envelope_00002393","SITE_00226","Masonry (Basement)","Poured Concrete",1196.2500,,,"N/A","N/A","N/A","N/A","Yes","Yes","Fiberglass batts",3.5000,,0.5000,,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,7.0000,,0.5000,,0.9300,,0.1700,,0.0838,,0.0580,,69.3500,,"Estimated insulation condition based on multiple probes and open wall areas"
"Envelope_00002394","SITE_00226","Framed 2x4","N/A",1276.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,106.9100,,"N/A"
"Envelope_00002405","SITE_00227","Framed 2x6","N/A",2436.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,129.8900,,"N/A"
"Envelope_00003638","SITE_00228","Framed 2x6","N/A",1376.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0606,,16.5000,,,"N/A",,"N/A",,"N/A",,"N/A",0.0606,,0.0606,,83.3900,,"Felt like batt insulation based on outlet poke check. Likely in all walls but owner unsure of type of insulation."
"Envelope_00003572","SITE_00228","Knee Wall","N/A",101.0000,,,"Unknown","Unknown","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","Unknown",,"Unknown",,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",0.0741,,0.0741,,7.4800,,"Insulation and framing conditions unknown"
"Envelope_00003571","SITE_00229","Knee Wall","N/A",726.0000,,,"Unknown","Unknown","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown",,"Unknown",,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",0.0741,,0.0741,,53.7900,,"Kneewall not accessible. Kneewall A in bonus room and raise ceiling of great room"
"Envelope_00003632","SITE_00229","Framed 2x6","N/A",1808.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,96.4000,,"N/A"
"Envelope_00003633","SITE_00229","Masonry (Basement)","Poured Concrete",226.0000,,,"N/A","N/A","N/A","N/A","Yes","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,1.5000,,7.5000,,0.1700,,0.3734,,0.0838,,0.0812,,18.3600,,"N/A"
"Envelope_00002362","SITE_00230","Framed 2x6","N/A",2312.0000,,16.0000,,"2x6","Metal","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,123.2700,,"Could feel fiberglass batt material with poke test. However amount unknown"
"Envelope_00002379","SITE_00231","Framed 2x6","N/A",1216.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,64.8400,,"N/A"
"Envelope_00002380","SITE_00231","Knee Wall","N/A",66.0000,,,"Unknown","Unknown","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",0.0741,,0.0741,,4.8900,,"Vault wall to attic space"
"Envelope_00002382","SITE_00232","Framed 2x6","N/A",2016.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,107.4900,,"N/A"
"Envelope_00001590","SITE_00233","Framed 2x6","N/A",1241.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",6.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0489,,20.4600,,,"N/A",,"N/A",,"N/A",,"N/A",0.0489,,0.0489,,60.6500,,"Infrared indicated insulation"
"Envelope_00001591","SITE_00234","Framed 2x6","N/A",1620.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",6.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0489,,20.4600,,,"N/A",,"N/A",,"N/A",,"N/A",0.0489,,0.0489,,79.1800,,"N/A"
"Envelope_00001592","SITE_00235","Masonry (Basement)","Poured Concrete",925.0000,,,"N/A","N/A","N/A","N/A","No","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",1.0000,,0.0000,,4.0000,,1.0000,,0.8000,,0.2352,,0.4000,,0.1985,,183.6000,,"N/A"
"Envelope_00001593","SITE_00235","Framed 2x6","N/A",2188.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,183.3300,,"N/A"
"Envelope_00001594","SITE_00235","Knee Wall","N/A",356.0000,,,"Unknown","2x4","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,29.8300,,"N/A"
"Envelope_00001595","SITE_00236","Framed 2x6","N/A",1527.0000,,,"Unknown","2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0978,,10.2300,,,"N/A",,"N/A",,"N/A",,"N/A",0.0978,,0.0978,,149.2700,,"N/A"
"Envelope_00001596","SITE_00237","Framed 2x4","N/A",1072.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,89.8200,,"N/A"
"Envelope_00001597","SITE_00238","Framed 2x4","N/A",1207.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0838,,11.9350,,,"N/A",,"N/A",,"N/A",,"N/A",0.0838,,0.0838,,101.1300,,"N/A"
"Envelope_00001598","SITE_00239","Framed 2x6","N/A",1363.0000,,,"Unknown","2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,72.6700,,"N/A"
"Envelope_00001599","SITE_00240","Framed 2x4","N/A",1522.0000,,,"Unknown","2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0978,,10.2300,,,"N/A",,"N/A",,"N/A",,"N/A",0.0978,,0.0978,,148.7800,,"N/A"
"Envelope_00001600","SITE_00241","Framed 2x6","N/A",1324.0000,,,"Unknown","2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0533,,18.7550,,,"N/A",,"N/A",,"N/A",,"N/A",0.0533,,0.0533,,70.5900,,"N/A"
