"PK_WindowDetail_ID","CK_SiteID","CK_RoomID","Type","Sub-Type","Area","Area_Notes","Quantity","Quantity_Notes","Frame / Body Type","Glazing Type","Window Direction","Window Frame Category","Glazing Frame Category","U-Value","U-Value_Notes","Window UA","Window UA_Notes","Notes"
"Window_00016855","SITE_00642","Room_00012277","Door","Double",25.2361,,1,,"Wood Solid Core","French door","N/A","N/A","N/A",0.4000,,10.0900,,"N/A"
"Window_00016856","SITE_00642","Room_00012278","Window","Fixed (picture)",6.1111,,2,,"Wood fiberglass clad","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.4000,,"N/A"
"Window_00016857","SITE_00642","Room_00012278","Window","Fixed (picture)",11.3750,,1,,"Wood fiberglass clad","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.0200,,"N/A"
"Window_00016858","SITE_00642","Room_00012278","Door","Double",35.5556,,1,,"Wood Solid Core","None","N/A","N/A","N/A",0.4000,,14.2200,,"N/A"
"Window_00016859","SITE_00642","Room_00012279","Window","Fixed (picture)",18.5278,,1,,"Wood fiberglass clad","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.1800,,"N/A"
"Window_00016860","SITE_00642","Room_00012279","Window","Fixed (picture)",14.6944,,1,,"Wood fiberglass clad","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,6.4900,,"N/A"
"Window_00016861","SITE_00642","Room_00012279","Window","Casement",8.3056,,1,,"Wood fiberglass clad","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.6700,,"N/A"
"Window_00016862","SITE_00642","Room_00012280","Window","Casement",6.9444,,2,,"Wood fiberglass clad","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,6.1300,,"N/A"
"Window_00016863","SITE_00642","Room_00012284","Window","Casement",8.6250,,2,,"Wood fiberglass clad","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.6100,,"N/A"
"Window_00016864","SITE_00642","Room_00012284","Window","Fixed (picture)",12.4583,,1,,"Wood fiberglass clad","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.5000,,"N/A"
"Window_00016865","SITE_00642","Room_00012285","Window","Casement",8.3056,,1,,"Wood fiberglass clad","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.6700,,"N/A"
"Window_00016866","SITE_00642","Room_00012285","Window","Casement",8.3056,,1,,"Wood fiberglass clad","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.6700,,"N/A"
"Window_00016867","SITE_00642","Room_00012286","Window","Fixed (picture)",13.7517,,1,,"Wood fiberglass clad","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,6.0700,,"N/A"
"Window_00016868","SITE_00642","Room_00012286","Window","Casement",7.8802,,1,,"Wood fiberglass clad","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.4800,,"N/A"
"Window_00016869","SITE_00642","Room_00012287","Window","Casement",7.3472,,2,,"Wood fiberglass clad","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,6.4900,,"N/A"
"Window_00016870","SITE_00642","Room_00012287","Window","Fixed (picture)",14.6944,,2,,"Wood fiberglass clad","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,12.9700,,"N/A"
"Window_00016871","SITE_00642","Room_00012287","Window","Casement",8.4653,,2,,"Wood fiberglass clad","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.4700,,"N/A"
"Window_00016872","SITE_00642","Room_00012288","Window","Casement",8.4583,,2,,"Wood fiberglass clad","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.4700,,"N/A"
"Window_00016873","SITE_00642","Room_00012288","Window","Casement",10.4722,,1,,"Wood fiberglass clad","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.6200,,"N/A"
"Window_00016874","SITE_00642","Room_00012288","Window","Fixed (picture)",21.7778,,1,,"Wood fiberglass clad","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,9.6100,,"N/A"
"Window_00016875","SITE_00642","Room_00012289","Window","Casement",7.7778,,2,,"Wood fiberglass clad","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,6.8700,,"N/A"
"Window_00016876","SITE_00642","Room_00012289","Window","Fixed (picture)",7.7778,,1,,"Wood fiberglass clad","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.4300,,"N/A"
"Window_00016877","SITE_00642","Room_00012288","Door","Single",15.5556,,1,,"Wood Solid Core","French door","N/A","N/A","N/A",0.4000,,6.2200,,"N/A"
"Window_00016878","SITE_00587","Room_00011566","Window","Slider",17.9639,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.9300,,"N/A"
"Window_00016879","SITE_00587","Room_00011567","Window","Slider",2.3264,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,1.0300,,"N/A"
"Window_00016880","SITE_00587","Room_00011569","Window","Fixed (picture)",5.2778,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,2.3300,,"N/A"
"Window_00016881","SITE_00587","Room_00011569","Door","Single",20.0000,,1,,"Wood Solid Core","Decorative window (arch, etc.)","N/A","N/A","N/A",0.4000,,8.0000,,"N/A"
"Window_00016882","SITE_00587","Room_00011570","Window","Fixed (picture)",4.4444,,2,,"Fiberglass","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.9200,,"N/A"
"Window_00016883","SITE_00587","Room_00011570","Door","Single",17.7778,,1,,"Fiberglass","French door","N/A","N/A","N/A",0.8500,,15.1700,,"N/A"
"Window_00016884","SITE_00587","Room_00011571","Window","Slider",37.8611,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,16.7100,,"N/A"
"Window_00016885","SITE_00587","Room_00011571","Window","Slider",52.2222,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,23.0500,,"Door"
"Window_00016886","SITE_00587","Room_00011571","Skylight","Skylight fixed",1.0000,,1,,"Vinyl","Single","North","N/A","N/A",1.3000,,1.3000,,"Solar tube 14"""
"Window_00016887","SITE_00587","Room_00011573","Window","Slider",15.0139,,2,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,13.2600,,"N/A"
"Window_00016888","SITE_00587","Room_00011574","Window","Slider",13.8556,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,6.1200,,"N/A"
"Window_00016889","SITE_00587","Room_00011574","Window","Slider",18.6889,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.2500,,"N/A"
"Window_00016890","SITE_00587","Room_00011574","Skylight","Solar tube",1.0000,,1,,"Vinyl","Single","South","N/A","N/A",1.3000,,1.3000,,"Solar tube"
"Window_00016891","SITE_00587","Room_00011575","Door","Single",20.0000,,1,,"Metal","None","N/A","N/A","N/A",1.2300,,24.5300,,"N/A"
"Window_00016892","SITE_00587","Room_00011576","Window","Slider",14.6944,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,6.4900,,"N/A"
"Window_00016893","SITE_00587","Room_00011577","Door","Double",40.0000,,1,,"Wood Solid Core","French door","N/A","N/A","N/A",0.4000,,16.0000,,"N/A"
"Window_00016894","SITE_00587","Room_00011578","Window","Fixed (picture)",11.2500,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.9700,,"N/A"
"Window_00016895","SITE_00587","Room_00011578","Window","Slider",3.1944,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,1.4100,,"N/A"
"Window_00016896","SITE_00587","Room_00011578","Window","Fixed (picture)",11.5000,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.0800,,"N/A"
"Window_00016897","SITE_00587","Room_00011578","Window","Slider",2.5000,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,1.1000,,"N/A"
"Window_00016898","SITE_00587","Room_00011580","Window","Slider",18.8472,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.3200,,"N/A"
"Window_00016899","SITE_00587","Room_00011580","Window","Slider",18.9306,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.3600,,"N/A"
"Window_00016900","SITE_00593","Room_00011645","Window","Slider",12.0833,,2,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,10.6700,,"N/A"
"Window_00016901","SITE_00593","Room_00011645","Window","Slider",12.0833,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.3300,,"N/A"
"Window_00016902","SITE_00593","Room_00011645","Door","Single",16.6667,,1,,"Fiberglass","None","N/A","N/A","N/A",0.8500,,14.2200,,"N/A"
"Window_00016903","SITE_00622","Room_00012032","Window","Fixed (picture)",3.5000,,2,,"Wood fiberglass clad","Double","NE","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.0900,,"N/A"
"Window_00016904","SITE_00622","Room_00012032","Window","Fixed (picture)",3.7500,,1,,"Wood fiberglass clad","Double","NE","Wood, Vinyl, or Fiberglass","Double",0.4400,,1.6600,,"N/A"
"Window_00016905","SITE_00622","Room_00012033","Window","Casement",9.3333,,2,,"Wood fiberglass clad","Double","NW","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.2400,,"N/A"
"Window_00016906","SITE_00622","Room_00012033","Window","Fixed (picture)",9.3333,,1,,"Wood fiberglass clad","Double","NW","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.1200,,"N/A"
"Window_00016907","SITE_00622","Room_00012033","Window","Casement",9.3333,,1,,"Wood fiberglass clad","Double","SW","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.1200,,"N/A"
"Window_00016908","SITE_00622","Room_00012033","Door","Single",17.7778,,1,,"Wood Solid Core","French door","N/A","N/A","N/A",0.4000,,7.1100,,"N/A"
"Window_00016909","SITE_00621","Room_00012021","Window","Casement",4.4444,,2,,"Wood - bare","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.9200,,"N/A"
"Window_00016910","SITE_00621","Room_00012021","Window","Fixed (picture)",4.4444,,1,,"Wood - bare","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,1.9600,,"N/A"
"Window_00016911","SITE_00621","Room_00012021","Door","Single",20.0000,,1,,"Wood Solid Core","French door","N/A","N/A","N/A",0.4000,,8.0000,,"N/A"
"Window_00016912","SITE_00621","Room_00012021","Window","Sliding glass door",38.8889,,1,,"Aluminum","Double","West","Metal","Double",0.6600,,25.4700,,"N/A"
"Window_00016913","SITE_00621","Room_00012021","Window","Fixed (picture)",20.9444,,1,,"Wood - bare","Single","West","Wood, Vinyl, or Fiberglass","Single",0.8500,,17.8700,,"N/A"
"Window_00016914","SITE_00621","Room_00012021","Window","Casement",5.2083,,2,,"Wood - bare","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.6000,,"N/A"
"Window_00016915","SITE_00621","Room_00012022","Window","Casement",4.7500,,2,,"Wood - bare","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.1900,,"N/A"
"Window_00016916","SITE_00621","Room_00012023","Window","Casement",4.7500,,2,,"Wood - bare","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.1900,,"N/A"
"Window_00016917","SITE_00621","Room_00012023","Skylight","Fixed (picture)",13.3333,,1,,"Wood - bare","Single","East","N/A","N/A",1.3000,,17.3300,,"N/A"
"Window_00016918","SITE_00621","Room_00012024","Window","Sliding glass door",38.8889,,1,,"Wood - bare","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,17.1700,,"N/A"
"Window_00016919","SITE_00621","Room_00012024","Door","Single",20.0000,,1,,"Wood Solid Core","Decorative window (arch, etc.)","N/A","N/A","N/A",0.4000,,8.0000,,"N/A"
"Window_00016920","SITE_00621","Room_00012025","Window","Fixed (picture)",13.1944,,3,,"Wood - bare","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,17.4700,,"N/A"
"Window_00016921","SITE_00621","Room_00012025","Window","Casement",4.2222,,3,,"Wood - bare","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.5900,,"N/A"
"Window_00016922","SITE_00621","Room_00012025","Window","Fixed (picture)",13.1944,,3,,"Wood - bare","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,17.4700,,"N/A"
"Window_00016923","SITE_00621","Room_00012025","Window","Casement",4.2222,,1,,"Wood - bare","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,1.8600,,"N/A"
"Window_00016924","SITE_00621","Room_00012025","Window","Fixed (picture)",10.5000,,2,,"Wood - bare","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,9.2700,,"N/A"
"Window_00016925","SITE_00621","Room_00012027","Window","Fixed (picture)",9.0000,,1,,"Wood - bare","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.9700,,"N/A"
"Window_00016926","SITE_00621","Room_00012027","Window","Fixed (picture)",9.0000,,1,,"Wood - bare","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.9700,,"N/A"
"Window_00016927","SITE_00621","Room_00012027","Window","Casement",5.0000,,1,,"Wood - bare","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,2.2100,,"N/A"
"Window_00016928","SITE_00621","Room_00012027","Window","Casement",5.0000,,1,,"Wood - bare","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,2.2100,,"N/A"
"Window_00016929","SITE_00621","Room_00012028","Window","Casement",5.0000,,1,,"Wood - bare","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,2.2100,,"N/A"
"Window_00016930","SITE_00621","Room_00012029","Window","Fixed (picture)",4.1667,,2,,"Wood - bare","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.6800,,"N/A"
"Window_00016931","SITE_00621","Room_00012029","Window","Casement",4.1667,,1,,"Wood - bare","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,1.8400,,"N/A"
"Window_00016932","SITE_00621","Room_00012030","Window","Fixed (picture)",9.0000,,1,,"Wood - bare","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.9700,,"N/A"
"Window_00016933","SITE_00621","Room_00012030","Window","Fixed (picture)",9.0000,,1,,"Wood - bare","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.9700,,"N/A"
"Window_00016934","SITE_00621","Room_00012030","Window","Casement",5.0000,,1,,"Wood - bare","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,2.2100,,"N/A"
"Window_00016935","SITE_00621","Room_00012030","Window","Casement",5.0000,,1,,"Wood - bare","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,2.2100,,"N/A"
"Window_00016936","SITE_00594","Room_00011659","Window","Sliding glass door",50.0000,,1,,"Wood aluminum clad","Double","NW","Wood, Vinyl, or Fiberglass","Double",0.4400,,22.0700,,"N/A"
"Window_00016937","SITE_00594","Room_00011659","Window","Sliding glass door",50.0000,,1,,"Wood aluminum clad","Double","SE","Wood, Vinyl, or Fiberglass","Double",0.4400,,22.0700,,"N/A"
"Window_00016938","SITE_00594","Room_00011659","Window","Fixed (picture)",26.1111,,1,,"Wood aluminum clad","Double","SE","Wood, Vinyl, or Fiberglass","Double",0.4400,,11.5300,,"N/A"
"Window_00016939","SITE_00594","Room_00011659","Door","Single",20.0000,,1,,"Wood Solid Core","None","N/A","N/A","N/A",0.4000,,8.0000,,"N/A"
"Window_00016940","SITE_00594","Room_00011659","Window","Fixed (picture)",6.1111,,2,,"Wood aluminum clad","Double","SE","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.4000,,"N/A"
"Window_00016941","SITE_00594","Room_00011657","Window","Fixed (picture)",10.6951,,2,,"Wood aluminum clad","Double","NW","Wood, Vinyl, or Fiberglass","Double",0.4400,,9.4400,,"N/A"
"Window_00016942","SITE_00594","Room_00011660","Window","Slider",9.7222,,1,,"Wood aluminum clad","Double","SW","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.2900,,"N/A"
"Window_00016943","SITE_00594","Room_00011663","Window","Slider",9.7222,,1,,"Wood aluminum clad","Double","SW","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.2900,,"N/A"
"Window_00016944","SITE_00594","Room_00011663","Door","Single",17.7778,,1,,"Wood Solid Core","None","N/A","N/A","N/A",0.4000,,7.1100,,"N/A"
"Window_00016945","SITE_00594","Room_00011664","Window","Slider",8.0278,,1,,"Wood aluminum clad","Double","SE","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.5400,,"N/A"
"Window_00016946","SITE_00594","Room_00011658","Window","Slider",7.5625,,1,,"Wood aluminum clad","Double","SE","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.3400,,"N/A"
"Window_00016947","SITE_00594","Room_00011661","Window","Slider",19.4444,,1,,"Wood aluminum clad","Double","NE","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.5800,,"N/A"
"Window_00016948","SITE_00594","Room_00011661","Window","Slider",19.4444,,1,,"Wood aluminum clad","Double","SE","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.5800,,"N/A"
"Window_00016949","SITE_00594","Room_00011666","Window","Casement",29.3333,,1,,"Wood aluminum clad","Double","NE","Wood, Vinyl, or Fiberglass","Double",0.4400,,12.9500,,"N/A"
"Window_00016950","SITE_00594","Room_00011666","Window","Slider",19.4444,,1,,"Wood aluminum clad","Double","NW","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.5800,,"N/A"
"Window_00016951","SITE_00594","Room_00011662","Window","Casement",29.1667,,1,,"Wood aluminum clad","Double","NW","Wood, Vinyl, or Fiberglass","Double",0.4400,,12.8800,,"N/A"
"Window_00016952","SITE_00551","Room_00011054","Window","Fixed (picture)",6.8733,,2,,"Fiberglass","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,6.0700,,"N/A"
"Window_00016953","SITE_00551","Room_00011054","Window","Fixed (picture)",6.8733,,1,,"Fiberglass","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.0300,,"N/A"
"Window_00016954","SITE_00582","Room_00011515","Window","Slider",14.6944,,1,,"Aluminum","Double","South","Metal","Double",0.6600,,9.6200,,"N/A"
"Window_00016955","SITE_00582","Room_00011516","Window","Slider",8.2639,,1,,"Aluminum","Double","South","Metal","Double",0.6600,,5.4100,,"N/A"
"Window_00016956","SITE_00582","Room_00011517","Window","Slider",18.5278,,1,,"Aluminum","Double","East","Metal","Double",0.6600,,12.1400,,"N/A"
"Window_00016957","SITE_00582","Room_00011520","Window","Slider",37.8611,,1,,"Aluminum","Double","East","Metal","Double",0.6600,,24.8000,,"N/A"
"Window_00016958","SITE_00582","Room_00011520","Door","Single",20.0000,,1,,"Fiberglass","Decorative window (arch, etc.)","N/A","N/A","N/A",0.8500,,17.0700,,"N/A"
"Window_00016959","SITE_00582","Room_00011521","Window","Slider",13.7500,,1,,"Aluminum","Double","East","Metal","Double",0.6600,,9.0100,,"N/A"
"Window_00016960","SITE_00582","Room_00011523","Window","Slider",8.0278,,1,,"Aluminum","Double","West","Metal","Double",0.6600,,5.2600,,"N/A"
"Window_00016961","SITE_00582","Room_00011524","Window","Fixed (picture)",37.2083,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,16.4200,,"N/A"
"Window_00016962","SITE_00582","Room_00011524","Door","Double",37.4306,,1,,"Fiberglass","French door","N/A","N/A","N/A",0.8500,,31.9400,,"N/A"
"Window_00016963","SITE_00582","Room_00011524","Window","Slider",13.6944,,1,,"Aluminum","Double","South","Metal","Double",0.6600,,8.9700,,"N/A"
"Window_00016964","SITE_00546","Room_00010978","Window","Casement",17.9444,,2,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,15.8400,,"N/A"
"Window_00016965","SITE_00546","Room_00010978","Door","Single",20.2500,,1,,"Wood Solid Core","French door","N/A","N/A","N/A",0.4000,,8.1000,,"N/A"
"Window_00016966","SITE_00546","Room_00010978","Window","Slider",2.5972,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,1.1500,,"N/A"
"Window_00016967","SITE_00546","Room_00010978","Window","Slider",11.2778,,3,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,14.9400,,"N/A"
"Window_00016968","SITE_00546","Room_00010979","Window","Casement",7.7778,,2,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,6.8700,,"N/A"
"Window_00016969","SITE_00546","Room_00010979","Window","Casement",7.7778,,2,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,6.8700,,"N/A"
"Window_00016970","SITE_00546","Room_00010979","Window","Casement",3.3611,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,1.4800,,"N/A"
"Window_00016971","SITE_00546","Room_00010980","Window","Casement",7.0278,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.1000,,"N/A"
"Window_00016972","SITE_00546","Room_00010982","Window","Casement",9.0625,,2,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.0000,,"N/A"
"Window_00016973","SITE_00546","Room_00010982","Door","Single",18.0000,,1,,"Wood Solid Core","French door","N/A","N/A","N/A",0.4000,,7.2000,,"N/A"
"Window_00016974","SITE_00546","Room_00010984","Window","Casement",7.7778,,2,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,6.8700,,"N/A"
"Window_00016975","SITE_00546","Room_00010984","Window","Casement",7.7778,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.4300,,"N/A"
"Window_00016976","SITE_00546","Room_00010987","Window","Casement",8.9444,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.9500,,"N/A"
"Window_00016977","SITE_00546","Room_00010987","Window","Fixed (picture)",8.9444,,2,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.9000,,"N/A"
"Window_00016978","SITE_00546","Room_00010988","Door","Single",20.2500,,1,,"Wood Solid Core","French door","N/A","N/A","N/A",0.4000,,8.1000,,"N/A"
"Window_00016979","SITE_00546","Room_00010988","Window","Casement",8.9444,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.9500,,"N/A"
"Window_00016980","SITE_00546","Room_00010988","Window","Casement",7.0278,,2,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,6.2000,,"N/A"
"Window_00016981","SITE_00546","Room_00010989","Window","Fixed (picture)",14.8750,,3,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,19.7000,,"N/A"
"Window_00016982","SITE_00546","Room_00010989","Window","Casement",3.6597,,3,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.8500,,"N/A"
"Window_00016983","SITE_00546","Room_00010989","Window","Fixed (picture)",14.8750,,2,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,13.1300,,"N/A"
"Window_00016984","SITE_00546","Room_00010989","Window","Casement",3.6597,,2,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.2300,,"N/A"
"Window_00016985","SITE_00546","Room_00010989","Door","Double",46.8403,,1,,"Wood Solid Core","French door","N/A","N/A","N/A",0.4000,,18.7400,,"N/A"
"Window_00016986","SITE_00546","Room_00010989","Window","Casement",3.3611,,2,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,2.9700,,"N/A"
"Window_00016987","SITE_00546","Room_00010989","Window","Fixed (picture)",12.0000,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.3000,,"N/A"
"Window_00016988","SITE_00546","Room_00010990","Window","Casement",9.7778,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.3200,,"N/A"
"Window_00016989","SITE_00546","Room_00010990","Door","Single",27.8108,,1,,"Wood Solid Core","None","N/A","N/A","N/A",0.4000,,11.1200,,"N/A"
"Window_00016990","SITE_00546","Room_00010990","Window","Fixed (picture)",7.7778,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.4300,,"N/A"
"Window_00016991","SITE_00546","Room_00010990","Window","Fixed (picture)",7.7778,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.4300,,"N/A"
"Window_00016992","SITE_00546","Room_00010991","Window","Casement",11.7813,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.2000,,"N/A"
"Window_00016993","SITE_00546","Room_00010992","Door","Single",20.2500,,1,,"Wood Solid Core","None","N/A","N/A","N/A",0.4000,,8.1000,,"N/A"
"Window_00016994","SITE_00642","Room_00012291","Window","Fixed (picture)",6.1111,,1,,"Fiberglass, interior wood clad","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,2.7000,,"N/A"
"Window_00016995","SITE_00642","Room_00012291","Window","Casement",6.1111,,2,,"Fiberglass, interior wood clad","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.4000,,"N/A"
"Window_00016996","SITE_00593","Room_00011646","Window","Slider",19.9097,,1,,"Aluminum","Double","East","Metal","Double",0.6600,,13.0400,,"N/A"
"Window_00016997","SITE_00593","Room_00011647","Window","Slider",19.9097,,1,,"Aluminum","Double","East","Metal","Double",0.6600,,13.0400,,"N/A"
"Window_00016998","SITE_00593","Room_00011648","Window","Single-hung",12.0833,,2,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,10.6700,,"N/A"
"Window_00016999","SITE_00593","Room_00011649","Window","Single-hung",8.1250,,1,,"Aluminum","Double","East","Metal","Double",0.6600,,5.3200,,"N/A"
"Window_00017000","SITE_00593","Room_00011649","Window","Slider",15.0139,,1,,"Aluminum","Double","South","Metal","Double",0.6600,,9.8300,,"N/A"
"Window_00017001","SITE_00593","Room_00011649","Skylight","Skylight fixed",8.0625,,1,,"Aluminum","Double","East","N/A","N/A",0.6000,,4.8400,,"N/A"
"Window_00017002","SITE_00593","Room_00011651","Window","Slider",2.3958,,1,,"Aluminum","Double","West","Metal","Double",0.6600,,1.5700,,"N/A"
"Window_00017003","SITE_00593","Room_00011653","Door","Single",17.7778,,1,,"Fiberglass","None","N/A","N/A","N/A",0.8500,,15.1700,,"N/A"
"Window_00017004","SITE_00593","Room_00011654","Window","Slider",20.2361,,1,,"Aluminum","Double","East","Metal","Double",0.6600,,13.2500,,"N/A"
"Window_00017005","SITE_00593","Room_00011655","Window","Slider",12.1389,,1,,"Aluminum","Double","West","Metal","Double",0.6600,,7.9500,,"N/A"
"Window_00017006","SITE_00593","Room_00011655","Skylight","Fixed (picture)",9.7917,,1,,"Aluminum","Double","West","N/A","N/A",0.6000,,5.8800,,"N/A"
"Window_00017007","SITE_00593","Room_00011656","Window","Slider",36.7569,,1,,"Aluminum","Double","North","Metal","Double",0.6600,,24.0800,,"N/A"
"Window_00017008","SITE_00622","Room_00012035","Window","Casement",18.7917,,2,,"Fiberglass, interior wood clad","Double","NE","Wood, Vinyl, or Fiberglass","Double",0.4400,,16.5900,,"N/A"
"Window_00017009","SITE_00622","Room_00012035","Window","Fixed (picture)",19.5833,,1,,"Fiberglass, interior wood clad","Double","SW","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.6400,,"N/A"
