"PK_WindowDetail_ID","CK_SiteID","CK_RoomID","Type","Sub-Type","Area","Area_Notes","Quantity","Quantity_Notes","Frame / Body Type","Glazing Type","Window Direction","Window Frame Category","Glazing Frame Category","U-Value","U-Value_Notes","Window UA","Window UA_Notes","Notes"
"Window_00006570","SITE_01025","Room_00015325","Window","Slider",25.8000,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,11.3900,,"N/A"
"Window_00006571","SITE_01025","Room_00015325","Door","Single",20.0000,,1,,"Fiberglass","Decorative window (arch, etc.)","N/A","N/A","N/A",0.8500,,17.0700,,"N/A"
"Window_00006572","SITE_01025","Room_00015325","Skylight","Fixed (picture)",8.7083,,1,,"Vinyl","Double","West","N/A","N/A",0.6000,,5.2300,,"N/A"
"Window_00006573","SITE_01025","Room_00015332","Window","Slider",12.1389,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.3600,,"N/A"
"Window_00006574","SITE_01025","Room_00015333","Window","Slider",12.1389,,1,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.3600,,"N/A"
"Window_00006575","SITE_01025","Room_00015334","Window","Slider",11.5000,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.0800,,"N/A"
"Window_00006576","SITE_01025","Room_00015335","Door","Single",19.8750,,1,,"Metal","Decorative window (arch, etc.)","N/A","N/A","N/A",1.2300,,24.3800,,"N/A"
"Window_00006577","SITE_01025","Room_00015337","Door","Single",19.0000,,1,,"Metal","None","N/A","N/A","N/A",1.2300,,23.3100,,"To garage"
"Window_00006578","SITE_01025","Room_00015337","Window","Casement",4.0000,,2,,"Wood - bare","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.5300,,"N/A"
"Window_00006579","SITE_01025","Room_00015340","Window","Casement",4.0000,,4,,"Wood - bare","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.0600,,"N/A"
"Window_00006580","SITE_01025","Room_00015342","Window","Casement",4.0000,,1,,"Wood - bare","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,1.7700,,"N/A"
"Window_00006581","SITE_01025","Room_00015343","Window","Slider",12.4444,,1,,"Vinyl","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.4900,,"N/A"
"Window_00006582","SITE_01025","Room_00015343","Window","Slider",12.4444,,1,,"Vinyl","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.4900,,"N/A"
"Window_00006583","SITE_01084","Room_00015817","Window","Slider",18.4375,,2,,"Vinyl","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,16.2800,,"N/A"
"Window_00006584","SITE_01102","Room_00016134","Door","Single",20.0000,,1,,"Metal","None","N/A","N/A","N/A",1.2300,,24.5300,,"N/A"
"Window_00006585","SITE_01102","Room_00016134","Window","Fixed (picture)",5.3333,,1,,"Wood - bare","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,2.3500,,"N/A"
"Window_00006586","SITE_01102","Room_00016134","Door","Single",17.7778,,1,,"Metal","None","N/A","N/A","N/A",1.2300,,21.8100,,"To garage"
"Window_00002793","SITE_00981","Room_00003094","Storm Window","Exterior",1.6771,,1,,"N/A","N/A","East","N/A","N/A",,"N/A",,"Unknown","N/A"
"Window_00002794","SITE_00981","Room_00003094","Storm Window","Exterior",2.7222,,2,,"N/A","N/A","South","N/A","N/A",,"N/A",,"Unknown","N/A"
"Window_00002795","SITE_00982","Room_00003118","Door","Single",20.2778,,1,,"Metal","None","N/A","N/A","N/A",1.2300,,24.8700,,"N/A"
"Window_00002796","SITE_00982","Room_00003116","Door","Single",19.7500,,1,,"Metal","Half window","N/A","N/A","N/A",1.2300,,24.2300,,"N/A"
"Window_00002797","SITE_00982","Room_00003117","Window","Casement",8.2500,,1,,"Wood aluminum clad","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.6400,,"N/A"
"Window_00002798","SITE_00982","Room_00003115","Window","Fixed (picture)",18.5278,,1,,"Wood aluminum clad","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,8.1800,,"N/A"
"Window_00002799","SITE_00982","Room_00003115","Window","Sliding glass door",37.9167,,1,,"Wood aluminum clad","Double","N/A","Wood, Vinyl, or Fiberglass","Double",0.4400,,16.7400,,"Sliding glass door"
"Window_00002800","SITE_00982","Room_00003119","Window","Casement",33.0278,,1,,"Wood aluminum clad","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,14.5800,,"Fixed and casement"
"Window_00002801","SITE_00982","Room_00003113","Window","Casement",24.2778,,1,,"Wood aluminum clad","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,10.7200,,"Casement and fixed"
"Window_00002802","SITE_00982","Room_00003112","Window","Casement",24.2778,,1,,"Wood aluminum clad","Double","North","Wood, Vinyl, or Fiberglass","Double",0.4400,,10.7200,,"N/A"
"Window_00002803","SITE_00983","Room_00003132","Door","Single",19.4444,,1,,"Wood Solid Core","Half window","N/A","N/A","N/A",0.4000,,7.7800,,"N/A"
"Window_00002804","SITE_00983","Room_00003132","Window","Slider",16.5278,,1,,"Aluminum","Single","NE","Metal","Single",1.2300,,20.2700,,"N/A"
"Window_00002805","SITE_00983","Room_00003124","Window","Fixed (picture)",6.5990,,1,,"Aluminum","Single","NE","Metal","Single",1.2300,,8.0900,,"N/A"
"Window_00002806","SITE_00983","Room_00003124","Window","Fixed (picture)",12.6875,,1,,"Aluminum","Single","NW","Metal","Single",1.2300,,15.5600,,"N/A"
"Window_00002807","SITE_00983","Room_00003124","Window","Fixed (picture)",12.6875,,1,,"Aluminum","Single","SW","Metal","Single",1.2300,,15.5600,,"N/A"
"Window_00002808","SITE_00983","Room_00003128","Window","Single-hung",8.7131,,2,,"Vinyl","Double","SW","Wood, Vinyl, or Fiberglass","Double",0.4400,,7.6900,,"N/A"
"Window_00002809","SITE_00983","Room_00003128","Window","Fixed (picture)",14.8003,,1,,"Vinyl","Double","SW","Wood, Vinyl, or Fiberglass","Double",0.4400,,6.5300,,"N/A"
"Window_00002810","SITE_00983","Room_00003128","Window","Slider",12.5382,,1,,"Vinyl","Double","NW","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.5300,,"N/A"
"Window_00002811","SITE_00983","Room_00003131","Window","Slider",12.5265,,1,,"Vinyl","Double","NE","Wood, Vinyl, or Fiberglass","Double",0.4400,,5.5300,,"N/A"
"Window_00002812","SITE_00983","Room_00003131","Window","Slider",9.0148,,1,,"Aluminum","Single","NW","Metal","Single",1.2300,,11.0600,,"N/A"
"Window_00002813","SITE_00983","Room_00003122","Window","Casement",4.9644,,1,,"Vinyl","Double","SE","Wood, Vinyl, or Fiberglass","Double",0.4400,,2.1900,,"N/A"
"Window_00002814","SITE_00983","Room_00003133","Window","Casement",4.8160,,1,,"Aluminum","Single","SE","Metal","Single",1.2300,,5.9100,,"N/A"
"Window_00002815","SITE_00983","Room_00003133","Door","Single",20.3906,,1,,"Wood Solid Core","Half window","N/A","N/A","N/A",0.4000,,8.1600,,"N/A"
"Window_00002816","SITE_00983","Room_00003129","Window","Fixed (picture)",7.7934,,1,,"Vinyl","Double","NE","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.4400,,"N/A"
"Window_00002817","SITE_00983","Room_00003125","Window","Double-hung",10.3542,,1,,"Vinyl","Double","NW","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.5700,,"N/A"
"Window_00002818","SITE_00983","Room_00003125","Window","Double-hung",10.3542,,1,,"Vinyl","Double","SW","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.5700,,"N/A"
"Window_00002819","SITE_00983","Room_00003126","Window","Double-hung",10.2135,,1,,"Vinyl","Double","SW","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.5100,,"N/A"
"Window_00002820","SITE_00983","Room_00003127","Window","Double-hung",10.5000,,1,,"Vinyl","Double","NE","Wood, Vinyl, or Fiberglass","Double",0.4400,,4.6400,,"N/A"
"Window_00002821","SITE_00984","Room_00003138","Window","Slider",11.2500,,1,,"Aluminum","Single","East","Metal","Single",1.2300,,13.8000,,"N/A"
"Window_00002822","SITE_00984","Room_00003138","Window","Slider",11.1250,,1,,"Aluminum","Single","North","Metal","Single",1.2300,,13.6500,,"N/A"
"Window_00002823","SITE_00984","Room_00003138","Storm Window","Exterior",11.2500,,1,,"N/A","N/A","North","N/A","N/A",,"N/A",,"Unknown","N/A"
"Window_00002824","SITE_00984","Room_00003136","Window","Slider",3.8032,,1,,"Aluminum","Single","West","Metal","Single",1.2300,,4.6700,,"N/A"
"Window_00002825","SITE_00984","Room_00003136","Storm Window","Exterior",3.8306,,1,,"N/A","N/A","West","N/A","N/A",,"N/A",,"Unknown","N/A"
"Window_00002826","SITE_00984","Room_00003141","Door","Single",17.1266,,1,,"Wood Solid Core","None","N/A","N/A","N/A",0.4000,,6.8500,,"N/A"
"Window_00002827","SITE_00984","Room_00003143","Window","Slider",8.1250,,1,,"Aluminum","Double","West","Metal","Double",0.6600,,5.3200,,"N/A"
"Window_00002828","SITE_00984","Room_00003143","Window","Slider",11.6550,,1,,"Aluminum","Double","West","Metal","Double",0.6600,,7.6300,,"N/A"
"Window_00002829","SITE_00984","Room_00003143","Door","Single",17.6327,,1,,"Wood Solid Core","None","N/A","N/A","N/A",0.4000,,7.0500,,"N/A"
"Window_00002830","SITE_00984","Room_00003143","Window","Slider",8.6528,,1,,"Vinyl","Double","East","Wood, Vinyl, or Fiberglass","Double",0.4400,,3.8200,,"N/A"
"Window_00002831","SITE_00984","Room_00003142","Window","Slider",10.5125,,1,,"Aluminum","Double","West","Metal","Double",0.6600,,6.8900,,"N/A"
"Window_00002832","SITE_00984","Room_00003139","Window","Single-hung",8.5069,,3,,"Aluminum","Single","South","Metal","Single",1.2300,,31.3100,,"N/A"
"Window_00002833","SITE_00984","Room_00003137","Window","Single-hung",3.8889,,1,,"Aluminum","Single","East","Metal","Single",1.2300,,4.7700,,"N/A"
"Window_00002834","SITE_00984","Room_00003137","Storm Window","Interior",3.8889,,1,,"N/A","N/A","East","N/A","N/A",,"N/A",,"Unknown","N/A"
"Window_00002835","SITE_00984","Room_00003140","Window","Single-hung",10.8333,,1,,"Aluminum","Single","East","Metal","Single",1.2300,,13.2900,,"N/A"
"Window_00002836","SITE_00985","Room_00003149","Window","Casement",8.4861,,3,,"Wood fiberglass clad","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,11.2400,,"N/A"
"Window_00002837","SITE_00985","Room_00003146","Window","Casement",5.1389,,1,,"Wood fiberglass clad","Double","West","Wood, Vinyl, or Fiberglass","Double",0.4400,,2.2700,,"N/A"
"Window_00002838","SITE_00985","Room_00003161","Window","Casement",27.0000,,2,,"Wood fiberglass clad","Double","South","Wood, Vinyl, or Fiberglass","Double",0.4400,,23.8400,,"N/A"
