CK_SiteID,Building Size,Region,County,City,State,Zip,Zip_notes,Heating Zone,Heating Zone_notes,Cooling Zone,Cooling Zone_notes,Electric Utility,Gas Utility,BPA Utility,Strata Territory,Strata Population Estimate,Strata Population Estimate_notes,Site Case Weight,Site Case Weight_Notes,Site Visit Date,Site Visit Date_notes,Vintage,Vintage_notes,N Floors,N Floors_notes,In MF Complex,Qty Buildings in Complex,Qty Buildings in Complex_notes,Qty Studio Units,Qty Studio Units_notes,Qty One-Bedroom Units,Qty One-Bedroom Units_notes,Qty Two-Bedroom Units,Qty Two-Bedroom Units_notes,Qty Three-Bedroom Units,Qty Three-Bedroom Units_notes,Qty Four-Bedroom Units,Qty Four-Bedroom Units_notes,Total Units in Building,Total Units in Building_notes,Limited to 55 or Older,Limited to Low Income,Construction,Framing Type,Foundation Type,Commercial Space in Building,Parking Provided,Parking Lot,Covered Lot,Open Garage,Enclosed Garage,Parking Area Directly Illuminated,Parking Area (sq ft),Parking Area (sq ft)_notes,Parking Stalls,Parking Stalls_notes,Parking Reserved for Commercial,Parking Reserved for Commercial_notes,Parking Notes,Interior Building Common Areas,Elevator Qty,Elevator Qty_notes,Pool Type,Pool Cover,Pool Solar Assist,Pool Location,Pool Heating Fuel,Pool Availability (months),Pool Availability (months)_notes,Qty Residential Floors,Qty Residential Floors_notes,Qty Non-Residential Floors,Qty Non-Residential Floors_notes,Qty Parking Floors,Qty Parking Floors_notes,Qty Storage/Mechanical Floors,Qty Storage/Mechanical Floors_notes,Residential Area (sq ft),Residential Area (sq ft)_notes,Interior Common Area (sq ft),Interior Common Area (sq ft)_notes,Total Enclosed Area (sq ft),Total Enclosed Area (sq ft)_notes,Commercial Area (sq ft),Commercial Area (sq ft)_notes,Grocery Area (sq ft),Grocery Area (sq ft)_notes,Office Area (sq ft),Office Area (sq ft)_notes,Retail Area (sq ft),Retail Area (sq ft)_notes,Other Commercial Area (sq ft),Other Commercial Area (sq ft)_notes,Vacant Area (sq ft),Vacant Area (sq ft)_notes,Total Ceiling Area,Total Ceiling Area_notes,Total Ceiling U-Value,Total Ceiling U-Value_notes,Ceiling UA,Ceiling UA-Notes,Total Wall Area,Total Wall Area_notes,Total Wall U-Value,Total Wall U-Value_notes,Wall UA,Wall UA_notes,Total Floor Area,Total Floor Area_notes,Total Floor U-Value,Total Floor U-Value_notes,Floor UA,Floor UA_notes,Total Window Area,Total Window Area_notes,Window UA,Window UA_notes,Whole House UA,Whole House UA_notes,Area of Conditioned Common Space,Area of Conditioned Common Space_notes,Total Residential Floor Area,Total Residential Floor Area_notes,Total Non-Residential Floor Area,Total Non-Residential Floor Area_notes,Total Conditioned Area,Total Conditioned Area_notes,Primary Heating System,Primary Heating Fuel,Primary Cooling System,Central Building Heat,Common Area Primary Heating System,Common Area Primary Heating Fuel,Common Area Primary Cooling System,Annual Residential Electric Usage (kWh),Annual Residential Electric Usage (kWh)_notes,Annual Non-Residential Electric Usage (kWh),Annual Non-Residential Electric Usage (kWh)_notes,Annual Electric Usage (kWh),Annual Electric Usage (kWh)_notes,Annual Residential Gas Usage (Therms),Annual Residential Gas Usage (Therms)_notes,Annual Non-Residential Gas Usage (Therms),Annual Non-Residential Gas Usage (Therms)_notes,Annual Gas Usage (Therms),Annual Gas Usage (Therms)_notes,Annual Residential Electric Usage (kBtu),Annual Residential Electric Usage (kBtu)_notes,Annual Non-Residential Electric Usage (kBtu),Annual Non-Residential Electric Usage (kBtu)_notes,Annual Electric Usage (kBtu),Annual Electric Usage (kBtu)_notes,Annual Residential Gas Usage (kBtu),Annual Residential Gas Usage (kBtu)_notes,Annual Non-Residential Gas Usage (kBtu),Annual Non-Residential Gas Usage (kBtu)_notes,Annual Gas Usage (kBtu),Annual Gas Usage (kBtu)_notes
BLDG_00101,Apartment Building (3 or fewer floors),Idaho,"Elmore, ID",MOUNTAIN HOME,ID,83647,,2,,3,,Idaho Power Co,Intermountain Gas,N,Non-BPA,3217,,178.73,,6/14/2016 0:00,,,Unknown,2,,No,1,,0,,0,,4,,0,,0,,4,,No,No,Frame over concrete slab,Wood,> 90% Slab,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,2224,,0,,2224,,0,,0,,0,,0,,0,,0,,1142,,0.2896,,330.7,,2388.5,,0.0838,,200.1,,1142,,0.0326,,37.2,,192.7,,20.6,,650.6,,0,,2224,,0,,2224,,Furnace,Natural Gas,Central AC,N/A,N/A,N/A,N/A,6118.9,,,N/A,24475.5,,150,,,N/A,599.8,,20877.6,,,N/A,83510.4,,14995.7,,,N/A,59983,
BLDG_00102,Apartment Building (3 or fewer floors),Idaho,"Bonneville, ID",IDAHO FALLS,ID,83402,,3,,2,,City of Idaho Falls - (ID),,Y,BPA,888,,59.2,,6/8/2016 0:00,,1976,,2,,No,1,,0,,12,,0,,0,,0,,12,,No,No,Frame over concrete slab,Wood,Mixed Conditioned Basement and Slab,No,Yes,No,No,No,Yes,NA,2430,,8,,0,,8 individual garages on ground floor of building,Yes,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0.5,,0,,8559,,1166,,9725,,,NA,,NA,,NA,,NA,,NA,,NA,5706,,0.0716,,408.5,,5376,,0.1191,,640.2,,5706,,0.0326,,185.9,,535.5,,29.2,,1585.3,,1166,,8559,,0,,9725,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,6979.9,,18631.6,,102390.7,,,N/A,,N/A,,N/A,23815.5,,63571.1,,349356.9,,,N/A,,N/A,,N/A
BLDG_00103,Apartment Building (3 or fewer floors),Idaho,"Madison, ID",REXBURG,ID,83440,,3,,1,,Rocky Mountain Power,Intermountain Gas,N,Non-BPA,3217,,178.73,,6/10/2016 0:00,,,Unknown,2.5,,Yes,2,,0,,0,,6,,0,,0,,6,,No,No,Frame,Wood,> 90% Conditioned Basement,No,Yes,Yes,No,No,No,NA,1760,,11,,100,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,3,,0,,0,,0,,4704,,,NA,4704,,,NA,,NA,,NA,,NA,,NA,,NA,1568,,0.0197,,30.8,,3864,,0.0851,,328.7,,1568,,0.0326,,51.1,,609,,67.3,,814.1,,0,,4704,,0,,4704,,Furnace,Natural Gas,N/A,N/A,N/A,N/A,N/A,3305.6,,,N/A,19833.4,,285.2,,,N/A,1711.1,,11278.6,,,N/A,67671.5,,28518,,,N/A,171107.9,
BLDG_00105,Apartment Building (3 or fewer floors),Idaho,"Bonneville, ID",IDAHO FALLS,ID,83401,,3,,2,,City of Idaho Falls - (ID),Intermountain Gas,Y,BPA,888,,59.2,,6/8/2016 0:00,,2010,,2,,No,1,,0,,0,,8,,0,,0,,8,,No,No,Frame over concrete slab,Wood,> 90% Slab,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,6730,,0,,6730,,0,,0,,0,,0,,0,,0,,3403,,0.0197,,66.9,,5456,,0.0606,,330.7,,3365,,0.074,,248.9,,564,,31.1,,895.5,,0,,6730,,0,,6730,,Air Source Heat Pump,Electric,Central AC,N/A,N/A,N/A,N/A,4288.4,,,N/A,34307.2,,448.5,,,N/A,3587.8,,14632,,,N/A,117056.1,,44847.6,,,N/A,358780.6,
BLDG_00106,Apartment Building (3 or fewer floors),Idaho,"Nez Perce, ID",LEWISTON,ID,83501,,1,,3,,Avista,,N,Non-BPA,3217,,178.73,,6/24/2016 0:00,,,Unknown,2,,Yes,11,,0,,0,,4,,0,,0,,4,,No,No,Frame,Wood,> 90% Crawlspace,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,5136,,0,,5136,,0,,0,,0,,0,,0,,0,,2996,,0.0253,,75.8,,4576,,0.0838,,383.4,,2982,,0.197,,587.3,,629.8,,69.5,,1324.5,,0,,5136,,0,,5136,,Electric Baseboard,Electric,Packaged AC,N/A,Electric Baseboard,Electric,N/A,9584.9,,35323.5,,73663,,,N/A,,N/A,,N/A,32703.6,,120523.7,,251338.3,,,N/A,,N/A,,N/A
BLDG_00107,Apartment Building (3 or fewer floors),Idaho,"Idaho, ID",GRANGEVILLE,ID,83530,,2,,1,,Avista,,N,Non-BPA,3217,,178.73,,6/22/2016 0:00,,1980,,2,,No,8,,0,,2,,4,,0,,0,,6,,No,Yes,Frame,Wood,> 90% Crawlspace,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,2,,,NA,,NA,,NA,5778,,0,,5778,,0,,0,,0,,0,,0,,0,,2889,,0.0716,,206.8,,3808,,0.0533,,203,,2889,,0.0855,,247,,335.7,,24.7,,805,,0,,5778,,0,,5778,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,11208.9,,,N/A,67253.4,,,N/A,,N/A,,N/A,38244.8,,,N/A,229468.7,,,N/A,,N/A,,N/A
BLDG_00108,Apartment Building (3 or fewer floors),Idaho,"Nez Perce, ID",LEWISTON,ID,83501,,1,,3,,Avista,,N,Non-BPA,3217,,178.73,,6/22/2016 0:00,,,Unknown,3,,No,1,,0,,20,,20,,0,,0,,40,,Unknown,Yes,Frame,Wood,Other,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,24249,,7614,,31863,,0,,0,,0,,0,,0,,0,,10621,,0.0716,,760.3,,13039,,0.0533,,695.2,,10621,,0.0415,,440.7,,1519.4,,24.9,,2891.4,,7614,,24249,,0,,31863,,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,5165.1,,90439,,297041.9,,,N/A,,N/A,,N/A,17623.2,,308577.9,,1013507,,,N/A,,N/A,,N/A
BLDG_00109,Apartment Building (3 or fewer floors),Idaho,"Nez Perce, ID",LEWISTON,ID,83501,,1,,3,,Avista,Avista,N,Non-BPA,3217,,178.73,,6/24/2016 0:00,,2000,,2,,Yes,9,,0,,0,,8,,0,,0,,8,,No,No,Frame,Wood,> 90% Crawlspace,No,Yes,Yes,No,No,No,NA,1188,,6,,0,,Only small post lights 2 in the immediate area,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,3200,,,NA,3200,,,NA,,NA,,NA,,NA,,NA,,NA,3696,,0.0716,,264.6,,8240,,0.0533,,439.3,,3696,,0.0855,,316,,823.8,,45.5,,1383.5,,0,,7392,,0,,7392,,Furnace,Natural Gas,Central AC,N/A,N/A,N/A,N/A,5571.8,,,N/A,44574,,349,,,N/A,2791.8,,19010.8,,,N/A,152086.7,,34897.1,,,N/A,279176.5,
BLDG_00110,Apartment Building (3 or fewer floors),Eastern Washington,"Okanogan, WA",OMAK,WA,98841,,2,,2,,PUD No. 1 of Okanogan County,,Y,BPA,1747,,40.63,,6/3/2017 0:00,,1994,,2,,Yes,3,,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,12,,Unknown,Unknown,Frame,Wood,> 90% Crawlspace,No,Yes,Yes,No,No,No,NA,1383,,9,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,7450,,,NA,7450,,,NA,,NA,,NA,,NA,,NA,,NA,3878,,0.0253,,98.1,,6016,,0.0952,,573,,3878,,0.0326,,126.4,,1927.2,,70.9,,1648.1,,0,,7450,,0,,7450,,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00111,Apartment Building (3 or fewer floors),Eastern Washington,"Kittitas, WA",ELLENSBURG,WA,98926,,2,,2,,City of Ellensburg,,Y,BPA,1747,,40.63,,5/23/2017 0:00,,1991,,2,,No,1,,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,90,,Yes,No,Unknown,Unknown,Unknown,No,Yes,Yes,No,No,No,NA,3290,,57,,0,,,Unknown,3,,N/A,NA,NA,NA,NA,,NA,0,,0,,0,,0,,80760,,,NA,80760,,,NA,,NA,,NA,,NA,,NA,,NA,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,0,,,Exclude,,Exclude,5066.8,,24.9,,,Exclude,0,,80760,,0,,80760,,Package Terminal Heat Pump,Electric,N/A,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00112,Apartment Building (3 or fewer floors),Eastern Washington,"Kittitas, WA",ELLENSBURG,WA,98926,,2,,2,,City of Ellensburg,,Y,BPA,1747,,40.63,,5/30/2017 0:00,,1996,,2,,Yes,11,,0,,16,,0,,0,,0,,16,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,Yes,No,No,NA,2280,,11,,0,,NA,No,0,,Pool - heated,Unknown,No,Outdoor,Unknown,5,,2,,0,,0,,0,,11500,,,NA,11500,,,NA,,NA,,NA,,NA,,NA,,NA,5750,,0.0253,,145.4,,5693,,0.0838,,477,,5750,,0.0419,,240.9,,913.6,,25.2,,1266.6,,0,,11500,,0,,11500,,Zonal Heat,Electric,Packaged AC,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00113,Apartment Building (3 or fewer floors),Eastern Washington,"Kittitas, WA",ELLENSBURG,WA,98926,,2,,2,,City of ellensburg,,Y,BPA,1747,,40.63,,5/23/2017 0:00,,1990,,1,,No,1,,2,,22,,2,,0,,0,,24,,Yes,Yes,Frame,Wood,> 90% Crawlspace,No,Yes,Yes,No,No,No,NA,12000,,23,,0,,NA,Yes,0,,N/A,NA,NA,NA,NA,,NA,1,,0,,0,,0,,14626,,2620,,17246,,,NA,,NA,,NA,,NA,,NA,,NA,17246,,0.0489,,842.9,,6075,,0.0533,,323.9,,17246,,0.0834,,1437.9,,815.3,,15,,2964.6,,2620,,14626,,0,,17246,,Electric Baseboard,Electric,Packaged AC,N/A,Electric Baseboard,Electric,Central AC,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00114,Apartment Building (3 or fewer floors),Eastern Washington,"Yakima, WA",SUNNYSIDE,WA,98944,,1,,2,,Pacific Power,,N,"Non-BPA, Non-PSE",3064,,113.47,,5/25/2017 0:00,,2001,,1,,Yes,12,,0,,0,,0,,2,,0,,2,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,No,No,No,NA,2024,,5,,0,,"2 dedicated to unit g, 2 to unit h, 1 unassigned",No,0,,N/A,NA,NA,NA,NA,,NA,1,,0,,0,,0,,1828,,,NA,1828,,,NA,,NA,,NA,,NA,,NA,,NA,1828,,0.0253,,46.2,,2048,,0.0838,,171.6,,1828,,0.1022,,186.9,,207.7,,45.8,,496.4,,0,,1828,,0,,1828,,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,10142.7,,,N/A,20285.3,,,N/A,,N/A,,N/A,34606.7,,,N/A,69213.5,,,N/A,,N/A,,N/A
BLDG_00115,Apartment Building (3 or fewer floors),Eastern Washington,"Yakima, WA",SUNNYSIDE,WA,98944,,1,,2,,Pacific Power,,N,"Non-BPA, Non-PSE",3064,,113.47,,5/10/2017 0:00,,1991,,1,,Yes,5,,0,,6,,0,,0,,0,,6,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,No,No,No,NA,864,,6,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,1,,0,,0,,0,,4160,,,NA,4160,,,NA,,NA,,NA,,NA,,NA,,NA,4160,,0.0446,,185.7,,3296,,0.0533,,175.7,,4160,,0.0723,,300.8,,501,,36.9,,883.4,,0,,4160,,0,,4160,,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,8890.4,,,N/A,53342.2,,,N/A,,N/A,,N/A,30334,,,N/A,182003.7,,,N/A,,N/A,,N/A
BLDG_00117,Apartment Building (3 or fewer floors),Eastern Washington,"Spokane, WA",CHENEY,WA,99004,,2,,2,,City of Cheney,,Y,BPA,1747,,40.63,,5/25/2017 0:00,,1977,,3,,Yes,2,,1,,23,,0,,0,,0,,24,,No,No,Solid masonry,Masonry,> 90% Slab,No,Yes,Yes,No,No,No,NA,3925,,0,,0,,Not really stalls. Just an unmarked lot.,No,0,,N/A,NA,NA,NA,NA,,NA,3,,0,,0,,0,,21195,,,NA,21195,,,NA,,NA,,NA,,NA,,NA,,NA,2889,,0.039,,112.7,,8870,,0.2419,,2145.6,,7065,,0.0397,,280.3,,1209.7,,38.2,,3456.6,,0,,21195,,0,,21195,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,5865.6,,,N/A,140775.5,,,N/A,,N/A,,N/A,20013.6,,,N/A,480326.1,,,N/A,,N/A,,N/A
BLDG_00118,Apartment Building (3 or fewer floors),Eastern Washington,"Stevens, WA",CHEWELAH,WA,99109,,2,,1,,City of Chewelah,,Y,BPA,1747,,40.63,,6/10/2017 0:00,,1993,,1,,Yes,8,,0,,0,,0,,6,,0,,6,,No,No,Frame,Wood,> 90% Crawlspace,No,Yes,Yes,No,No,No,NA,3225,,7,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,1,,0,,0,,0,,2700,,,NA,2700,,,NA,,NA,,NA,,NA,,NA,,NA,2700,,0.0446,,120.5,,2294,,0.0978,,224.2,,2700,,0.0834,,225.1,,342.7,,25.2,,721.2,,0,,2700,,0,,2700,,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00119,Apartment Building (3 or fewer floors),Eastern Washington,"Pend Oreille, WA",NEWPORT,WA,99156,,2,,1,,Pend Oreille PUD,,Y,BPA,1747,,40.63,,5/25/2017 0:00,,1978,,2,,No,1,,0,,13,,0,,0,,0,,13,,Yes,Yes,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,No,No,No,NA,3036,,8,,0,,NA,Yes,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,3208,,600,,3808,,,NA,,NA,,NA,,NA,,NA,,NA,5477,,0.0432,,236.8,,7392,,0.1047,,773.9,,5477,,0.0626,,343.1,,699,,23.7,,1662.3,,600,,10354,,0,,10954,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00120,Apartment Building (3 or fewer floors),Eastern Washington,"Lincoln, WA",WILBUR,WA,99185,,2,,2,,Avista,,N,"Non-BPA, Non-PSE",3064,,113.47,,5/23/2017 0:00,,1981,,1,,Yes,3,,0,,4,,4,,0,,0,,8,,Unknown,Unknown,Frame,Wood,> 90% Crawlspace,No,Yes,Yes,No,No,No,NA,961,,6,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,1,,0,,0,,0,,5532,,,NA,5532,,,NA,,NA,,NA,,NA,,NA,,NA,5532,,0.0446,,247,,3750,,0.0606,,227.3,,5532,,0.0806,,445.9,,536.7,,29.6,,1157,,0,,5532,,0,,5532,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,8285.3,,,N/A,66282.6,,,N/A,,N/A,,N/A,28269.5,,,N/A,226156.3,,,N/A,,N/A,,N/A
BLDG_00121,Apartment Building (3 or fewer floors),Eastern Washington,"Spokane, WA",SPOKANE VALLEY,WA,99206,,2,,2,,Modern Electric Water Company,,Y,BPA,1747,,40.63,,6/1/2017 0:00,,1990,,3,,No,1,,0,,0,,12,,12,,0,,24,,No,No,Frame,Wood,> 90% Conditioned Basement,No,Yes,Yes,Yes,No,No,NA,4896,,36,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,3,,0,,0,,0,,23316,,0,,23316,,0,,0,,0,,0,,0,,0,,7772,,0.0253,,196.5,,13490,,0.0533,,719.3,,7772,,0.104,,808.3,,2304,,42.4,,2741.1,,0,,23316,,0,,23316,,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00122,Apartment Building (3 or fewer floors),Eastern Washington,"Spokane, WA",SPOKANE,WA,99206,,2,,2,,Vera Water and Power,,Y,BPA,1747,,40.63,,5/19/2017 0:00,,2011,,3,,Yes,11,,0,,0,,6,,0,,0,,6,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,Yes,No,No,NA,2400,,14,,0,,"Stall number and size are estimates for specific building section, parking for whole complex.  Split 50/50 between covered and open lots, covered lots have numbers associated with them, no markings for open lots",No,0,,N/A,NA,NA,NA,NA,,NA,3,,0,,0,,0,,6240,,,NA,6240,,,NA,,NA,,NA,,NA,,NA,,NA,2080,,0.0253,,52.6,,5376,,0.0533,,286.6,,2080,,0.0674,,140.2,,548.6,,40.4,,721.5,,0,,6240,,0,,6240,,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00123,Apartment Building (3 or fewer floors),Eastern Washington,"Spokane, WA",SPOKANE VALLEY,WA,99206,,2,,2,,Modern Electric Water Company,,Y,BPA,1747,,40.63,,5/8/2017 0:00,,1965,,1,,Yes,20,,0,,6,,0,,0,,0,,6,,Yes,Yes,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,No,No,No,NA,3350,,6,,0,,measured 6 nearest spots,No,0,,N/A,NA,NA,NA,NA,,NA,1,,0,,0,,0,,4000,,,NA,4000,,,NA,,NA,,NA,,NA,,NA,,NA,4000,,0.0253,,101.1,,2639,,0.0838,,221.1,,4000,,0.0573,,229.2,,389.4,,79.6,,1029.2,,0,,4000,,0,,4000,,Zonal Heat,Electric,Packaged AC,N/A,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
BLDG_00124,Apartment Building (3 or fewer floors),Eastern Washington,"Spokane, WA",SPOKANE VALLEY,WA,99206,,2,,2,,Avista,,N,"Non-BPA, Non-PSE",3064,,113.47,,5/8/2017 0:00,,1997,,2.5,,Yes,8,,0,,12,,4,,0,,0,,16,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,No,No,No,NA,4375,,16,,0,,No designated visitor spots.,No,0,,N/A,NA,NA,NA,NA,,NA,3,,0,,0,,0,,11601,,,NA,11601,,,NA,,NA,,NA,,NA,,NA,,NA,3867,,0.0287,,111.1,,9804,,0.0838,,821.4,,3867,,0.0812,,313.9,,583.4,,16.1,,1504,,0,,11601,,0,,11601,,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,10419.8,,19424.7,,186141.1,,,N/A,,N/A,,N/A,35552.3,,66277,,635113.3,,,N/A,,N/A,,N/A
BLDG_00126,Apartment Building (3 or fewer floors),Eastern Washington,"Spokane, WA",SPOKANE VALLEY,WA,99206,,2,,2,,Avista,Avista,N,"Non-BPA, Non-PSE",3064,,113.47,,5/24/2017 0:00,,2000,,3,,Yes,5,,0,,0,,0,,12,,0,,12,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,Yes,No,No,NA,1995,,12,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,3,,0,,0,,0,,13200,,,NA,13200,,,NA,,NA,,NA,,NA,,NA,,NA,4400,,0.0253,,111.3,,8352,,0.0644,,537.5,,4400,,0.0577,,254,,1392.2,,51.2,,1517.4,,0,,13200,,0,,13200,,Furnace,Natural Gas,Packaged AC,N/A,N/A,N/A,N/A,6220.5,,29559.3,,104205,,355.9,,,N/A,4271.3,,21224.3,,100856.3,,355547.5,,35594.6,,,N/A,427134.9,
BLDG_00127,Apartment Building (3 or fewer floors),Eastern Washington,"Spokane, WA",SPOKANE VALLEY,WA,99206,,2,,2,,Avista,,N,"Non-BPA, Non-PSE",3064,,113.47,,5/17/2017 0:00,,,Unknown,3,,Yes,6,,0,,0,,12,,0,,0,,12,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,No,No,Yes,NA,,NA,,NA,0,,"No parking dedicated to audited building, parking for complex as a whole",No,0,,N/A,NA,NA,NA,NA,,NA,3,,0,,0,,0,,10944,,,NA,10944,,,NA,,NA,,NA,,NA,,NA,,NA,3648,,0.0253,,92.2,,9024,,0.0838,,756.1,,3648,,0.0752,,274.5,,1084.4,,39.9,,1601.5,,0,,10944,,0,,10944,,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,9094,,5870.4,,114998.2,,,N/A,,N/A,,N/A,31028.7,,20029.7,,392373.7,,,N/A,,N/A,,N/A
BLDG_00128,Apartment Building (3 or fewer floors),Eastern Washington,"Spokane, WA",SPOKANE,WA,99217,,2,,2,,Avista,,N,"Non-BPA, Non-PSE",3064,,113.47,,5/5/2017 0:00,,,Unknown,3,,Yes,19,,0,,12,,12,,0,,0,,24,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,No,No,Yes,NA,7200,,9,,0,,NA,No,0,,Pool - unheated,Yes,No,Outdoor,NA,5,,3,,0,,0,,0,,18300,,,NA,18300,,,NA,,NA,,NA,,NA,,NA,,NA,7200,,0.0253,,182,,10476,,0.0838,,877.8,,7200,,0.0393,,283.2,,2522,,46.4,,2456.3,,0,,18300,,0,,18300,,Zonal Heat,Electric,N/A,N/A,N/A,N/A,N/A,9845.9,,41763.6,,278065.1,,,N/A,,N/A,,N/A,33594.2,,142497.3,,948758,,,N/A,,N/A,,N/A
BLDG_00129,Apartment Building (3 or fewer floors),Eastern Washington,"Franklin, WA",PASCO,WA,99301,,1,,3,,Franklin PUD,,Y,BPA,1747,,40.63,,6/15/2017 0:00,,1972,,2,,No,1,,0,,0,,22,,0,,0,,22,,No,No,Frame over concrete slab,Masonry,> 90% Slab,No,Yes,Yes,No,No,No,NA,3500,,22,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,2,,0,,0,,0,,22900,,,NA,22900,,,NA,,NA,,NA,,NA,,NA,,NA,11450,,0.0253,,289.5,,16128,,0.4,,6451.2,,11450,,0.0616,,705.2,,2124.5,,42.6,,8383.7,,0,,22900,,0,,22900,,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,12530,,,N/A,275659.7,,,N/A,,N/A,,N/A,42752.3,,,N/A,940550.9,,,N/A,,N/A,,N/A
BLDG_00130,Apartment Building (3 or fewer floors),Eastern Washington,"Franklin, WA",PASCO,WA,99301,,1,,3,,franklin pud,,Y,BPA,1747,,40.63,,6/16/2017 0:00,,2006,,3,,Yes,10,,0,,3,,9,,6,,6,,24,,No,No,Frame over concrete slab,Wood,> 90% Slab,No,Yes,Yes,Yes,No,No,NA,3940,,28,,0,,NA,No,0,,N/A,NA,NA,NA,NA,,NA,3,,0,,0,,0,,27564,,0,,27564,,0,,0,,0,,0,,0,,0,,9188,,0.0253,,232.3,,17204,,0.0606,,1042.7,,9188,,0.0594,,546,,2028.8,,37.3,,2716.6,,0,,27564,,0,,27564,,Furnace,Electric,Central AC,N/A,N/A,N/A,N/A,13756.5,,,N/A,330155.1,,,N/A,,N/A,,N/A,46937,,,N/A,1126489.1,,,N/A,,N/A,,N/A
